,number,value,datetime_start,datetime_complete,duration,params_AAPL_XEL_beta_win,params_AAPL_XEL_stop_loss,params_AAPL_XEL_trade_freq,params_AAPL_XEL_z_entry,params_AAPL_XEL_z_exit,params_AAPL_XEL_z_stop_scaler,params_AAPL_XEL_z_win,params_ADI_AMZN_beta_win,params_ADI_AMZN_stop_loss,params_ADI_AMZN_trade_freq,params_ADI_AMZN_z_entry,params_ADI_AMZN_z_exit,params_ADI_AMZN_z_stop_scaler,params_ADI_AMZN_z_win,params_AMGN_JD_beta_win,params_AMGN_JD_stop_loss,params_AMGN_JD_trade_freq,params_AMGN_JD_z_entry,params_AMGN_JD_z_exit,params_AMGN_JD_z_stop_scaler,params_AMGN_JD_z_win,params_ANSS_GOOGL_beta_win,params_ANSS_GOOGL_stop_loss,params_ANSS_GOOGL_trade_freq,params_ANSS_GOOGL_z_entry,params_ANSS_GOOGL_z_exit,params_ANSS_GOOGL_z_stop_scaler,params_ANSS_GOOGL_z_win,params_ATVI_MCHP_beta_win,params_ATVI_MCHP_stop_loss,params_ATVI_MCHP_trade_freq,params_ATVI_MCHP_z_entry,params_ATVI_MCHP_z_exit,params_ATVI_MCHP_z_stop_scaler,params_ATVI_MCHP_z_win,params_BIIB_CMCSA_beta_win,params_BIIB_CMCSA_stop_loss,params_BIIB_CMCSA_trade_freq,params_BIIB_CMCSA_z_entry,params_BIIB_CMCSA_z_exit,params_BIIB_CMCSA_z_stop_scaler,params_BIIB_CMCSA_z_win,params_BIIB_MELI_beta_win,params_BIIB_MELI_stop_loss,params_BIIB_MELI_trade_freq,params_BIIB_MELI_z_entry,params_BIIB_MELI_z_exit,params_BIIB_MELI_z_stop_scaler,params_BIIB_MELI_z_win,params_BIIB_MTCH_beta_win,params_BIIB_MTCH_stop_loss,params_BIIB_MTCH_trade_freq,params_BIIB_MTCH_z_entry,params_BIIB_MTCH_z_exit,params_BIIB_MTCH_z_stop_scaler,params_BIIB_MTCH_z_win,params_CHTR_MTCH_beta_win,params_CHTR_MTCH_stop_loss,params_CHTR_MTCH_trade_freq,params_CHTR_MTCH_z_entry,params_CHTR_MTCH_z_exit,params_CHTR_MTCH_z_stop_scaler,params_CHTR_MTCH_z_win,params_COST_PANW_beta_win,params_COST_PANW_stop_loss,params_COST_PANW_trade_freq,params_COST_PANW_z_entry,params_COST_PANW_z_exit,params_COST_PANW_z_stop_scaler,params_COST_PANW_z_win,params_CPRT_WDAY_beta_win,params_CPRT_WDAY_stop_loss,params_CPRT_WDAY_trade_freq,params_CPRT_WDAY_z_entry,params_CPRT_WDAY_z_exit,params_CPRT_WDAY_z_stop_scaler,params_CPRT_WDAY_z_win,params_FISV_INTC_beta_win,params_FISV_INTC_stop_loss,params_FISV_INTC_trade_freq,params_FISV_INTC_z_entry,params_FISV_INTC_z_exit,params_FISV_INTC_z_stop_scaler,params_FISV_INTC_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_MCHP_NXPI_beta_win,params_MCHP_NXPI_stop_loss,params_MCHP_NXPI_trade_freq,params_MCHP_NXPI_z_entry,params_MCHP_NXPI_z_exit,params_MCHP_NXPI_z_stop_scaler,params_MCHP_NXPI_z_win,params_MSFT_ODFL_beta_win,params_MSFT_ODFL_stop_loss,params_MSFT_ODFL_trade_freq,params_MSFT_ODFL_z_entry,params_MSFT_ODFL_z_exit,params_MSFT_ODFL_z_stop_scaler,params_MSFT_ODFL_z_win,params_MTCH_OKTA_beta_win,params_MTCH_OKTA_stop_loss,params_MTCH_OKTA_trade_freq,params_MTCH_OKTA_z_entry,params_MTCH_OKTA_z_exit,params_MTCH_OKTA_z_stop_scaler,params_MTCH_OKTA_z_win,params_MTCH_SWKS_beta_win,params_MTCH_SWKS_stop_loss,params_MTCH_SWKS_trade_freq,params_MTCH_SWKS_z_entry,params_MTCH_SWKS_z_exit,params_MTCH_SWKS_z_stop_scaler,params_MTCH_SWKS_z_win,params_MTCH_ZM_beta_win,params_MTCH_ZM_stop_loss,params_MTCH_ZM_trade_freq,params_MTCH_ZM_z_entry,params_MTCH_ZM_z_exit,params_MTCH_ZM_z_stop_scaler,params_MTCH_ZM_z_win,params_PEP_XEL_beta_win,params_PEP_XEL_stop_loss,params_PEP_XEL_trade_freq,params_PEP_XEL_z_entry,params_PEP_XEL_z_exit,params_PEP_XEL_z_stop_scaler,params_PEP_XEL_z_win,params_buffer_capital,params_pairs_to_trade,state
107,107,0.6294313541813205,2025-06-21 19:14:00.132664,2025-06-21 19:14:07.972254,0 days 00:00:07.839590,6080.0,0.015,2m,1.6,0.0,1.0,368.0,7432.0,0.015,5m,2.2,0.4,1.0,880.0,5504.0,0.01,5m,2.8,0.2,0.5,824.0,5680.0,0.015,5m,2.0,0.2,0.5,848.0,5312.0,0.02,2m,1.2,0.0,1.0,584.0,4768.0,0.015,3m,2.2,0.8,1.0,776.0,5552.0,0.015,5m,1.4,0.8,1.5,696.0,7584.0,0.015,3m,1.2,0.0,2.0,728.0,4152.0,0.02,2m,1.8,0.8,0.5,976.0,,,,,,,,7288.0,0.015,2m,1.0,0.2,1.5,728.0,,,,,,,,5408.0,0.015,4m,2.6,0.2,1.5,664.0,3360.0,0.01,2m,2.4000000000000004,1.0,2.0,856.0,6240.0,0.015,3m,1.6,0.2,1.5,240.0,4744.0,0.02,1m,1.4,0.8,1.0,704.0,5024.0,0.02,3m,2.8,1.0,0.5,448.0,3088.0,0.015,4m,2.0,0.0,0.5,144.0,3848,0.01,1m,1.6,1.0,2.0,240,8048.0,0.01,1m,1.6,0.0,1.5,936.0,0.3,18,COMPLETE
108,108,-1.2091493601041845,2025-06-21 19:14:08.019400,2025-06-21 19:14:13.819526,0 days 00:00:05.800126,6360.0,0.01,5m,1.2,1.0,0.5,760.0,,,,,,,,,,,,,,,,,,,,,,4248.0,0.02,4m,1.6,0.0,0.5,688.0,7088.0,0.02,4m,1.2,0.8,1.0,568.0,3864.0,0.015,2m,1.2,1.0,2.0,928.0,6560.0,0.015,4m,1.0,0.2,1.5,648.0,1752.0,0.02,1m,2.8,0.8,2.0,928.0,,,,,,,,7720.0,0.015,4m,1.4,0.2,2.0,184.0,,,,,,,,6544.0,0.015,2m,1.2,0.0,0.5,560.0,3072.0,0.01,1m,2.8,1.0,0.5,808.0,1624.0,0.02,3m,1.4,0.4,0.5,64.0,4408.0,0.015,1m,2.6,1.0,0.5,112.0,,,,,,,,7744.0,0.01,5m,2.8,1.0,0.5,256.0,4872,0.01,2m,1.8,1.0,1.0,1000,4512.0,0.015,4m,2.4000000000000004,0.0,2.0,824.0,0.45,14,COMPLETE
109,109,0.8859731272266688,2025-06-21 19:14:13.865060,2025-06-21 19:14:20.308051,0 days 00:00:06.442991,4584.0,0.015,1m,2.0,0.2,1.0,184.0,,,,,,,,7232.0,0.02,4m,2.8,0.0,0.5,568.0,,,,,,,,4840.0,0.02,2m,1.4,0.2,1.5,360.0,2200.0,0.02,5m,1.4,0.6000000000000001,1.5,976.0,7664.0,0.01,5m,1.2,0.6000000000000001,1.5,104.0,5800.0,0.015,1m,1.6,0.0,2.0,664.0,3824.0,0.02,3m,2.2,1.0,2.0,1000.0,,,,,,,,7368.0,0.02,2m,2.2,0.0,1.5,208.0,,,,,,,,2264.0,0.02,3m,2.8,0.4,1.0,176.0,1040.0,0.02,5m,2.2,0.8,1.5,472.0,6056.0,0.015,4m,1.2,0.0,0.5,176.0,3880.0,0.02,5m,1.4,0.8,0.5,616.0,7624.0,0.01,4m,2.0,0.8,1.5,704.0,7320.0,0.015,4m,2.4000000000000004,0.2,0.5,88.0,3560,0.01,1m,2.8,0.8,2.0,80,2856.0,0.01,1m,2.6,0.0,0.5,992.0,0.1,16,COMPLETE
110,110,-0.062123056298583175,2025-06-21 19:14:20.385488,2025-06-21 19:14:25.879713,0 days 00:00:05.494225,1584.0,0.02,3m,1.4,0.8,2.0,864.0,,,,,,,,,,,,,,,,,,,,,,6424.0,0.02,2m,1.0,0.0,0.5,432.0,7976.0,0.015,2m,1.0,0.4,2.0,240.0,5856.0,0.02,5m,1.0,1.0,2.0,472.0,4984.0,0.015,2m,1.2,0.0,1.5,600.0,2512.0,0.02,5m,2.6,1.0,2.0,240.0,,,,,,,,6440.0,0.015,5m,1.2,0.4,1.0,488.0,,,,,,,,,,,,,,,1368.0,0.01,1m,2.4000000000000004,1.0,1.0,584.0,5400.0,0.02,5m,1.4,0.6000000000000001,1.0,104.0,4224.0,0.015,1m,3.0,0.0,1.5,584.0,,,,,,,,7592.0,0.01,4m,3.0,0.8,0.5,184.0,3424,0.01,5m,2.4000000000000004,1.0,2.0,320,1528.0,0.01,1m,2.0,0.2,2.0,904.0,0.4,13,COMPLETE
111,111,1.1097586491919416,2025-06-21 19:14:25.952830,2025-06-21 19:14:30.632758,0 days 00:00:04.679928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6040.0,0.02,2m,1.4,0.0,0.5,616.0,,,,,,,,7888.0,0.015,5m,1.0,1.0,2.0,352.0,5480.0,0.015,1m,1.0,0.0,1.5,568.0,4104.0,0.02,2m,2.4000000000000004,1.0,2.0,976.0,,,,,,,,8024.0,0.015,2m,1.0,0.2,1.5,128.0,,,,,,,,,,,,,,,1128.0,0.01,1m,2.6,1.0,1.0,656.0,5904.0,0.02,3m,2.0,0.2,0.5,208.0,2096.0,0.02,1m,2.8,1.0,1.5,648.0,,,,,,,,8024.0,0.015,4m,1.8,0.4,0.5,560.0,4312,0.01,1m,2.0,1.0,2.0,352,2328.0,0.01,1m,2.2,0.0,2.0,872.0,0.4,11,COMPLETE
112,112,1.0025567943518816,2025-06-21 19:14:30.714439,2025-06-21 19:14:35.531035,0 days 00:00:04.816596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5496.0,0.02,2m,1.2,0.0,0.5,472.0,,,,,,,,7368.0,0.015,5m,1.0,1.0,2.0,424.0,5168.0,0.015,1m,1.4,0.0,1.5,624.0,3616.0,0.02,2m,2.4000000000000004,1.0,2.0,1008.0,,,,,,,,7688.0,0.015,2m,1.0,0.2,1.5,160.0,,,,,,,,,,,,,,,1576.0,0.01,1m,2.4000000000000004,1.0,1.0,632.0,5152.0,0.02,3m,1.4,0.2,0.5,144.0,2288.0,0.02,1m,3.0,1.0,1.5,624.0,,,,,,,,7840.0,0.015,4m,1.6,0.0,0.5,208.0,4128,0.01,1m,1.8,1.0,2.0,296,2072.0,0.01,1m,2.2,0.0,2.0,864.0,0.35000000000000003,11,COMPLETE
113,113,0.22763246117861466,2025-06-21 19:14:35.609166,2025-06-21 19:14:40.538199,0 days 00:00:04.929033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5776.0,0.02,2m,1.4,0.0,0.5,416.0,5816.0,0.01,1m,1.6,1.0,0.5,600.0,7936.0,0.015,5m,1.2,0.8,2.0,544.0,5976.0,0.015,1m,1.2,0.0,1.5,592.0,6344.0,0.02,2m,2.2,1.0,2.0,952.0,,,,,,,,7096.0,0.015,2m,3.0,0.2,1.5,80.0,,,,,,,,,,,,,,,1256.0,0.01,1m,2.2,1.0,1.0,696.0,6664.0,0.02,3m,1.2,0.2,0.5,88.0,2616.0,0.02,1m,3.0,1.0,1.5,544.0,,,,,,,,6872.0,0.015,4m,2.0,0.4,0.5,128.0,3768,0.01,1m,1.6,1.0,2.0,272,1800.0,0.01,1m,2.0,0.0,2.0,584.0,0.45,12,COMPLETE
114,114,-1.8968802194694492,2025-06-21 19:14:40.617003,2025-06-21 19:14:47.025572,0 days 00:00:06.408569,7792.0,0.01,1m,2.4000000000000004,0.8,1.5,992.0,,,,,,,,,,,,,,,,,,,,,,5176.0,0.02,3m,1.8,0.0,0.5,448.0,6544.0,0.01,1m,2.0,1.0,0.5,712.0,7576.0,0.015,5m,1.0,1.0,2.0,216.0,4696.0,0.015,1m,1.4,0.0,1.5,120.0,3080.0,0.02,2m,2.8,0.8,1.0,904.0,,,,,,,,8008.0,0.015,2m,1.2,0.2,1.5,272.0,,,,,,,,7912.0,0.015,5m,1.0,0.2,0.5,808.0,1696.0,0.01,1m,2.0,1.0,2.0,728.0,5608.0,0.02,3m,1.4,0.2,0.5,312.0,1960.0,0.02,1m,1.2,1.0,1.5,664.0,6464.0,0.015,2m,2.2,1.0,1.0,768.0,8168.0,0.015,4m,1.8,0.2,0.5,408.0,4520,0.01,1m,1.4,1.0,2.0,224,1256.0,0.01,5m,2.2,0.0,2.0,504.0,0.4,15,COMPLETE
115,115,2.284792637941778,2025-06-21 19:14:47.108853,2025-06-21 19:14:50.011257,0 days 00:00:02.902404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5632.0,0.02,2m,1.2,0.0,0.5,552.0,,,,,,,,,,,,,,,4872.0,0.015,1m,1.2,0.0,1.5,520.0,1144.0,0.02,2m,2.0,1.0,2.0,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,0.01,1m,2.4000000000000004,1.0,1.0,960.0,6408.0,0.015,2m,1.6,0.4,0.5,168.0,2752.0,0.02,1m,2.8,0.8,1.5,728.0,,,,,,,,,,,,,,,4360,0.01,1m,1.8,1.0,2.0,280,,,,,,,,0.35000000000000003,7,COMPLETE
116,116,0.27152293538419964,2025-06-21 19:14:50.094557,2025-06-21 19:14:53.503864,0 days 00:00:03.409307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3704.0,0.02,2m,1.2,0.0,0.5,664.0,,,,,,,,,,,,,,,4880.0,0.015,5m,1.2,0.0,1.5,488.0,1144.0,0.02,2m,2.0,1.0,2.0,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392.0,0.01,5m,2.6,0.8,1.5,952.0,6336.0,0.015,2m,1.6,0.4,0.5,120.0,2800.0,0.02,1m,2.8,0.8,0.5,728.0,,,,,,,,,,,,,,,8152,0.01,1m,2.0,1.0,2.0,184,,,,,,,,0.3,7,COMPLETE
117,117,0.3913105701647385,2025-06-21 19:14:53.576390,2025-06-21 19:14:56.463368,0 days 00:00:02.886978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6296.0,0.02,2m,1.2,0.0,0.5,552.0,,,,,,,,,,,,,,,5312.0,0.015,4m,1.6,0.0,1.5,464.0,1032.0,0.02,2m,2.0,0.8,2.0,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3240.0,0.01,1m,2.4000000000000004,1.0,1.0,1008.0,6896.0,0.015,2m,1.8,0.4,0.5,168.0,3096.0,0.02,3m,2.8,0.8,1.5,776.0,,,,,,,,,,,,,,,4992,0.01,2m,1.6,0.6000000000000001,2.0,552,,,,,,,,0.35000000000000003,7,COMPLETE
118,118,0.9029440064226217,2025-06-21 19:14:56.555505,2025-06-21 19:14:59.416940,0 days 00:00:02.861435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432.0,0.02,2m,1.2,0.0,1.5,504.0,,,,,,,,,,,,,,,4560.0,0.015,1m,1.0,0.4,2.0,536.0,1280.0,0.02,3m,2.0,1.0,2.0,984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2664.0,0.01,2m,2.2,1.0,2.0,984.0,,,,,,,,4936.0,0.02,4m,2.8,0.8,1.0,864.0,,,,,,,,,,,,,,,4696,0.01,1m,2.2,1.0,2.0,712,,,,,,,,0.35000000000000003,6,COMPLETE
119,119,0.21936230901916084,2025-06-21 19:14:59.470648,2025-06-21 19:15:01.471899,0 days 00:00:02.001251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5680.0,0.015,1m,1.8,0.0,1.5,520.0,1720.0,0.02,5m,2.6,0.8,2.0,848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,0.01,1m,2.4000000000000004,1.0,0.5,888.0,,,,,,,,2728.0,0.015,1m,2.6,0.8,0.5,688.0,,,,,,,,,,,,,,,5360,0.02,3m,1.8,1.0,2.0,672,,,,,,,,0.35000000000000003,5,COMPLETE
120,120,-0.01233806240062796,2025-06-21 19:15:01.525888,2025-06-21 19:15:08.053149,0 days 00:00:06.527261,4984.0,0.015,4m,1.0,1.0,0.5,680.0,,,,,,,,2776.0,0.01,1m,2.2,0.4,1.0,872.0,,,,,,,,5648.0,0.02,2m,1.4,0.2,0.5,328.0,7432.0,0.02,3m,1.2,0.8,1.0,856.0,7224.0,0.01,4m,1.4,0.2,1.5,824.0,4232.0,0.015,5m,1.4,0.6000000000000001,2.0,680.0,1904.0,0.02,2m,1.8,1.0,2.0,1008.0,,,,,,,,7480.0,0.02,1m,2.4000000000000004,0.4,2.0,312.0,,,,,,,,7512.0,0.02,4m,2.4000000000000004,0.0,0.5,712.0,2176.0,0.01,4m,1.8,0.6000000000000001,2.0,920.0,7064.0,0.015,2m,1.6,0.4,1.0,80.0,3656.0,0.015,1m,2.0,0.8,1.5,816.0,7200.0,0.01,5m,2.4000000000000004,0.2,2.0,664.0,7096.0,0.02,1m,1.2,0.0,1.0,336.0,4384,0.01,5m,2.6,1.0,2.0,304,3056.0,0.015,3m,1.8,0.2,1.5,952.0,0.3,16,COMPLETE
121,121,-0.3516105587015185,2025-06-21 19:15:08.122198,2025-06-21 19:15:15.448142,0 days 00:00:07.325944,5352.0,0.015,3m,1.2,0.8,1.0,904.0,2776.0,0.01,3m,2.8,0.8,0.5,624.0,4672.0,0.015,2m,1.6,1.0,0.5,200.0,,,,,,,,5232.0,0.02,2m,1.4,0.0,0.5,728.0,6128.0,0.01,1m,1.4,0.8,0.5,608.0,1920.0,0.015,5m,2.4000000000000004,0.8,2.0,376.0,5120.0,0.015,1m,1.2,0.0,1.5,584.0,3584.0,0.02,2m,2.2,1.0,2.0,944.0,,,,,,,,7720.0,0.015,2m,1.0,0.0,1.5,128.0,,,,,,,,6928.0,0.01,4m,1.4,0.2,1.5,440.0,1192.0,0.01,1m,2.4000000000000004,1.0,1.0,616.0,6056.0,0.015,2m,1.4,0.2,0.5,192.0,2424.0,0.02,1m,3.0,1.0,1.5,744.0,4680.0,0.02,4m,2.6,0.4,1.5,584.0,7992.0,0.015,4m,2.2,0.4,0.5,184.0,4160,0.01,1m,1.8,1.0,2.0,272,2560.0,0.01,1m,2.4000000000000004,0.0,2.0,776.0,0.4,17,COMPLETE
122,122,-0.5510065370304753,2025-06-21 19:15:15.539636,2025-06-21 19:15:19.505063,0 days 00:00:03.965427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8096.0,0.02,2m,1.6,0.0,0.5,376.0,,,,,,,,,,,,,,,4784.0,0.015,1m,1.0,0.0,1.5,640.0,2304.0,0.02,2m,2.4000000000000004,1.0,2.0,960.0,,,,,,,,7888.0,0.015,2m,1.0,0.2,1.5,576.0,,,,,,,,,,,,,,,1816.0,0.015,1m,2.6,1.0,1.0,944.0,6240.0,0.015,3m,1.4,0.2,0.5,144.0,2544.0,0.02,1m,3.0,0.8,1.5,704.0,,,,,,,,7744.0,0.015,4m,2.0,0.2,1.5,64.0,3936,0.01,1m,1.6,1.0,2.0,288,,,,,,,,0.4,9,COMPLETE
123,123,1.1747094020327988,2025-06-21 19:15:19.585825,2025-06-21 19:15:24.191874,0 days 00:00:04.606049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5024.0,0.02,2m,1.4,0.0,0.5,448.0,,,,,,,,6952.0,0.015,5m,1.0,1.0,2.0,464.0,6224.0,0.015,1m,1.2,0.0,1.5,608.0,7720.0,0.02,2m,2.8,1.0,2.0,1000.0,,,,,,,,7032.0,0.015,2m,1.2,0.2,1.5,96.0,,,,,,,,,,,,,,,1544.0,0.01,1m,2.2,1.0,1.0,664.0,5824.0,0.02,3m,1.6,0.2,0.5,240.0,3296.0,0.02,1m,1.6,1.0,1.5,664.0,,,,,,,,7488.0,0.015,4m,2.6,0.0,0.5,272.0,5744,0.01,1m,1.8,1.0,2.0,640,3192.0,0.01,1m,2.0,0.0,1.0,896.0,0.05,11,COMPLETE
124,124,1.9410784741517912,2025-06-21 19:15:24.255754,2025-06-21 19:15:28.644413,0 days 00:00:04.388659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5792.0,0.02,2m,1.2,0.0,0.5,488.0,,,,,,,,,,,,,,,5432.0,0.015,1m,1.2,0.0,1.5,568.0,3216.0,0.02,2m,2.6,1.0,2.0,984.0,,,,,,,,7568.0,0.015,4m,1.0,0.4,1.5,216.0,,,,,,,,,,,,,,,1272.0,0.01,1m,2.4000000000000004,1.0,1.0,960.0,6552.0,0.015,3m,1.2,0.0,0.5,64.0,7808.0,0.02,1m,3.0,0.8,1.5,640.0,,,,,,,,8192.0,0.015,4m,1.8,0.6000000000000001,0.5,472.0,4248,0.01,1m,2.0,1.0,2.0,400,1136.0,0.01,4m,2.2,0.0,2.0,824.0,0.35000000000000003,10,COMPLETE
125,125,-0.7517049339591688,2025-06-21 19:15:28.729412,2025-06-21 19:15:32.434586,0 days 00:00:03.705174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6592.0,0.02,2m,1.4,0.0,0.5,408.0,,,,,,,,,,,,,,,4920.0,0.015,1m,1.4,0.0,1.5,552.0,3848.0,0.02,3m,2.0,0.8,2.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0,0.01,2m,2.4000000000000004,0.4,1.0,776.0,6800.0,0.02,2m,1.4,0.6000000000000001,0.5,272.0,4008.0,0.02,2m,2.8,1.0,1.5,600.0,,,,,,,,4792.0,0.01,3m,2.2,0.0,0.5,232.0,3688,0.01,1m,1.6,0.8,2.0,208,,,,,,,,0.35000000000000003,8,COMPLETE
126,126,2.4558172578647977,2025-06-21 19:15:32.485402,2025-06-21 19:15:39.027322,0 days 00:00:06.541920,5864.0,0.01,1m,1.8,0.6000000000000001,0.5,840.0,,,,,,,,1616.0,0.02,3m,2.6,0.8,1.5,1024.0,,,,,,,,6064.0,0.02,2m,1.4,0.0,0.5,472.0,6304.0,0.01,1m,1.6,1.0,0.5,520.0,7688.0,0.015,2m,1.2,0.8,1.0,504.0,7024.0,0.015,4m,1.2,0.0,1.5,512.0,1480.0,0.02,4m,2.8,1.0,2.0,1024.0,,,,,,,,7200.0,0.015,2m,1.2,0.2,1.5,168.0,,,,,,,,7912.0,0.015,4m,3.0,0.0,1.0,520.0,1432.0,0.01,5m,2.6,1.0,2.0,200.0,7280.0,0.02,3m,1.2,0.4,0.5,216.0,3032.0,0.02,4m,2.2,0.8,0.5,792.0,5848.0,0.015,2m,1.2,0.6000000000000001,0.5,480.0,6616.0,0.015,4m,1.6,0.2,0.5,152.0,5176,0.01,2m,2.6,1.0,2.0,128,6152.0,0.01,1m,2.2,0.0,2.0,144.0,0.15000000000000002,16,COMPLETE
127,127,0.299866886718063,2025-06-21 19:15:39.092970,2025-06-21 19:15:46.312840,0 days 00:00:07.219870,5848.0,0.01,1m,1.8,0.4,0.5,776.0,,,,,,,,1936.0,0.02,3m,2.8,0.8,2.0,1024.0,,,,,,,,6032.0,0.02,5m,1.6,0.0,0.5,952.0,6872.0,0.01,1m,1.6,1.0,0.5,504.0,7704.0,0.015,2m,1.2,0.8,1.0,504.0,7312.0,0.015,4m,1.8,0.0,1.5,416.0,1544.0,0.02,4m,2.8,1.0,2.0,1024.0,,,,,,,,6672.0,0.01,2m,1.2,1.0,1.5,176.0,,,,,,,,7904.0,0.015,4m,3.0,0.0,0.5,512.0,4168.0,0.01,5m,2.8,0.8,2.0,976.0,7600.0,0.02,3m,1.2,0.4,0.5,464.0,4600.0,0.02,4m,1.8,0.8,0.5,792.0,5808.0,0.015,2m,1.0,0.6000000000000001,0.5,400.0,5856.0,0.02,4m,1.4,0.4,0.5,168.0,5520,0.01,2m,2.6,1.0,2.0,128,6488.0,0.01,2m,1.8,0.6000000000000001,2.0,272.0,0.15000000000000002,16,COMPLETE
128,128,-0.839754061767148,2025-06-21 19:15:46.403506,2025-06-21 19:15:59.198035,0 days 00:00:12.794529,6344.0,0.01,1m,1.8,0.6000000000000001,0.5,816.0,,,,,,,,,,,,,,,,,,,,,,5400.0,0.015,2m,1.2,0.2,1.5,464.0,6328.0,0.01,1m,1.8,0.8,0.5,400.0,6408.0,0.015,2m,1.2,0.8,1.0,320.0,6960.0,0.015,4m,1.0,0.0,1.5,712.0,1384.0,0.02,4m,3.0,0.8,2.0,968.0,,,,,,,,7288.0,0.015,3m,1.4,0.2,1.0,936.0,,,,,,,,7272.0,0.015,4m,3.0,0.0,0.5,448.0,2544.0,0.01,5m,2.6,1.0,2.0,184.0,7144.0,0.015,3m,1.0,0.4,0.5,104.0,6104.0,0.015,4m,2.2,0.8,0.5,888.0,6880.0,0.015,2m,1.2,0.8,0.5,464.0,6544.0,0.015,2m,1.2,0.0,0.5,104.0,5216,0.01,2m,2.6,1.0,2.0,168,5856.0,0.01,1m,2.4000000000000004,0.0,2.0,152.0,0.2,15,COMPLETE
129,129,-3.184077136903746,2025-06-21 19:15:59.292410,2025-06-21 19:16:07.815825,0 days 00:00:08.523415,5520.0,0.01,1m,1.6,0.6000000000000001,0.5,848.0,4888.0,0.02,1m,2.4000000000000004,0.6000000000000001,1.5,928.0,1488.0,0.02,3m,2.6,0.6000000000000001,2.0,968.0,3776.0,0.015,1m,3.0,0.8,1.0,312.0,6856.0,0.02,4m,1.0,0.0,1.0,432.0,8152.0,0.01,1m,1.2,0.6000000000000001,1.0,432.0,6872.0,0.015,2m,1.0,0.6000000000000001,1.0,568.0,6768.0,0.015,4m,1.2,0.2,1.0,504.0,1168.0,0.02,4m,2.8,1.0,2.0,1008.0,4824.0,0.01,5m,1.4,0.4,1.0,448.0,5024.0,0.015,2m,1.2,0.4,1.5,144.0,,,,,,,,7880.0,0.015,4m,2.8,0.0,1.0,360.0,1984.0,0.01,5m,2.6,1.0,2.0,192.0,7504.0,0.02,3m,1.2,0.4,1.5,224.0,2704.0,0.02,4m,2.4000000000000004,0.6000000000000001,0.5,840.0,7704.0,0.015,2m,1.4,0.6000000000000001,0.5,552.0,6936.0,0.015,5m,1.6,0.2,0.5,144.0,2968,0.01,2m,2.4000000000000004,1.0,2.0,112,7680.0,0.01,1m,2.0,0.0,2.0,664.0,0.15000000000000002,19,COMPLETE
130,130,0.2008817965739528,2025-06-21 19:16:07.872337,2025-06-21 19:16:11.066147,0 days 00:00:03.193810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3960.0,0.02,2m,1.4,0.0,0.5,528.0,,,,,,,,,,,,,,,6496.0,0.015,4m,1.4,0.0,1.5,448.0,1640.0,0.02,4m,2.6,0.8,2.0,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4424.0,0.01,5m,2.8,1.0,2.0,360.0,6976.0,0.02,3m,2.0,0.6000000000000001,0.5,656.0,4144.0,0.015,4m,1.6,0.4,0.5,768.0,,,,,,,,,,,,,,,4688,0.01,2m,2.8,1.0,2.0,64,,,,,,,,0.1,7,COMPLETE
