,number,value,datetime_start,datetime_complete,duration,params_ADP_PCAR_beta_win,params_ADP_PCAR_stop_loss,params_ADP_PCAR_trade_freq,params_ADP_PCAR_z_entry,params_ADP_PCAR_z_exit,params_ADP_PCAR_z_stop_scaler,params_ADP_PCAR_z_win,params_AMD_PCAR_beta_win,params_AMD_PCAR_stop_loss,params_AMD_PCAR_trade_freq,params_AMD_PCAR_z_entry,params_AMD_PCAR_z_exit,params_AMD_PCAR_z_stop_scaler,params_AMD_PCAR_z_win,params_CERN_TMUS_beta_win,params_CERN_TMUS_stop_loss,params_CERN_TMUS_trade_freq,params_CERN_TMUS_z_entry,params_CERN_TMUS_z_exit,params_CERN_TMUS_z_stop_scaler,params_CERN_TMUS_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_CMCSA_MU_beta_win,params_CMCSA_MU_stop_loss,params_CMCSA_MU_trade_freq,params_CMCSA_MU_z_entry,params_CMCSA_MU_z_exit,params_CMCSA_MU_z_stop_scaler,params_CMCSA_MU_z_win,params_CMCSA_PDD_beta_win,params_CMCSA_PDD_stop_loss,params_CMCSA_PDD_trade_freq,params_CMCSA_PDD_z_entry,params_CMCSA_PDD_z_exit,params_CMCSA_PDD_z_stop_scaler,params_CMCSA_PDD_z_win,params_CMCSA_PEP_beta_win,params_CMCSA_PEP_stop_loss,params_CMCSA_PEP_trade_freq,params_CMCSA_PEP_z_entry,params_CMCSA_PEP_z_exit,params_CMCSA_PEP_z_stop_scaler,params_CMCSA_PEP_z_win,params_COST_MAR_beta_win,params_COST_MAR_stop_loss,params_COST_MAR_trade_freq,params_COST_MAR_z_entry,params_COST_MAR_z_exit,params_COST_MAR_z_stop_scaler,params_COST_MAR_z_win,params_DXCM_XLNX_beta_win,params_DXCM_XLNX_stop_loss,params_DXCM_XLNX_trade_freq,params_DXCM_XLNX_z_entry,params_DXCM_XLNX_z_exit,params_DXCM_XLNX_z_stop_scaler,params_DXCM_XLNX_z_win,params_GILD_MAR_beta_win,params_GILD_MAR_stop_loss,params_GILD_MAR_trade_freq,params_GILD_MAR_z_entry,params_GILD_MAR_z_exit,params_GILD_MAR_z_stop_scaler,params_GILD_MAR_z_win,params_GILD_MU_beta_win,params_GILD_MU_stop_loss,params_GILD_MU_trade_freq,params_GILD_MU_z_entry,params_GILD_MU_z_exit,params_GILD_MU_z_stop_scaler,params_GILD_MU_z_win,params_LULU_PCAR_beta_win,params_LULU_PCAR_stop_loss,params_LULU_PCAR_trade_freq,params_LULU_PCAR_z_entry,params_LULU_PCAR_z_exit,params_LULU_PCAR_z_stop_scaler,params_LULU_PCAR_z_win,params_LULU_PDD_beta_win,params_LULU_PDD_stop_loss,params_LULU_PDD_trade_freq,params_LULU_PDD_z_entry,params_LULU_PDD_z_exit,params_LULU_PDD_z_stop_scaler,params_LULU_PDD_z_win,params_MAR_MU_beta_win,params_MAR_MU_stop_loss,params_MAR_MU_trade_freq,params_MAR_MU_z_entry,params_MAR_MU_z_exit,params_MAR_MU_z_stop_scaler,params_MAR_MU_z_win,params_MRNA_PDD_beta_win,params_MRNA_PDD_stop_loss,params_MRNA_PDD_trade_freq,params_MRNA_PDD_z_entry,params_MRNA_PDD_z_exit,params_MRNA_PDD_z_stop_scaler,params_MRNA_PDD_z_win,params_PAYX_PCAR_beta_win,params_PAYX_PCAR_stop_loss,params_PAYX_PCAR_trade_freq,params_PAYX_PCAR_z_entry,params_PAYX_PCAR_z_exit,params_PAYX_PCAR_z_stop_scaler,params_PAYX_PCAR_z_win,params_PDD_ADP_beta_win,params_PDD_ADP_stop_loss,params_PDD_ADP_trade_freq,params_PDD_ADP_z_entry,params_PDD_ADP_z_exit,params_PDD_ADP_z_stop_scaler,params_PDD_ADP_z_win,params_PDD_CHKP_beta_win,params_PDD_CHKP_stop_loss,params_PDD_CHKP_trade_freq,params_PDD_CHKP_z_entry,params_PDD_CHKP_z_exit,params_PDD_CHKP_z_stop_scaler,params_PDD_CHKP_z_win,params_TEAM_ASML_beta_win,params_TEAM_ASML_stop_loss,params_TEAM_ASML_trade_freq,params_TEAM_ASML_z_entry,params_TEAM_ASML_z_exit,params_TEAM_ASML_z_stop_scaler,params_TEAM_ASML_z_win,params_TSLA_ANSS_beta_win,params_TSLA_ANSS_stop_loss,params_TSLA_ANSS_trade_freq,params_TSLA_ANSS_z_entry,params_TSLA_ANSS_z_exit,params_TSLA_ANSS_z_stop_scaler,params_TSLA_ANSS_z_win,params_buffer_capital,params_pairs_to_trade,state
88,88,-0.5101742810501027,2025-06-21 19:09:55.007564,2025-06-21 19:09:58.673031,0 days 00:00:03.665467,,,,,,,,2584.0,0.01,3m,2.6,1.0,2.0,560.0,,,,,,,,2120.0,0.02,3m,3.0,1.0,1.0,440.0,8048.0,0.02,1m,1.0,0.2,1.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,0.015,4m,1.8,0.4,0.5,496,2648.0,0.015,1m,1.2,0.2,1.5,640.0,3008.0,0.015,5m,2.6,0.0,1.0,416.0,,,,,,,,,,,,,,,6072.0,0.02,2m,2.8,0.6000000000000001,1.0,64.0,,,,,,,,6432.0,0.015,1m,1.2,0.2,1.0,896.0,,,,,,,,,,,,,,,7976.0,0.01,5m,2.0,0.6000000000000001,1.0,200.0,0.4,9,COMPLETE
89,89,-0.38815240310611476,2025-06-21 19:09:58.727481,2025-06-21 19:10:02.241709,0 days 00:00:03.514228,,,,,,,,3744.0,0.01,3m,2.4000000000000004,1.0,2.0,632.0,,,,,,,,1416.0,0.02,5m,2.4000000000000004,1.0,1.0,456.0,5880.0,0.02,5m,1.0,0.4,1.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240,0.01,4m,2.0,0.4,0.5,640,2400.0,0.02,2m,2.4000000000000004,0.0,1.0,872.0,,,,,,,,,,,,,,,,,,,,,,4912.0,0.02,4m,2.6,0.6000000000000001,0.5,128.0,,,,,,,,1184.0,0.015,1m,1.4,0.2,0.5,688.0,,,,,,,,,,,,,,,6480.0,0.01,1m,2.2,0.6000000000000001,0.5,240.0,0.1,8,COMPLETE
90,90,-1.2361835706166933,2025-06-21 19:10:02.307938,2025-06-21 19:10:10.045341,0 days 00:00:07.737403,1056.0,0.02,1m,1.0,1.0,2.0,1008.0,2704.0,0.01,3m,2.8,0.8,2.0,160.0,3168.0,0.02,1m,2.2,0.8,1.0,336.0,3304.0,0.02,2m,2.2,0.8,1.0,384.0,6656.0,0.02,5m,1.6,0.2,1.0,136.0,7136.0,0.02,2m,1.6,0.0,2.0,904.0,1456.0,0.02,1m,2.8,1.0,0.5,1000.0,6136.0,0.01,1m,2.0,0.6000000000000001,1.5,144.0,7224.0,0.015,2m,2.2,1.0,1.5,616.0,1472,0.01,4m,2.4000000000000004,0.2,0.5,344,5808.0,0.015,5m,2.0,0.0,1.5,512.0,1984.0,0.01,5m,2.2,0.2,1.0,256.0,5592.0,0.015,3m,1.6,0.4,1.0,336.0,1184.0,0.01,2m,1.0,0.4,0.5,1016.0,5384.0,0.015,3m,2.4000000000000004,0.4,0.5,160.0,2424.0,0.015,2m,2.4000000000000004,0.4,1.5,72.0,1624.0,0.015,1m,1.6,0.0,1.5,624.0,8168.0,0.01,3m,2.2,0.0,0.5,520.0,1888.0,0.01,3m,3.0,0.0,2.0,1024.0,7064.0,0.01,1m,2.8,0.8,0.5,160.0,0.4,20,COMPLETE
91,91,1.0999706910088725,2025-06-21 19:10:10.120563,2025-06-21 19:10:14.280037,0 days 00:00:04.159474,,,,,,,,3208.0,0.015,1m,2.6,1.0,1.5,600.0,,,,,,,,5984.0,0.02,5m,2.8,1.0,1.0,400.0,6808.0,0.02,5m,1.2,0.0,1.5,608.0,3928.0,0.015,4m,2.2,0.2,1.5,216.0,,,,,,,,,,,,,,,,,,,,,,1144,0.01,5m,2.2,0.4,0.5,520,3648.0,0.015,2m,2.6,0.0,1.0,736.0,2344.0,0.015,5m,2.6,0.0,1.5,336.0,,,,,,,,,,,,,,,6440.0,0.02,2m,2.0,0.8,0.5,192.0,,,,,,,,2096.0,0.015,3m,1.4,0.4,1.0,784.0,,,,,,,,,,,,,,,7728.0,0.01,1m,2.4000000000000004,0.6000000000000001,0.5,464.0,0.45,10,COMPLETE
92,92,1.7050137862830324,2025-06-21 19:10:14.349412,2025-06-21 19:10:17.075757,0 days 00:00:02.726345,,,,,,,,,,,,,,,,,,,,,,6824.0,0.02,5m,2.6,1.0,1.5,368.0,7656.0,0.02,5m,1.2,0.0,1.5,536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384,0.01,5m,2.2,0.4,0.5,800,3056.0,0.015,2m,2.4000000000000004,0.0,1.0,792.0,,,,,,,,,,,,,,,,,,,,,,5624.0,0.02,2m,2.4000000000000004,0.0,0.5,112.0,,,,,,,,2928.0,0.015,3m,1.2,0.2,1.0,848.0,,,,,,,,,,,,,,,8168.0,0.01,1m,2.6,0.6000000000000001,0.5,360.0,0.45,7,COMPLETE
93,93,1.2585120801435987,2025-06-21 19:10:17.153659,2025-06-21 19:10:21.159940,0 days 00:00:04.006281,,,,,,,,4824.0,0.01,3m,2.0,0.8,2.0,736.0,,,,,,,,6904.0,0.02,5m,2.6,1.0,1.0,368.0,7680.0,0.02,5m,1.0,0.0,1.5,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944,0.01,4m,1.8,0.4,0.5,800,3104.0,0.015,2m,2.4000000000000004,0.0,1.0,792.0,1360.0,0.01,1m,2.4000000000000004,0.2,0.5,616.0,,,,,,,,,,,,,,,5912.0,0.02,2m,2.4000000000000004,0.0,0.5,96.0,,,,,,,,2952.0,0.015,4m,1.2,0.2,1.0,848.0,,,,,,,,,,,,,,,8040.0,0.01,1m,2.6,0.6000000000000001,0.5,184.0,0.4,9,COMPLETE
94,94,0.7192354702627872,2025-06-21 19:10:21.232336,2025-06-21 19:10:25.014353,0 days 00:00:03.782017,,,,,,,,4208.0,0.01,3m,2.2,0.8,2.0,728.0,,,,,,,,7384.0,0.02,5m,2.6,1.0,1.0,504.0,7664.0,0.02,5m,1.0,0.0,1.5,536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,0.01,4m,1.8,0.4,0.5,816,3072.0,0.015,2m,2.2,0.2,1.0,704.0,1544.0,0.01,1m,2.4000000000000004,0.2,0.5,656.0,,,,,,,,,,,,,,,5944.0,0.02,2m,2.4000000000000004,0.0,0.5,104.0,,,,,,,,2936.0,0.015,4m,1.0,0.2,1.0,840.0,,,,,,,,,,,,,,,8168.0,0.01,1m,2.6,0.6000000000000001,0.5,176.0,0.35000000000000003,9,COMPLETE
95,95,-0.4699657130449371,2025-06-21 19:10:25.092629,2025-06-21 19:10:29.527270,0 days 00:00:04.434641,,,,,,,,4816.0,0.01,3m,2.0,1.0,2.0,808.0,,,,,,,,6936.0,0.02,5m,2.8,1.0,1.0,472.0,7896.0,0.02,5m,1.0,0.6000000000000001,1.5,520.0,1744.0,0.015,1m,2.8,0.8,1.0,552.0,,,,,,,,,,,,,,,5480.0,0.02,4m,1.4,0.4,1.0,408.0,1392,0.01,4m,1.8,0.4,0.5,872,2984.0,0.015,2m,2.4000000000000004,0.0,1.0,960.0,1104.0,0.01,1m,2.0,0.4,0.5,608.0,,,,,,,,,,,,,,,5360.0,0.02,2m,2.6,0.0,0.5,128.0,,,,,,,,3200.0,0.015,4m,1.2,0.2,1.0,744.0,,,,,,,,,,,,,,,7368.0,0.01,1m,3.0,0.6000000000000001,0.5,216.0,0.4,11,COMPLETE
96,96,-0.2550002845730569,2025-06-21 19:10:29.599849,2025-06-21 19:10:32.837422,0 days 00:00:03.237573,,,,,,,,1728.0,0.01,3m,1.8,0.8,2.0,696.0,,,,,,,,6776.0,0.02,5m,2.6,1.0,1.0,544.0,8072.0,0.02,5m,1.0,0.0,1.5,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696,0.01,4m,1.6,0.4,0.5,784,2072.0,0.015,2m,2.2,0.0,1.0,864.0,,,,,,,,,,,,,,,,,,,,,,5600.0,0.02,2m,2.4000000000000004,0.2,0.5,80.0,,,,,,,,3824.0,0.015,4m,1.0,0.2,2.0,800.0,,,,,,,,,,,,,,,7960.0,0.01,2m,2.6,1.0,0.5,832.0,0.4,8,COMPLETE
97,97,-0.9297731174779528,2025-06-21 19:10:32.898257,2025-06-21 19:10:37.103473,0 days 00:00:04.205216,,,,,,,,7400.0,0.01,3m,1.6,1.0,2.0,944.0,,,,,,,,7032.0,0.02,5m,2.4000000000000004,1.0,1.0,424.0,7600.0,0.02,4m,1.2,0.2,1.5,568.0,2840.0,0.01,4m,1.2,0.6000000000000001,2.0,416.0,,,,,,,,,,,,,,,,,,,,,,2496,0.01,4m,1.6,0.2,0.5,736,4048.0,0.015,2m,2.4000000000000004,0.0,1.0,792.0,3640.0,0.01,1m,2.2,0.2,0.5,712.0,,,,,,,,,,,,,,,6800.0,0.02,5m,2.6,0.0,0.5,160.0,,,,,,,,4304.0,0.015,4m,1.2,0.2,1.0,864.0,,,,,,,,,,,,,,,7760.0,0.01,1m,2.8,0.6000000000000001,0.5,64.0,0.35000000000000003,10,COMPLETE
98,98,0.03748020825068856,2025-06-21 19:10:37.194907,2025-06-21 19:10:40.906032,0 days 00:00:03.711125,,,,,,,,8168.0,0.01,3m,2.4000000000000004,0.6000000000000001,2.0,456.0,,,,,,,,7232.0,0.02,1m,2.8,0.8,1.0,408.0,7008.0,0.02,5m,2.6,1.0,0.5,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608,0.01,2m,2.0,0.4,0.5,856,2592.0,0.015,2m,2.2,0.0,1.5,832.0,1496.0,0.01,1m,2.4000000000000004,0.0,1.0,536.0,,,,,,,,,,,,,,,5112.0,0.02,2m,2.4000000000000004,0.0,0.5,176.0,,,,,,,,3408.0,0.015,2m,1.8,0.2,2.0,824.0,,,,,,,,,,,,,,,6192.0,0.01,1m,2.6,0.2,1.0,264.0,0.4,9,COMPLETE
99,99,-0.17106184185917186,2025-06-21 19:10:40.974308,2025-06-21 19:10:44.173613,0 days 00:00:03.199305,,,,,,,,3360.0,0.01,5m,2.0,0.8,1.5,1016.0,,,,,,,,6536.0,0.02,2m,2.6,1.0,1.0,368.0,7368.0,0.02,5m,1.0,0.0,1.5,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936,0.015,1m,2.0,0.6000000000000001,0.5,704,3304.0,0.015,2m,2.4000000000000004,0.2,0.5,920.0,,,,,,,,,,,,,,,,,,,,,,4792.0,0.02,2m,2.4000000000000004,0.0,0.5,64.0,,,,,,,,2504.0,0.015,4m,1.2,0.0,1.0,768.0,,,,,,,,,,,,,,,7416.0,0.01,1m,2.8,0.6000000000000001,0.5,240.0,0.5,8,COMPLETE
100,100,0.9073463529303589,2025-06-21 19:10:44.247602,2025-06-21 19:10:46.919858,0 days 00:00:02.672256,,,,,,,,,,,,,,,,,,,,,,1600.0,0.02,5m,2.4000000000000004,0.6000000000000001,1.0,240.0,7440.0,0.02,5m,1.2,0.2,1.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744,0.01,4m,1.8,0.4,1.0,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6160.0,0.02,4m,2.8,0.2,0.5,136.0,,,,,,,,2744.0,0.015,1m,2.4000000000000004,0.2,1.5,856.0,,,,,,,,,,,,,,,5608.0,0.015,1m,2.2,0.4,0.5,192.0,0.3,6,COMPLETE
101,101,-1.0264023806126346,2025-06-21 19:10:46.967525,2025-06-21 19:10:49.748636,0 days 00:00:02.781111,,,,,,,,,,,,,,,,,,,,,,6336.0,0.02,5m,2.2,1.0,1.5,336.0,1056.0,0.02,5m,1.4,0.0,1.5,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184,0.01,5m,2.4000000000000004,0.4,0.5,928,4336.0,0.015,2m,2.4000000000000004,0.0,1.0,792.0,,,,,,,,,,,,,,,,,,,,,,5824.0,0.02,2m,2.6,0.2,0.5,568.0,,,,,,,,2352.0,0.015,3m,1.4,0.2,1.0,352.0,,,,,,,,,,,,,,,8040.0,0.01,1m,2.4000000000000004,0.6000000000000001,0.5,312.0,0.45,7,COMPLETE
102,102,-0.06562419771998006,2025-06-21 19:10:49.796825,2025-06-21 19:10:52.905182,0 days 00:00:03.108357,,,,,,,,,,,,,,,,,,,,,,6832.0,0.02,5m,2.4000000000000004,1.0,1.5,360.0,7248.0,0.02,5m,1.2,0.0,1.5,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,0.01,5m,2.2,0.4,0.5,752,3840.0,0.015,2m,2.6,0.0,1.0,696.0,,,,,,,,,,,,,,,,,,,,,,5624.0,0.02,2m,2.2,0.0,0.5,112.0,,,,,,,,1880.0,0.015,3m,1.2,0.2,1.0,880.0,,,,,,,,,,,,,,,8024.0,0.01,1m,2.6,0.6000000000000001,0.5,408.0,0.45,7,COMPLETE
103,103,-0.9224142633045157,2025-06-21 19:10:52.963949,2025-06-21 19:10:54.995808,0 days 00:00:02.031859,,,,,,,,,,,,,,,,,,,,,,6104.0,0.02,5m,2.0,1.0,1.5,296.0,7720.0,0.02,5m,1.0,0.0,1.5,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520,0.01,5m,2.4000000000000004,0.4,0.5,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5296.0,0.02,2m,2.4000000000000004,0.8,0.5,200.0,,,,,,,,1408.0,0.015,3m,1.4,0.2,1.0,992.0,,,,,,,,,,,,,,,,,,,,,,0.5,5,COMPLETE
104,104,0.8628417064131199,2025-06-21 19:10:55.071214,2025-06-21 19:10:58.809860,0 days 00:00:03.738646,,,,,,,,7024.0,0.01,2m,2.2,1.0,2.0,528.0,,,,,,,,3688.0,0.02,5m,2.2,1.0,1.5,384.0,5144.0,0.02,5m,1.2,0.0,1.5,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,0.01,5m,2.0,0.4,0.5,424,3160.0,0.015,2m,2.0,0.0,1.0,888.0,,,,,,,,,,,,,,,,,,,,,,5992.0,0.02,2m,2.2,0.8,0.5,96.0,,,,,,,,1024.0,0.015,3m,2.0,0.2,0.5,920.0,,,,,,,,,,,,,,,8168.0,0.01,1m,2.4000000000000004,0.6000000000000001,0.5,360.0,0.45,8,COMPLETE
105,105,1.1409270897677544,2025-06-21 19:10:58.876380,2025-06-21 19:11:02.309604,0 days 00:00:03.433224,,,,,,,,5648.0,0.015,3m,1.8,0.4,0.5,104.0,,,,,,,,2904.0,0.02,5m,2.6,1.0,1.0,448.0,6800.0,0.02,5m,1.0,0.4,1.5,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776,0.01,4m,2.2,0.2,0.5,848,4560.0,0.015,2m,2.6,0.0,1.0,848.0,4112.0,0.01,2m,1.8,0.2,1.5,432.0,,,,,,,,,,,,,,,5496.0,0.02,2m,2.4000000000000004,0.6000000000000001,0.5,248.0,,,,,,,,3040.0,0.015,3m,1.0,0.2,1.0,816.0,,,,,,,,,,,,,,,7784.0,0.01,1m,2.2,0.8,0.5,144.0,0.4,9,COMPLETE
106,106,0.08402995831372786,2025-06-21 19:11:02.358608,2025-06-21 19:11:06.578682,0 days 00:00:04.220074,,,,,,,,3888.0,0.015,3m,1.8,0.6000000000000001,0.5,144.0,,,,,,,,3064.0,0.02,5m,2.6,1.0,1.0,464.0,4696.0,0.01,5m,1.0,0.4,1.5,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808,0.01,4m,2.2,0.2,0.5,856,1488.0,0.015,2m,2.8,0.0,1.0,848.0,4160.0,0.01,2m,1.8,0.2,1.5,464.0,,,,,,,,,,,,,,,5504.0,0.02,2m,2.4000000000000004,0.6000000000000001,0.5,232.0,,,,,,,,2960.0,0.015,4m,1.0,0.2,1.0,728.0,,,,,,,,,,,,,,,7712.0,0.01,3m,2.2,0.8,0.5,104.0,0.4,9,COMPLETE
107,107,-0.300038009107149,2025-06-21 19:11:06.642684,2025-06-21 19:11:10.228093,0 days 00:00:03.585409,,,,,,,,4376.0,0.02,3m,1.4,0.4,0.5,96.0,,,,,,,,2144.0,0.02,2m,2.6,0.8,1.0,440.0,6792.0,0.02,2m,1.0,0.4,1.5,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128,0.01,4m,2.0,0.0,0.5,768,5112.0,0.015,2m,2.2,0.0,1.0,824.0,4552.0,0.01,2m,1.8,0.2,1.5,536.0,,,,,,,,,,,,,,,1504.0,0.02,2m,2.4000000000000004,0.4,0.5,176.0,,,,,,,,3240.0,0.015,3m,1.0,0.2,1.0,792.0,,,,,,,,,,,,,,,6872.0,0.01,1m,2.0,0.8,0.5,152.0,0.35000000000000003,9,COMPLETE
108,108,-1.442244378595219,2025-06-21 19:11:10.299606,2025-06-21 19:11:17.050916,0 days 00:00:06.751310,,,,,,,,5632.0,0.015,3m,1.6,0.4,1.0,208.0,6576.0,0.015,4m,1.0,0.0,1.5,744.0,1992.0,0.02,5m,2.8,1.0,1.0,528.0,6984.0,0.02,1m,1.0,0.6000000000000001,1.5,544.0,6792.0,0.02,3m,2.6,0.4,0.5,1016.0,,,,,,,,1216.0,0.02,4m,1.4,0.4,1.0,360.0,1976.0,0.015,1m,1.8,0.8,2.0,152.0,2392,0.01,4m,1.6,0.2,0.5,840,4680.0,0.015,1m,1.0,0.0,1.5,736.0,2992.0,0.01,2m,1.6,0.2,1.5,432.0,3368.0,0.01,4m,1.6,0.6000000000000001,0.5,1024.0,5160.0,0.015,3m,2.0,0.6000000000000001,2.0,664.0,5088.0,0.02,2m,2.6,0.6000000000000001,0.5,144.0,6784.0,0.02,1m,1.0,0.4,1.0,720.0,2640.0,0.015,3m,2.2,0.0,1.0,776.0,,,,,,,,,,,,,,,7816.0,0.01,1m,2.2,0.8,0.5,968.0,0.4,16,COMPLETE
109,109,0.661575871068088,2025-06-21 19:11:17.126423,2025-06-21 19:11:22.359885,0 days 00:00:05.233462,,,,,,,,6160.0,0.01,3m,1.8,0.4,1.0,104.0,,,,,,,,2592.0,0.02,3m,2.4000000000000004,1.0,1.0,496.0,7952.0,0.02,5m,1.2,0.8,1.5,248.0,4592.0,0.01,5m,1.6,0.6000000000000001,1.5,672.0,,,,,,,,,,,,,,,4144.0,0.01,5m,2.2,0.2,0.5,864.0,7720,0.01,4m,1.8,0.2,0.5,896,4376.0,0.015,4m,1.8,0.0,1.0,896.0,3528.0,0.01,3m,2.2,0.4,1.5,360.0,,,,,,,,,,,,,,,4528.0,0.015,2m,2.4000000000000004,0.6000000000000001,0.5,248.0,4328.0,0.015,2m,2.2,0.8,2.0,744.0,2784.0,0.015,4m,1.2,0.2,2.0,816.0,,,,,,,,,,,,,,,7480.0,0.01,5m,2.6,0.8,0.5,120.0,0.4,12,COMPLETE
110,110,-0.5852464801531588,2025-06-21 19:11:22.447395,2025-06-21 19:11:26.608309,0 days 00:00:04.160914,,,,,,,,5240.0,0.01,3m,2.8,1.0,0.5,176.0,,,,,,,,3024.0,0.02,5m,2.6,0.8,1.0,408.0,2200.0,0.02,5m,1.0,0.2,1.5,760.0,7520.0,0.01,2m,3.0,0.0,2.0,808.0,,,,,,,,,,,,,,,,,,,,,,1544,0.01,4m,2.0,0.2,0.5,984,2808.0,0.015,2m,2.4000000000000004,0.2,0.5,776.0,3960.0,0.01,2m,2.0,0.2,1.0,520.0,,,,,,,,,,,,,,,5840.0,0.02,4m,2.6,0.6000000000000001,1.5,280.0,,,,,,,,1544.0,0.015,2m,2.0,0.2,0.5,512.0,,,,,,,,,,,,,,,7200.0,0.01,1m,2.8,1.0,0.5,272.0,0.5,10,COMPLETE
111,111,0.04811446196408008,2025-06-21 19:11:26.686832,2025-06-21 19:11:30.305086,0 days 00:00:03.618254,,,,,,,,4760.0,0.01,3m,2.0,0.4,1.0,64.0,,,,,,,,6232.0,0.02,5m,2.2,1.0,1.5,320.0,6528.0,0.02,5m,1.2,0.0,1.5,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368,0.01,5m,2.2,0.4,0.5,664,4000.0,0.015,2m,2.6,0.0,1.0,800.0,,,,,,,,,,,,,,,,,,,,,,5720.0,0.02,2m,2.2,0.8,0.5,216.0,,,,,,,,2440.0,0.015,3m,1.4,0.2,1.0,568.0,,,,,,,,,,,,,,,7952.0,0.01,1m,2.4000000000000004,0.6000000000000001,0.5,448.0,0.45,8,COMPLETE
112,112,0.8561646381332484,2025-06-21 19:11:30.368091,2025-06-21 19:11:33.119256,0 days 00:00:02.751165,,,,,,,,,,,,,,,,,,,,,,6568.0,0.02,5m,2.4000000000000004,1.0,2.0,344.0,7136.0,0.02,5m,1.4,0.0,1.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216,0.01,5m,2.4000000000000004,0.4,0.5,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5424.0,0.02,2m,2.4000000000000004,1.0,0.5,120.0,,,,,,,,2040.0,0.015,3m,1.2,0.2,1.0,904.0,,,,,,,,,,,,,,,8184.0,0.01,1m,2.4000000000000004,0.6000000000000001,0.5,328.0,0.4,6,COMPLETE
113,113,1.5950522324138472,2025-06-21 19:11:33.202787,2025-06-21 19:11:36.119349,0 days 00:00:02.916562,,,,,,,,,,,,,,,,,,,,,,5832.0,0.02,5m,3.0,1.0,1.0,376.0,7536.0,0.02,5m,1.2,0.4,1.5,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712,0.01,5m,2.2,0.4,0.5,720,3400.0,0.015,2m,2.6,0.0,1.0,856.0,,,,,,,,,,,,,,,,,,,,,,5192.0,0.02,2m,2.2,0.8,0.5,88.0,,,,,,,,3040.0,0.015,3m,1.4,0.4,1.0,840.0,,,,,,,,,,,,,,,7656.0,0.01,1m,2.2,0.6000000000000001,0.5,232.0,0.45,7,COMPLETE
114,114,0.3984242391552026,2025-06-21 19:11:36.195867,2025-06-21 19:11:39.534953,0 days 00:00:03.339086,,,,,,,,,,,,,,,,,,,,,,5760.0,0.02,5m,3.0,1.0,1.0,432.0,7544.0,0.02,5m,1.0,0.4,1.5,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728,0.01,5m,2.2,0.4,0.5,728,2448.0,0.015,2m,2.6,0.0,1.0,936.0,,,,,,,,,,,,,,,,,,,,,,5248.0,0.02,2m,2.2,0.8,0.5,88.0,,,,,,,,3664.0,0.015,3m,1.0,0.2,1.0,840.0,,,,,,,,,,,,,,,7624.0,0.01,1m,2.2,0.6000000000000001,0.5,224.0,0.45,7,COMPLETE
115,115,2.2525103865805893,2025-06-21 19:11:39.605465,2025-06-21 19:11:43.089464,0 days 00:00:03.483999,,,,,,,,7576.0,0.015,5m,2.6,0.8,1.5,776.0,,,,,,,,4264.0,0.02,2m,2.8,1.0,1.0,480.0,7760.0,0.02,5m,1.2,0.4,1.5,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912,0.01,4m,1.8,0.2,0.5,688,3336.0,0.015,2m,2.8,0.0,1.0,872.0,5264.0,0.01,5m,2.6,0.0,1.5,616.0,,,,,,,,,,,,,,,4928.0,0.02,1m,2.4000000000000004,0.8,0.5,144.0,,,,,,,,5480.0,0.015,3m,1.2,0.2,1.0,880.0,,,,,,,,,,,,,,,1248.0,0.01,1m,2.0,0.8,0.5,184.0,0.25,9,COMPLETE
