,number,value,datetime_start,datetime_complete,duration,params_AAPL_FAST_beta_win,params_AAPL_FAST_stop_loss,params_AAPL_FAST_trade_freq,params_AAPL_FAST_z_entry,params_AAPL_FAST_z_exit,params_AAPL_FAST_z_stop_scaler,params_AAPL_FAST_z_win,params_ABNB_AEP_beta_win,params_ABNB_AEP_stop_loss,params_ABNB_AEP_trade_freq,params_ABNB_AEP_z_entry,params_ABNB_AEP_z_exit,params_ABNB_AEP_z_stop_scaler,params_ABNB_AEP_z_win,params_ADI_HON_beta_win,params_ADI_HON_stop_loss,params_ADI_HON_trade_freq,params_ADI_HON_z_entry,params_ADI_HON_z_exit,params_ADI_HON_z_stop_scaler,params_ADI_HON_z_win,params_ADP_AVGO_beta_win,params_ADP_AVGO_stop_loss,params_ADP_AVGO_trade_freq,params_ADP_AVGO_z_entry,params_ADP_AVGO_z_exit,params_ADP_AVGO_z_stop_scaler,params_ADP_AVGO_z_win,params_AMZN_LRCX_beta_win,params_AMZN_LRCX_stop_loss,params_AMZN_LRCX_trade_freq,params_AMZN_LRCX_z_entry,params_AMZN_LRCX_z_exit,params_AMZN_LRCX_z_stop_scaler,params_AMZN_LRCX_z_win,params_AMZN_MU_beta_win,params_AMZN_MU_stop_loss,params_AMZN_MU_trade_freq,params_AMZN_MU_z_entry,params_AMZN_MU_z_exit,params_AMZN_MU_z_stop_scaler,params_AMZN_MU_z_win,params_ANSS_REGN_beta_win,params_ANSS_REGN_stop_loss,params_ANSS_REGN_trade_freq,params_ANSS_REGN_z_entry,params_ANSS_REGN_z_exit,params_ANSS_REGN_z_stop_scaler,params_ANSS_REGN_z_win,params_AVGO_HON_beta_win,params_AVGO_HON_stop_loss,params_AVGO_HON_trade_freq,params_AVGO_HON_z_entry,params_AVGO_HON_z_exit,params_AVGO_HON_z_stop_scaler,params_AVGO_HON_z_win,params_AVGO_PAYX_beta_win,params_AVGO_PAYX_stop_loss,params_AVGO_PAYX_trade_freq,params_AVGO_PAYX_z_entry,params_AVGO_PAYX_z_exit,params_AVGO_PAYX_z_stop_scaler,params_AVGO_PAYX_z_win,params_BKNG_INTU_beta_win,params_BKNG_INTU_stop_loss,params_BKNG_INTU_trade_freq,params_BKNG_INTU_z_entry,params_BKNG_INTU_z_exit,params_BKNG_INTU_z_stop_scaler,params_BKNG_INTU_z_win,params_CDNS_INTU_beta_win,params_CDNS_INTU_stop_loss,params_CDNS_INTU_trade_freq,params_CDNS_INTU_z_entry,params_CDNS_INTU_z_exit,params_CDNS_INTU_z_stop_scaler,params_CDNS_INTU_z_win,params_CPRT_INTU_beta_win,params_CPRT_INTU_stop_loss,params_CPRT_INTU_trade_freq,params_CPRT_INTU_z_entry,params_CPRT_INTU_z_exit,params_CPRT_INTU_z_stop_scaler,params_CPRT_INTU_z_win,params_CRWD_KLAC_beta_win,params_CRWD_KLAC_stop_loss,params_CRWD_KLAC_trade_freq,params_CRWD_KLAC_z_entry,params_CRWD_KLAC_z_exit,params_CRWD_KLAC_z_stop_scaler,params_CRWD_KLAC_z_win,params_CTSH_EBAY_beta_win,params_CTSH_EBAY_stop_loss,params_CTSH_EBAY_trade_freq,params_CTSH_EBAY_z_entry,params_CTSH_EBAY_z_exit,params_CTSH_EBAY_z_stop_scaler,params_CTSH_EBAY_z_win,params_DXCM_KLAC_beta_win,params_DXCM_KLAC_stop_loss,params_DXCM_KLAC_trade_freq,params_DXCM_KLAC_z_entry,params_DXCM_KLAC_z_exit,params_DXCM_KLAC_z_stop_scaler,params_DXCM_KLAC_z_win,params_GFS_KHC_beta_win,params_GFS_KHC_stop_loss,params_GFS_KHC_trade_freq,params_GFS_KHC_z_entry,params_GFS_KHC_z_exit,params_GFS_KHC_z_stop_scaler,params_GFS_KHC_z_win,params_HON_SNPS_beta_win,params_HON_SNPS_stop_loss,params_HON_SNPS_trade_freq,params_HON_SNPS_z_entry,params_HON_SNPS_z_exit,params_HON_SNPS_z_stop_scaler,params_HON_SNPS_z_win,params_INTU_REGN_beta_win,params_INTU_REGN_stop_loss,params_INTU_REGN_trade_freq,params_INTU_REGN_z_entry,params_INTU_REGN_z_exit,params_INTU_REGN_z_stop_scaler,params_INTU_REGN_z_win,params_MELI_SNPS_beta_win,params_MELI_SNPS_stop_loss,params_MELI_SNPS_trade_freq,params_MELI_SNPS_z_entry,params_MELI_SNPS_z_exit,params_MELI_SNPS_z_stop_scaler,params_MELI_SNPS_z_win,params_META_ROST_beta_win,params_META_ROST_stop_loss,params_META_ROST_trade_freq,params_META_ROST_z_entry,params_META_ROST_z_exit,params_META_ROST_z_stop_scaler,params_META_ROST_z_win,params_ODFL_TEAM_beta_win,params_ODFL_TEAM_stop_loss,params_ODFL_TEAM_trade_freq,params_ODFL_TEAM_z_entry,params_ODFL_TEAM_z_exit,params_ODFL_TEAM_z_stop_scaler,params_ODFL_TEAM_z_win,params_buffer_capital,params_pairs_to_trade,state
98,98,2.0327640403829985,2025-06-21 19:30:10.131294,2025-06-21 19:30:11.800239,0 days 00:00:01.668945,,,,,,,,,,,,,,,,,,,,,,4968.0,0.015,2m,1.8,0.4,1.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5016,0.015,4m,1.8,0.4,2.0,856,,,,,,,,3368,0.01,2m,1.4,0.2,0.5,176,,,,,,,,0.45,2,COMPLETE
99,99,0.5795041505573978,2025-06-21 19:30:11.900675,2025-06-21 19:30:13.062111,0 days 00:00:01.161436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472,0.015,4m,1.4,0.4,2.0,840,,,,,,,,3360,0.01,2m,1.4,0.2,0.5,80,,,,,,,,0.45,1,COMPLETE
100,100,1.957801166127294,2025-06-21 19:30:13.138748,2025-06-21 19:30:14.712216,0 days 00:00:01.573468,,,,,,,,,,,,,,,,,,,,,,5576.0,0.015,2m,1.8,0.4,1.0,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5064,0.015,4m,1.8,0.2,2.0,880,,,,,,,,3200,0.01,2m,1.2,0.4,0.5,64,,,,,,,,0.5,2,COMPLETE
101,101,1.628738732998364,2025-06-21 19:30:14.788601,2025-06-21 19:30:16.299356,0 days 00:00:01.510755,,,,,,,,,,,,,,,,,,,,,,6248.0,0.015,2m,1.8,0.4,1.0,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5120,0.015,4m,1.8,0.2,2.0,872,,,,,,,,3176,0.01,2m,1.2,0.8,0.5,64,,,,,,,,0.5,2,COMPLETE
102,102,1.8245076843196018,2025-06-21 19:30:16.378468,2025-06-21 19:30:18.239002,0 days 00:00:01.860534,,,,,,,,,,,,,,,,,,,,,,6408.0,0.015,2m,1.8,0.4,1.0,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5312,0.015,4m,1.6,0.2,2.0,888,,,,,,,,3152,0.01,2m,1.0,0.8,0.5,64,,,,,,,,0.5,2,COMPLETE
103,103,-1.3585005256631475,2025-06-21 19:30:18.331976,2025-06-21 19:30:20.146112,0 days 00:00:01.814136,,,,,,,,,,,,,,,,,,,,,,6448.0,0.015,2m,1.8,0.4,1.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5168,0.015,4m,1.4,0.2,2.0,872,,,,,,,,3792,0.01,2m,1.0,0.8,0.5,64,,,,,,,,0.5,2,COMPLETE
104,104,1.3287954889444944,2025-06-21 19:30:20.240569,2025-06-21 19:30:21.752327,0 days 00:00:01.511758,,,,,,,,,,,,,,,,,,,,,,6024.0,0.015,5m,1.8,0.4,1.0,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4632,0.015,4m,1.6,0.2,2.0,896,,,,,,,,3144,0.01,2m,1.2,0.8,0.5,64,,,,,,,,0.5,2,COMPLETE
105,105,2.3653970833502354,2025-06-21 19:30:21.847323,2025-06-21 19:30:23.327481,0 days 00:00:01.480158,,,,,,,,,,,,,,,,,,,,,,6824.0,0.015,5m,1.8,0.2,1.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560,0.015,4m,1.4,0.2,2.0,808,,,,,,,,3152,0.01,2m,1.2,0.8,0.5,88,,,,,,,,0.5,2,COMPLETE
106,106,-0.5272420822269842,2025-06-21 19:30:23.403855,2025-06-21 19:30:24.551298,0 days 00:00:01.147443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4552,0.015,4m,1.4,0.2,2.0,728,,,,,,,,3512,0.01,2m,1.0,0.8,0.5,136,,,,,,,,0.5,1,COMPLETE
107,107,-0.7729867280229497,2025-06-21 19:30:24.643845,2025-06-21 19:30:26.937388,0 days 00:00:02.293543,,,,,,,,,,,,,,,,,,,,,,6880.0,0.015,5m,1.8,0.2,1.5,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336.0,0.015,2m,2.4000000000000004,0.6000000000000001,2.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4368,0.015,4m,1.2,0.2,2.0,808,,,,,,,,3992,0.01,2m,1.2,0.8,0.5,80,,,,,,,,0.5,3,COMPLETE
108,108,2.1226519646849265,2025-06-21 19:30:27.029409,2025-06-21 19:30:28.678913,0 days 00:00:01.649504,,,,,,,,,,,,,,,,,,,,,,6168.0,0.015,5m,2.0,0.2,1.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4720,0.015,4m,1.6,0.2,2.0,784,,,,,,,,3184,0.01,2m,1.2,0.8,0.5,64,,,,,,,,0.5,2,COMPLETE
109,109,2.3307456492835095,2025-06-21 19:30:28.775075,2025-06-21 19:30:30.565116,0 days 00:00:01.790041,,,,,,,,,,,,,,,,,,,,,,6176.0,0.015,5m,2.0,0.2,1.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4008,0.015,4m,1.6,0.2,2.0,776,,,,,,,,3176,0.01,2m,1.2,0.8,0.5,72,,,,,,,,0.5,2,COMPLETE
110,110,0.5953023932874911,2025-06-21 19:30:30.661448,2025-06-21 19:30:32.852355,0 days 00:00:02.190907,,,,,,,,,,,,,,,,,,,,,,6632.0,0.015,5m,2.0,0.2,1.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536.0,0.02,1m,2.2,0.6000000000000001,1.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4008,0.015,2m,1.6,0.2,2.0,792,,,,,,,,4256,0.01,5m,1.0,0.8,0.5,120,,,,,,,,0.5,3,COMPLETE
111,111,1.9694822314424874,2025-06-21 19:30:32.952639,2025-06-21 19:30:34.091953,0 days 00:00:01.139314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4808,0.015,4m,1.4,0.2,2.0,776,,,,,,,,3192,0.01,2m,1.2,0.8,0.5,64,,,,,,,,0.5,1,COMPLETE
112,112,1.7469344392803898,2025-06-21 19:30:34.177977,2025-06-21 19:30:35.306726,0 days 00:00:01.128749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4776,0.015,4m,1.2,0.2,2.0,728,,,,,,,,3144,0.01,2m,1.2,0.8,0.5,72,,,,,,,,0.5,1,COMPLETE
113,113,1.3865845951131879,2025-06-21 19:30:35.391261,2025-06-21 19:30:36.491440,0 days 00:00:01.100179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4744,0.015,4m,1.2,0.2,2.0,728,,,,,,,,3176,0.01,2m,1.2,0.8,0.5,64,,,,,,,,0.5,1,COMPLETE
114,114,-1.4153759854472465,2025-06-21 19:30:36.579553,2025-06-21 19:30:37.837722,0 days 00:00:01.258169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4016,0.015,4m,1.2,0.2,2.0,672,,,,,,,,3632,0.01,2m,1.2,0.8,0.5,64,,,,,,,,0.5,1,COMPLETE
115,115,1.71166858771844,2025-06-21 19:30:37.931966,2025-06-21 19:30:39.920448,0 days 00:00:01.988482,,,,,,,,,,,,,,,,,,,,,,6136.0,0.015,5m,2.0,0.2,1.5,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4440,0.015,4m,1.0,0.2,2.0,760,,,,,,,,3448,0.01,2m,1.0,1.0,0.5,120,,,,,,,,0.5,2,COMPLETE
116,116,1.7886676743958236,2025-06-21 19:30:40.016821,2025-06-21 19:30:41.675006,0 days 00:00:01.658185,,,,,,,,,,,,,,,,,,,,,,6264.0,0.015,5m,2.0,0.2,1.5,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4424,0.015,4m,1.0,0.2,2.0,776,,,,,,,,3448,0.01,2m,1.0,1.0,2.0,144,,,,,,,,0.5,2,COMPLETE
117,117,0.6203972513766203,2025-06-21 19:30:41.760487,2025-06-21 19:30:43.263215,0 days 00:00:01.502728,,,,,,,,,,,,,,,,,,,,,,7360.0,0.015,5m,2.0,0.2,1.5,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4432,0.015,4m,1.0,0.2,2.0,768,,,,,,,,3464,0.01,2m,1.0,1.0,2.0,144,,,,,,,,0.5,2,COMPLETE
118,118,-1.835607139592461,2025-06-21 19:30:43.355356,2025-06-21 19:30:45.457747,0 days 00:00:02.102391,,,,,,,,,,,,,,,,,,,,,,5640.0,0.015,5m,2.0,0.2,1.5,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.0,0.015,2m,2.2,0.6000000000000001,2.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3888,0.015,4m,1.0,0.2,2.0,736,,,,,,,,3928,0.01,2m,1.0,1.0,2.0,120,,,,,,,,0.5,3,COMPLETE
119,119,-0.5446756736401024,2025-06-21 19:30:45.552428,2025-06-21 19:30:46.814052,0 days 00:00:01.261624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592,0.015,4m,1.4,0.0,2.0,816,,,,,,,,3792,0.01,2m,1.0,1.0,2.0,88,,,,,,,,0.5,1,COMPLETE
120,120,0.4015074165999245,2025-06-21 19:30:46.910254,2025-06-21 19:30:48.523389,0 days 00:00:01.613135,,,,,,,,,,,,,,,,,,,,,,6000.0,0.015,5m,2.0,0.0,1.5,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4792,0.015,3m,1.0,0.2,2.0,696,,,,,,,,3392,0.01,2m,1.2,1.0,1.0,192,,,,,,,,0.5,2,COMPLETE
121,121,1.9884227553169935,2025-06-21 19:30:48.615750,2025-06-21 19:30:49.827308,0 days 00:00:01.211558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4648,0.015,4m,1.4,0.2,2.0,768,,,,,,,,3256,0.01,2m,1.2,0.8,0.5,88,,,,,,,,0.5,1,COMPLETE
122,122,1.544949412233371,2025-06-21 19:30:49.913054,2025-06-21 19:30:51.070963,0 days 00:00:01.157909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4576,0.015,4m,1.4,0.2,2.0,776,,,,,,,,3016,0.01,2m,1.0,0.6000000000000001,0.5,120,,,,,,,,0.5,1,COMPLETE
123,123,-0.9617317463176613,2025-06-21 19:30:51.156851,2025-06-21 19:30:53.252255,0 days 00:00:02.095404,,,,,,,,,,,,,,,,,,,,,,6256.0,0.015,5m,2.2,0.2,1.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.0,0.02,1m,2.4000000000000004,0.4,2.0,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4368,0.015,4m,1.2,0.2,2.0,760,,,,,,,,3600,0.01,2m,1.2,0.8,0.5,88,,,,,,,,0.5,3,COMPLETE
124,124,1.5320795897226043,2025-06-21 19:30:53.347299,2025-06-21 19:30:54.912514,0 days 00:00:01.565215,,,,,,,,,,,,,,,,,,,,,,7256.0,0.015,5m,2.2,0.2,1.5,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4992,0.015,4m,1.4,0.2,2.0,736,,,,,,,,3240,0.01,2m,1.0,0.8,0.5,144,,,,,,,,0.5,2,COMPLETE
125,125,1.7871178880494352,2025-06-21 19:30:54.996830,2025-06-21 19:30:56.164746,0 days 00:00:01.167916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4128,0.015,4m,1.2,0.2,2.0,704,,,,,,,,3240,0.01,2m,1.2,1.0,0.5,104,,,,,,,,0.5,1,COMPLETE
126,126,1.25030597703633,2025-06-21 19:30:56.265712,2025-06-21 19:30:57.454001,0 days 00:00:01.188289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4112,0.015,4m,1.2,0.2,2.0,824,,,,,,,,3280,0.01,2m,1.2,0.8,0.5,96,,,,,,,,0.45,1,COMPLETE
127,127,2.3200919471526484,2025-06-21 19:30:57.544787,2025-06-21 19:30:58.813866,0 days 00:00:01.269079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3784,0.015,4m,1.4,0.2,2.0,704,,,,,,,,3104,0.01,2m,1.2,0.6000000000000001,0.5,80,,,,,,,,0.5,1,COMPLETE
128,128,-0.5585609645200353,2025-06-21 19:30:58.922170,2025-06-21 19:31:01.062122,0 days 00:00:02.139952,,,,,,,,,,,,,,,,,,,,,,6608.0,0.015,5m,1.8,0.0,1.5,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2152.0,0.015,2m,2.0,0.6000000000000001,2.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456,0.015,4m,1.4,0.0,2.0,688,,,,,,,,3760,0.01,2m,1.2,1.0,0.5,152,,,,,,,,0.5,3,COMPLETE
129,129,-0.10405951891155156,2025-06-21 19:31:01.165980,2025-06-21 19:31:03.546966,0 days 00:00:02.380986,,,,,,,,,,,,,,,,,,,,,,6976.0,0.015,5m,2.0,0.2,0.5,424.0,,,,,,,,,,,,,,,,,,,,,,1112.0,0.015,2m,2.0,0.0,1.0,328.0,,,,,,,,,,,,,,,,,,,,,,1712.0,0.015,3m,2.2,0.4,1.0,392.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736,0.015,4m,1.6,0.2,2.0,632,,,,,,,,2984,0.01,2m,1.2,0.6000000000000001,0.5,96,,,,,,,,0.5,4,COMPLETE
130,130,0.7516732012550339,2025-06-21 19:31:03.624639,2025-06-21 19:31:04.832500,0 days 00:00:01.207861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3888,0.015,4m,1.4,0.2,2.0,792,,,,,,,,2608,0.01,2m,1.4,0.6000000000000001,0.5,184,,,,,,,,0.45,1,COMPLETE
131,131,2.1091838882299334,2025-06-21 19:31:04.914139,2025-06-21 19:31:06.075345,0 days 00:00:01.161206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216,0.015,4m,1.2,0.2,2.0,704,,,,,,,,3128,0.01,2m,1.2,0.8,0.5,72,,,,,,,,0.5,1,COMPLETE
132,132,2.496712525947844,2025-06-21 19:31:06.156804,2025-06-21 19:31:07.315643,0 days 00:00:01.158839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184,0.015,4m,1.4,0.2,2.0,656,,,,,,,,3312,0.01,2m,1.2,0.8,0.5,112,,,,,,,,0.5,1,COMPLETE
133,133,1.2865146680093846,2025-06-21 19:31:07.421772,2025-06-21 19:31:09.074599,0 days 00:00:01.652827,,,,,,,,,,,,,,,,,,,,,,5744.0,0.015,5m,1.8,0.0,2.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280,0.015,4m,1.6,0.2,2.0,672,,,,,,,,3040,0.01,2m,1.2,0.8,0.5,80,,,,,,,,0.5,2,COMPLETE
134,134,-1.3494780731387679,2025-06-21 19:31:09.164568,2025-06-21 19:31:10.982055,0 days 00:00:01.817487,,,,,,,,,,,,,,,,,,,,,,7584.0,0.015,5m,2.0,0.2,1.5,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4544,0.015,4m,1.4,0.2,2.0,856,,,,,,,,3584,0.01,2m,1.0,0.8,0.5,128,,,,,,,,0.5,2,COMPLETE
135,135,0.4314162403453001,2025-06-21 19:31:11.090362,2025-06-21 19:31:12.317650,0 days 00:00:01.227288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512,0.015,4m,1.4,0.2,2.0,712,,,,,,,,2744,0.01,5m,1.4,0.8,0.5,112,,,,,,,,0.5,1,COMPLETE
136,136,1.320817056839839,2025-06-21 19:31:12.412347,2025-06-21 19:31:14.276340,0 days 00:00:01.863993,,,,,,,,,,,,,,,,,,,,,,6440.0,0.015,3m,1.8,0.2,1.0,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4520.0,0.015,1m,2.0,0.6000000000000001,1.0,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3912,0.015,4m,1.6,0.2,2.0,744,,,,,,,,3392,0.01,2m,1.2,0.8,0.5,88,,,,,,,,0.05,3,COMPLETE
137,137,-0.6302688834103253,2025-06-21 19:31:14.363656,2025-06-21 19:31:15.460088,0 days 00:00:01.096432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4176,0.015,2m,1.6,0.0,2.0,600,,,,,,,,4184,0.01,2m,1.2,0.6000000000000001,0.5,160,,,,,,,,0.45,1,COMPLETE
138,138,0.040442062714078665,2025-06-21 19:31:15.544481,2025-06-21 19:31:17.359537,0 days 00:00:01.815056,,,,,,,,,,,,,,,,,,,,,,6752.0,0.015,5m,2.2,0.2,2.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600,0.015,5m,1.4,0.2,2.0,776,,,,,,,,3048,0.01,2m,1.0,0.8,0.5,64,,,,,,,,0.5,2,COMPLETE
139,139,0.5392700025853283,2025-06-21 19:31:17.472235,2025-06-21 19:31:19.796173,0 days 00:00:02.323938,,,,,,,,,,,,,,,,,,,,,,5520.0,0.015,5m,2.0,0.2,0.5,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6136.0,0.02,2m,1.6,0.4,2.0,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4920,0.015,4m,1.4,0.2,2.0,816,,,,,,,,3304,0.01,3m,1.4,0.8,0.5,128,,,,,,,,0.45,3,COMPLETE
