,number,value,datetime_start,datetime_complete,duration,params_AAPL_PANW_beta_win,params_AAPL_PANW_stop_loss,params_AAPL_PANW_trade_freq,params_AAPL_PANW_z_entry,params_AAPL_PANW_z_exit,params_AAPL_PANW_z_stop_scaler,params_AAPL_PANW_z_win,params_ADI_PDD_beta_win,params_ADI_PDD_stop_loss,params_ADI_PDD_trade_freq,params_ADI_PDD_z_entry,params_ADI_PDD_z_exit,params_ADI_PDD_z_stop_scaler,params_ADI_PDD_z_win,params_AEP_ATVI_beta_win,params_AEP_ATVI_stop_loss,params_AEP_ATVI_trade_freq,params_AEP_ATVI_z_entry,params_AEP_ATVI_z_exit,params_AEP_ATVI_z_stop_scaler,params_AEP_ATVI_z_win,params_AMZN_DXCM_beta_win,params_AMZN_DXCM_stop_loss,params_AMZN_DXCM_trade_freq,params_AMZN_DXCM_z_entry,params_AMZN_DXCM_z_exit,params_AMZN_DXCM_z_stop_scaler,params_AMZN_DXCM_z_win,params_AMZN_ORLY_beta_win,params_AMZN_ORLY_stop_loss,params_AMZN_ORLY_trade_freq,params_AMZN_ORLY_z_entry,params_AMZN_ORLY_z_exit,params_AMZN_ORLY_z_stop_scaler,params_AMZN_ORLY_z_win,params_ATVI_EXC_beta_win,params_ATVI_EXC_stop_loss,params_ATVI_EXC_trade_freq,params_ATVI_EXC_z_entry,params_ATVI_EXC_z_exit,params_ATVI_EXC_z_stop_scaler,params_ATVI_EXC_z_win,params_ATVI_JD_beta_win,params_ATVI_JD_stop_loss,params_ATVI_JD_trade_freq,params_ATVI_JD_z_entry,params_ATVI_JD_z_exit,params_ATVI_JD_z_stop_scaler,params_ATVI_JD_z_win,params_AVGO_PDD_beta_win,params_AVGO_PDD_stop_loss,params_AVGO_PDD_trade_freq,params_AVGO_PDD_z_entry,params_AVGO_PDD_z_exit,params_AVGO_PDD_z_stop_scaler,params_AVGO_PDD_z_win,params_DLTR_ILMN_beta_win,params_DLTR_ILMN_stop_loss,params_DLTR_ILMN_trade_freq,params_DLTR_ILMN_z_entry,params_DLTR_ILMN_z_exit,params_DLTR_ILMN_z_stop_scaler,params_DLTR_ILMN_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_DXCM_SGEN_beta_win,params_DXCM_SGEN_stop_loss,params_DXCM_SGEN_trade_freq,params_DXCM_SGEN_z_entry,params_DXCM_SGEN_z_exit,params_DXCM_SGEN_z_stop_scaler,params_DXCM_SGEN_z_win,params_FANG_ILMN_beta_win,params_FANG_ILMN_stop_loss,params_FANG_ILMN_trade_freq,params_FANG_ILMN_z_entry,params_FANG_ILMN_z_exit,params_FANG_ILMN_z_stop_scaler,params_FANG_ILMN_z_win,params_GILD_MNST_beta_win,params_GILD_MNST_stop_loss,params_GILD_MNST_trade_freq,params_GILD_MNST_z_entry,params_GILD_MNST_z_exit,params_GILD_MNST_z_stop_scaler,params_GILD_MNST_z_win,params_HON_TEAM_beta_win,params_HON_TEAM_stop_loss,params_HON_TEAM_trade_freq,params_HON_TEAM_z_entry,params_HON_TEAM_z_exit,params_HON_TEAM_z_stop_scaler,params_HON_TEAM_z_win,params_KHC_ZS_beta_win,params_KHC_ZS_stop_loss,params_KHC_ZS_trade_freq,params_KHC_ZS_z_entry,params_KHC_ZS_z_exit,params_KHC_ZS_z_stop_scaler,params_KHC_ZS_z_win,params_MRNA_ZS_beta_win,params_MRNA_ZS_stop_loss,params_MRNA_ZS_trade_freq,params_MRNA_ZS_z_entry,params_MRNA_ZS_z_exit,params_MRNA_ZS_z_stop_scaler,params_MRNA_ZS_z_win,params_ORLY_SGEN_beta_win,params_ORLY_SGEN_stop_loss,params_ORLY_SGEN_trade_freq,params_ORLY_SGEN_z_entry,params_ORLY_SGEN_z_exit,params_ORLY_SGEN_z_stop_scaler,params_ORLY_SGEN_z_win,params_ORLY_TEAM_beta_win,params_ORLY_TEAM_stop_loss,params_ORLY_TEAM_trade_freq,params_ORLY_TEAM_z_entry,params_ORLY_TEAM_z_exit,params_ORLY_TEAM_z_stop_scaler,params_ORLY_TEAM_z_win,params_PEP_SGEN_beta_win,params_PEP_SGEN_stop_loss,params_PEP_SGEN_trade_freq,params_PEP_SGEN_z_entry,params_PEP_SGEN_z_exit,params_PEP_SGEN_z_stop_scaler,params_PEP_SGEN_z_win,params_REGN_SGEN_beta_win,params_REGN_SGEN_stop_loss,params_REGN_SGEN_trade_freq,params_REGN_SGEN_z_entry,params_REGN_SGEN_z_exit,params_REGN_SGEN_z_stop_scaler,params_REGN_SGEN_z_win,params_buffer_capital,params_pairs_to_trade,state
30,30,0.04424789349119025,2025-06-21 19:22:40.660815,2025-06-21 19:22:45.695083,0 days 00:00:05.034268,,,,,,,,,,,,,,,1672.0,0.01,2m,3.0,0.6000000000000001,1.5,704.0,,,,,,,,,,,,,,,3240,0.01,1m,2.2,0.2,1.5,720,,,,,,,,6504.0,0.01,2m,1.2,0.0,1.0,888.0,3632.0,0.02,2m,3.0,0.6000000000000001,2.0,760.0,3424.0,0.01,5m,2.0,0.6000000000000001,1.0,608.0,,,,,,,,5920.0,0.02,3m,1.6,0.2,1.0,520.0,3928.0,0.02,2m,1.8,0.8,1.0,608.0,,,,,,,,4784.0,0.015,5m,1.8,0.4,0.5,312.0,6632.0,0.01,4m,1.0,0.8,1.0,600.0,,,,,,,,6728.0,0.015,3m,1.4,0.0,1.0,512.0,,,,,,,,3016.0,0.01,2m,3.0,1.0,1.0,616.0,0.2,11,COMPLETE
31,31,-0.9586410281994261,2025-06-21 19:22:45.787301,2025-06-21 19:22:48.628305,0 days 00:00:02.841004,,,,,,,,,,,,,,,4616.0,0.015,2m,1.8,1.0,1.5,872.0,,,,,,,,,,,,,,,3592,0.01,1m,2.8,0.4,2.0,464,,,,,,,,7232.0,0.01,2m,1.4,0.2,0.5,1016.0,,,,,,,,,,,,,,,,,,,,,,5544.0,0.015,3m,1.6,0.4,1.0,608.0,4696.0,0.015,2m,1.4,0.8,1.0,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5232.0,0.01,1m,1.6,0.0,1.0,640.0,,,,,,,,,,,,,,,0.25,6,COMPLETE
32,32,-0.3558734203144918,2025-06-21 19:22:48.711347,2025-06-21 19:22:51.546495,0 days 00:00:02.835148,,,,,,,,,,,,,,,5056.0,0.015,2m,2.6,1.0,1.5,824.0,,,,,,,,,,,,,,,2832,0.01,1m,2.6,0.4,2.0,488,,,,,,,,5520.0,0.01,2m,1.2,0.0,1.0,872.0,,,,,,,,,,,,,,,,,,,,,,4936.0,0.015,3m,1.2,0.2,1.5,624.0,2736.0,0.02,2m,1.8,1.0,1.5,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.0,0.01,1m,2.2,0.2,0.5,440.0,,,,,,,,,,,,,,,0.2,6,COMPLETE
33,33,-0.6668779389267667,2025-06-21 19:22:51.621063,2025-06-21 19:22:55.204187,0 days 00:00:03.583124,,,,,,,,,,,,,,,6352.0,0.015,4m,1.6,1.0,1.0,920.0,,,,,,,,,,,,,,,4736,0.01,1m,2.8,0.6000000000000001,2.0,600,,,,,,,,7736.0,0.015,2m,1.6,0.4,0.5,936.0,,,,,,,,6368.0,0.015,3m,2.8,1.0,1.5,864.0,,,,,,,,1816.0,0.015,3m,1.8,0.4,1.0,400.0,5960.0,0.02,2m,1.2,0.6000000000000001,0.5,616.0,,,,,,,,,,,,,,,1328.0,0.015,1m,1.8,0.4,0.5,848.0,,,,,,,,1096.0,0.01,1m,1.8,0.0,1.5,568.0,,,,,,,,,,,,,,,0.3,8,COMPLETE
34,34,0.12839964682217445,2025-06-21 19:22:55.273833,2025-06-21 19:22:57.195841,0 days 00:00:01.922008,,,,,,,,,,,,,,,2712.0,0.015,2m,2.2,0.8,1.5,1008.0,,,,,,,,,,,,,,,2144,0.015,1m,2.6,0.4,1.5,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6472.0,0.015,4m,1.4,0.2,1.5,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5448.0,0.01,1m,2.4000000000000004,0.2,1.0,872.0,,,,,,,,,,,,,,,0.25,4,COMPLETE
35,35,-0.5874014136530955,2025-06-21 19:22:57.274354,2025-06-21 19:23:00.573487,0 days 00:00:03.299133,,,,,,,,,,,,,,,2776.0,0.015,2m,3.0,0.8,1.5,1016.0,,,,,,,,,,,,,,,1888,0.015,4m,2.0,0.4,1.5,336,,,,,,,,6184.0,0.01,5m,1.8,0.2,1.5,728.0,,,,,,,,,,,,,,,,,,,,,,6296.0,0.015,4m,1.0,0.2,2.0,792.0,1808.0,0.015,3m,1.8,0.4,1.0,72.0,,,,,,,,,,,,,,,4960.0,0.01,2m,2.4000000000000004,0.2,1.0,704.0,,,,,,,,5264.0,0.01,1m,1.0,0.0,1.0,896.0,,,,,,,,,,,,,,,0.25,7,COMPLETE
36,36,-0.004938611109924281,2025-06-21 19:23:00.663483,2025-06-21 19:23:02.600225,0 days 00:00:01.936742,,,,,,,,,,,,,,,2232.0,0.015,2m,2.6,0.8,2.0,776.0,,,,,,,,,,,,,,,1816,0.015,3m,2.6,0.2,1.0,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7280.0,0.015,4m,1.6,0.0,1.5,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,0.01,2m,2.6,0.2,1.0,848.0,,,,,,,,,,,,,,,0.2,4,COMPLETE
37,37,1.0059074321998338,2025-06-21 19:23:02.667860,2025-06-21 19:23:06.732395,0 days 00:00:04.064535,,,,,,,,,,,,,,,3768.0,0.01,2m,2.0,0.6000000000000001,1.5,944.0,,,,,,,,,,,,,,,2464,0.02,5m,2.4000000000000004,0.4,1.5,408,,,,,,,,4656.0,0.015,1m,1.0,0.0,1.0,856.0,8128.0,0.01,3m,1.4,1.0,1.5,384.0,7880.0,0.015,1m,1.6,0.6000000000000001,1.0,384.0,,,,,,,,6680.0,0.015,2m,2.0,0.2,1.0,752.0,7496.0,0.015,4m,2.2,0.8,1.0,440.0,,,,,,,,,,,,,,,4096.0,0.015,3m,1.4,0.6000000000000001,2.0,888.0,,,,,,,,5160.0,0.015,5m,1.4,0.0,1.5,944.0,,,,,,,,,,,,,,,0.15000000000000002,9,COMPLETE
38,38,-0.37732886556239703,2025-06-21 19:23:06.819038,2025-06-21 19:23:10.854274,0 days 00:00:04.035236,,,,,,,,,,,,,,,4024.0,0.01,2m,2.0,0.4,1.5,480.0,,,,,,,,,,,,,,,2600,0.02,5m,1.8,0.4,1.5,528,,,,,,,,4776.0,0.015,1m,1.0,0.0,1.0,864.0,8064.0,0.01,3m,1.4,1.0,1.5,384.0,7824.0,0.015,1m,1.6,0.6000000000000001,1.0,368.0,,,,,,,,5880.0,0.015,2m,2.0,0.2,1.0,504.0,7432.0,0.015,4m,2.2,0.8,1.0,472.0,,,,,,,,,,,,,,,2616.0,0.015,3m,1.4,0.6000000000000001,2.0,896.0,,,,,,,,4880.0,0.015,5m,1.4,0.0,1.5,968.0,,,,,,,,,,,,,,,0.15000000000000002,9,COMPLETE
39,39,1.4874730900748947,2025-06-21 19:23:10.935850,2025-06-21 19:23:15.757003,0 days 00:00:04.821153,,,,,,,,,,,,,,,3848.0,0.01,2m,1.4,0.2,1.5,616.0,,,,,,,,,,,,,,,2960,0.02,5m,2.0,0.6000000000000001,1.0,416,,,,,,,,3944.0,0.02,1m,1.2,0.0,1.0,1024.0,5992.0,0.01,3m,1.4,0.6000000000000001,1.5,432.0,7240.0,0.015,1m,2.2,0.2,1.0,416.0,,,,,,,,7616.0,0.02,2m,1.8,0.6000000000000001,1.0,856.0,7536.0,0.015,4m,2.2,0.6000000000000001,1.0,200.0,,,,,,,,7688.0,0.01,3m,1.0,0.8,1.5,704.0,4088.0,0.015,3m,1.2,0.8,2.0,752.0,,,,,,,,3808.0,0.015,5m,1.4,0.0,1.5,1024.0,,,,,,,,5952.0,0.02,5m,1.8,0.0,1.5,416.0,0.1,11,COMPLETE
40,40,-0.027737068588613523,2025-06-21 19:23:15.847115,2025-06-21 19:23:22.277897,0 days 00:00:06.430782,3528.0,0.02,5m,2.4000000000000004,0.4,1.5,144.0,4864.0,0.015,1m,2.0,0.0,0.5,1024.0,3944.0,0.01,2m,1.2,0.2,1.5,464.0,,,,,,,,4360.0,0.015,1m,2.0,0.6000000000000001,1.0,616.0,1592,0.02,5m,2.0,0.6000000000000001,0.5,416,,,,,,,,3992.0,0.02,1m,1.4,0.2,1.0,1008.0,6000.0,0.01,3m,1.4,0.6000000000000001,1.5,440.0,7064.0,0.015,1m,2.2,0.2,1.0,384.0,,,,,,,,7568.0,0.02,2m,1.8,0.6000000000000001,1.0,832.0,7672.0,0.015,4m,2.2,0.6000000000000001,1.5,184.0,7824.0,0.02,4m,1.0,0.8,2.0,976.0,7992.0,0.01,3m,1.0,0.8,1.5,760.0,4200.0,0.015,3m,1.2,0.8,2.0,752.0,,,,,,,,2928.0,0.015,5m,1.0,0.0,1.5,928.0,,,,,,,,6264.0,0.02,5m,1.8,0.0,1.5,400.0,0.05,15,COMPLETE
41,41,0.4927652415918059,2025-06-21 19:23:22.375747,2025-06-21 19:23:27.422935,0 days 00:00:05.047188,,,,,,,,,,,,,,,3976.0,0.01,2m,1.4,0.2,1.5,600.0,,,,,,,,,,,,,,,3008,0.02,5m,2.0,0.6000000000000001,1.0,560,,,,,,,,4408.0,0.02,1m,1.2,0.0,1.0,936.0,8088.0,0.01,3m,1.6,1.0,1.5,264.0,7240.0,0.015,1m,2.2,0.2,1.5,560.0,,,,,,,,6664.0,0.02,2m,2.2,0.6000000000000001,1.0,904.0,6640.0,0.015,4m,2.2,0.8,1.0,232.0,,,,,,,,4992.0,0.01,3m,1.6,0.8,2.0,744.0,3544.0,0.015,3m,1.4,0.8,2.0,888.0,,,,,,,,3624.0,0.015,5m,1.4,0.0,1.5,1016.0,,,,,,,,6144.0,0.02,5m,2.2,0.4,1.5,480.0,0.1,11,COMPLETE
42,42,0.5950605313712575,2025-06-21 19:23:27.488609,2025-06-21 19:23:32.719078,0 days 00:00:05.230469,,,,,,,,,,,,,,,4064.0,0.01,2m,1.4,0.2,1.5,592.0,,,,,,,,,,,,,,,2472,0.02,5m,2.0,0.6000000000000001,1.0,576,,,,,,,,3656.0,0.02,1m,1.0,0.0,1.0,832.0,8048.0,0.01,3m,1.6,1.0,1.5,256.0,8152.0,0.015,1m,2.2,0.2,1.5,544.0,,,,,,,,6880.0,0.02,2m,2.2,0.6000000000000001,1.0,1016.0,6856.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.0,184.0,,,,,,,,4696.0,0.01,3m,1.6,0.8,2.0,768.0,3344.0,0.015,3m,1.4,0.8,2.0,904.0,,,,,,,,3776.0,0.015,5m,1.4,0.0,1.5,1024.0,,,,,,,,5792.0,0.02,5m,2.2,0.4,1.5,488.0,0.1,11,COMPLETE
43,43,0.8146080768374887,2025-06-21 19:23:32.793401,2025-06-21 19:23:37.738500,0 days 00:00:04.945099,,,,,,,,,,,,,,,4072.0,0.01,2m,1.4,0.2,1.5,584.0,,,,,,,,,,,,,,,2432,0.02,5m,1.8,0.6000000000000001,1.0,696,,,,,,,,3648.0,0.02,1m,1.0,0.0,1.0,848.0,8096.0,0.01,3m,1.6,1.0,1.5,224.0,8152.0,0.015,1m,2.2,0.2,1.5,552.0,,,,,,,,7856.0,0.02,2m,2.2,0.6000000000000001,1.0,968.0,6672.0,0.015,4m,2.2,0.6000000000000001,1.0,176.0,,,,,,,,4728.0,0.01,3m,1.6,0.8,2.0,768.0,3280.0,0.015,3m,1.4,0.8,2.0,912.0,,,,,,,,3600.0,0.015,5m,1.4,0.0,1.5,1024.0,,,,,,,,6184.0,0.02,5m,2.2,0.4,1.5,480.0,0.1,11,COMPLETE
44,44,0.29326742642563103,2025-06-21 19:23:37.823283,2025-06-21 19:23:42.375542,0 days 00:00:04.552259,,,,,,,,,,,,,,,4064.0,0.01,2m,1.2,0.2,1.5,576.0,,,,,,,,,,,,,,,2472,0.02,5m,1.8,0.6000000000000001,1.0,856,,,,,,,,3624.0,0.02,1m,1.0,0.0,1.0,824.0,8168.0,0.01,3m,1.6,1.0,1.5,232.0,8104.0,0.015,1m,2.2,0.2,1.5,560.0,,,,,,,,7792.0,0.02,2m,2.2,0.6000000000000001,1.0,1024.0,6648.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.0,184.0,,,,,,,,4760.0,0.01,3m,1.6,0.8,2.0,760.0,4312.0,0.015,3m,1.2,0.8,2.0,928.0,,,,,,,,3456.0,0.015,5m,1.4,0.2,1.5,1016.0,,,,,,,,5896.0,0.02,5m,2.2,0.4,1.5,488.0,0.1,11,COMPLETE
45,45,0.07420452514985863,2025-06-21 19:23:42.460370,2025-06-21 19:23:47.508706,0 days 00:00:05.048336,8016.0,0.01,2m,1.0,0.0,1.0,1016.0,,,,,,,,3056.0,0.01,2m,1.4,0.2,1.5,576.0,,,,,,,,,,,,,,,1576,0.02,5m,1.6,0.6000000000000001,1.0,696,,,,,,,,2528.0,0.02,1m,1.0,0.0,1.0,768.0,7240.0,0.01,3m,1.6,1.0,1.5,288.0,7256.0,0.015,1m,2.0,0.2,1.5,440.0,,,,,,,,7120.0,0.02,2m,2.2,0.6000000000000001,1.0,936.0,6336.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.0,272.0,,,,,,,,3816.0,0.01,3m,1.4,0.8,2.0,664.0,3400.0,0.015,3m,1.4,0.8,2.0,912.0,,,,,,,,3592.0,0.015,5m,1.2,0.0,1.5,1024.0,,,,,,,,6296.0,0.02,5m,2.0,0.4,1.5,480.0,0.05,12,COMPLETE
46,46,-0.32459410914316233,2025-06-21 19:23:47.608760,2025-06-21 19:23:52.074571,0 days 00:00:04.465811,,,,,,,,,,,,,,,3536.0,0.01,2m,1.2,0.0,2.0,600.0,,,,,,,,,,,,,,,2784,0.02,5m,1.8,0.6000000000000001,1.0,584,,,,,,,,4600.0,0.02,1m,1.2,0.0,1.0,952.0,8048.0,0.01,3m,1.2,1.0,1.5,216.0,7408.0,0.015,1m,2.4000000000000004,0.4,1.0,600.0,,,,,,,,7928.0,0.02,2m,2.4000000000000004,0.8,1.0,912.0,7200.0,0.015,4m,2.2,0.8,1.0,136.0,,,,,,,,5368.0,0.01,3m,1.8,0.8,2.0,872.0,3776.0,0.015,3m,1.2,1.0,2.0,880.0,,,,,,,,3184.0,0.015,5m,1.4,0.4,1.5,936.0,,,,,,,,,,,,,,,0.1,10,COMPLETE
47,47,-0.061086184250775555,2025-06-21 19:23:52.178847,2025-06-21 19:23:58.775617,0 days 00:00:06.596770,5912.0,0.015,3m,2.6,0.8,0.5,720.0,4432.0,0.015,1m,2.0,0.6000000000000001,2.0,472.0,3744.0,0.01,2m,1.0,0.2,1.5,480.0,,,,,,,,4528.0,0.01,5m,2.6,0.4,1.0,72.0,2368,0.02,5m,2.0,0.6000000000000001,1.0,656,,,,,,,,3640.0,0.02,1m,1.0,0.0,1.0,888.0,7112.0,0.01,3m,1.8,0.8,1.5,432.0,8104.0,0.015,1m,2.2,0.2,1.5,528.0,,,,,,,,6808.0,0.02,2m,2.0,0.6000000000000001,1.0,968.0,7568.0,0.015,4m,2.6,0.6000000000000001,1.0,248.0,1536.0,0.01,5m,1.8,0.4,1.0,64.0,4056.0,0.01,3m,1.2,1.0,1.5,656.0,2976.0,0.015,3m,1.4,0.8,2.0,1016.0,,,,,,,,3712.0,0.015,5m,1.2,0.2,2.0,952.0,,,,,,,,5968.0,0.02,5m,2.2,0.2,1.5,600.0,0.05,15,COMPLETE
48,48,-1.1923164664327288,2025-06-21 19:23:58.868168,2025-06-21 19:24:04.370343,0 days 00:00:05.502175,3232.0,0.01,1m,1.8,0.4,1.5,312.0,,,,,,,,4296.0,0.01,2m,1.4,0.2,1.5,408.0,,,,,,,,,,,,,,,2256,0.02,5m,1.6,0.6000000000000001,1.0,856,,,,,,,,4408.0,0.02,1m,1.2,0.0,1.0,840.0,8192.0,0.01,3m,1.6,1.0,1.5,328.0,6888.0,0.015,1m,1.8,0.0,1.0,400.0,,,,,,,,7352.0,0.02,2m,2.4000000000000004,0.8,1.0,880.0,6768.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.0,392.0,,,,,,,,5624.0,0.01,3m,1.8,0.8,2.0,872.0,4600.0,0.015,3m,1.0,0.6000000000000001,2.0,776.0,,,,,,,,2152.0,0.015,5m,1.4,0.0,1.5,64.0,,,,,,,,6936.0,0.02,5m,2.6,0.6000000000000001,1.5,376.0,0.1,12,COMPLETE
49,49,-1.541761212377079,2025-06-21 19:24:04.463108,2025-06-21 19:24:10.316176,0 days 00:00:05.853068,2184.0,0.02,5m,1.4,0.2,1.0,344.0,,,,,,,,3200.0,0.01,4m,1.4,0.4,2.0,64.0,,,,,,,,6248.0,0.02,4m,1.4,0.0,1.5,328.0,2920,0.02,5m,1.4,0.8,0.5,560,,,,,,,,2848.0,0.02,1m,1.0,0.0,1.0,656.0,7424.0,0.01,3m,1.2,0.8,1.5,152.0,8176.0,0.015,1m,2.4000000000000004,0.4,1.5,320.0,,,,,,,,8104.0,0.02,2m,2.2,1.0,1.0,1024.0,6144.0,0.015,4m,2.0,0.8,0.5,128.0,,,,,,,,6928.0,0.01,3m,1.6,0.8,2.0,856.0,2864.0,0.015,3m,1.8,0.8,2.0,944.0,,,,,,,,3864.0,0.015,5m,1.0,0.2,1.5,1016.0,,,,,,,,5280.0,0.015,5m,1.8,0.2,1.0,496.0,0.15000000000000002,13,COMPLETE
50,50,-0.6227586920200936,2025-06-21 19:24:10.408473,2025-06-21 19:24:14.257193,0 days 00:00:03.848720,,,,,,,,,,,,,,,5120.0,0.01,2m,1.6,0.0,1.5,712.0,,,,,,,,,,,,,,,7880,0.02,5m,2.0,0.6000000000000001,1.0,784,,,,,,,,2216.0,0.02,1m,1.2,0.0,1.5,968.0,6736.0,0.015,3m,2.0,1.0,1.0,424.0,7512.0,0.015,1m,2.0,0.2,1.0,648.0,,,,,,,,7512.0,0.02,2m,2.0,0.6000000000000001,1.0,976.0,7080.0,0.015,4m,2.2,0.6000000000000001,1.0,296.0,,,,,,,,,,,,,,,3496.0,0.015,3m,1.4,1.0,2.0,864.0,,,,,,,,3168.0,0.02,5m,1.2,0.8,2.0,936.0,,,,,,,,,,,,,,,0.1,9,COMPLETE
51,51,0.4852897624375903,2025-06-21 19:24:14.350168,2025-06-21 19:24:19.669915,0 days 00:00:05.319747,,,,,,,,,,,,,,,4232.0,0.01,2m,1.2,0.2,1.5,592.0,,,,,,,,,,,,,,,2384,0.02,5m,1.8,0.6000000000000001,1.0,864,,,,,,,,3760.0,0.02,1m,1.0,0.0,1.0,816.0,8128.0,0.01,3m,1.6,1.0,1.5,232.0,8136.0,0.015,1m,2.2,0.2,1.5,560.0,,,,,,,,7792.0,0.02,2m,2.2,0.6000000000000001,1.0,1024.0,6608.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.0,168.0,,,,,,,,4784.0,0.01,3m,1.6,0.8,2.0,752.0,4432.0,0.015,3m,1.2,0.8,2.0,952.0,,,,,,,,3440.0,0.015,5m,1.4,0.0,1.5,1024.0,,,,,,,,5808.0,0.02,5m,2.2,0.4,1.5,480.0,0.1,11,COMPLETE
52,52,0.9158342577367747,2025-06-21 19:24:19.766712,2025-06-21 19:24:24.436763,0 days 00:00:04.670051,,,,,,,,,,,,,,,3688.0,0.01,2m,1.2,0.2,1.5,616.0,,,,,,,,,,,,,,,1048,0.02,5m,1.8,0.6000000000000001,1.0,1000,,,,,,,,3472.0,0.02,1m,1.0,0.0,1.0,776.0,7656.0,0.01,3m,1.6,1.0,1.5,208.0,7704.0,0.015,1m,2.0,0.2,1.5,536.0,,,,,,,,7760.0,0.02,2m,2.2,0.6000000000000001,1.0,896.0,6440.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.0,144.0,,,,,,,,4984.0,0.01,3m,1.6,0.6000000000000001,2.0,648.0,4408.0,0.015,3m,1.2,0.8,2.0,976.0,,,,,,,,2656.0,0.015,5m,1.4,0.0,1.5,1024.0,,,,,,,,,,,,,,,0.1,10,COMPLETE
53,53,0.1945110568876787,2025-06-21 19:24:24.532899,2025-06-21 19:24:28.718251,0 days 00:00:04.185352,,,,,,,,,,,,,,,3736.0,0.01,2m,1.0,0.6000000000000001,1.5,632.0,,,,,,,,,,,,,,,1120,0.02,5m,2.2,0.6000000000000001,1.0,1000,,,,,,,,3160.0,0.02,1m,1.0,0.0,1.0,776.0,7592.0,0.01,3m,1.4,1.0,1.5,320.0,7528.0,0.015,1m,1.6,0.0,1.5,464.0,,,,,,,,6912.0,0.02,2m,2.4000000000000004,0.8,1.0,864.0,7752.0,0.015,4m,2.6,0.8,1.0,224.0,,,,,,,,5312.0,0.01,3m,2.0,0.6000000000000001,2.0,648.0,5264.0,0.015,3m,1.4,0.6000000000000001,2.0,984.0,,,,,,,,2848.0,0.015,5m,1.2,0.0,1.5,960.0,,,,,,,,,,,,,,,0.05,10,COMPLETE
54,54,-2.359257916200149,2025-06-21 19:24:28.807191,2025-06-21 19:24:34.477952,0 days 00:00:05.670761,6632.0,0.015,3m,1.4,0.8,2.0,792.0,,,,,,,,2888.0,0.01,3m,1.2,0.0,1.5,520.0,,,,,,,,2960.0,0.015,2m,3.0,0.4,2.0,760.0,1616,0.02,5m,2.0,0.8,1.0,392,,,,,,,,5008.0,0.02,1m,1.4,0.2,1.0,912.0,6424.0,0.01,3m,1.2,0.8,2.0,136.0,6792.0,0.015,1m,2.4000000000000004,0.2,1.5,504.0,,,,,,,,6496.0,0.02,2m,2.0,0.6000000000000001,1.0,800.0,5568.0,0.015,4m,2.2,0.8,1.5,120.0,,,,,,,,4144.0,0.015,3m,1.2,0.4,1.5,616.0,3792.0,0.015,3m,1.0,0.6000000000000001,2.0,872.0,,,,,,,,2320.0,0.015,4m,1.4,0.0,1.5,984.0,,,,,,,,7088.0,0.02,5m,1.6,0.6000000000000001,2.0,752.0,0.15000000000000002,13,COMPLETE
55,55,-0.8386722377628505,2025-06-21 19:24:34.560675,2025-06-21 19:24:40.888804,0 days 00:00:06.328129,4512.0,0.015,1m,2.6,0.2,1.5,424.0,1432.0,0.01,5m,2.6,0.4,1.5,624.0,2448.0,0.01,2m,1.4,0.2,1.5,440.0,,,,,,,,2976.0,0.01,3m,1.6,0.8,1.0,816.0,1320,0.02,5m,1.6,0.6000000000000001,1.0,912,,,,,,,,4280.0,0.02,1m,1.2,0.0,1.0,576.0,7520.0,0.01,3m,1.6,1.0,1.5,496.0,7608.0,0.015,1m,2.0,0.4,1.0,264.0,,,,,,,,7456.0,0.02,2m,1.8,0.6000000000000001,0.5,912.0,6392.0,0.015,5m,2.8,0.6000000000000001,1.0,368.0,,,,,,,,7320.0,0.01,3m,2.0,1.0,2.0,824.0,4016.0,0.015,3m,1.8,0.6000000000000001,1.5,1000.0,,,,,,,,1456.0,0.015,5m,1.6,0.8,1.5,904.0,,,,,,,,3672.0,0.02,1m,2.0,0.2,1.5,352.0,0.15000000000000002,14,COMPLETE
