,number,value,datetime_start,datetime_complete,duration,params_AAPL_CTAS_beta_win,params_AAPL_CTAS_stop_loss,params_AAPL_CTAS_trade_freq,params_AAPL_CTAS_z_entry,params_AAPL_CTAS_z_exit,params_AAPL_CTAS_z_stop_scaler,params_AAPL_CTAS_z_win,params_AAPL_META_beta_win,params_AAPL_META_stop_loss,params_AAPL_META_trade_freq,params_AAPL_META_z_entry,params_AAPL_META_z_exit,params_AAPL_META_z_stop_scaler,params_AAPL_META_z_win,params_ABNB_ADI_beta_win,params_ABNB_ADI_stop_loss,params_ABNB_ADI_trade_freq,params_ABNB_ADI_z_entry,params_ABNB_ADI_z_exit,params_ABNB_ADI_z_stop_scaler,params_ABNB_ADI_z_win,params_ADBE_DXCM_beta_win,params_ADBE_DXCM_stop_loss,params_ADBE_DXCM_trade_freq,params_ADBE_DXCM_z_entry,params_ADBE_DXCM_z_exit,params_ADBE_DXCM_z_stop_scaler,params_ADBE_DXCM_z_win,params_ADBE_WDAY_beta_win,params_ADBE_WDAY_stop_loss,params_ADBE_WDAY_trade_freq,params_ADBE_WDAY_z_entry,params_ADBE_WDAY_z_exit,params_ADBE_WDAY_z_stop_scaler,params_ADBE_WDAY_z_win,params_ADSK_MELI_beta_win,params_ADSK_MELI_stop_loss,params_ADSK_MELI_trade_freq,params_ADSK_MELI_z_entry,params_ADSK_MELI_z_exit,params_ADSK_MELI_z_stop_scaler,params_ADSK_MELI_z_win,params_AEP_TMUS_beta_win,params_AEP_TMUS_stop_loss,params_AEP_TMUS_trade_freq,params_AEP_TMUS_z_entry,params_AEP_TMUS_z_exit,params_AEP_TMUS_z_stop_scaler,params_AEP_TMUS_z_win,params_AMZN_CTAS_beta_win,params_AMZN_CTAS_stop_loss,params_AMZN_CTAS_trade_freq,params_AMZN_CTAS_z_entry,params_AMZN_CTAS_z_exit,params_AMZN_CTAS_z_stop_scaler,params_AMZN_CTAS_z_win,params_AMZN_DXCM_beta_win,params_AMZN_DXCM_stop_loss,params_AMZN_DXCM_trade_freq,params_AMZN_DXCM_z_entry,params_AMZN_DXCM_z_exit,params_AMZN_DXCM_z_stop_scaler,params_AMZN_DXCM_z_win,params_COST_DXCM_beta_win,params_COST_DXCM_stop_loss,params_COST_DXCM_trade_freq,params_COST_DXCM_z_entry,params_COST_DXCM_z_exit,params_COST_DXCM_z_stop_scaler,params_COST_DXCM_z_win,params_CSCO_ADI_beta_win,params_CSCO_ADI_stop_loss,params_CSCO_ADI_trade_freq,params_CSCO_ADI_z_entry,params_CSCO_ADI_z_exit,params_CSCO_ADI_z_stop_scaler,params_CSCO_ADI_z_win,params_CSGP_DXCM_beta_win,params_CSGP_DXCM_stop_loss,params_CSGP_DXCM_trade_freq,params_CSGP_DXCM_z_entry,params_CSGP_DXCM_z_exit,params_CSGP_DXCM_z_stop_scaler,params_CSGP_DXCM_z_win,params_CSX_DXCM_beta_win,params_CSX_DXCM_stop_loss,params_CSX_DXCM_trade_freq,params_CSX_DXCM_z_entry,params_CSX_DXCM_z_exit,params_CSX_DXCM_z_stop_scaler,params_CSX_DXCM_z_win,params_DXCM_FAST_beta_win,params_DXCM_FAST_stop_loss,params_DXCM_FAST_trade_freq,params_DXCM_FAST_z_entry,params_DXCM_FAST_z_exit,params_DXCM_FAST_z_stop_scaler,params_DXCM_FAST_z_win,params_DXCM_HON_beta_win,params_DXCM_HON_stop_loss,params_DXCM_HON_trade_freq,params_DXCM_HON_z_entry,params_DXCM_HON_z_exit,params_DXCM_HON_z_stop_scaler,params_DXCM_HON_z_win,params_GOOGL_MU_beta_win,params_GOOGL_MU_stop_loss,params_GOOGL_MU_trade_freq,params_GOOGL_MU_z_entry,params_GOOGL_MU_z_exit,params_GOOGL_MU_z_stop_scaler,params_GOOGL_MU_z_win,params_GOOG_MU_beta_win,params_GOOG_MU_stop_loss,params_GOOG_MU_trade_freq,params_GOOG_MU_z_entry,params_GOOG_MU_z_exit,params_GOOG_MU_z_stop_scaler,params_GOOG_MU_z_win,params_NFLX_DXCM_beta_win,params_NFLX_DXCM_stop_loss,params_NFLX_DXCM_trade_freq,params_NFLX_DXCM_z_entry,params_NFLX_DXCM_z_exit,params_NFLX_DXCM_z_stop_scaler,params_NFLX_DXCM_z_win,params_SIRI_ADI_beta_win,params_SIRI_ADI_stop_loss,params_SIRI_ADI_trade_freq,params_SIRI_ADI_z_entry,params_SIRI_ADI_z_exit,params_SIRI_ADI_z_stop_scaler,params_SIRI_ADI_z_win,params_TTD_CTAS_beta_win,params_TTD_CTAS_stop_loss,params_TTD_CTAS_trade_freq,params_TTD_CTAS_z_entry,params_TTD_CTAS_z_exit,params_TTD_CTAS_z_stop_scaler,params_TTD_CTAS_z_win,params_buffer_capital,params_pairs_to_trade,state
110,110,0.11984204544399557,2025-06-21 19:34:26.937286,2025-06-21 19:34:27.962516,0 days 00:00:01.025230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5568,0.02,2m,1.6,0.6000000000000001,0.5,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3144.0,0.02,5m,2.6,0.0,2.0,936.0,,,,,,,,,,,,,,,0.05,2,COMPLETE
111,111,1.0796364847673787,2025-06-21 19:34:28.028949,2025-06-21 19:34:29.418115,0 days 00:00:01.389166,,,,,,,,5816.0,0.015,4m,1.2,0.0,0.5,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7664,0.02,5m,1.2,0.4,0.5,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440.0,0.02,3m,2.8,0.0,2.0,520.0,,,,,,,,,,,,,,,0.45,3,COMPLETE
112,112,-1.7365329628180897,2025-06-21 19:34:29.496654,2025-06-21 19:34:32.743019,0 days 00:00:03.246365,6488.0,0.015,5m,2.0,0.2,1.0,288.0,6104.0,0.015,4m,2.4000000000000004,0.0,0.5,472.0,,,,,,,,,,,,,,,2920.0,0.015,2m,1.6,1.0,1.5,360.0,1720.0,0.015,1m,1.2,0.6000000000000001,1.5,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960.0,0.02,2m,2.6,0.2,2.0,664.0,7584,0.02,5m,1.4,0.4,0.5,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3336.0,0.02,5m,2.6,0.0,2.0,456.0,,,,,,,,,,,,,,,0.45,7,COMPLETE
113,113,1.008823410533537,2025-06-21 19:34:32.838233,2025-06-21 19:34:34.099682,0 days 00:00:01.261449,,,,,,,,5304.0,0.015,4m,1.2,0.0,0.5,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7720,0.02,5m,1.2,0.4,0.5,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728.0,0.02,1m,2.8,0.0,2.0,584.0,,,,,,,,,,,,,,,0.45,3,COMPLETE
114,114,1.3673612532815709,2025-06-21 19:34:34.158611,2025-06-21 19:34:35.650382,0 days 00:00:01.491771,,,,,,,,5824.0,0.015,4m,1.2,0.0,0.5,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7728,0.02,5m,1.2,0.4,0.5,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2680.0,0.02,4m,2.8,0.0,2.0,488.0,,,,,,,,,,,,,,,0.45,3,COMPLETE
115,115,0.4279487062838812,2025-06-21 19:34:35.715514,2025-06-21 19:34:36.702779,0 days 00:00:00.987265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7880,0.015,5m,1.2,0.4,0.5,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496.0,0.02,4m,3.0,0.0,2.0,520.0,,,,,,,,,,,,,,,0.5,2,COMPLETE
116,116,0.3574106903019665,2025-06-21 19:34:36.762111,2025-06-21 19:34:38.654851,0 days 00:00:01.892740,,,,,,,,5936.0,0.015,4m,1.2,0.0,0.5,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632.0,0.01,4m,2.2,0.0,1.5,1008.0,7328,0.02,5m,1.4,0.4,0.5,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160.0,0.02,4m,2.6,0.0,2.0,408.0,,,,,,,,,,,,,,,0.45,4,COMPLETE
117,117,-0.09594697308812919,2025-06-21 19:34:38.708997,2025-06-21 19:34:40.800032,0 days 00:00:02.091035,,,,,,,,5688.0,0.015,4m,2.2,0.0,0.5,288.0,,,,,,,,,,,,,,,4704.0,0.01,1m,1.0,0.8,0.5,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3344.0,0.015,5m,2.0,0.0,1.5,336.0,8184,0.02,5m,1.2,0.4,0.5,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.0,0.02,4m,2.6,0.0,2.0,528.0,,,,,,,,,,,,,,,0.45,5,COMPLETE
118,118,-0.624650285678147,2025-06-21 19:34:40.861215,2025-06-21 19:34:42.242442,0 days 00:00:01.381227,,,,,,,,6640.0,0.015,4m,1.2,0.0,0.5,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7704,0.02,5m,1.0,0.2,0.5,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776.0,0.015,4m,2.8,0.0,2.0,488.0,,,,,,,,,,,,,,,0.45,3,COMPLETE
119,119,1.7299495369424147,2025-06-21 19:34:42.305652,2025-06-21 19:34:45.213930,0 days 00:00:02.908278,,,,,,,,6944.0,0.015,4m,2.8,0.0,1.0,136.0,,,,,,,,,,,,,,,2056.0,0.015,4m,1.4,0.8,0.5,304.0,3088.0,0.015,3m,2.8,0.0,1.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912.0,0.015,1m,2.4000000000000004,0.2,1.0,384.0,7496,0.02,5m,1.4,0.4,0.5,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232.0,0.02,5m,2.8,0.0,2.0,448.0,,,,,,,,,,,,,,,0.3,6,COMPLETE
120,120,0.5583818101231107,2025-06-21 19:34:45.276755,2025-06-21 19:34:46.392675,0 days 00:00:01.115920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7520,0.02,5m,1.6,0.4,0.5,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4176.0,0.02,5m,3.0,0.2,2.0,416.0,,,,,,,,,,,,,,,0.3,2,COMPLETE
121,121,0.7477277997799506,2025-06-21 19:34:46.450765,2025-06-21 19:34:49.089026,0 days 00:00:02.638261,,,,,,,,7000.0,0.015,4m,2.8,0.0,1.0,192.0,,,,,,,,,,,,,,,1984.0,0.015,4m,1.2,0.6000000000000001,0.5,176.0,3152.0,0.015,3m,2.8,0.0,1.0,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.0,0.015,1m,2.4000000000000004,0.2,1.0,256.0,7880,0.02,5m,1.4,0.4,0.5,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4392.0,0.02,5m,2.8,0.0,2.0,376.0,,,,,,,,,,,,,,,0.3,6,COMPLETE
122,122,0.10682401293262218,2025-06-21 19:34:49.159857,2025-06-21 19:34:52.011795,0 days 00:00:02.851938,,,,,,,,7472.0,0.015,4m,2.6,0.0,1.0,112.0,,,,,,,,,,,,,,,2224.0,0.015,4m,1.4,0.8,0.5,104.0,2536.0,0.015,3m,2.8,0.0,0.5,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.0,0.015,1m,2.4000000000000004,0.2,1.0,232.0,7048,0.02,5m,1.4,0.4,0.5,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3960.0,0.02,5m,2.6,0.0,2.0,464.0,,,,,,,,,,,,,,,0.3,6,COMPLETE
123,123,0.7780153079463715,2025-06-21 19:34:52.079974,2025-06-21 19:34:53.917422,0 days 00:00:01.837448,,,,,,,,7200.0,0.015,4m,2.8,0.0,1.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.0,0.015,1m,2.2,0.2,1.0,384.0,7648,0.02,5m,1.2,0.4,0.5,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440.0,0.02,5m,2.8,0.0,2.0,384.0,,,,,,,,,,,,,,,0.35000000000000003,4,COMPLETE
124,124,0.11103896921592632,2025-06-21 19:34:53.984976,2025-06-21 19:34:56.943693,0 days 00:00:02.958717,2008.0,0.02,4m,1.4,0.0,2.0,144.0,6336.0,0.015,4m,2.4000000000000004,0.0,1.0,216.0,,,,,,,,,,,,,,,1376.0,0.015,4m,1.2,1.0,0.5,288.0,3512.0,0.015,3m,2.2,0.0,1.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792.0,0.015,1m,2.4000000000000004,0.2,0.5,360.0,8048,0.02,5m,1.4,0.4,0.5,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2648.0,0.02,5m,2.8,0.8,2.0,544.0,,,,,,,,,,,,,,,0.25,7,COMPLETE
125,125,-0.21394027562493242,2025-06-21 19:34:57.012084,2025-06-21 19:34:59.379858,0 days 00:00:02.367774,,,,,,,,5800.0,0.015,4m,1.4,0.0,1.5,272.0,,,,,,,,,,,,,,,2528.0,0.015,4m,1.4,1.0,0.5,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2840.0,0.015,1m,2.6,0.2,1.0,272.0,7368,0.02,5m,1.2,0.4,0.5,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3056.0,0.02,3m,2.4000000000000004,0.0,1.5,488.0,,,,,,,,,,,,,,,0.45,5,COMPLETE
126,126,-0.07673293509019413,2025-06-21 19:34:59.450243,2025-06-21 19:35:01.577899,0 days 00:00:02.127656,,,,,,,,6808.0,0.015,4m,1.2,0.0,1.0,128.0,,,,,,,,,,,,,,,4400.0,0.015,4m,1.6,0.8,0.5,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272.0,0.015,2m,2.4000000000000004,0.2,1.0,416.0,7192,0.02,3m,1.8,0.4,0.5,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3280.0,0.02,4m,2.2,0.0,2.0,320.0,,,,,,,,,,,,,,,0.4,5,COMPLETE
127,127,-1.2325013516953844,2025-06-21 19:35:01.635554,2025-06-21 19:35:05.083265,0 days 00:00:03.447711,2744.0,0.02,4m,1.2,0.2,0.5,264.0,6200.0,0.015,1m,2.6,0.0,0.5,176.0,,,,,,,,,,,,,,,1160.0,0.015,5m,2.6,1.0,0.5,456.0,2256.0,0.02,3m,2.6,0.0,1.0,376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488.0,0.02,2m,2.6,0.0,1.5,584.0,2728,0.02,5m,1.4,0.4,0.5,320,,,,,,,,6248.0,0.01,5m,2.4000000000000004,0.0,0.5,280.0,,,,,,,,,,,,,,,4632.0,0.02,5m,1.8,0.0,1.5,552.0,,,,,,,,,,,,,,,0.25,8,COMPLETE
128,128,1.0986277162330051,2025-06-21 19:35:05.152801,2025-06-21 19:35:07.813369,0 days 00:00:02.660568,,,,,,,,6496.0,0.015,4m,1.2,0.0,0.5,440.0,,,,,,,,,,,,,,,1680.0,0.015,4m,1.6,0.8,0.5,712.0,2824.0,0.015,1m,2.0,0.2,1.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2152.0,0.02,3m,1.8,0.6000000000000001,1.0,320.0,7488,0.02,5m,1.6,0.4,0.5,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2904.0,0.02,3m,2.6,0.0,2.0,440.0,,,,,,,,,,,,,,,0.5,6,COMPLETE
129,129,1.7554749632817026,2025-06-21 19:35:07.883829,2025-06-21 19:35:09.336741,0 days 00:00:01.452912,,,,,,,,6456.0,0.015,4m,1.0,0.0,0.5,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7480,0.015,5m,1.6,0.4,0.5,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888.0,0.02,3m,3.0,0.0,2.0,448.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
130,130,0.1806473877368151,2025-06-21 19:35:09.394137,2025-06-21 19:35:15.681305,0 days 00:00:06.287168,3496.0,0.01,2m,2.2,0.4,0.5,352.0,6464.0,0.015,4m,1.0,0.0,0.5,344.0,,,,,,,,,,,,,,,3432.0,0.015,4m,1.4,0.6000000000000001,0.5,696.0,2768.0,0.015,1m,2.0,0.2,1.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2104.0,0.02,3m,1.8,0.6000000000000001,1.0,320.0,6856,0.015,5m,1.6,0.4,0.5,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.0,0.02,3m,3.0,0.0,2.0,440.0,,,,,,,,,,,,,,,0.5,7,COMPLETE
131,131,0.8237602653531138,2025-06-21 19:35:15.834696,2025-06-21 19:35:19.157455,0 days 00:00:03.322759,,,,,,,,6888.0,0.015,4m,3.0,0.0,0.5,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7488,0.015,5m,1.6,0.4,0.5,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248.0,0.02,3m,3.0,0.0,2.0,448.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
132,132,0.6635575053578829,2025-06-21 19:35:19.293698,2025-06-21 19:35:21.553215,0 days 00:00:02.259517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7304,0.015,5m,1.6,0.4,0.5,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,0.02,3m,2.8,0.0,2.0,496.0,,,,,,,,,,,,,,,0.5,2,COMPLETE
133,133,1.693145577928092,2025-06-21 19:35:21.694170,2025-06-21 19:35:24.764063,0 days 00:00:03.069893,,,,,,,,6072.0,0.015,4m,1.2,0.0,0.5,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7872,0.015,5m,1.8,0.4,0.5,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888.0,0.02,3m,3.0,0.6000000000000001,2.0,424.0,,,,,,,,,,,,,,,0.3,3,COMPLETE
134,134,-0.37940273560577675,2025-06-21 19:35:24.894076,2025-06-21 19:35:28.266222,0 days 00:00:03.372146,,,,,,,,6096.0,0.015,4m,1.0,0.0,0.5,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2320.0,0.01,3m,2.0,0.6000000000000001,1.0,120.0,7872,0.015,5m,1.8,0.4,0.5,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888.0,0.02,3m,3.0,0.6000000000000001,2.0,416.0,,,,,,,,,,,,,,,0.5,4,COMPLETE
135,135,1.0951315634121874,2025-06-21 19:35:28.375003,2025-06-21 19:35:30.509999,0 days 00:00:02.134996,,,,,,,,6288.0,0.015,4m,1.4,0.0,0.5,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184.0,0.02,3m,1.8,0.6000000000000001,1.0,224.0,7504,0.015,5m,2.0,0.4,0.5,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2592.0,0.02,3m,3.0,0.6000000000000001,2.0,392.0,,,,,,,,,,,,,,,0.3,4,COMPLETE
136,136,0.47054878982817366,2025-06-21 19:35:30.589895,2025-06-21 19:35:31.292011,0 days 00:00:00.702116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7976,0.015,5m,1.6,0.4,0.5,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,1,COMPLETE
137,137,1.6264042789514905,2025-06-21 19:35:31.355416,2025-06-21 19:35:32.819576,0 days 00:00:01.464160,,,,,,,,6568.0,0.015,4m,1.2,0.0,0.5,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7736,0.015,5m,1.8,0.4,0.5,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0,0.01,3m,3.0,0.4,2.0,472.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
138,138,-2.8912802930660755,2025-06-21 19:35:32.866999,2025-06-21 19:35:34.248813,0 days 00:00:01.381814,,,,,,,,6672.0,0.015,2m,1.0,0.0,0.5,328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7776,0.015,1m,1.8,0.4,0.5,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1712.0,0.01,3m,3.0,0.6000000000000001,2.0,360.0,,,,,,,,,,,,,,,0.3,3,COMPLETE
139,139,0.9330205296437872,2025-06-21 19:35:34.323289,2025-06-21 19:35:35.948136,0 days 00:00:01.624847,,,,,,,,7064.0,0.015,4m,1.2,0.0,0.5,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8112,0.015,4m,2.0,0.4,0.5,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944.0,0.01,5m,3.0,0.4,2.0,472.0,,,,,,,,,,,,,,,0.35000000000000003,3,COMPLETE
140,140,0.29909801473258624,2025-06-21 19:35:36.014120,2025-06-21 19:35:37.086277,0 days 00:00:01.072157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7144,0.015,5m,1.8,0.4,0.5,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2072.0,0.01,5m,3.0,0.8,2.0,480.0,,,,,,,,,,,,,,,0.5,2,COMPLETE
141,141,-0.07120148978558795,2025-06-21 19:35:37.155073,2025-06-21 19:35:39.885033,0 days 00:00:02.729960,,,,,,,,4480.0,0.015,4m,1.2,0.0,0.5,360.0,,,,,,,,,,,,,,,2352.0,0.015,4m,1.6,0.8,0.5,720.0,2000.0,0.015,1m,2.0,0.2,1.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696.0,0.015,3m,1.6,0.8,1.0,360.0,7872,0.015,5m,1.8,0.4,0.5,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.0,0.01,3m,3.0,0.4,2.0,432.0,,,,,,,,,,,,,,,0.5,6,COMPLETE
142,142,1.7491131352833464,2025-06-21 19:35:39.960021,2025-06-21 19:35:41.425080,0 days 00:00:01.465059,,,,,,,,6512.0,0.015,4m,1.2,0.0,0.5,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7584,0.015,5m,1.8,0.4,0.5,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344.0,0.01,3m,2.8,0.6000000000000001,2.0,504.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
143,143,1.3982693396005355,2025-06-21 19:35:41.497833,2025-06-21 19:35:43.024036,0 days 00:00:01.526203,,,,,,,,6360.0,0.015,4m,1.4,0.0,0.5,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7640,0.015,5m,2.0,0.4,0.5,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128.0,0.01,3m,2.8,0.6000000000000001,2.0,456.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
144,144,0.009874610138271142,2025-06-21 19:35:43.094040,2025-06-21 19:35:44.545746,0 days 00:00:01.451706,,,,,,,,6032.0,0.015,5m,1.4,0.0,0.5,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4176,0.015,5m,2.0,0.4,0.5,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592.0,0.01,3m,2.8,0.6000000000000001,2.0,504.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
145,145,0.4651767498868918,2025-06-21 19:35:44.604260,2025-06-21 19:35:45.584406,0 days 00:00:00.980146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7664,0.015,5m,1.8,0.4,0.5,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304.0,0.01,3m,2.8,0.6000000000000001,2.0,464.0,,,,,,,,,,,,,,,0.5,2,COMPLETE
146,146,1.367286123211065,2025-06-21 19:35:45.658916,2025-06-21 19:35:47.630143,0 days 00:00:01.971227,,,,,,,,6376.0,0.015,4m,1.4,0.0,0.5,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640.0,0.015,5m,3.0,0.0,0.5,720.0,8008,0.015,5m,1.8,0.4,0.5,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,0.01,3m,3.0,0.6000000000000001,2.0,512.0,,,,,,,,,,,,,,,0.5,4,COMPLETE
147,147,1.44414100079619,2025-06-21 19:35:47.689152,2025-06-21 19:35:49.194363,0 days 00:00:01.505211,,,,,,,,6392.0,0.015,4m,1.4,0.0,0.5,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8032,0.015,5m,1.8,0.4,0.5,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.0,0.01,3m,3.0,0.6000000000000001,2.0,536.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
148,148,0.8762669251863597,2025-06-21 19:35:49.266822,2025-06-21 19:35:51.384676,0 days 00:00:02.117854,,,,,,,,6352.0,0.015,4m,1.4,0.0,0.5,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4224.0,0.015,5m,3.0,0.0,0.5,800.0,8048,0.015,5m,1.8,0.4,0.5,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,0.01,3m,3.0,0.6000000000000001,2.0,536.0,,,,,,,,,,,,,,,0.5,4,COMPLETE
