,number,value,datetime_start,datetime_complete,duration,params_ADP_ZS_beta_win,params_ADP_ZS_stop_loss,params_ADP_ZS_trade_freq,params_ADP_ZS_z_entry,params_ADP_ZS_z_exit,params_ADP_ZS_z_stop_scaler,params_ADP_ZS_z_win,params_AMGN_PDD_beta_win,params_AMGN_PDD_stop_loss,params_AMGN_PDD_trade_freq,params_AMGN_PDD_z_entry,params_AMGN_PDD_z_exit,params_AMGN_PDD_z_stop_scaler,params_AMGN_PDD_z_win,params_AMZN_LULU_beta_win,params_AMZN_LULU_stop_loss,params_AMZN_LULU_trade_freq,params_AMZN_LULU_z_entry,params_AMZN_LULU_z_exit,params_AMZN_LULU_z_stop_scaler,params_AMZN_LULU_z_win,params_ANSS_GFS_beta_win,params_ANSS_GFS_stop_loss,params_ANSS_GFS_trade_freq,params_ANSS_GFS_z_entry,params_ANSS_GFS_z_exit,params_ANSS_GFS_z_stop_scaler,params_ANSS_GFS_z_win,params_CSCO_KLAC_beta_win,params_CSCO_KLAC_stop_loss,params_CSCO_KLAC_trade_freq,params_CSCO_KLAC_z_entry,params_CSCO_KLAC_z_exit,params_CSCO_KLAC_z_stop_scaler,params_CSCO_KLAC_z_win,params_CSX_MDB_beta_win,params_CSX_MDB_stop_loss,params_CSX_MDB_trade_freq,params_CSX_MDB_z_entry,params_CSX_MDB_z_exit,params_CSX_MDB_z_stop_scaler,params_CSX_MDB_z_win,params_CSX_SNPS_beta_win,params_CSX_SNPS_stop_loss,params_CSX_SNPS_trade_freq,params_CSX_SNPS_z_entry,params_CSX_SNPS_z_exit,params_CSX_SNPS_z_stop_scaler,params_CSX_SNPS_z_win,params_CTSH_IDXX_beta_win,params_CTSH_IDXX_stop_loss,params_CTSH_IDXX_trade_freq,params_CTSH_IDXX_z_entry,params_CTSH_IDXX_z_exit,params_CTSH_IDXX_z_stop_scaler,params_CTSH_IDXX_z_win,params_CTSH_LRCX_beta_win,params_CTSH_LRCX_stop_loss,params_CTSH_LRCX_trade_freq,params_CTSH_LRCX_z_entry,params_CTSH_LRCX_z_exit,params_CTSH_LRCX_z_stop_scaler,params_CTSH_LRCX_z_win,params_DXCM_ISRG_beta_win,params_DXCM_ISRG_stop_loss,params_DXCM_ISRG_trade_freq,params_DXCM_ISRG_z_entry,params_DXCM_ISRG_z_exit,params_DXCM_ISRG_z_stop_scaler,params_DXCM_ISRG_z_win,params_GEHC_IDXX_beta_win,params_GEHC_IDXX_stop_loss,params_GEHC_IDXX_trade_freq,params_GEHC_IDXX_z_entry,params_GEHC_IDXX_z_exit,params_GEHC_IDXX_z_stop_scaler,params_GEHC_IDXX_z_win,params_GEHC_LRCX_beta_win,params_GEHC_LRCX_stop_loss,params_GEHC_LRCX_trade_freq,params_GEHC_LRCX_z_entry,params_GEHC_LRCX_z_exit,params_GEHC_LRCX_z_stop_scaler,params_GEHC_LRCX_z_win,params_GEHC_QCOM_beta_win,params_GEHC_QCOM_stop_loss,params_GEHC_QCOM_trade_freq,params_GEHC_QCOM_z_entry,params_GEHC_QCOM_z_exit,params_GEHC_QCOM_z_stop_scaler,params_GEHC_QCOM_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_LIN_MELI_beta_win,params_LIN_MELI_stop_loss,params_LIN_MELI_trade_freq,params_LIN_MELI_z_entry,params_LIN_MELI_z_exit,params_LIN_MELI_z_stop_scaler,params_LIN_MELI_z_win,params_LIN_PDD_beta_win,params_LIN_PDD_stop_loss,params_LIN_PDD_trade_freq,params_LIN_PDD_z_entry,params_LIN_PDD_z_exit,params_LIN_PDD_z_stop_scaler,params_LIN_PDD_z_win,params_MAR_WDAY_beta_win,params_MAR_WDAY_stop_loss,params_MAR_WDAY_trade_freq,params_MAR_WDAY_z_entry,params_MAR_WDAY_z_exit,params_MAR_WDAY_z_stop_scaler,params_MAR_WDAY_z_win,params_MELI_PDD_beta_win,params_MELI_PDD_stop_loss,params_MELI_PDD_trade_freq,params_MELI_PDD_z_entry,params_MELI_PDD_z_exit,params_MELI_PDD_z_stop_scaler,params_MELI_PDD_z_win,params_MSFT_PYPL_beta_win,params_MSFT_PYPL_stop_loss,params_MSFT_PYPL_trade_freq,params_MSFT_PYPL_z_entry,params_MSFT_PYPL_z_exit,params_MSFT_PYPL_z_stop_scaler,params_MSFT_PYPL_z_win,params_VRSK_ZS_beta_win,params_VRSK_ZS_stop_loss,params_VRSK_ZS_trade_freq,params_VRSK_ZS_z_entry,params_VRSK_ZS_z_exit,params_VRSK_ZS_z_stop_scaler,params_VRSK_ZS_z_win,params_buffer_capital,params_pairs_to_trade,state
77,77,-0.36431126131560543,2025-06-21 19:53:46.223334,2025-06-21 19:53:49.823765,0 days 00:00:03.600431,1328.0,0.015,4m,2.6,0.2,0.5,528.0,5960.0,0.015,5m,1.6,1.0,0.5,592.0,7168.0,0.015,4m,3.0,1.0,1.0,336.0,,,,,,,,6712.0,0.02,3m,1.0,0.4,0.5,728.0,,,,,,,,4776,0.015,2m,2.6,0.8,2.0,744,,,,,,,,2472.0,0.02,5m,1.4,0.8,2.0,944.0,6272.0,0.015,4m,2.0,0.0,1.0,912.0,5816.0,0.02,5m,2.8,0.8,1.5,672.0,,,,,,,,7312.0,0.01,4m,2.8,0.8,1.5,1000.0,,,,,,,,5912.0,0.01,4m,1.2,0.0,2.0,120.0,,,,,,,,,,,,,,,,,,,,,,4152.0,0.01,4m,2.0,0.0,0.5,128.0,,,,,,,,0.45,11,COMPLETE
78,78,-0.3489804949731161,2025-06-21 19:53:49.891004,2025-06-21 19:53:52.937777,0 days 00:00:03.046773,4000.0,0.015,3m,2.4000000000000004,0.0,0.5,560.0,1064.0,0.015,3m,2.8,0.8,0.5,472.0,7912.0,0.015,4m,2.8,0.8,1.0,400.0,,,,,,,,5136.0,0.02,2m,1.2,0.4,1.0,584.0,,,,,,,,5528,0.02,1m,1.0,0.6000000000000001,2.0,776,,,,,,,,,,,,,,,,,,,,,,2064.0,0.02,2m,2.4000000000000004,1.0,1.5,496.0,,,,,,,,6304.0,0.01,5m,2.4000000000000004,1.0,2.0,216.0,,,,,,,,5024.0,0.01,5m,1.6,0.4,2.0,776.0,,,,,,,,,,,,,,,,,,,,,,1288.0,0.01,4m,2.4000000000000004,0.8,2.0,64.0,,,,,,,,0.5,9,COMPLETE
79,79,0.9582738284281299,2025-06-21 19:53:53.001172,2025-06-21 19:53:57.248924,0 days 00:00:04.247752,7792.0,0.01,1m,2.0,0.0,0.5,648.0,5200.0,0.015,2m,3.0,0.6000000000000001,0.5,520.0,1296.0,0.015,3m,2.6,1.0,1.0,440.0,,,,,,,,7320.0,0.015,1m,1.4,0.2,2.0,552.0,,,,,,,,3472,0.02,3m,2.2,0.8,1.5,840,,,,,,,,1168.0,0.02,3m,1.0,1.0,2.0,376.0,7312.0,0.015,2m,2.4000000000000004,0.2,0.5,1000.0,2376.0,0.02,2m,2.6,1.0,1.0,640.0,,,,,,,,7528.0,0.01,2m,2.0,0.8,2.0,136.0,,,,,,,,4200.0,0.01,5m,1.8,0.8,2.0,912.0,,,,,,,,,,,,,,,2296.0,0.01,5m,1.0,0.2,1.0,208.0,2264.0,0.01,2m,1.8,0.0,1.0,160.0,7352.0,0.01,2m,2.2,0.0,1.0,144.0,0.4,13,COMPLETE
80,80,0.30225212876056484,2025-06-21 19:53:57.327516,2025-06-21 19:54:02.032724,0 days 00:00:04.705208,3208.0,0.015,2m,2.4000000000000004,1.0,1.0,792.0,4496.0,0.02,2m,2.6,0.0,1.0,632.0,7744.0,0.01,5m,2.4000000000000004,1.0,1.0,544.0,,,,,,,,5888.0,0.02,3m,3.0,0.6000000000000001,0.5,480.0,,,,,,,,5336,0.02,4m,1.2,1.0,1.0,696,,,,,,,,1664.0,0.02,3m,1.2,0.4,2.0,864.0,7672.0,0.015,5m,2.2,0.0,2.0,648.0,2936.0,0.02,2m,2.6,0.8,1.5,456.0,4856.0,0.02,5m,2.2,1.0,0.5,336.0,4648.0,0.01,2m,2.0,1.0,2.0,824.0,,,,,,,,1848.0,0.01,5m,1.4,0.6000000000000001,2.0,248.0,,,,,,,,,,,,,,,4208.0,0.01,1m,1.2,0.0,2.0,280.0,1584.0,0.01,4m,2.2,0.2,0.5,304.0,7952.0,0.02,2m,3.0,0.2,0.5,368.0,0.2,14,COMPLETE
81,81,0.6833737489000985,2025-06-21 19:54:02.084002,2025-06-21 19:54:07.055963,0 days 00:00:04.971961,7504.0,0.015,3m,2.6,0.0,0.5,856.0,3736.0,0.015,2m,3.0,0.6000000000000001,0.5,552.0,7616.0,0.015,4m,3.0,0.8,1.0,376.0,,,,,,,,6112.0,0.02,3m,1.4,0.2,0.5,504.0,,,,,,,,4392,0.02,1m,2.8,0.8,2.0,992,,,,,,,,1568.0,0.02,3m,1.6,0.6000000000000001,2.0,1024.0,7216.0,0.015,2m,2.8,0.0,1.0,944.0,2512.0,0.02,2m,2.4000000000000004,1.0,1.5,440.0,1128.0,0.015,3m,1.4,0.8,1.0,112.0,7728.0,0.01,2m,2.2,0.6000000000000001,2.0,128.0,7392.0,0.02,4m,2.2,0.6000000000000001,2.0,664.0,5576.0,0.01,5m,1.4,0.6000000000000001,2.0,88.0,,,,,,,,,,,,,,,3400.0,0.01,1m,1.4,0.0,2.0,96.0,2016.0,0.01,1m,2.6,0.0,0.5,216.0,7472.0,0.01,2m,3.0,0.0,0.5,64.0,0.5,15,COMPLETE
82,82,1.452161122136654,2025-06-21 19:54:07.124379,2025-06-21 19:54:12.027118,0 days 00:00:04.902739,7656.0,0.015,3m,2.2,0.0,0.5,912.0,2776.0,0.015,2m,3.0,0.6000000000000001,0.5,432.0,7552.0,0.015,4m,3.0,0.8,1.0,368.0,,,,,,,,6408.0,0.02,3m,1.6,0.8,0.5,1016.0,,,,,,,,4000,0.02,1m,2.8,0.8,2.0,856,,,,,,,,1032.0,0.02,3m,1.4,0.6000000000000001,2.0,992.0,6768.0,0.015,2m,2.8,0.0,1.0,848.0,1968.0,0.02,2m,2.4000000000000004,1.0,1.5,360.0,1552.0,0.015,3m,1.4,0.8,1.0,328.0,7880.0,0.01,2m,2.2,0.6000000000000001,2.0,104.0,5816.0,0.02,4m,2.6,0.8,2.0,488.0,8192.0,0.01,5m,1.2,0.6000000000000001,2.0,96.0,,,,,,,,,,,,,,,2768.0,0.01,1m,1.4,0.0,2.0,120.0,1960.0,0.01,1m,2.4000000000000004,0.0,0.5,232.0,6608.0,0.01,2m,3.0,0.4,0.5,96.0,0.5,15,COMPLETE
83,83,-0.447566529039081,2025-06-21 19:54:12.094610,2025-06-21 19:54:17.398741,0 days 00:00:05.304131,6736.0,0.015,3m,2.6,0.0,0.5,816.0,4128.0,0.015,2m,2.8,0.8,0.5,544.0,7968.0,0.015,4m,3.0,1.0,1.0,480.0,,,,,,,,6216.0,0.02,3m,1.2,0.2,0.5,400.0,,,,,,,,4184,0.02,1m,3.0,0.8,2.0,920,,,,,,,,1304.0,0.02,3m,1.4,0.8,1.0,960.0,2032.0,0.015,2m,3.0,0.0,1.0,960.0,2744.0,0.02,2m,2.4000000000000004,1.0,1.5,544.0,2008.0,0.015,3m,1.4,1.0,1.0,144.0,7752.0,0.01,2m,2.4000000000000004,0.6000000000000001,2.0,96.0,6976.0,0.02,4m,1.8,0.6000000000000001,2.0,640.0,4856.0,0.01,5m,1.4,0.6000000000000001,2.0,152.0,,,,,,,,5120.0,0.015,2m,1.2,1.0,2.0,648.0,1992.0,0.01,1m,2.4000000000000004,0.2,2.0,64.0,2312.0,0.01,1m,2.4000000000000004,0.0,0.5,280.0,7560.0,0.01,2m,2.8,0.0,0.5,72.0,0.45,16,COMPLETE
84,84,-0.7296588285869364,2025-06-21 19:54:17.781268,2025-06-21 19:54:22.082883,0 days 00:00:04.301615,7968.0,0.015,3m,2.8,0.0,0.5,968.0,3320.0,0.015,2m,3.0,0.6000000000000001,0.5,504.0,7392.0,0.015,4m,2.8,0.6000000000000001,1.0,288.0,,,,,,,,5496.0,0.02,3m,1.4,0.0,0.5,616.0,,,,,,,,4680,0.02,1m,2.4000000000000004,1.0,2.0,824,,,,,,,,2008.0,0.02,3m,2.4000000000000004,0.8,2.0,992.0,7912.0,0.015,2m,2.4000000000000004,0.0,1.0,888.0,3304.0,0.02,2m,2.0,1.0,1.5,408.0,1424.0,0.015,4m,1.0,0.6000000000000001,1.0,200.0,8024.0,0.01,2m,2.2,0.4,2.0,352.0,,,,,,,,5768.0,0.01,5m,1.6,0.6000000000000001,2.0,112.0,,,,,,,,,,,,,,,1304.0,0.015,1m,1.6,0.0,2.0,176.0,1048.0,0.01,1m,2.4000000000000004,0.0,0.5,384.0,6992.0,0.01,2m,3.0,0.2,0.5,144.0,0.45,14,COMPLETE
85,85,0.802853176887729,2025-06-21 19:54:22.150028,2025-06-21 19:54:26.335938,0 days 00:00:04.185910,2096.0,0.015,3m,2.4000000000000004,0.2,0.5,888.0,4664.0,0.015,1m,2.8,0.6000000000000001,0.5,384.0,7752.0,0.015,4m,3.0,0.8,0.5,320.0,,,,,,,,7120.0,0.02,5m,1.0,0.0,0.5,440.0,,,,,,,,4352,0.02,1m,2.6,0.6000000000000001,2.0,888,,,,,,,,1592.0,0.02,3m,1.6,0.4,2.0,912.0,7152.0,0.015,2m,2.6,0.2,1.0,376.0,1784.0,0.02,2m,2.2,1.0,2.0,304.0,,,,,,,,6960.0,0.01,2m,2.2,0.6000000000000001,2.0,168.0,,,,,,,,6144.0,0.01,5m,1.2,0.6000000000000001,2.0,80.0,,,,,,,,,,,,,,,2568.0,0.01,1m,1.0,0.2,2.0,160.0,1720.0,0.01,1m,2.2,0.8,0.5,200.0,7864.0,0.01,2m,3.0,0.0,0.5,176.0,0.05,13,COMPLETE
86,86,-0.9128704424655025,2025-06-21 19:54:26.383434,2025-06-21 19:54:31.535492,0 days 00:00:05.152058,6368.0,0.015,5m,3.0,0.0,0.5,752.0,5504.0,0.015,2m,1.8,0.8,0.5,568.0,6632.0,0.015,4m,2.8,1.0,1.0,392.0,,,,,,,,5984.0,0.02,4m,1.6,0.4,0.5,576.0,,,,,,,,3808,0.02,1m,1.8,1.0,2.0,352,,,,,,,,2608.0,0.02,3m,2.2,0.6000000000000001,2.0,312.0,7432.0,0.015,1m,1.8,0.0,1.0,1000.0,1288.0,0.02,2m,2.6,1.0,1.5,456.0,1048.0,0.015,3m,1.6,1.0,1.0,304.0,6728.0,0.01,4m,1.8,1.0,2.0,272.0,4864.0,0.02,4m,2.8,1.0,1.5,752.0,5480.0,0.01,5m,1.4,0.4,2.0,272.0,,,,,,,,,,,,,,,2056.0,0.01,1m,1.4,0.0,2.0,752.0,3168.0,0.01,5m,2.6,0.0,0.5,128.0,7304.0,0.01,1m,2.8,0.0,0.5,64.0,0.5,15,COMPLETE
87,87,1.1492725726624746,2025-06-21 19:54:31.605573,2025-06-21 19:54:37.284546,0 days 00:00:05.678973,5968.0,0.015,4m,2.2,0.0,1.0,680.0,6288.0,0.015,2m,3.0,0.6000000000000001,0.5,360.0,8168.0,0.015,5m,3.0,1.0,1.0,424.0,,,,,,,,6592.0,0.02,3m,1.2,0.2,0.5,528.0,2720.0,0.01,5m,2.6,0.8,1.5,696.0,6248,0.015,1m,2.4000000000000004,0.8,2.0,944,,,,,,,,2264.0,0.02,4m,1.0,0.8,2.0,1024.0,7656.0,0.015,2m,1.0,0.0,1.0,928.0,2256.0,0.02,4m,2.6,1.0,1.0,616.0,5472.0,0.01,3m,1.2,0.8,1.5,144.0,3640.0,0.01,2m,1.6,0.8,2.0,136.0,6632.0,0.015,3m,2.2,0.0,2.0,888.0,4624.0,0.01,5m,1.0,0.6000000000000001,2.0,320.0,,,,,,,,6400.0,0.01,1m,1.8,0.0,1.0,472.0,3744.0,0.01,1m,1.2,0.0,2.0,208.0,7496.0,0.01,4m,2.0,0.2,0.5,104.0,7664.0,0.01,2m,2.2,0.6000000000000001,1.0,648.0,0.5,17,COMPLETE
88,88,0.49294426140212977,2025-06-21 19:54:37.342623,2025-06-21 19:54:41.700356,0 days 00:00:04.357733,7608.0,0.015,3m,2.4000000000000004,1.0,0.5,792.0,3896.0,0.015,1m,2.8,0.4,0.5,480.0,6984.0,0.015,4m,2.6,1.0,1.5,528.0,,,,,,,,6896.0,0.02,5m,1.4,0.4,0.5,480.0,,,,,,,,4496,0.02,3m,2.2,0.0,1.0,656,,,,,,,,1864.0,0.015,3m,1.2,0.8,1.5,256.0,3016.0,0.015,3m,2.8,0.2,2.0,288.0,2520.0,0.02,2m,2.8,0.2,1.5,560.0,,,,,,,,7240.0,0.015,1m,2.0,1.0,1.5,936.0,,,,,,,,2208.0,0.01,5m,1.4,0.6000000000000001,2.0,152.0,,,,,,,,,,,,,,,6864.0,0.01,1m,1.0,0.4,0.5,104.0,1512.0,0.01,3m,1.4,0.0,1.0,168.0,7976.0,0.01,5m,1.4,0.2,0.5,120.0,0.45,13,COMPLETE
89,89,-0.12748821795631263,2025-06-21 19:54:41.747557,2025-06-21 19:54:45.547390,0 days 00:00:03.799833,8064.0,0.015,2m,2.6,0.6000000000000001,2.0,456.0,4264.0,0.015,2m,3.0,0.8,0.5,416.0,6296.0,0.01,5m,2.8,0.6000000000000001,0.5,248.0,,,,,,,,7640.0,0.02,3m,1.0,0.4,2.0,384.0,,,,,,,,6560,0.02,1m,1.0,0.2,2.0,536,,,,,,,,1280.0,0.02,4m,2.0,1.0,2.0,416.0,6160.0,0.015,1m,3.0,0.0,0.5,424.0,1552.0,0.015,1m,2.4000000000000004,1.0,1.0,504.0,,,,,,,,8184.0,0.02,4m,2.4000000000000004,0.6000000000000001,2.0,88.0,,,,,,,,3424.0,0.01,3m,1.6,0.8,0.5,184.0,,,,,,,,,,,,,,,,,,,,,,5312.0,0.01,2m,1.0,0.0,0.5,240.0,6904.0,0.01,4m,2.6,0.0,0.5,208.0,0.5,12,COMPLETE
90,90,0.6024656634911538,2025-06-21 19:54:45.610937,2025-06-21 19:54:47.112976,0 days 00:00:01.502039,,,,,,,,4936.0,0.015,4m,1.8,0.0,1.5,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5016,0.02,3m,1.4,1.0,1.0,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7456.0,0.01,3m,2.0,1.0,1.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2552.0,0.01,4m,2.4000000000000004,0.0,1.0,424.0,,,,,,,,0.25,4,COMPLETE
91,91,1.458025938737844,2025-06-21 19:54:47.160267,2025-06-21 19:54:51.646875,0 days 00:00:04.486608,7896.0,0.015,3m,2.4000000000000004,0.0,0.5,600.0,4800.0,0.015,2m,2.8,0.8,0.5,488.0,7720.0,0.015,4m,3.0,1.0,1.0,408.0,,,,,,,,6712.0,0.02,3m,1.4,0.4,0.5,632.0,,,,,,,,5848,0.02,1m,2.4000000000000004,1.0,2.0,792,,,,,,,,1528.0,0.02,3m,1.0,0.8,2.0,888.0,8032.0,0.015,2m,2.4000000000000004,0.0,1.0,968.0,2128.0,0.02,2m,2.6,1.0,1.5,488.0,6512.0,0.015,4m,1.8,0.6000000000000001,1.0,432.0,7824.0,0.01,2m,2.2,0.8,2.0,80.0,,,,,,,,4552.0,0.01,5m,1.8,0.6000000000000001,2.0,64.0,,,,,,,,,,,,,,,1184.0,0.01,1m,1.0,0.0,2.0,152.0,1224.0,0.01,4m,2.4000000000000004,0.0,0.5,72.0,8048.0,0.01,2m,3.0,0.0,0.5,64.0,0.5,14,COMPLETE
92,92,0.8686104167212435,2025-06-21 19:54:51.709962,2025-06-21 19:54:56.074674,0 days 00:00:04.364712,7416.0,0.015,3m,2.2,0.0,0.5,592.0,4576.0,0.015,2m,2.6,0.8,0.5,528.0,7648.0,0.015,4m,3.0,1.0,1.0,464.0,,,,,,,,6664.0,0.02,3m,1.8,0.4,0.5,656.0,,,,,,,,5776,0.02,1m,2.4000000000000004,1.0,2.0,800,,,,,,,,1528.0,0.02,3m,1.0,0.8,2.0,944.0,7976.0,0.015,2m,2.4000000000000004,0.0,1.0,952.0,1688.0,0.02,2m,2.6,1.0,1.5,480.0,7648.0,0.015,4m,1.8,0.6000000000000001,1.0,472.0,7848.0,0.01,2m,2.2,0.8,2.0,136.0,,,,,,,,5184.0,0.01,5m,2.0,0.6000000000000001,2.0,64.0,,,,,,,,,,,,,,,1216.0,0.01,1m,1.0,0.0,2.0,152.0,1224.0,0.01,4m,2.2,0.0,0.5,80.0,7568.0,0.01,2m,3.0,0.0,0.5,96.0,0.5,14,COMPLETE
93,93,1.4077933492359125,2025-06-21 19:54:56.136078,2025-06-21 19:55:01.235442,0 days 00:00:05.099364,8184.0,0.015,3m,2.4000000000000004,0.0,0.5,632.0,4896.0,0.015,2m,2.8,1.0,0.5,448.0,7992.0,0.015,4m,3.0,1.0,1.0,352.0,,,,,,,,6424.0,0.02,3m,1.4,0.4,0.5,640.0,,,,,,,,5992,0.02,1m,2.6,1.0,2.0,856,,,,,,,,1752.0,0.02,3m,1.0,0.8,2.0,896.0,8136.0,0.015,2m,2.6,0.0,1.0,488.0,2392.0,0.02,2m,2.8,1.0,1.5,424.0,7232.0,0.015,4m,1.6,0.4,1.0,408.0,7712.0,0.01,2m,2.2,0.0,2.0,88.0,5776.0,0.015,4m,2.0,0.8,1.5,352.0,3704.0,0.01,5m,1.8,0.6000000000000001,2.0,120.0,,,,,,,,3648.0,0.02,3m,2.6,0.6000000000000001,1.5,704.0,1712.0,0.01,1m,1.2,0.0,2.0,88.0,2136.0,0.01,4m,2.4000000000000004,0.0,0.5,104.0,8080.0,0.015,2m,2.8,0.0,0.5,496.0,0.5,16,COMPLETE
94,94,-0.11867958077514079,2025-06-21 19:55:01.298598,2025-06-21 19:55:05.335634,0 days 00:00:04.037036,7824.0,0.015,3m,3.0,0.0,0.5,512.0,4384.0,0.015,2m,3.0,0.8,0.5,488.0,7264.0,0.015,4m,3.0,1.0,1.0,408.0,,,,,,,,6984.0,0.02,3m,1.2,0.4,0.5,544.0,,,,,,,,4832,0.02,1m,2.4000000000000004,1.0,2.0,728,,,,,,,,2048.0,0.02,3m,1.2,0.8,2.0,328.0,7032.0,0.015,2m,2.4000000000000004,0.0,1.0,1024.0,2176.0,0.02,2m,2.6,1.0,1.5,528.0,,,,,,,,8032.0,0.01,2m,2.4000000000000004,0.8,2.0,248.0,,,,,,,,3960.0,0.01,5m,2.0,0.6000000000000001,2.0,96.0,,,,,,,,,,,,,,,,,,,,,,1408.0,0.01,4m,1.6,0.0,0.5,64.0,7312.0,0.01,3m,3.0,0.0,0.5,136.0,0.3,12,COMPLETE
95,95,-1.256284608540723,2025-06-21 19:55:05.383232,2025-06-21 19:55:09.965411,0 days 00:00:04.582179,6976.0,0.015,4m,2.4000000000000004,0.4,0.5,704.0,5216.0,0.015,2m,2.8,0.6000000000000001,0.5,328.0,7856.0,0.015,4m,2.0,0.4,1.0,496.0,,,,,,,,7360.0,0.02,5m,1.6,0.6000000000000001,0.5,304.0,,,,,,,,5416,0.02,5m,2.6,0.8,2.0,784,,,,,,,,1208.0,0.01,1m,1.2,0.8,2.0,792.0,7744.0,0.015,2m,2.2,0.2,1.0,976.0,2968.0,0.02,3m,2.4000000000000004,0.0,1.5,384.0,6464.0,0.015,4m,1.4,0.8,1.0,272.0,7504.0,0.01,2m,1.4,1.0,2.0,64.0,,,,,,,,4464.0,0.01,5m,1.2,0.6000000000000001,2.0,136.0,,,,,,,,,,,,,,,1392.0,0.01,2m,1.0,0.0,2.0,192.0,1776.0,0.01,4m,2.6,0.0,0.5,776.0,7744.0,0.01,2m,3.0,0.0,0.5,64.0,0.45,14,COMPLETE
96,96,0.9908141005710541,2025-06-21 19:55:10.012903,2025-06-21 19:55:14.627446,0 days 00:00:04.614543,7920.0,0.015,3m,2.6,0.2,0.5,592.0,5744.0,0.02,5m,3.0,0.8,0.5,592.0,7480.0,0.015,2m,2.8,0.8,1.0,384.0,,,,,,,,6168.0,0.02,3m,1.2,0.4,0.5,688.0,,,,,,,,1032,0.02,1m,2.2,1.0,2.0,616,,,,,,,,1504.0,0.02,3m,1.4,1.0,2.0,216.0,4528.0,0.015,1m,2.6,0.0,1.0,864.0,2680.0,0.01,4m,2.0,0.8,1.5,576.0,6088.0,0.015,4m,1.8,0.6000000000000001,1.0,376.0,7600.0,0.01,2m,2.4000000000000004,1.0,2.0,688.0,4032.0,0.02,1m,2.4000000000000004,0.2,2.0,712.0,4936.0,0.01,2m,1.8,0.6000000000000001,2.0,80.0,,,,,,,,,,,,,,,1656.0,0.015,1m,1.2,0.0,2.0,128.0,6808.0,0.015,4m,2.2,0.8,0.5,128.0,8000.0,0.01,2m,2.8,0.2,1.5,168.0,0.1,15,COMPLETE
97,97,0.05629685429511978,2025-06-21 19:55:14.693399,2025-06-21 19:55:18.928600,0 days 00:00:04.235201,3640.0,0.015,4m,2.8,0.0,0.5,328.0,3784.0,0.015,1m,2.6,0.6000000000000001,0.5,416.0,7680.0,0.015,1m,3.0,1.0,1.0,312.0,,,,,,,,6776.0,0.02,5m,1.4,0.4,1.0,64.0,,,,,,,,5232,0.02,3m,1.2,1.0,1.0,752,,,,,,,,4752.0,0.02,4m,1.0,0.6000000000000001,1.5,840.0,3592.0,0.015,2m,2.8,0.0,2.0,368.0,4800.0,0.02,2m,2.2,1.0,1.0,456.0,,,,,,,,4904.0,0.02,4m,2.2,0.8,2.0,120.0,,,,,,,,5320.0,0.01,1m,1.6,0.6000000000000001,2.0,64.0,,,,,,,,,,,,,,,1032.0,0.01,4m,1.4,0.8,1.5,224.0,1024.0,0.01,2m,2.4000000000000004,0.0,1.0,144.0,7616.0,0.01,4m,1.6,0.0,0.5,96.0,0.5,13,COMPLETE
98,98,0.10204881208427893,2025-06-21 19:55:18.980846,2025-06-21 19:55:23.500567,0 days 00:00:04.519721,2696.0,0.015,3m,2.4000000000000004,1.0,1.5,672.0,3568.0,0.015,2m,2.8,0.0,1.0,544.0,5872.0,0.015,4m,2.8,0.2,0.5,432.0,,,,,,,,5816.0,0.02,1m,1.0,0.4,1.5,504.0,,,,,,,,6864,0.015,2m,2.8,0.4,2.0,280,,,,,,,,1624.0,0.02,5m,2.2,1.0,0.5,152.0,7480.0,0.015,2m,2.2,0.4,1.0,920.0,3464.0,0.02,2m,1.8,0.6000000000000001,1.0,488.0,7064.0,0.015,5m,2.0,0.6000000000000001,1.0,176.0,7184.0,0.01,2m,2.6,0.6000000000000001,2.0,152.0,,,,,,,,1336.0,0.01,4m,1.8,0.6000000000000001,2.0,448.0,,,,,,,,,,,,,,,4424.0,0.01,3m,1.2,0.2,2.0,64.0,1928.0,0.01,4m,2.0,0.2,0.5,192.0,7096.0,0.01,2m,3.0,0.2,2.0,128.0,0.4,14,COMPLETE
