,number,value,datetime_start,datetime_complete,duration,params_AAPL_DDOG_beta_win,params_AAPL_DDOG_stop_loss,params_AAPL_DDOG_trade_freq,params_AAPL_DDOG_z_entry,params_AAPL_DDOG_z_exit,params_AAPL_DDOG_z_stop_scaler,params_AAPL_DDOG_z_win,params_AAPL_MCHP_beta_win,params_AAPL_MCHP_stop_loss,params_AAPL_MCHP_trade_freq,params_AAPL_MCHP_z_entry,params_AAPL_MCHP_z_exit,params_AAPL_MCHP_z_stop_scaler,params_AAPL_MCHP_z_win,params_AAPL_PYPL_beta_win,params_AAPL_PYPL_stop_loss,params_AAPL_PYPL_trade_freq,params_AAPL_PYPL_z_entry,params_AAPL_PYPL_z_exit,params_AAPL_PYPL_z_stop_scaler,params_AAPL_PYPL_z_win,params_ABNB_ON_beta_win,params_ABNB_ON_stop_loss,params_ABNB_ON_trade_freq,params_ABNB_ON_z_entry,params_ABNB_ON_z_exit,params_ABNB_ON_z_stop_scaler,params_ABNB_ON_z_win,params_ADI_DDOG_beta_win,params_ADI_DDOG_stop_loss,params_ADI_DDOG_trade_freq,params_ADI_DDOG_z_entry,params_ADI_DDOG_z_exit,params_ADI_DDOG_z_stop_scaler,params_ADI_DDOG_z_win,params_ADI_PYPL_beta_win,params_ADI_PYPL_stop_loss,params_ADI_PYPL_trade_freq,params_ADI_PYPL_z_entry,params_ADI_PYPL_z_exit,params_ADI_PYPL_z_stop_scaler,params_ADI_PYPL_z_win,params_ADP_CMCSA_beta_win,params_ADP_CMCSA_stop_loss,params_ADP_CMCSA_trade_freq,params_ADP_CMCSA_z_entry,params_ADP_CMCSA_z_exit,params_ADP_CMCSA_z_stop_scaler,params_ADP_CMCSA_z_win,params_ADP_MAR_beta_win,params_ADP_MAR_stop_loss,params_ADP_MAR_trade_freq,params_ADP_MAR_z_entry,params_ADP_MAR_z_exit,params_ADP_MAR_z_stop_scaler,params_ADP_MAR_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_CDNS_ZS_beta_win,params_CDNS_ZS_stop_loss,params_CDNS_ZS_trade_freq,params_CDNS_ZS_z_entry,params_CDNS_ZS_z_exit,params_CDNS_ZS_z_stop_scaler,params_CDNS_ZS_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_CSGP_PYPL_beta_win,params_CSGP_PYPL_stop_loss,params_CSGP_PYPL_trade_freq,params_CSGP_PYPL_z_entry,params_CSGP_PYPL_z_exit,params_CSGP_PYPL_z_stop_scaler,params_CSGP_PYPL_z_win,params_DDOG_PYPL_beta_win,params_DDOG_PYPL_stop_loss,params_DDOG_PYPL_trade_freq,params_DDOG_PYPL_z_entry,params_DDOG_PYPL_z_exit,params_DDOG_PYPL_z_stop_scaler,params_DDOG_PYPL_z_win,params_EXC_ORLY_beta_win,params_EXC_ORLY_stop_loss,params_EXC_ORLY_trade_freq,params_EXC_ORLY_z_entry,params_EXC_ORLY_z_exit,params_EXC_ORLY_z_stop_scaler,params_EXC_ORLY_z_win,params_IDXX_PYPL_beta_win,params_IDXX_PYPL_stop_loss,params_IDXX_PYPL_trade_freq,params_IDXX_PYPL_z_entry,params_IDXX_PYPL_z_exit,params_IDXX_PYPL_z_stop_scaler,params_IDXX_PYPL_z_win,params_INTU_VRSK_beta_win,params_INTU_VRSK_stop_loss,params_INTU_VRSK_trade_freq,params_INTU_VRSK_z_entry,params_INTU_VRSK_z_exit,params_INTU_VRSK_z_stop_scaler,params_INTU_VRSK_z_win,params_ISRG_PYPL_beta_win,params_ISRG_PYPL_stop_loss,params_ISRG_PYPL_trade_freq,params_ISRG_PYPL_z_entry,params_ISRG_PYPL_z_exit,params_ISRG_PYPL_z_stop_scaler,params_ISRG_PYPL_z_win,params_MCHP_PYPL_beta_win,params_MCHP_PYPL_stop_loss,params_MCHP_PYPL_trade_freq,params_MCHP_PYPL_z_entry,params_MCHP_PYPL_z_exit,params_MCHP_PYPL_z_stop_scaler,params_MCHP_PYPL_z_win,params_PYPL_TXN_beta_win,params_PYPL_TXN_stop_loss,params_PYPL_TXN_trade_freq,params_PYPL_TXN_z_entry,params_PYPL_TXN_z_exit,params_PYPL_TXN_z_stop_scaler,params_PYPL_TXN_z_win,params_PYPL_ZM_beta_win,params_PYPL_ZM_stop_loss,params_PYPL_ZM_trade_freq,params_PYPL_ZM_z_entry,params_PYPL_ZM_z_exit,params_PYPL_ZM_z_stop_scaler,params_PYPL_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
79,79,0.2164034376610716,2025-06-21 19:38:39.997891,2025-06-21 19:38:42.780211,0 days 00:00:02.782320,,,,,,,,,,,,,,,5280.0,0.02,4m,2.0,1.0,1.0,448.0,,,,,,,,,,,,,,,4176.0,0.02,4m,2.2,1.0,0.5,176.0,5904.0,0.02,3m,1.8,0.2,1.0,952.0,,,,,,,,8088.0,0.015,1m,1.8,0.6000000000000001,2.0,88.0,,,,,,,,,,,,,,,,,,,,,,4240,0.01,5m,2.4000000000000004,1.0,0.5,312,,,,,,,,,,,,,,,,,,,,,,4872.0,0.015,4m,2.8,0.0,2.0,360.0,,,,,,,,,,,,,,,,,,,,,,0.25,6,COMPLETE
80,80,1.8914703531512982,2025-06-21 19:38:42.843010,2025-06-21 19:38:46.488180,0 days 00:00:03.645170,,,,,,,,,,,,,,,7400.0,0.02,2m,1.4,1.0,1.5,760.0,,,,,,,,,,,,,,,3160.0,0.02,2m,1.4,0.2,0.5,96.0,1360.0,0.02,4m,2.0,1.0,0.5,112.0,,,,,,,,2976.0,0.01,5m,3.0,0.8,1.5,656.0,,,,,,,,,,,,,,,6096.0,0.02,4m,2.2,0.4,2.0,696.0,4848,0.01,2m,1.0,1.0,1.5,456,,,,,,,,,,,,,,,,,,,,,,4528.0,0.02,3m,2.4000000000000004,0.6000000000000001,0.5,104.0,3648.0,0.01,5m,1.2,0.4,1.0,848.0,2144.0,0.015,5m,3.0,1.0,2.0,528.0,,,,,,,,0.15000000000000002,9,COMPLETE
81,81,3.3498436239478684,2025-06-21 19:38:46.574839,2025-06-21 19:38:50.467433,0 days 00:00:03.892594,,,,,,,,,,,,,,,7808.0,0.02,2m,1.0,1.0,1.5,720.0,,,,,,,,,,,,,,,3168.0,0.02,2m,1.4,0.2,0.5,136.0,1848.0,0.02,4m,2.0,1.0,0.5,344.0,,,,,,,,3880.0,0.01,5m,3.0,0.8,1.5,848.0,,,,,,,,,,,,,,,6216.0,0.02,4m,2.2,0.8,2.0,776.0,4872,0.01,2m,1.0,1.0,1.5,464,,,,,,,,,,,,,,,,,,,,,,5568.0,0.02,3m,2.4000000000000004,0.6000000000000001,0.5,112.0,3752.0,0.01,5m,1.2,0.4,1.0,904.0,2160.0,0.015,5m,3.0,1.0,2.0,552.0,,,,,,,,0.15000000000000002,9,COMPLETE
82,82,1.4160087351496664,2025-06-21 19:38:50.553344,2025-06-21 19:38:54.353378,0 days 00:00:03.800034,,,,,,,,,,,,,,,7424.0,0.02,2m,1.2,1.0,1.5,768.0,,,,,,,,,,,,,,,3088.0,0.02,2m,1.4,0.2,0.5,112.0,1472.0,0.02,4m,2.0,1.0,0.5,88.0,,,,,,,,3760.0,0.01,5m,3.0,0.8,1.5,720.0,,,,,,,,,,,,,,,5528.0,0.02,4m,2.2,0.8,2.0,760.0,5816,0.01,2m,1.0,1.0,1.5,472,,,,,,,,,,,,,,,,,,,,,,5520.0,0.02,3m,2.4000000000000004,0.6000000000000001,0.5,216.0,3688.0,0.01,5m,1.0,0.4,1.0,1016.0,2264.0,0.015,5m,3.0,1.0,2.0,688.0,,,,,,,,0.15000000000000002,9,COMPLETE
83,83,1.3172293952688958,2025-06-21 19:38:54.413060,2025-06-21 19:38:58.518261,0 days 00:00:04.105201,,,,,,,,,,,,,,,8016.0,0.02,2m,1.2,1.0,1.5,712.0,,,,,,,,,,,,,,,3304.0,0.02,2m,1.2,0.2,0.5,952.0,1600.0,0.02,4m,2.2,1.0,0.5,192.0,,,,,,,,2976.0,0.01,5m,3.0,0.8,1.5,848.0,,,,,,,,2904.0,0.01,5m,2.2,1.0,1.0,792.0,6152.0,0.02,4m,2.4000000000000004,1.0,2.0,688.0,5040,0.01,2m,1.0,1.0,1.5,504,,,,,,,,,,,,,,,,,,,,,,5232.0,0.02,3m,2.4000000000000004,0.6000000000000001,0.5,152.0,3488.0,0.01,5m,1.4,0.4,1.0,848.0,1848.0,0.015,5m,2.8,1.0,2.0,536.0,,,,,,,,0.15000000000000002,10,COMPLETE
84,84,0.7778363675447065,2025-06-21 19:38:58.610798,2025-06-21 19:39:02.650234,0 days 00:00:04.039436,,,,,,,,,,,,,,,7456.0,0.02,2m,1.0,1.0,1.5,800.0,,,,,,,,,,,,,,,2864.0,0.02,2m,1.0,0.2,0.5,200.0,2528.0,0.02,4m,1.8,1.0,0.5,304.0,,,,,,,,3920.0,0.01,5m,3.0,1.0,1.5,1024.0,,,,,,,,,,,,,,,6048.0,0.02,4m,2.6,0.8,2.0,920.0,4800,0.01,2m,1.0,1.0,1.5,456,,,,,,,,,,,,,,,,,,,,,,5808.0,0.02,3m,2.6,0.4,0.5,104.0,4776.0,0.01,5m,1.2,0.6000000000000001,1.0,784.0,3064.0,0.015,5m,3.0,0.8,2.0,552.0,,,,,,,,0.2,9,COMPLETE
85,85,1.1393820196875104,2025-06-21 19:39:02.738752,2025-06-21 19:39:05.977618,0 days 00:00:03.238866,,,,,,,,,,,,,,,7936.0,0.02,2m,1.0,1.0,1.5,1000.0,,,,,,,,,,,,,,,2456.0,0.02,2m,2.4000000000000004,0.4,0.5,88.0,1152.0,0.02,3m,2.0,1.0,0.5,440.0,,,,,,,,3416.0,0.01,5m,2.8,0.8,2.0,656.0,,,,,,,,,,,,,,,,,,,,,,5312,0.01,2m,1.2,1.0,2.0,560,,,,,,,,,,,,,,,,,,,,,,4648.0,0.02,3m,2.4000000000000004,0.4,0.5,192.0,2992.0,0.01,5m,1.6,0.2,1.0,936.0,,,,,,,,,,,,,,,0.1,7,COMPLETE
86,86,1.0785481488003323,2025-06-21 19:39:06.068919,2025-06-21 19:39:10.769708,0 days 00:00:04.700789,,,,,,,,2192.0,0.015,3m,1.6,0.2,2.0,376.0,4192.0,0.02,2m,1.4,1.0,1.5,696.0,,,,,,,,,,,,,,,3896.0,0.02,2m,1.4,0.0,0.5,456.0,1864.0,0.02,2m,1.8,1.0,0.5,136.0,,,,,,,,4456.0,0.01,5m,3.0,0.8,1.5,592.0,,,,,,,,7080.0,0.02,2m,2.8,0.0,2.0,360.0,5520.0,0.02,4m,2.4000000000000004,0.6000000000000001,2.0,688.0,4480,0.01,2m,1.0,0.8,1.5,368,,,,,,,,,,,,,,,,,,,,,,1944.0,0.02,3m,2.8,0.6000000000000001,0.5,320.0,5136.0,0.01,5m,1.2,0.4,1.0,208.0,1512.0,0.015,5m,2.8,1.0,2.0,304.0,,,,,,,,0.2,11,COMPLETE
87,87,0.8773146690198427,2025-06-21 19:39:10.859941,2025-06-21 19:39:15.395514,0 days 00:00:04.535573,,,,,,,,,,,,,,,7680.0,0.02,2m,1.4,1.0,2.0,744.0,,,,,,,,,,,,,,,3464.0,0.02,2m,1.2,0.4,0.5,312.0,3424.0,0.02,4m,3.0,1.0,0.5,320.0,,,,,,,,5960.0,0.01,5m,2.8,1.0,1.5,800.0,,,,,,,,5592.0,0.015,4m,1.8,0.8,1.0,184.0,4656.0,0.02,4m,2.2,0.4,1.5,784.0,5456,0.01,2m,1.2,1.0,2.0,424,,,,,,,,,,,,,,,,,,,,,,5120.0,0.015,3m,2.0,0.0,0.5,536.0,4536.0,0.01,5m,1.0,0.2,0.5,976.0,2768.0,0.015,5m,3.0,0.8,2.0,400.0,,,,,,,,0.15000000000000002,10,COMPLETE
88,88,1.760075770415365,2025-06-21 19:39:15.468026,2025-06-21 19:39:20.550214,0 days 00:00:05.082188,,,,,,,,6976.0,0.015,3m,2.6,0.4,1.0,192.0,7120.0,0.015,2m,1.0,1.0,1.5,832.0,,,,,,,,,,,,,,,3208.0,0.02,2m,1.0,0.2,0.5,128.0,2592.0,0.02,5m,2.2,1.0,0.5,160.0,,,,,,,,3248.0,0.01,5m,3.0,0.8,2.0,856.0,,,,,,,,1664.0,0.015,2m,1.4,0.2,1.5,928.0,6408.0,0.01,4m,2.8,1.0,2.0,880.0,4792,0.01,2m,1.2,1.0,1.5,168,,,,,,,,,,,,,,,7912.0,0.01,3m,1.0,0.2,1.0,1024.0,6216.0,0.015,4m,2.2,0.8,0.5,88.0,1728.0,0.015,5m,1.4,0.4,1.0,712.0,2264.0,0.015,5m,2.6,1.0,2.0,552.0,,,,,,,,0.1,12,COMPLETE
89,89,2.218076094540696,2025-06-21 19:39:20.634268,2025-06-21 19:39:26.566732,0 days 00:00:05.932464,,,,,,,,7096.0,0.015,3m,2.6,0.4,1.0,184.0,7104.0,0.015,2m,1.0,1.0,1.5,840.0,,,,,,,,,,,,,,,2664.0,0.02,2m,1.2,0.2,0.5,160.0,2360.0,0.02,5m,2.2,1.0,0.5,128.0,,,,,,,,3256.0,0.01,5m,3.0,0.8,2.0,944.0,6496.0,0.015,3m,1.6,0.4,2.0,776.0,1960.0,0.015,2m,1.2,0.2,1.5,944.0,6488.0,0.01,4m,2.8,1.0,2.0,808.0,5104,0.01,2m,1.2,0.8,1.5,96,,,,,,,,,,,,,,,8192.0,0.01,3m,1.0,0.2,1.0,1008.0,6408.0,0.015,4m,2.2,0.6000000000000001,0.5,88.0,1640.0,0.02,5m,1.4,0.4,1.0,680.0,2272.0,0.015,5m,2.6,1.0,2.0,536.0,,,,,,,,0.05,13,COMPLETE
90,90,1.6188408399976806,2025-06-21 19:39:26.685399,2025-06-21 19:39:32.395061,0 days 00:00:05.709662,,,,,,,,7040.0,0.015,3m,2.6,0.4,1.0,184.0,7096.0,0.015,2m,1.0,1.0,1.5,888.0,,,,,,,,,,,,,,,1984.0,0.02,2m,1.4,0.2,0.5,160.0,2632.0,0.02,5m,2.2,1.0,0.5,152.0,,,,,,,,4320.0,0.01,5m,3.0,0.8,2.0,880.0,6288.0,0.015,3m,1.6,0.4,2.0,776.0,1736.0,0.015,2m,1.2,0.2,1.5,944.0,6488.0,0.01,4m,2.8,1.0,2.0,888.0,4856,0.01,2m,1.4,0.4,1.5,120,,,,,,,,,,,,,,,8168.0,0.01,3m,1.0,0.2,1.0,992.0,6152.0,0.015,4m,2.2,0.6000000000000001,0.5,576.0,1744.0,0.02,5m,1.4,0.4,1.0,672.0,2336.0,0.015,5m,2.6,1.0,2.0,552.0,,,,,,,,0.05,13,COMPLETE
91,91,1.9828400781344309,2025-06-21 19:39:32.482278,2025-06-21 19:39:38.055819,0 days 00:00:05.573541,,,,,,,,6840.0,0.015,3m,2.6,0.4,1.0,168.0,7048.0,0.015,2m,1.0,1.0,1.5,848.0,,,,,,,,,,,,,,,1968.0,0.02,2m,1.4,0.2,0.5,160.0,2640.0,0.02,5m,2.2,1.0,0.5,136.0,,,,,,,,4032.0,0.01,5m,3.0,0.8,2.0,896.0,6616.0,0.015,3m,1.6,0.4,2.0,800.0,1688.0,0.015,2m,1.2,0.2,1.5,872.0,6464.0,0.01,4m,2.8,1.0,2.0,904.0,5120,0.01,2m,1.4,0.4,1.5,96,,,,,,,,,,,,,,,8160.0,0.01,3m,1.0,0.2,1.0,1008.0,6216.0,0.015,4m,2.2,0.6000000000000001,0.5,592.0,1624.0,0.02,5m,1.4,0.4,1.0,648.0,2296.0,0.015,5m,2.6,1.0,2.0,528.0,,,,,,,,0.05,13,COMPLETE
92,92,2.6442161087826452,2025-06-21 19:39:38.142019,2025-06-21 19:39:44.226176,0 days 00:00:06.084157,1424.0,0.02,3m,2.6,0.4,1.5,768.0,6776.0,0.015,3m,2.6,0.6000000000000001,1.0,168.0,7112.0,0.015,2m,1.0,0.0,1.5,832.0,,,,,,,,,,,,,,,1712.0,0.02,2m,1.2,0.2,0.5,96.0,2208.0,0.02,5m,2.4000000000000004,1.0,0.5,72.0,,,,,,,,4008.0,0.01,5m,3.0,0.8,2.0,992.0,6656.0,0.015,3m,1.6,0.4,1.5,776.0,1592.0,0.015,2m,1.4,0.2,1.5,840.0,7128.0,0.01,4m,2.8,1.0,2.0,808.0,5736,0.01,2m,1.4,0.4,1.5,112,,,,,,,,,,,,,,,7032.0,0.01,3m,1.2,0.2,1.0,1024.0,6184.0,0.015,4m,2.2,0.6000000000000001,0.5,688.0,1808.0,0.02,5m,1.4,0.4,1.0,704.0,1960.0,0.015,5m,2.6,1.0,2.0,512.0,,,,,,,,0.05,14,COMPLETE
93,93,0.6096921377692706,2025-06-21 19:39:44.313281,2025-06-21 19:39:51.133389,0 days 00:00:06.820108,1024.0,0.02,3m,2.6,0.4,1.5,792.0,5936.0,0.015,3m,2.2,0.6000000000000001,1.0,176.0,7376.0,0.015,2m,1.2,0.0,1.5,944.0,,,,,,,,,,,,,,,1624.0,0.02,2m,1.4,0.2,0.5,96.0,2128.0,0.02,5m,2.4000000000000004,1.0,0.5,64.0,,,,,,,,4056.0,0.01,5m,3.0,0.8,2.0,960.0,6664.0,0.015,3m,1.6,0.4,1.5,752.0,2904.0,0.015,2m,1.0,0.4,1.5,840.0,7080.0,0.01,4m,2.8,1.0,2.0,800.0,5768,0.01,2m,1.4,0.4,1.5,112,1280.0,0.01,5m,2.0,0.4,1.0,424.0,6672.0,0.01,5m,3.0,1.0,0.5,968.0,6840.0,0.01,3m,1.4,0.2,0.5,848.0,6696.0,0.015,4m,2.0,0.6000000000000001,0.5,704.0,2112.0,0.02,5m,1.2,0.4,1.0,624.0,1856.0,0.015,5m,2.8,1.0,2.0,496.0,,,,,,,,0.05,16,COMPLETE
94,94,4.208469090448054,2025-06-21 19:39:51.224044,2025-06-21 19:39:57.007448,0 days 00:00:05.783404,,,,,,,,5544.0,0.015,3m,2.8,0.6000000000000001,1.0,400.0,7760.0,0.015,2m,1.2,0.0,1.5,856.0,,,,,,,,,,,,,,,1480.0,0.02,2m,1.2,0.2,0.5,72.0,2216.0,0.02,5m,2.6,1.0,0.5,112.0,,,,,,,,3816.0,0.01,5m,2.8,0.8,2.0,960.0,6552.0,0.015,3m,1.8,0.4,2.0,800.0,1512.0,0.015,2m,1.6,0.0,1.5,752.0,7360.0,0.01,4m,3.0,1.0,2.0,824.0,6248,0.01,2m,1.0,0.4,1.5,64,,,,,,,,,,,,,,,7016.0,0.01,3m,1.2,0.0,1.0,1008.0,7008.0,0.015,4m,2.2,0.6000000000000001,0.5,736.0,1552.0,0.02,5m,1.4,0.4,1.0,696.0,1400.0,0.015,5m,2.4000000000000004,1.0,2.0,432.0,,,,,,,,0.05,13,COMPLETE
95,95,2.598753543142139,2025-06-21 19:39:57.103033,2025-06-21 19:40:03.153004,0 days 00:00:06.049971,3296.0,0.02,3m,2.6,0.2,1.0,760.0,6728.0,0.015,3m,2.8,0.6000000000000001,1.0,408.0,7648.0,0.015,2m,1.2,0.0,1.5,864.0,,,,,,,,,,,,,,,1240.0,0.02,2m,1.2,0.2,0.5,64.0,2888.0,0.02,5m,2.6,1.0,0.5,120.0,,,,,,,,4624.0,0.01,5m,3.0,0.8,2.0,960.0,6712.0,0.015,3m,1.8,0.4,2.0,792.0,1576.0,0.015,2m,1.6,0.0,1.5,776.0,7392.0,0.01,4m,3.0,1.0,2.0,816.0,6144,0.01,2m,1.0,0.4,1.5,80,,,,,,,,,,,,,,,6816.0,0.01,3m,1.2,0.0,1.0,1024.0,6616.0,0.015,4m,2.2,0.4,0.5,752.0,1536.0,0.02,5m,1.2,0.4,1.0,808.0,1672.0,0.015,5m,2.6,1.0,2.0,432.0,,,,,,,,0.05,14,COMPLETE
96,96,1.4389524886755625,2025-06-21 19:40:03.240600,2025-06-21 19:40:09.404038,0 days 00:00:06.163438,3168.0,0.02,3m,2.6,0.2,1.0,744.0,6744.0,0.015,3m,2.8,0.6000000000000001,1.0,408.0,8192.0,0.015,2m,1.2,0.0,1.5,856.0,,,,,,,,,,,,,,,1304.0,0.02,2m,1.2,0.2,0.5,64.0,2856.0,0.02,5m,2.6,1.0,0.5,216.0,,,,,,,,4768.0,0.01,5m,2.8,0.8,2.0,952.0,6672.0,0.015,3m,1.8,0.4,2.0,792.0,1472.0,0.015,2m,1.6,0.0,1.5,776.0,7360.0,0.01,3m,3.0,1.0,2.0,1024.0,6592,0.01,2m,1.2,0.4,1.5,72,,,,,,,,,,,,,,,7040.0,0.01,3m,1.2,0.0,1.0,1024.0,7072.0,0.015,4m,2.2,0.4,0.5,768.0,1168.0,0.02,5m,1.6,0.4,1.0,712.0,1440.0,0.015,5m,2.4000000000000004,1.0,2.0,432.0,,,,,,,,0.05,14,COMPLETE
97,97,2.876083260490413,2025-06-21 19:40:09.496776,2025-06-21 19:40:15.461612,0 days 00:00:05.964836,2976.0,0.02,3m,3.0,0.2,1.5,768.0,5432.0,0.015,3m,2.8,0.6000000000000001,1.0,280.0,7728.0,0.015,2m,1.0,0.0,1.5,912.0,,,,,,,,,,,,,,,1280.0,0.02,2m,1.2,0.2,0.5,176.0,2192.0,0.02,5m,2.8,1.0,0.5,64.0,,,,,,,,5128.0,0.01,5m,3.0,0.8,2.0,1000.0,6168.0,0.015,3m,1.6,0.4,2.0,816.0,2280.0,0.015,2m,1.4,0.0,1.5,856.0,8008.0,0.01,4m,3.0,1.0,2.0,824.0,6048,0.01,2m,1.0,0.4,1.5,96,,,,,,,,,,,,,,,7304.0,0.01,3m,1.2,0.0,1.0,928.0,6752.0,0.015,4m,2.2,0.2,0.5,816.0,1504.0,0.02,5m,1.4,0.4,1.0,800.0,1752.0,0.015,5m,2.6,1.0,2.0,352.0,,,,,,,,0.05,14,COMPLETE
98,98,2.0812511541883523,2025-06-21 19:40:15.545499,2025-06-21 19:40:21.556493,0 days 00:00:06.010994,2696.0,0.02,3m,3.0,0.2,1.5,768.0,5520.0,0.015,3m,2.8,0.6000000000000001,1.0,272.0,7728.0,0.015,2m,1.0,0.0,1.5,904.0,,,,,,,,,,,,,,,1440.0,0.02,2m,1.2,0.4,0.5,184.0,2216.0,0.02,5m,2.8,1.0,0.5,72.0,,,,,,,,5392.0,0.01,5m,3.0,1.0,2.0,1016.0,6080.0,0.015,3m,1.6,0.4,2.0,832.0,2152.0,0.015,2m,1.4,0.0,1.5,848.0,8032.0,0.01,4m,3.0,1.0,2.0,816.0,6072,0.01,2m,1.0,0.4,1.5,104,,,,,,,,,,,,,,,7376.0,0.01,3m,1.2,0.0,1.0,952.0,7144.0,0.015,4m,2.2,0.2,0.5,816.0,1504.0,0.02,5m,1.2,0.4,1.0,800.0,1752.0,0.015,5m,2.6,1.0,2.0,456.0,,,,,,,,0.05,14,COMPLETE
99,99,2.8689678670271554,2025-06-21 19:40:21.648744,2025-06-21 19:40:27.695253,0 days 00:00:06.046509,2856.0,0.02,3m,3.0,0.2,1.5,768.0,5560.0,0.015,3m,2.8,0.6000000000000001,1.0,280.0,7768.0,0.015,2m,1.0,0.0,1.5,896.0,,,,,,,,,,,,,,,1032.0,0.02,2m,1.2,0.4,0.5,184.0,2272.0,0.02,5m,2.8,1.0,0.5,72.0,,,,,,,,5264.0,0.01,5m,3.0,1.0,2.0,1016.0,6072.0,0.015,3m,1.6,0.4,2.0,824.0,2232.0,0.015,2m,1.4,0.0,1.5,848.0,7984.0,0.01,4m,3.0,1.0,2.0,824.0,6208,0.01,2m,1.0,0.4,1.5,88,,,,,,,,,,,,,,,7360.0,0.01,3m,1.2,0.0,1.0,944.0,7128.0,0.015,4m,2.2,0.4,0.5,800.0,1448.0,0.02,5m,1.2,0.4,1.0,808.0,1768.0,0.015,5m,2.6,1.0,2.0,464.0,,,,,,,,0.05,14,COMPLETE
100,100,1.796444102470506,2025-06-21 19:40:27.793643,2025-06-21 19:40:34.186774,0 days 00:00:06.393131,2904.0,0.02,3m,3.0,0.2,1.5,784.0,5584.0,0.015,3m,2.8,0.6000000000000001,1.0,280.0,7728.0,0.015,2m,1.0,0.0,1.5,896.0,,,,,,,,,,,,,,,1024.0,0.02,2m,1.2,0.4,0.5,224.0,2208.0,0.02,5m,2.8,1.0,0.5,64.0,,,,,,,,5248.0,0.01,5m,3.0,1.0,2.0,1024.0,6216.0,0.015,3m,1.6,0.4,2.0,832.0,2144.0,0.015,2m,1.4,0.0,1.5,864.0,7968.0,0.01,4m,3.0,1.0,2.0,816.0,6128,0.01,2m,1.0,0.4,1.5,96,,,,,,,,,,,,,,,7232.0,0.01,3m,1.2,0.0,1.0,928.0,7080.0,0.015,4m,2.2,0.4,0.5,816.0,1528.0,0.02,5m,1.2,0.4,1.0,792.0,1768.0,0.015,5m,2.6,1.0,2.0,456.0,,,,,,,,0.05,14,COMPLETE
101,101,4.048097653594118,2025-06-21 19:40:34.287750,2025-06-21 19:40:39.760749,0 days 00:00:05.472999,,,,,,,,5400.0,0.015,3m,2.8,0.6000000000000001,1.0,144.0,7784.0,0.015,2m,1.0,0.0,1.5,848.0,,,,,,,,,,,,,,,1304.0,0.02,2m,1.2,0.4,0.5,192.0,2352.0,0.02,5m,2.8,1.0,0.5,112.0,,,,,,,,5360.0,0.01,5m,3.0,1.0,2.0,992.0,6824.0,0.015,3m,1.6,0.4,2.0,840.0,1488.0,0.015,2m,1.2,0.0,1.5,824.0,7992.0,0.01,4m,3.0,1.0,2.0,848.0,6248,0.01,2m,1.0,0.4,1.5,160,,,,,,,,,,,,,,,7440.0,0.01,3m,1.2,0.0,1.0,968.0,7024.0,0.015,4m,2.2,0.4,0.5,736.0,1304.0,0.02,5m,1.2,0.4,1.0,816.0,1720.0,0.015,5m,2.4000000000000004,1.0,2.0,488.0,,,,,,,,0.05,13,COMPLETE
102,102,3.606774185477789,2025-06-21 19:40:39.844458,2025-06-21 19:40:45.709119,0 days 00:00:05.864661,2480.0,0.02,3m,3.0,0.2,1.5,712.0,5432.0,0.015,3m,2.8,0.6000000000000001,1.0,152.0,7944.0,0.015,2m,1.0,0.0,1.5,848.0,,,,,,,,,,,,,,,1336.0,0.02,2m,1.2,0.4,0.5,256.0,2312.0,0.02,5m,2.8,1.0,0.5,120.0,,,,,,,,5872.0,0.01,5m,3.0,1.0,2.0,1000.0,6800.0,0.015,3m,1.6,0.4,2.0,832.0,1672.0,0.015,2m,1.2,0.0,1.5,816.0,8192.0,0.01,4m,3.0,1.0,2.0,840.0,6136,0.01,2m,1.0,0.4,1.5,120,,,,,,,,,,,,,,,7384.0,0.01,3m,1.2,0.0,1.0,968.0,7040.0,0.015,4m,2.0,0.4,0.5,744.0,1312.0,0.02,5m,1.2,0.4,1.0,816.0,1744.0,0.015,5m,2.4000000000000004,1.0,2.0,504.0,,,,,,,,0.05,14,COMPLETE
