,number,value,datetime_start,datetime_complete,duration,params_AAPL_CDW_beta_win,params_AAPL_CDW_stop_loss,params_AAPL_CDW_trade_freq,params_AAPL_CDW_z_entry,params_AAPL_CDW_z_exit,params_AAPL_CDW_z_stop_scaler,params_AAPL_CDW_z_win,params_AAPL_ROP_beta_win,params_AAPL_ROP_stop_loss,params_AAPL_ROP_trade_freq,params_AAPL_ROP_z_entry,params_AAPL_ROP_z_exit,params_AAPL_ROP_z_stop_scaler,params_AAPL_ROP_z_win,params_ADI_BKNG_beta_win,params_ADI_BKNG_stop_loss,params_ADI_BKNG_trade_freq,params_ADI_BKNG_z_entry,params_ADI_BKNG_z_exit,params_ADI_BKNG_z_stop_scaler,params_ADI_BKNG_z_win,params_ADI_CTSH_beta_win,params_ADI_CTSH_stop_loss,params_ADI_CTSH_trade_freq,params_ADI_CTSH_z_entry,params_ADI_CTSH_z_exit,params_ADI_CTSH_z_stop_scaler,params_ADI_CTSH_z_win,params_ADI_MCHP_beta_win,params_ADI_MCHP_stop_loss,params_ADI_MCHP_trade_freq,params_ADI_MCHP_z_entry,params_ADI_MCHP_z_exit,params_ADI_MCHP_z_stop_scaler,params_ADI_MCHP_z_win,params_AMAT_CDW_beta_win,params_AMAT_CDW_stop_loss,params_AMAT_CDW_trade_freq,params_AMAT_CDW_z_entry,params_AMAT_CDW_z_exit,params_AMAT_CDW_z_stop_scaler,params_AMAT_CDW_z_win,params_AMGN_VRTX_beta_win,params_AMGN_VRTX_stop_loss,params_AMGN_VRTX_trade_freq,params_AMGN_VRTX_z_entry,params_AMGN_VRTX_z_exit,params_AMGN_VRTX_z_stop_scaler,params_AMGN_VRTX_z_win,params_AMZN_MCHP_beta_win,params_AMZN_MCHP_stop_loss,params_AMZN_MCHP_trade_freq,params_AMZN_MCHP_z_entry,params_AMZN_MCHP_z_exit,params_AMZN_MCHP_z_stop_scaler,params_AMZN_MCHP_z_win,params_BKNG_CSX_beta_win,params_BKNG_CSX_stop_loss,params_BKNG_CSX_trade_freq,params_BKNG_CSX_z_entry,params_BKNG_CSX_z_exit,params_BKNG_CSX_z_stop_scaler,params_BKNG_CSX_z_win,params_BKNG_DLTR_beta_win,params_BKNG_DLTR_stop_loss,params_BKNG_DLTR_trade_freq,params_BKNG_DLTR_z_entry,params_BKNG_DLTR_z_exit,params_BKNG_DLTR_z_stop_scaler,params_BKNG_DLTR_z_win,params_BKNG_IDXX_beta_win,params_BKNG_IDXX_stop_loss,params_BKNG_IDXX_trade_freq,params_BKNG_IDXX_z_entry,params_BKNG_IDXX_z_exit,params_BKNG_IDXX_z_stop_scaler,params_BKNG_IDXX_z_win,params_BKNG_KHC_beta_win,params_BKNG_KHC_stop_loss,params_BKNG_KHC_trade_freq,params_BKNG_KHC_z_entry,params_BKNG_KHC_z_exit,params_BKNG_KHC_z_stop_scaler,params_BKNG_KHC_z_win,params_BKNG_MCHP_beta_win,params_BKNG_MCHP_stop_loss,params_BKNG_MCHP_trade_freq,params_BKNG_MCHP_z_entry,params_BKNG_MCHP_z_exit,params_BKNG_MCHP_z_stop_scaler,params_BKNG_MCHP_z_win,params_BKNG_NXPI_beta_win,params_BKNG_NXPI_stop_loss,params_BKNG_NXPI_trade_freq,params_BKNG_NXPI_z_entry,params_BKNG_NXPI_z_exit,params_BKNG_NXPI_z_stop_scaler,params_BKNG_NXPI_z_win,params_CDW_MCHP_beta_win,params_CDW_MCHP_stop_loss,params_CDW_MCHP_trade_freq,params_CDW_MCHP_z_entry,params_CDW_MCHP_z_exit,params_CDW_MCHP_z_stop_scaler,params_CDW_MCHP_z_win,params_COST_CSX_beta_win,params_COST_CSX_stop_loss,params_COST_CSX_trade_freq,params_COST_CSX_z_entry,params_COST_CSX_z_exit,params_COST_CSX_z_stop_scaler,params_COST_CSX_z_win,params_CTSH_MCHP_beta_win,params_CTSH_MCHP_stop_loss,params_CTSH_MCHP_trade_freq,params_CTSH_MCHP_z_entry,params_CTSH_MCHP_z_exit,params_CTSH_MCHP_z_stop_scaler,params_CTSH_MCHP_z_win,params_DASH_DDOG_beta_win,params_DASH_DDOG_stop_loss,params_DASH_DDOG_trade_freq,params_DASH_DDOG_z_entry,params_DASH_DDOG_z_exit,params_DASH_DDOG_z_stop_scaler,params_DASH_DDOG_z_win,params_DASH_MDB_beta_win,params_DASH_MDB_stop_loss,params_DASH_MDB_trade_freq,params_DASH_MDB_z_entry,params_DASH_MDB_z_exit,params_DASH_MDB_z_stop_scaler,params_DASH_MDB_z_win,params_INTU_MCHP_beta_win,params_INTU_MCHP_stop_loss,params_INTU_MCHP_trade_freq,params_INTU_MCHP_z_entry,params_INTU_MCHP_z_exit,params_INTU_MCHP_z_stop_scaler,params_INTU_MCHP_z_win,params_MAR_MCHP_beta_win,params_MAR_MCHP_stop_loss,params_MAR_MCHP_trade_freq,params_MAR_MCHP_z_entry,params_MAR_MCHP_z_exit,params_MAR_MCHP_z_stop_scaler,params_MAR_MCHP_z_win,params_ROP_TTWO_beta_win,params_ROP_TTWO_stop_loss,params_ROP_TTWO_trade_freq,params_ROP_TTWO_z_entry,params_ROP_TTWO_z_exit,params_ROP_TTWO_z_stop_scaler,params_ROP_TTWO_z_win,params_SPLK_WBD_beta_win,params_SPLK_WBD_stop_loss,params_SPLK_WBD_trade_freq,params_SPLK_WBD_z_entry,params_SPLK_WBD_z_exit,params_SPLK_WBD_z_stop_scaler,params_SPLK_WBD_z_win,params_buffer_capital,params_pairs_to_trade,state
92,92,0.8775017985594206,2025-06-21 19:40:46.565255,2025-06-21 19:40:49.348027,0 days 00:00:02.782772,,,,,,,,,,,,,,,6056,0.015,1m,2.6,0.2,1.5,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4496.0,0.015,2m,1.2,0.0,2.0,168.0,,,,,,,,6632.0,0.01,5m,1.0,0.0,1.0,1024.0,,,,,,,,,,,,,,,2328,0.02,4m,1.8,0.4,2.0,64,7752.0,0.01,4m,1.6,1.0,0.5,520.0,,,,,,,,,,,,,,,,,,,,,,2200.0,0.01,5m,1.6,0.0,0.5,368.0,0.05,3,COMPLETE
93,93,1.1340358385038765,2025-06-21 19:40:49.403621,2025-06-21 19:40:52.147819,0 days 00:00:02.744198,,,,,,,,,,,,,,,6120,0.015,1m,2.6,0.4,1.5,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472.0,0.015,2m,1.2,0.0,2.0,168.0,,,,,,,,6504.0,0.01,5m,1.0,0.0,1.0,1024.0,,,,,,,,,,,,,,,2576,0.02,4m,1.8,0.2,2.0,72,7352.0,0.01,4m,1.4,1.0,0.5,520.0,,,,,,,,,,,,,,,,,,,,,,2152.0,0.01,5m,1.6,0.0,0.5,328.0,0.15000000000000002,3,COMPLETE
94,94,-5.017467842553592,2025-06-21 19:40:52.223048,2025-06-21 19:41:01.884236,0 days 00:00:09.661188,1024.0,0.01,3m,3.0,1.0,0.5,112.0,7928.0,0.02,1m,3.0,1.0,2.0,88.0,6128,0.015,1m,2.6,0.4,1.5,856,2032.0,0.02,3m,3.0,0.0,2.0,1000.0,4408.0,0.015,3m,1.0,0.6000000000000001,0.5,664.0,6792.0,0.01,1m,1.0,0.0,2.0,304.0,8000.0,0.015,3m,2.4000000000000004,0.2,1.0,312.0,4232.0,0.01,2m,1.2,0.8,2.0,280.0,8112.0,0.01,4m,2.8,1.0,2.0,192.0,7800.0,0.01,4m,1.0,1.0,2.0,992.0,1336.0,0.02,5m,1.8,0.0,2.0,64.0,7424.0,0.01,4m,1.0,0.0,0.5,904.0,4520.0,0.015,2m,1.2,0.0,2.0,240.0,1024.0,0.02,5m,1.0,1.0,0.5,272.0,6144.0,0.01,5m,1.0,0.8,1.0,1024.0,2728.0,0.02,4m,3.0,0.8,2.0,768.0,2280.0,0.02,1m,1.2,1.0,2.0,288.0,2312,0.02,4m,1.8,0.2,2.0,72,7440.0,0.01,4m,1.4,1.0,0.5,512.0,1832.0,0.02,4m,2.6,0.2,2.0,392.0,7864.0,0.02,4m,3.0,1.0,0.5,992.0,1024.0,0.015,2m,1.0,0.4,1.0,424.0,2208.0,0.01,5m,1.6,0.0,0.5,328.0,0.15000000000000002,20,COMPLETE
95,95,-1.0240781198994577,2025-06-21 19:41:01.958562,2025-06-21 19:41:03.867038,0 days 00:00:01.908476,,,,,,,,,,,,,,,6448,0.015,1m,2.6,0.4,1.5,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4880.0,0.015,2m,1.2,0.0,2.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2808,0.02,4m,1.6,0.0,2.0,144,7296.0,0.01,4m,1.4,1.0,0.5,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2,COMPLETE
96,96,-0.11142540331733981,2025-06-21 19:41:03.941998,2025-06-21 19:41:05.153655,0 days 00:00:01.211657,,,,,,,,,,,,,,,6000,0.015,1m,2.4000000000000004,0.4,1.5,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,0.02,4m,1.8,0.2,2.0,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
97,97,0.6395918729565638,2025-06-21 19:41:05.223042,2025-06-21 19:41:07.948505,0 days 00:00:02.725463,,,,,,,,,,,,,,,6272,0.015,1m,2.6,0.4,1.5,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4160.0,0.015,2m,1.2,0.0,2.0,968.0,,,,,,,,6640.0,0.01,5m,1.0,0.0,1.0,1024.0,,,,,,,,,,,,,,,2512,0.02,4m,1.8,0.2,2.0,96,7736.0,0.01,3m,1.6,1.0,0.5,560.0,,,,,,,,,,,,,,,,,,,,,,2024.0,0.01,5m,1.6,0.0,0.5,280.0,0.1,3,COMPLETE
98,98,-1.8360774848803414,2025-06-21 19:41:08.032027,2025-06-21 19:41:10.806034,0 days 00:00:02.774007,,,,,,,,,,,,,,,6336,0.015,1m,2.6,0.4,1.5,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4168.0,0.015,2m,1.2,0.0,2.0,1008.0,,,,,,,,6640.0,0.01,5m,1.0,0.0,1.0,1016.0,,,,,,,,,,,,,,,2904,0.02,2m,1.8,0.2,2.0,88,7792.0,0.01,3m,1.2,1.0,0.5,440.0,,,,,,,,,,,,,,,,,,,,,,1984.0,0.01,5m,1.6,0.0,0.5,264.0,0.1,3,COMPLETE
99,99,-0.47122323636551633,2025-06-21 19:41:10.877643,2025-06-21 19:41:12.993812,0 days 00:00:02.116169,,,,,,,,,,,,,,,5248,0.015,1m,2.6,0.4,1.5,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0,0.015,2m,1.2,0.0,2.0,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456,0.02,4m,1.8,0.2,2.0,120,7056.0,0.01,3m,1.6,1.0,0.5,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
100,100,0.24625078281338142,2025-06-21 19:41:13.061147,2025-06-21 19:41:15.979666,0 days 00:00:02.918519,,,,,,,,,,,,,,,6240,0.015,1m,2.4000000000000004,0.4,1.5,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400.0,0.015,4m,1.0,0.0,2.0,968.0,,,,,,,,5856.0,0.01,5m,1.0,0.0,1.5,992.0,5488.0,0.02,1m,2.4000000000000004,0.6000000000000001,2.0,912.0,,,,,,,,2648,0.02,4m,1.8,0.0,2.0,184,7616.0,0.01,3m,1.4,1.0,0.5,528.0,,,,,,,,,,,,,,,,,,,,,,8144.0,0.01,5m,1.6,0.0,2.0,368.0,0.1,4,COMPLETE
101,101,-0.41347031746481744,2025-06-21 19:41:16.076618,2025-06-21 19:41:19.224800,0 days 00:00:03.148182,,,,,,,,,,,,,,,6848,0.015,4m,2.6,0.2,1.5,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520.0,0.015,2m,1.4,0.0,2.0,816.0,,,,,,,,7088.0,0.01,5m,1.0,0.0,1.0,920.0,,,,,,,,,,,,,,,2216,0.02,4m,1.6,0.2,2.0,96,7728.0,0.01,3m,1.6,1.0,0.5,592.0,,,,,,,,,,,,,,,,,,,,,,2344.0,0.01,5m,1.4,0.0,0.5,440.0,0.15000000000000002,3,COMPLETE
102,102,-0.21037590327039898,2025-06-21 19:41:19.318607,2025-06-21 19:41:22.302280,0 days 00:00:02.983673,,,,,,,,,,,,,,,6520,0.015,1m,2.4000000000000004,0.4,1.5,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4008.0,0.015,2m,1.2,0.0,2.0,280.0,,,,,,,,6768.0,0.01,5m,1.2,0.0,1.0,840.0,3720.0,0.02,4m,2.6,0.8,2.0,848.0,,,,,,,,2072,0.02,4m,1.8,0.2,2.0,144,7248.0,0.01,4m,1.2,1.0,0.5,480.0,,,,,,,,,,,,,,,,,,,,,,2144.0,0.01,5m,1.2,0.0,0.5,320.0,0.1,4,COMPLETE
103,103,-0.8803757933115148,2025-06-21 19:41:22.387421,2025-06-21 19:41:24.382267,0 days 00:00:01.994846,,,,,,,,,,,,,,,7128,0.015,1m,2.6,0.4,1.5,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3728.0,0.015,2m,1.4,0.0,2.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816,0.02,4m,1.6,0.2,2.0,64,7416.0,0.01,4m,1.6,1.0,0.5,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
104,104,0.18858998810927924,2025-06-21 19:41:24.458817,2025-06-21 19:41:27.626026,0 days 00:00:03.167209,,,,,,,,,,,,,,,6712,0.015,1m,2.6,0.0,1.5,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240.0,0.015,2m,1.2,0.0,2.0,216.0,,,,,,,,7032.0,0.01,5m,1.0,0.0,1.0,984.0,4104.0,0.02,3m,2.2,0.8,2.0,784.0,,,,,,,,1624,0.02,4m,1.8,0.4,2.0,168,6968.0,0.01,4m,1.8,1.0,0.5,568.0,,,,,,,,,,,,,,,,,,,,,,1800.0,0.01,5m,1.6,0.0,0.5,360.0,0.15000000000000002,4,COMPLETE
105,105,0.8592471458300056,2025-06-21 19:41:27.678659,2025-06-21 19:41:30.591158,0 days 00:00:02.912499,,,,,,,,,,,,,,,5600,0.015,2m,2.4000000000000004,0.2,1.5,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5136.0,0.015,5m,1.2,0.0,2.0,832.0,,,,,,,,6520.0,0.01,5m,1.2,0.0,1.0,976.0,,,,,,,,,,,,,,,2536,0.02,4m,1.8,0.6000000000000001,2.0,112,8016.0,0.01,4m,1.4,1.0,0.5,640.0,,,,,,,,,,,,,,,,,,,,,,2056.0,0.01,5m,1.6,0.0,0.5,272.0,0.05,3,COMPLETE
106,106,-0.4144522138357983,2025-06-21 19:41:30.666131,2025-06-21 19:41:31.681167,0 days 00:00:01.015036,,,,,,,,,,,,,,,5680,0.015,2m,2.2,0.2,1.5,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2584,0.02,4m,1.8,0.6000000000000001,2.0,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
107,107,0.5919355562068291,2025-06-21 19:41:31.724457,2025-06-21 19:41:34.455140,0 days 00:00:02.730683,,,,,,,,,,,,,,,5960,0.015,2m,2.4000000000000004,0.0,1.5,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5136.0,0.015,5m,1.2,0.0,2.0,968.0,,,,,,,,6488.0,0.01,5m,1.2,0.0,1.0,960.0,,,,,,,,,,,,,,,3008,0.02,4m,1.8,0.6000000000000001,2.0,88,7968.0,0.01,4m,1.4,1.0,0.5,648.0,,,,,,,,,,,,,,,,,,,,,,2032.0,0.01,5m,1.4,0.0,1.5,288.0,0.05,3,COMPLETE
108,108,-1.8278135967768168,2025-06-21 19:41:34.525654,2025-06-21 19:41:36.623182,0 days 00:00:02.097528,,,,,,,,,,,,,,,5384,0.015,2m,2.4000000000000004,0.0,1.5,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248.0,0.015,5m,1.0,0.0,2.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2976,0.02,4m,1.6,0.6000000000000001,2.0,88,8040.0,0.01,3m,1.4,1.0,0.5,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
109,109,-2.915760179382197,2025-06-21 19:41:36.710699,2025-06-21 19:41:44.765591,0 days 00:00:08.054892,,,,,,,,,,,,,,,5960,0.015,2m,2.4000000000000004,0.0,1.5,968,,,,,,,,2896.0,0.01,4m,1.6,0.4,1.5,640.0,,,,,,,,5752.0,0.015,4m,1.4,0.2,1.5,1016.0,7072.0,0.015,5m,2.2,0.4,0.5,400.0,7456.0,0.02,4m,1.2,0.8,2.0,848.0,6328.0,0.015,5m,1.8,0.0,1.0,80.0,7096.0,0.01,3m,2.0,0.2,1.0,456.0,7000.0,0.01,1m,1.2,0.0,2.0,640.0,5080.0,0.015,5m,1.2,0.0,2.0,824.0,1632.0,0.02,4m,1.2,1.0,0.5,160.0,6496.0,0.01,2m,1.2,0.0,1.0,976.0,4936.0,0.02,1m,2.8,0.6000000000000001,2.0,880.0,3632.0,0.01,4m,1.0,0.8,1.5,376.0,3088,0.02,4m,1.8,0.6000000000000001,2.0,144,7752.0,0.01,2m,1.6,1.0,0.5,616.0,1320.0,0.02,3m,2.8,0.4,2.0,976.0,,,,,,,,6640.0,0.02,1m,1.8,0.6000000000000001,0.5,720.0,2008.0,0.01,5m,1.6,0.0,1.5,288.0,0.05,15,COMPLETE
110,110,-0.6954922554668749,2025-06-21 19:41:44.844863,2025-06-21 19:41:47.549923,0 days 00:00:02.705060,,,,,,,,,,,,,,,5464,0.015,2m,2.2,0.0,1.5,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4712.0,0.015,5m,1.2,0.0,2.0,920.0,,,,,,,,6224.0,0.01,5m,1.2,0.0,1.0,928.0,,,,,,,,,,,,,,,2752,0.02,2m,2.0,0.6000000000000001,2.0,80,7880.0,0.01,4m,1.4,1.0,0.5,496.0,,,,,,,,,,,,,,,,,,,,,,1664.0,0.01,5m,1.8,0.0,1.5,240.0,0.05,3,COMPLETE
111,111,-0.045541127840241856,2025-06-21 19:41:47.620284,2025-06-21 19:41:50.363440,0 days 00:00:02.743156,,,,,,,,,,,,,,,6200,0.015,2m,2.6,0.0,1.5,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4888.0,0.015,5m,1.2,0.0,2.0,984.0,,,,,,,,6648.0,0.01,5m,1.0,0.0,1.0,1016.0,,,,,,,,,,,,,,,2512,0.02,4m,1.8,0.6000000000000001,2.0,120,7560.0,0.01,4m,1.4,1.0,0.5,536.0,,,,,,,,,,,,,,,,,,,,,,2496.0,0.01,5m,1.2,0.0,0.5,264.0,0.1,3,COMPLETE
112,112,0.4424021561687069,2025-06-21 19:41:50.447893,2025-06-21 19:41:53.340680,0 days 00:00:02.892787,,,,,,,,,,,,,,,5776,0.015,2m,2.4000000000000004,0.2,1.5,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4464.0,0.015,5m,1.2,0.0,2.0,744.0,,,,,,,,6896.0,0.01,5m,1.0,0.0,1.0,912.0,,,,,,,,,,,,,,,2360,0.02,4m,1.8,0.2,2.0,104,8032.0,0.01,4m,1.4,1.0,0.5,592.0,,,,,,,,,,,,,,,,,,,,,,2272.0,0.01,5m,1.4,0.0,1.5,336.0,0.05,3,COMPLETE
113,113,-0.7266930693228174,2025-06-21 19:41:53.416085,2025-06-21 19:41:55.219987,0 days 00:00:01.803902,,,,,,,,,,,,,,,5120,0.015,2m,2.4000000000000004,0.6000000000000001,1.5,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5464.0,0.015,5m,1.2,0.0,2.0,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264,0.02,4m,1.6,0.2,2.0,96,8168.0,0.01,4m,1.6,1.0,0.5,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
114,114,0.6677513727609805,2025-06-21 19:41:55.287922,2025-06-21 19:41:59.206104,0 days 00:00:03.918182,,,,,,,,,,,,,,,5760,0.015,2m,2.4000000000000004,0.2,1.5,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4536.0,0.015,5m,1.4,0.0,2.0,776.0,,,,,,,,5696.0,0.01,5m,1.2,0.0,1.0,968.0,2352.0,0.02,3m,2.6,0.6000000000000001,2.0,944.0,,,,,,,,2352,0.02,4m,1.8,0.2,2.0,64,7968.0,0.01,4m,1.2,1.0,0.5,552.0,2304.0,0.02,4m,1.0,0.2,2.0,320.0,,,,,,,,,,,,,,,1880.0,0.01,5m,1.4,0.0,1.5,344.0,0.05,5,COMPLETE
115,115,-0.6771151332907696,2025-06-21 19:41:59.276782,2025-06-21 19:42:02.969622,0 days 00:00:03.692840,,,,,,,,,,,,,,,4784,0.015,2m,2.2,0.2,1.5,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616.0,0.015,5m,1.4,0.0,2.0,928.0,,,,,,,,5560.0,0.01,5m,1.2,0.0,1.0,968.0,2368.0,0.02,3m,2.8,0.6000000000000001,2.0,936.0,,,,,,,,1968,0.02,3m,1.8,0.2,2.0,64,7816.0,0.01,4m,1.2,1.0,0.5,552.0,2744.0,0.02,4m,1.0,0.2,2.0,240.0,,,,,,,,,,,,,,,1488.0,0.01,5m,1.6,0.0,1.5,288.0,0.05,5,COMPLETE
116,116,-1.9885488691446662,2025-06-21 19:42:03.045138,2025-06-21 19:42:06.439671,0 days 00:00:03.394533,,,,,,,,,,,,,,,5624,0.015,2m,2.0,0.0,1.0,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4904.0,0.015,5m,1.0,0.0,2.0,768.0,,,,,,,,6392.0,0.01,5m,1.2,0.0,1.0,960.0,4544.0,0.02,3m,2.6,0.8,2.0,864.0,,,,,,,,2752,0.02,4m,1.4,0.0,2.0,152,7656.0,0.01,4m,1.0,1.0,0.5,608.0,,,,,,,,,,,,,,,,,,,,,,1904.0,0.01,5m,1.4,0.0,1.5,360.0,0.1,4,COMPLETE
117,117,0.06341525187127701,2025-06-21 19:42:06.499873,2025-06-21 19:42:10.242250,0 days 00:00:03.742377,,,,,,,,,,,,,,,6104,0.015,2m,2.6,0.2,1.5,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5208.0,0.015,5m,1.4,0.0,2.0,872.0,,,,,,,,7192.0,0.01,5m,1.0,0.0,1.0,1000.0,2896.0,0.02,3m,2.4000000000000004,0.8,2.0,1008.0,,,,,,,,2512,0.02,4m,2.0,0.2,2.0,136,7328.0,0.01,4m,1.2,1.0,0.5,488.0,2296.0,0.02,4m,2.8,0.0,2.0,120.0,,,,,,,,,,,,,,,2112.0,0.01,5m,1.8,0.0,1.5,400.0,0.05,5,COMPLETE
118,118,0.38311703386851753,2025-06-21 19:42:10.307592,2025-06-21 19:42:13.377012,0 days 00:00:03.069420,,,,,,,,,,,,,,,4560,0.015,2m,2.4000000000000004,0.4,1.5,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4120.0,0.015,5m,1.0,0.2,2.0,1024.0,,,,,,,,5120.0,0.01,5m,1.2,0.0,1.0,1024.0,1496.0,0.02,3m,3.0,0.6000000000000001,2.0,904.0,,,,,,,,2048,0.02,4m,2.0,0.8,2.0,200,7968.0,0.01,4m,1.6,1.0,0.5,464.0,,,,,,,,,,,,,,,,,,,,,,1776.0,0.01,5m,1.6,0.0,1.5,432.0,0.05,4,COMPLETE
119,119,-3.866160983479257,2025-06-21 19:42:13.463357,2025-06-21 19:42:22.861185,0 days 00:00:09.397828,,,,,,,,1048.0,0.02,5m,2.4000000000000004,0.8,0.5,296.0,5904,0.015,4m,2.4000000000000004,0.2,1.5,952,,,,,,,,5504.0,0.02,1m,2.4000000000000004,0.0,1.0,80.0,4848.0,0.015,5m,2.0,0.4,0.5,608.0,3960.0,0.01,5m,2.6,0.8,0.5,616.0,1080.0,0.01,1m,1.8,0.0,1.0,64.0,6192.0,0.01,2m,1.4,1.0,0.5,80.0,1312.0,0.01,3m,3.0,0.6000000000000001,1.5,792.0,5840.0,0.015,2m,1.0,1.0,0.5,664.0,5264.0,0.01,4m,1.6,0.2,0.5,872.0,4272.0,0.015,4m,1.4,0.0,2.0,632.0,2896.0,0.015,2m,1.2,0.8,1.0,208.0,6288.0,0.01,3m,1.0,0.0,1.0,928.0,2288.0,0.02,3m,2.8,0.4,2.0,816.0,5656.0,0.02,5m,1.8,0.6000000000000001,2.0,536.0,3224,0.02,4m,1.6,0.2,2.0,64,7160.0,0.01,4m,1.6,1.0,0.5,632.0,1104.0,0.02,4m,1.2,0.4,2.0,424.0,1360.0,0.01,5m,2.0,0.0,1.5,552.0,3408.0,0.01,5m,2.6,0.8,1.0,312.0,1296.0,0.01,5m,1.4,0.0,1.5,552.0,0.1,18,COMPLETE
120,120,0.4545879583812902,2025-06-21 19:42:22.948170,2025-06-21 19:42:26.402926,0 days 00:00:03.454756,,,,,,,,,,,,,,,6352,0.015,2m,2.6,0.4,1.5,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5144.0,0.02,5m,1.2,1.0,2.0,840.0,,,,,,,,6944.0,0.01,5m,1.2,0.0,1.0,1000.0,1856.0,0.015,1m,2.6,0.8,2.0,696.0,,,,,,,,1536,0.02,3m,1.8,0.6000000000000001,2.0,984,7848.0,0.01,4m,1.6,1.0,0.5,536.0,3960.0,0.02,4m,1.0,0.2,2.0,304.0,,,,,,,,,,,,,,,2320.0,0.01,5m,1.2,0.0,1.0,216.0,0.05,5,COMPLETE
