,number,value,datetime_start,datetime_complete,duration,params_ADSK_CRWD_beta_win,params_ADSK_CRWD_stop_loss,params_ADSK_CRWD_trade_freq,params_ADSK_CRWD_z_entry,params_ADSK_CRWD_z_exit,params_ADSK_CRWD_z_stop_scaler,params_ADSK_CRWD_z_win,params_APP_CRWD_beta_win,params_APP_CRWD_stop_loss,params_APP_CRWD_trade_freq,params_APP_CRWD_z_entry,params_APP_CRWD_z_exit,params_APP_CRWD_z_stop_scaler,params_APP_CRWD_z_win,params_AXON_CRWD_beta_win,params_AXON_CRWD_stop_loss,params_AXON_CRWD_trade_freq,params_AXON_CRWD_z_entry,params_AXON_CRWD_z_exit,params_AXON_CRWD_z_stop_scaler,params_AXON_CRWD_z_win,params_BIIB_CRWD_beta_win,params_BIIB_CRWD_stop_loss,params_BIIB_CRWD_trade_freq,params_BIIB_CRWD_z_entry,params_BIIB_CRWD_z_exit,params_BIIB_CRWD_z_stop_scaler,params_BIIB_CRWD_z_win,params_BKNG_CRWD_beta_win,params_BKNG_CRWD_stop_loss,params_BKNG_CRWD_trade_freq,params_BKNG_CRWD_z_entry,params_BKNG_CRWD_z_exit,params_BKNG_CRWD_z_stop_scaler,params_BKNG_CRWD_z_win,params_COST_CTSH_beta_win,params_COST_CTSH_stop_loss,params_COST_CTSH_trade_freq,params_COST_CTSH_z_entry,params_COST_CTSH_z_exit,params_COST_CTSH_z_stop_scaler,params_COST_CTSH_z_win,params_CRWD_CSCO_beta_win,params_CRWD_CSCO_stop_loss,params_CRWD_CSCO_trade_freq,params_CRWD_CSCO_z_entry,params_CRWD_CSCO_z_exit,params_CRWD_CSCO_z_stop_scaler,params_CRWD_CSCO_z_win,params_CRWD_DASH_beta_win,params_CRWD_DASH_stop_loss,params_CRWD_DASH_trade_freq,params_CRWD_DASH_z_entry,params_CRWD_DASH_z_exit,params_CRWD_DASH_z_stop_scaler,params_CRWD_DASH_z_win,params_CRWD_FTNT_beta_win,params_CRWD_FTNT_stop_loss,params_CRWD_FTNT_trade_freq,params_CRWD_FTNT_z_entry,params_CRWD_FTNT_z_exit,params_CRWD_FTNT_z_stop_scaler,params_CRWD_FTNT_z_win,params_CRWD_ISRG_beta_win,params_CRWD_ISRG_stop_loss,params_CRWD_ISRG_trade_freq,params_CRWD_ISRG_z_entry,params_CRWD_ISRG_z_exit,params_CRWD_ISRG_z_stop_scaler,params_CRWD_ISRG_z_win,params_CRWD_NFLX_beta_win,params_CRWD_NFLX_stop_loss,params_CRWD_NFLX_trade_freq,params_CRWD_NFLX_z_entry,params_CRWD_NFLX_z_exit,params_CRWD_NFLX_z_stop_scaler,params_CRWD_NFLX_z_win,params_CRWD_NXPI_beta_win,params_CRWD_NXPI_stop_loss,params_CRWD_NXPI_trade_freq,params_CRWD_NXPI_z_entry,params_CRWD_NXPI_z_exit,params_CRWD_NXPI_z_stop_scaler,params_CRWD_NXPI_z_win,params_CRWD_ORLY_beta_win,params_CRWD_ORLY_stop_loss,params_CRWD_ORLY_trade_freq,params_CRWD_ORLY_z_entry,params_CRWD_ORLY_z_exit,params_CRWD_ORLY_z_stop_scaler,params_CRWD_ORLY_z_win,params_CRWD_PLTR_beta_win,params_CRWD_PLTR_stop_loss,params_CRWD_PLTR_trade_freq,params_CRWD_PLTR_z_entry,params_CRWD_PLTR_z_exit,params_CRWD_PLTR_z_stop_scaler,params_CRWD_PLTR_z_win,params_CRWD_PYPL_beta_win,params_CRWD_PYPL_stop_loss,params_CRWD_PYPL_trade_freq,params_CRWD_PYPL_z_entry,params_CRWD_PYPL_z_exit,params_CRWD_PYPL_z_stop_scaler,params_CRWD_PYPL_z_win,params_HON_ISRG_beta_win,params_HON_ISRG_stop_loss,params_HON_ISRG_trade_freq,params_HON_ISRG_z_entry,params_HON_ISRG_z_exit,params_HON_ISRG_z_stop_scaler,params_HON_ISRG_z_win,params_LULU_MRVL_beta_win,params_LULU_MRVL_stop_loss,params_LULU_MRVL_trade_freq,params_LULU_MRVL_z_entry,params_LULU_MRVL_z_exit,params_LULU_MRVL_z_stop_scaler,params_LULU_MRVL_z_win,params_LULU_ON_beta_win,params_LULU_ON_stop_loss,params_LULU_ON_trade_freq,params_LULU_ON_z_entry,params_LULU_ON_z_exit,params_LULU_ON_z_stop_scaler,params_LULU_ON_z_win,params_MRVL_ON_beta_win,params_MRVL_ON_stop_loss,params_MRVL_ON_trade_freq,params_MRVL_ON_z_entry,params_MRVL_ON_z_exit,params_MRVL_ON_z_stop_scaler,params_MRVL_ON_z_win,params_ORLY_PCAR_beta_win,params_ORLY_PCAR_stop_loss,params_ORLY_PCAR_trade_freq,params_ORLY_PCAR_z_entry,params_ORLY_PCAR_z_exit,params_ORLY_PCAR_z_stop_scaler,params_ORLY_PCAR_z_win,params_buffer_capital,params_pairs_to_trade,state
108,108,-1.0473145614775248,2025-06-21 19:52:19.222320,2025-06-21 19:52:24.371163,0 days 00:00:05.148843,6432.0,0.01,5m,2.0,0.6000000000000001,1.5,400.0,2872.0,0.02,2m,1.0,0.2,2.0,232.0,5512.0,0.015,5m,1.0,0.2,0.5,872.0,4120.0,0.015,5m,1.4,0.2,1.5,384.0,4744.0,0.02,1m,2.8,0.6000000000000001,0.5,592.0,,,,,,,,6816.0,0.02,4m,1.8,0.8,1.5,536.0,2312.0,0.02,4m,2.4000000000000004,0.0,1.5,144.0,4928.0,0.015,4m,2.2,1.0,2.0,344.0,7912,0.01,2m,3.0,0.2,0.5,416,1184.0,0.01,2m,2.4000000000000004,0.8,2.0,728.0,2712.0,0.01,5m,3.0,0.6000000000000001,1.0,328.0,7736.0,0.015,5m,2.2,0.2,1.0,696.0,,,,,,,,1920.0,0.015,5m,2.6,0.6000000000000001,0.5,504.0,5152.0,0.01,5m,2.2,0.4,1.0,632.0,7336.0,0.02,4m,2.6,1.0,0.5,208.0,,,,,,,,,,,,,,,5000.0,0.015,1m,2.4000000000000004,0.6000000000000001,1.5,576.0,0.15000000000000002,16,COMPLETE
109,109,0.5759979099577098,2025-06-21 19:52:24.431935,2025-06-21 19:52:30.601522,0 days 00:00:06.169587,5840.0,0.015,5m,2.4000000000000004,0.4,1.0,672.0,5936.0,0.015,2m,2.4000000000000004,0.8,1.0,464.0,6248.0,0.01,5m,1.0,0.8,0.5,200.0,5072.0,0.015,5m,1.4,0.4,1.5,416.0,5952.0,0.02,1m,2.0,0.2,1.0,808.0,3632.0,0.02,3m,2.2,1.0,1.5,632.0,4336.0,0.01,4m,1.4,0.6000000000000001,1.5,744.0,1680.0,0.015,4m,2.2,0.0,2.0,176.0,1752.0,0.015,2m,2.2,1.0,2.0,424.0,8016,0.01,2m,3.0,0.2,0.5,240,2432.0,0.01,2m,3.0,0.8,1.5,840.0,5072.0,0.015,3m,2.4000000000000004,0.2,1.5,744.0,7344.0,0.015,5m,2.4000000000000004,0.4,1.0,600.0,4768.0,0.02,4m,1.0,0.0,1.5,80.0,2240.0,0.015,5m,2.4000000000000004,0.6000000000000001,1.5,112.0,5608.0,0.015,2m,2.2,0.0,1.0,704.0,6800.0,0.02,4m,3.0,0.8,0.5,488.0,,,,,,,,8072.0,0.02,2m,1.0,0.8,2.0,104.0,6000.0,0.015,2m,1.2,0.8,2.0,488.0,0.1,19,COMPLETE
110,110,2.352218189590597,2025-06-21 19:52:30.660313,2025-06-21 19:52:36.468599,0 days 00:00:05.808286,6088.0,0.015,5m,2.4000000000000004,0.4,1.0,728.0,6096.0,0.015,2m,2.4000000000000004,0.8,1.0,456.0,6656.0,0.01,5m,1.0,0.8,1.0,200.0,4800.0,0.015,5m,1.4,0.4,1.5,408.0,6048.0,0.02,1m,2.0,0.2,1.0,800.0,3384.0,0.02,3m,2.2,1.0,1.5,648.0,5080.0,0.01,4m,1.4,0.6000000000000001,1.5,776.0,1904.0,0.015,4m,2.2,0.0,2.0,184.0,2320.0,0.015,2m,2.0,0.0,2.0,432.0,4936,0.01,2m,3.0,0.2,0.5,272,2896.0,0.01,2m,3.0,0.8,1.5,896.0,5080.0,0.015,3m,2.4000000000000004,0.2,1.5,768.0,7608.0,0.015,5m,2.2,0.4,1.0,592.0,4888.0,0.02,4m,1.0,0.0,1.5,96.0,2256.0,0.015,5m,2.4000000000000004,0.8,1.5,112.0,5632.0,0.015,2m,2.4000000000000004,0.0,1.0,728.0,6640.0,0.02,4m,3.0,0.8,0.5,464.0,,,,,,,,7504.0,0.02,2m,1.0,0.8,2.0,104.0,6000.0,0.015,2m,1.2,0.8,2.0,512.0,0.1,19,COMPLETE
111,111,-3.5027856850256165,2025-06-21 19:52:36.539178,2025-06-21 19:52:42.575401,0 days 00:00:06.036223,6064.0,0.015,5m,2.4000000000000004,0.4,1.0,776.0,6296.0,0.015,2m,2.4000000000000004,0.8,1.0,456.0,6632.0,0.01,5m,1.0,0.8,1.0,208.0,4640.0,0.015,5m,1.4,0.4,1.5,440.0,5928.0,0.02,1m,2.0,0.2,1.0,792.0,3432.0,0.02,3m,2.2,1.0,1.5,632.0,5216.0,0.01,4m,1.2,0.6000000000000001,1.5,784.0,1344.0,0.015,4m,2.2,0.0,2.0,184.0,1552.0,0.015,2m,2.0,0.0,2.0,416.0,5032,0.01,2m,3.0,0.2,0.5,344,2464.0,0.01,2m,3.0,0.8,1.5,904.0,5648.0,0.015,3m,2.6,0.2,1.5,760.0,7992.0,0.015,5m,2.2,0.4,1.0,576.0,4744.0,0.02,4m,1.0,0.0,1.5,72.0,2320.0,0.015,5m,2.4000000000000004,0.8,1.5,104.0,5720.0,0.015,2m,2.2,0.0,1.0,712.0,6736.0,0.02,4m,3.0,0.8,0.5,440.0,,,,,,,,8040.0,0.02,2m,1.0,0.8,2.0,96.0,5952.0,0.015,2m,1.2,0.8,2.0,512.0,0.1,19,COMPLETE
112,112,1.298987634620849,2025-06-21 19:52:42.654512,2025-06-21 19:52:48.489873,0 days 00:00:05.835361,6224.0,0.015,5m,2.4000000000000004,0.4,1.0,792.0,6040.0,0.015,2m,2.2,0.8,1.0,488.0,6336.0,0.01,5m,1.0,0.8,0.5,112.0,5112.0,0.015,5m,1.4,0.4,1.5,392.0,7144.0,0.02,1m,2.2,0.0,1.0,992.0,4368.0,0.02,3m,2.2,1.0,1.5,608.0,4400.0,0.01,4m,1.4,0.6000000000000001,1.5,896.0,1648.0,0.015,4m,2.2,0.0,2.0,304.0,2080.0,0.015,2m,1.8,1.0,2.0,360.0,5184,0.01,2m,3.0,0.2,0.5,240,2888.0,0.01,2m,3.0,0.8,1.5,888.0,4256.0,0.015,3m,2.4000000000000004,0.2,1.5,768.0,7512.0,0.015,5m,2.0,0.4,1.0,616.0,4744.0,0.02,4m,1.0,0.0,1.5,200.0,2120.0,0.015,5m,2.4000000000000004,0.8,1.5,120.0,6032.0,0.015,2m,2.6,0.0,1.0,744.0,7304.0,0.02,4m,2.8,0.8,0.5,440.0,,,,,,,,7824.0,0.02,2m,1.0,0.6000000000000001,2.0,128.0,6536.0,0.015,2m,1.2,0.8,2.0,688.0,0.1,19,COMPLETE
113,113,-1.8750630314153967,2025-06-21 19:52:48.543791,2025-06-21 19:52:54.094952,0 days 00:00:05.551161,6120.0,0.015,5m,2.4000000000000004,0.4,1.0,792.0,6184.0,0.015,2m,2.2,0.8,1.0,504.0,7320.0,0.01,5m,1.0,0.8,0.5,136.0,5192.0,0.015,5m,1.6,0.4,1.5,416.0,7032.0,0.02,1m,2.2,0.0,1.0,1000.0,4352.0,0.02,3m,2.2,1.0,1.5,608.0,4512.0,0.01,4m,1.4,0.6000000000000001,1.5,912.0,1488.0,0.015,4m,2.2,0.0,2.0,112.0,2112.0,0.015,2m,1.8,0.0,2.0,344.0,5192,0.01,2m,3.0,0.2,0.5,200,2832.0,0.01,2m,3.0,0.8,1.5,848.0,4496.0,0.015,3m,2.4000000000000004,0.2,1.5,752.0,7432.0,0.015,5m,2.0,0.4,1.0,608.0,4808.0,0.02,4m,1.0,0.0,1.5,160.0,2656.0,0.015,5m,2.4000000000000004,0.8,1.5,160.0,6104.0,0.015,2m,2.6,0.0,1.0,760.0,7160.0,0.02,4m,2.8,0.8,0.5,432.0,,,,,,,,,,,,,,,6640.0,0.015,2m,1.2,0.8,2.0,648.0,0.1,18,COMPLETE
114,114,0.14267574866495966,2025-06-21 19:52:54.174152,2025-06-21 19:53:00.426163,0 days 00:00:06.252011,6504.0,0.015,5m,2.2,0.4,1.0,664.0,5688.0,0.015,2m,2.4000000000000004,0.8,1.0,272.0,6336.0,0.01,5m,1.0,0.8,1.5,112.0,5144.0,0.015,5m,1.4,0.4,1.5,384.0,6152.0,0.02,1m,2.0,0.2,1.0,800.0,3664.0,0.02,3m,2.4000000000000004,1.0,1.5,664.0,4344.0,0.01,4m,1.4,0.8,1.5,712.0,1800.0,0.015,4m,2.0,0.0,2.0,288.0,2248.0,0.015,2m,1.8,1.0,2.0,440.0,4712,0.01,2m,3.0,0.2,0.5,288,3176.0,0.01,2m,3.0,0.8,1.5,944.0,5800.0,0.015,3m,2.4000000000000004,0.2,1.5,768.0,7656.0,0.015,5m,2.0,0.4,1.0,664.0,5104.0,0.02,4m,1.0,0.0,1.5,272.0,3336.0,0.015,5m,2.6,0.8,1.5,112.0,6216.0,0.015,2m,2.4000000000000004,0.0,1.0,816.0,6384.0,0.02,4m,2.8,0.8,0.5,528.0,,,,,,,,7752.0,0.02,2m,1.0,0.6000000000000001,2.0,128.0,6768.0,0.015,2m,1.0,0.8,2.0,728.0,0.1,19,COMPLETE
115,115,-1.4218093945079653,2025-06-21 19:53:00.504923,2025-06-21 19:53:06.123243,0 days 00:00:05.618320,5032.0,0.015,5m,2.8,0.6000000000000001,1.0,840.0,6832.0,0.015,2m,1.8,0.6000000000000001,1.5,632.0,6224.0,0.01,5m,1.2,1.0,0.5,272.0,4848.0,0.015,5m,1.4,0.4,1.5,456.0,7288.0,0.02,1m,2.4000000000000004,0.0,1.0,936.0,5352.0,0.015,5m,1.8,0.8,1.5,456.0,5232.0,0.01,4m,1.4,0.6000000000000001,1.5,840.0,1168.0,0.015,4m,2.2,0.0,2.0,304.0,2472.0,0.015,2m,1.8,1.0,1.5,376.0,4592,0.01,2m,3.0,0.2,0.5,256,3000.0,0.01,2m,3.0,0.8,1.5,888.0,4192.0,0.015,3m,2.2,0.2,1.5,800.0,7104.0,0.015,5m,2.4000000000000004,0.4,1.0,520.0,6008.0,0.02,2m,1.6,0.2,1.0,320.0,3144.0,0.015,5m,2.4000000000000004,0.8,1.5,88.0,4488.0,0.015,2m,1.8,0.2,0.5,480.0,7696.0,0.02,4m,3.0,1.0,0.5,400.0,,,,,,,,,,,,,,,5648.0,0.015,2m,1.2,1.0,2.0,512.0,0.1,18,COMPLETE
116,116,-1.5679554005000922,2025-06-21 19:53:06.170821,2025-06-21 19:53:12.554197,0 days 00:00:06.383376,6968.0,0.015,5m,2.0,0.2,1.5,584.0,4224.0,0.015,2m,2.2,1.0,1.0,424.0,6680.0,0.01,5m,1.0,0.8,1.0,136.0,5464.0,0.015,5m,1.6,0.6000000000000001,1.0,280.0,5456.0,0.02,1m,2.0,0.4,0.5,848.0,2872.0,0.02,3m,2.4000000000000004,0.8,2.0,736.0,5664.0,0.01,4m,1.6,0.6000000000000001,2.0,912.0,1800.0,0.015,4m,2.0,0.0,2.0,168.0,1672.0,0.015,2m,2.0,1.0,2.0,304.0,7648,0.01,2m,3.0,0.4,0.5,232,3656.0,0.01,2m,3.0,0.8,1.5,936.0,6496.0,0.02,3m,2.8,0.4,1.0,648.0,7360.0,0.015,5m,2.0,0.6000000000000001,1.0,624.0,2896.0,0.015,5m,1.4,0.2,1.5,264.0,1976.0,0.015,5m,2.2,0.8,1.5,144.0,6696.0,0.015,2m,2.6,0.2,1.5,864.0,7144.0,0.02,4m,2.6,0.8,0.5,512.0,8120.0,0.01,4m,1.0,1.0,2.0,1000.0,7216.0,0.02,2m,1.0,0.8,2.0,248.0,6344.0,0.015,2m,1.0,0.8,2.0,664.0,0.1,20,COMPLETE
117,117,-0.6627157771269142,2025-06-21 19:53:12.629441,2025-06-21 19:53:18.790310,0 days 00:00:06.160869,5096.0,0.01,5m,2.4000000000000004,0.2,1.0,904.0,5312.0,0.015,2m,2.4000000000000004,0.8,1.0,536.0,6184.0,0.01,5m,1.2,0.8,0.5,184.0,3704.0,0.015,5m,1.2,0.4,1.5,472.0,7496.0,0.02,1m,1.6,0.2,1.0,752.0,1896.0,0.02,3m,2.6,0.8,1.0,1008.0,4312.0,0.01,4m,1.2,0.8,1.5,736.0,1688.0,0.015,4m,2.2,0.0,2.0,80.0,1912.0,0.015,2m,2.2,1.0,2.0,464.0,7856,0.01,2m,3.0,0.2,0.5,192,3304.0,0.01,2m,3.0,0.8,1.5,984.0,5008.0,0.015,3m,2.0,0.2,2.0,416.0,7568.0,0.015,5m,2.2,0.4,1.0,480.0,3880.0,0.02,4m,1.4,0.2,2.0,72.0,2480.0,0.015,1m,2.6,0.8,1.5,224.0,4704.0,0.015,5m,3.0,0.0,1.0,600.0,6456.0,0.02,4m,2.8,0.8,0.5,488.0,,,,,,,,6160.0,0.02,2m,1.6,0.6000000000000001,1.5,344.0,7032.0,0.01,3m,1.2,0.8,2.0,808.0,0.1,19,COMPLETE
118,118,0.2529111426328205,2025-06-21 19:53:18.869202,2025-06-21 19:53:24.986626,0 days 00:00:06.117424,7320.0,0.02,5m,1.8,0.6000000000000001,1.5,688.0,6880.0,0.015,2m,2.6,0.6000000000000001,1.5,200.0,5448.0,0.01,5m,1.0,0.8,0.5,336.0,5048.0,0.015,3m,1.4,0.4,1.5,392.0,6480.0,0.02,1m,2.4000000000000004,0.0,1.5,960.0,4608.0,0.015,3m,2.0,1.0,1.5,480.0,4984.0,0.01,4m,1.4,0.6000000000000001,1.5,992.0,2008.0,0.015,3m,2.0,0.0,2.0,200.0,1472.0,0.015,2m,2.0,1.0,2.0,408.0,5408,0.01,2m,3.0,0.2,0.5,240,4192.0,0.01,1m,3.0,0.8,1.5,840.0,3344.0,0.01,2m,2.6,0.4,1.5,880.0,7856.0,0.015,5m,2.4000000000000004,0.4,1.0,680.0,5904.0,0.02,4m,2.4000000000000004,0.0,1.0,256.0,2184.0,0.015,5m,2.4000000000000004,0.6000000000000001,1.5,112.0,8112.0,0.01,2m,2.4000000000000004,0.2,0.5,896.0,7864.0,0.02,4m,3.0,1.0,0.5,352.0,,,,,,,,6120.0,0.015,3m,1.4,0.8,1.5,360.0,5512.0,0.015,2m,1.4,1.0,2.0,496.0,0.1,19,COMPLETE
119,119,-2.6741326349311536,2025-06-21 19:53:25.059957,2025-06-21 19:53:31.746624,0 days 00:00:06.686667,5400.0,0.015,3m,2.6,0.4,0.5,232.0,3688.0,0.015,2m,1.8,0.4,1.0,376.0,6448.0,0.01,5m,2.2,0.8,0.5,256.0,4088.0,0.015,5m,1.4,0.4,1.5,408.0,5168.0,0.02,1m,2.2,0.2,0.5,896.0,3840.0,0.02,3m,1.6,0.8,2.0,776.0,6256.0,0.01,4m,1.0,0.8,2.0,624.0,2264.0,0.015,4m,2.2,0.0,2.0,248.0,1224.0,0.015,2m,2.2,1.0,2.0,344.0,4808,0.01,5m,3.0,0.4,0.5,136,2664.0,0.01,2m,3.0,0.8,1.5,808.0,6416.0,0.015,4m,2.2,0.0,1.5,680.0,7696.0,0.015,5m,2.2,0.4,2.0,736.0,4024.0,0.015,4m,1.2,0.8,1.5,456.0,1648.0,0.015,5m,2.4000000000000004,0.0,1.5,80.0,5384.0,0.02,2m,2.0,0.0,1.5,696.0,7432.0,0.02,4m,3.0,0.8,0.5,576.0,1288.0,0.015,2m,2.0,0.0,0.5,152.0,6656.0,0.015,4m,1.0,0.8,2.0,72.0,7032.0,0.015,1m,1.0,0.6000000000000001,1.5,560.0,0.15000000000000002,20,COMPLETE
120,120,-1.807927260745713,2025-06-21 19:53:31.825600,2025-06-21 19:53:37.373221,0 days 00:00:05.547621,7304.0,0.01,4m,1.6,0.2,1.0,520.0,5744.0,0.015,2m,2.2,0.8,1.5,680.0,7056.0,0.01,2m,1.2,0.8,0.5,176.0,5448.0,0.015,4m,1.2,0.6000000000000001,1.5,320.0,4104.0,0.02,1m,1.8,0.4,1.0,608.0,6184.0,0.02,3m,2.0,1.0,1.0,360.0,4848.0,0.01,3m,1.6,1.0,1.5,880.0,2608.0,0.015,5m,2.4000000000000004,0.0,2.0,120.0,2600.0,0.015,1m,2.2,1.0,2.0,696.0,8016,0.01,2m,2.8,0.0,0.5,272,3472.0,0.01,2m,3.0,0.8,1.5,904.0,4592.0,0.015,5m,2.2,0.2,1.0,456.0,4528.0,0.015,1m,2.0,0.4,1.0,560.0,,,,,,,,2304.0,0.015,4m,2.6,0.8,1.5,120.0,6608.0,0.015,4m,2.6,0.4,1.0,352.0,5944.0,0.02,3m,2.8,0.8,0.5,272.0,,,,,,,,,,,,,,,4496.0,0.015,2m,3.0,0.8,1.5,440.0,0.15000000000000002,17,COMPLETE
121,121,1.0502683534219708,2025-06-21 19:53:37.435270,2025-06-21 19:53:43.117968,0 days 00:00:05.682698,4072.0,0.015,2m,2.2,0.6000000000000001,1.0,760.0,6912.0,0.01,2m,2.8,1.0,0.5,512.0,6992.0,0.01,5m,1.0,1.0,0.5,928.0,4552.0,0.015,5m,1.2,0.2,1.5,336.0,6160.0,0.015,1m,2.0,0.0,1.0,744.0,2840.0,0.02,5m,2.6,0.6000000000000001,1.5,560.0,4320.0,0.02,5m,1.8,0.6000000000000001,1.0,744.0,1592.0,0.015,4m,2.4000000000000004,0.0,2.0,136.0,2320.0,0.015,2m,2.4000000000000004,1.0,2.0,432.0,4976,0.01,2m,2.8,0.2,0.5,336,2432.0,0.01,2m,2.8,0.8,1.5,816.0,2072.0,0.02,3m,2.8,0.6000000000000001,2.0,848.0,8040.0,0.015,5m,2.4000000000000004,0.2,1.0,600.0,1208.0,0.02,4m,1.2,0.2,2.0,704.0,2104.0,0.015,5m,2.2,0.6000000000000001,1.5,136.0,4240.0,0.01,3m,2.8,0.2,1.0,912.0,6968.0,0.02,2m,2.4000000000000004,1.0,0.5,480.0,,,,,,,,,,,,,,,6024.0,0.015,4m,1.4,0.6000000000000001,2.0,848.0,0.2,18,COMPLETE
122,122,-0.5929434153910325,2025-06-21 19:53:43.187018,2025-06-21 19:53:48.724884,0 days 00:00:05.537866,3984.0,0.015,2m,2.2,0.6000000000000001,1.0,736.0,7080.0,0.01,2m,2.8,1.0,0.5,512.0,7408.0,0.01,5m,1.0,1.0,0.5,96.0,4528.0,0.015,5m,1.0,0.2,1.5,360.0,5896.0,0.015,1m,2.0,0.0,1.0,744.0,2944.0,0.02,5m,3.0,0.4,1.5,528.0,4128.0,0.02,5m,1.8,0.6000000000000001,1.0,760.0,1024.0,0.015,4m,2.2,0.0,2.0,128.0,1944.0,0.015,2m,2.4000000000000004,1.0,2.0,432.0,5136,0.01,2m,3.0,0.2,0.5,368,2872.0,0.01,2m,3.0,0.8,1.5,872.0,1312.0,0.02,3m,2.8,0.6000000000000001,2.0,880.0,8000.0,0.015,5m,2.4000000000000004,0.2,1.0,640.0,,,,,,,,1512.0,0.015,5m,2.0,0.6000000000000001,1.5,64.0,3848.0,0.01,3m,2.8,0.0,1.0,912.0,7040.0,0.02,2m,2.4000000000000004,1.0,0.5,472.0,,,,,,,,,,,,,,,5904.0,0.015,4m,1.4,0.6000000000000001,2.0,1024.0,0.25,17,COMPLETE
123,123,0.6327587408287038,2025-06-21 19:53:48.790859,2025-06-21 19:53:54.438764,0 days 00:00:05.647905,3424.0,0.015,2m,2.2,0.4,1.0,872.0,7288.0,0.01,2m,2.8,1.0,0.5,456.0,6056.0,0.01,5m,1.0,1.0,0.5,936.0,4808.0,0.015,5m,1.4,0.2,1.5,336.0,6464.0,0.015,1m,2.2,0.0,1.0,872.0,1968.0,0.02,5m,2.6,0.8,1.5,600.0,4704.0,0.02,5m,2.0,0.6000000000000001,1.0,816.0,1280.0,0.015,4m,2.4000000000000004,0.0,2.0,64.0,2248.0,0.015,2m,2.2,1.0,2.0,416.0,4872,0.01,2m,2.8,0.2,0.5,344,2408.0,0.01,2m,2.8,0.8,1.5,816.0,2176.0,0.015,3m,2.8,0.8,2.0,864.0,7456.0,0.015,5m,2.4000000000000004,0.2,1.0,600.0,5704.0,0.02,4m,1.0,0.2,2.0,664.0,1952.0,0.015,5m,2.4000000000000004,0.6000000000000001,1.5,152.0,5680.0,0.01,3m,2.8,0.2,1.0,912.0,6656.0,0.02,2m,2.2,1.0,0.5,392.0,,,,,,,,,,,,,,,6248.0,0.015,4m,1.2,0.6000000000000001,2.0,944.0,0.15000000000000002,18,COMPLETE
124,124,0.930890001243577,2025-06-21 19:53:54.502103,2025-06-21 19:54:00.538836,0 days 00:00:06.036733,3304.0,0.015,2m,2.2,0.6000000000000001,1.0,936.0,8120.0,0.01,2m,2.8,1.0,0.5,584.0,6024.0,0.01,5m,1.0,1.0,0.5,1024.0,4848.0,0.015,5m,1.2,0.2,1.5,240.0,6656.0,0.015,1m,2.2,0.0,0.5,888.0,1544.0,0.02,5m,2.6,0.6000000000000001,1.5,544.0,3632.0,0.02,5m,2.0,0.8,1.0,824.0,1416.0,0.015,4m,2.4000000000000004,0.0,2.0,72.0,2776.0,0.015,2m,2.4000000000000004,1.0,2.0,368.0,4536,0.01,2m,2.8,0.2,0.5,320,2592.0,0.01,2m,2.8,0.8,1.5,816.0,2096.0,0.02,3m,2.8,0.8,2.0,872.0,7552.0,0.015,5m,1.8,0.2,1.0,544.0,1384.0,0.02,4m,1.2,0.2,2.0,712.0,1968.0,0.015,5m,2.2,0.6000000000000001,1.5,144.0,4464.0,0.01,3m,2.8,0.2,0.5,944.0,6448.0,0.02,2m,2.2,1.0,0.5,392.0,,,,,,,,,,,,,,,5024.0,0.015,4m,1.2,0.6000000000000001,2.0,952.0,0.15000000000000002,18,COMPLETE
125,125,-1.0515718915101957,2025-06-21 19:54:00.618074,2025-06-21 19:54:06.519589,0 days 00:00:05.901515,3192.0,0.015,2m,2.2,0.6000000000000001,1.0,936.0,7456.0,0.01,2m,3.0,1.0,0.5,552.0,5920.0,0.01,5m,1.0,1.0,0.5,1024.0,4752.0,0.015,5m,1.2,0.2,1.5,240.0,6584.0,0.015,1m,2.2,0.0,0.5,880.0,1328.0,0.02,5m,2.6,0.6000000000000001,1.5,544.0,4752.0,0.02,5m,2.0,0.8,1.0,832.0,1552.0,0.015,4m,2.4000000000000004,0.0,2.0,64.0,2848.0,0.015,2m,2.4000000000000004,1.0,2.0,384.0,4448,0.01,2m,2.6,0.2,0.5,400,2584.0,0.01,2m,2.8,0.8,1.5,800.0,2136.0,0.02,3m,2.8,0.8,2.0,872.0,7544.0,0.015,5m,1.8,0.2,1.0,528.0,1088.0,0.02,4m,1.2,0.2,2.0,736.0,1920.0,0.015,5m,2.2,0.6000000000000001,1.5,192.0,3904.0,0.01,3m,2.8,0.2,0.5,952.0,6248.0,0.02,2m,2.2,1.0,2.0,400.0,,,,,,,,,,,,,,,4848.0,0.015,4m,1.2,0.6000000000000001,2.0,920.0,0.15000000000000002,18,COMPLETE
