,number,value,datetime_start,datetime_complete,duration,params_ABNB_EBAY_beta_win,params_ABNB_EBAY_stop_loss,params_ABNB_EBAY_trade_freq,params_ABNB_EBAY_z_entry,params_ABNB_EBAY_z_exit,params_ABNB_EBAY_z_stop_scaler,params_ABNB_EBAY_z_win,params_ADSK_PCAR_beta_win,params_ADSK_PCAR_stop_loss,params_ADSK_PCAR_trade_freq,params_ADSK_PCAR_z_entry,params_ADSK_PCAR_z_exit,params_ADSK_PCAR_z_stop_scaler,params_ADSK_PCAR_z_win,params_ALGN_IDXX_beta_win,params_ALGN_IDXX_stop_loss,params_ALGN_IDXX_trade_freq,params_ALGN_IDXX_z_entry,params_ALGN_IDXX_z_exit,params_ALGN_IDXX_z_stop_scaler,params_ALGN_IDXX_z_win,params_ALGN_ISRG_beta_win,params_ALGN_ISRG_stop_loss,params_ALGN_ISRG_trade_freq,params_ALGN_ISRG_z_entry,params_ALGN_ISRG_z_exit,params_ALGN_ISRG_z_stop_scaler,params_ALGN_ISRG_z_win,params_AMD_LRCX_beta_win,params_AMD_LRCX_stop_loss,params_AMD_LRCX_trade_freq,params_AMD_LRCX_z_entry,params_AMD_LRCX_z_exit,params_AMD_LRCX_z_stop_scaler,params_AMD_LRCX_z_win,params_BIDU_ZM_beta_win,params_BIDU_ZM_stop_loss,params_BIDU_ZM_trade_freq,params_BIDU_ZM_z_entry,params_BIDU_ZM_z_exit,params_BIDU_ZM_z_stop_scaler,params_BIDU_ZM_z_win,params_CSCO_WDAY_beta_win,params_CSCO_WDAY_stop_loss,params_CSCO_WDAY_trade_freq,params_CSCO_WDAY_z_entry,params_CSCO_WDAY_z_exit,params_CSCO_WDAY_z_stop_scaler,params_CSCO_WDAY_z_win,params_DDOG_GOOGL_beta_win,params_DDOG_GOOGL_stop_loss,params_DDOG_GOOGL_trade_freq,params_DDOG_GOOGL_z_entry,params_DDOG_GOOGL_z_exit,params_DDOG_GOOGL_z_stop_scaler,params_DDOG_GOOGL_z_win,params_DDOG_GOOG_beta_win,params_DDOG_GOOG_stop_loss,params_DDOG_GOOG_trade_freq,params_DDOG_GOOG_z_entry,params_DDOG_GOOG_z_exit,params_DDOG_GOOG_z_stop_scaler,params_DDOG_GOOG_z_win,params_DDOG_ZS_beta_win,params_DDOG_ZS_stop_loss,params_DDOG_ZS_trade_freq,params_DDOG_ZS_z_entry,params_DDOG_ZS_z_exit,params_DDOG_ZS_z_stop_scaler,params_DDOG_ZS_z_win,params_EBAY_ISRG_beta_win,params_EBAY_ISRG_stop_loss,params_EBAY_ISRG_trade_freq,params_EBAY_ISRG_z_entry,params_EBAY_ISRG_z_exit,params_EBAY_ISRG_z_stop_scaler,params_EBAY_ISRG_z_win,params_EBAY_SPLK_beta_win,params_EBAY_SPLK_stop_loss,params_EBAY_SPLK_trade_freq,params_EBAY_SPLK_z_entry,params_EBAY_SPLK_z_exit,params_EBAY_SPLK_z_stop_scaler,params_EBAY_SPLK_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_EBAY_WDAY_beta_win,params_EBAY_WDAY_stop_loss,params_EBAY_WDAY_trade_freq,params_EBAY_WDAY_z_entry,params_EBAY_WDAY_z_exit,params_EBAY_WDAY_z_stop_scaler,params_EBAY_WDAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_ISRG_SWKS_beta_win,params_ISRG_SWKS_stop_loss,params_ISRG_SWKS_trade_freq,params_ISRG_SWKS_z_entry,params_ISRG_SWKS_z_exit,params_ISRG_SWKS_z_stop_scaler,params_ISRG_SWKS_z_win,params_MELI_MSFT_beta_win,params_MELI_MSFT_stop_loss,params_MELI_MSFT_trade_freq,params_MELI_MSFT_z_entry,params_MELI_MSFT_z_exit,params_MELI_MSFT_z_stop_scaler,params_MELI_MSFT_z_win,params_MNST_WBA_beta_win,params_MNST_WBA_stop_loss,params_MNST_WBA_trade_freq,params_MNST_WBA_z_entry,params_MNST_WBA_z_exit,params_MNST_WBA_z_stop_scaler,params_MNST_WBA_z_win,params_MSFT_PYPL_beta_win,params_MSFT_PYPL_stop_loss,params_MSFT_PYPL_trade_freq,params_MSFT_PYPL_z_entry,params_MSFT_PYPL_z_exit,params_MSFT_PYPL_z_stop_scaler,params_MSFT_PYPL_z_win,params_TSLA_VRSK_beta_win,params_TSLA_VRSK_stop_loss,params_TSLA_VRSK_trade_freq,params_TSLA_VRSK_z_entry,params_TSLA_VRSK_z_exit,params_TSLA_VRSK_z_stop_scaler,params_TSLA_VRSK_z_win,params_buffer_capital,params_pairs_to_trade,state
109,109,-1.1998158166380564,2025-06-21 19:23:13.697729,2025-06-21 19:23:15.601493,0 days 00:00:01.903764,4464.0,0.015,2m,3.0,0.0,2.0,648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6656.0,0.015,3m,1.2,1.0,0.5,912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176.0,0.01,5m,1.2,0.4,1.0,232.0,,,,,,,,,,,,,,,5336,0.015,1m,1.0,0.2,1.0,816,,,,,,,,,,,,,,,0.2,4,COMPLETE
110,110,1.6454342928583805,2025-06-21 19:23:15.693000,2025-06-21 19:23:17.826717,0 days 00:00:02.133717,4016.0,0.015,2m,3.0,0.0,2.0,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7080.0,0.015,3m,1.0,1.0,0.5,928.0,,,,,,,,,,,,,,,4024.0,0.01,5m,1.0,0.0,2.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.0,0.01,5m,1.6,0.6000000000000001,1.0,160.0,,,,,,,,,,,,,,,5160,0.01,1m,1.2,0.4,1.0,784,,,,,,,,,,,,,,,0.25,5,COMPLETE
111,111,1.7696776663447378,2025-06-21 19:23:17.913257,2025-06-21 19:23:20.659189,0 days 00:00:02.745932,3784.0,0.015,2m,3.0,0.0,2.0,688.0,,,,,,,,,,,,,,,3392.0,0.01,5m,2.0,0.6000000000000001,1.5,640.0,,,,,,,,,,,,,,,7888.0,0.015,3m,1.2,1.0,0.5,976.0,,,,,,,,,,,,,,,4448.0,0.01,2m,1.0,0.0,2.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3464.0,0.01,5m,1.0,0.6000000000000001,1.0,440.0,,,,,,,,,,,,,,,4920,0.01,1m,1.0,0.4,0.5,760,,,,,,,,,,,,,,,0.2,6,COMPLETE
112,112,1.2152982687212388,2025-06-21 19:23:20.743176,2025-06-21 19:23:22.947397,0 days 00:00:02.204221,3520.0,0.015,2m,2.8,0.0,2.0,728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5688.0,0.015,3m,1.2,1.0,0.5,1024.0,,,,,,,,,,,,,,,3880.0,0.01,2m,1.0,0.0,2.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496.0,0.01,5m,1.0,0.6000000000000001,1.0,216.0,,,,,,,,,,,,,,,5552,0.01,1m,1.0,0.4,1.0,912,,,,,,,,,,,,,,,0.2,5,COMPLETE
113,113,1.6911829242832723,2025-06-21 19:23:23.041733,2025-06-21 19:23:25.941901,0 days 00:00:02.900168,4376.0,0.015,2m,2.8,0.2,2.0,520.0,,,,,,,,,,,,,,,3640.0,0.01,5m,1.8,0.8,1.5,512.0,,,,,,,,,,,,,,,7400.0,0.015,3m,1.0,1.0,0.5,944.0,,,,,,,,,,,,,,,4264.0,0.01,2m,1.2,0.0,2.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888.0,0.01,5m,1.2,0.6000000000000001,1.0,472.0,,,,,,,,,,,,,,,5752,0.01,5m,1.0,0.4,1.0,848,,,,,,,,,,,,,,,0.25,6,COMPLETE
114,114,0.01410754973948558,2025-06-21 19:23:26.020631,2025-06-21 19:23:27.361129,0 days 00:00:01.340498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7712.0,0.015,3m,1.2,1.0,0.5,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,0.01,5m,1.4,0.6000000000000001,1.0,384.0,,,,,,,,,,,,,,,7000,0.01,5m,1.2,0.4,1.5,888,,,,,,,,,,,,,,,0.15000000000000002,3,COMPLETE
115,115,0.061419044015709766,2025-06-21 19:23:27.443009,2025-06-21 19:23:30.606785,0 days 00:00:03.163776,4104.0,0.015,2m,3.0,0.2,2.0,880.0,,,,,,,,,,,,,,,4040.0,0.01,5m,2.0,0.6000000000000001,1.5,576.0,,,,,,,,,,,,,,,8096.0,0.015,2m,1.0,1.0,0.5,224.0,,,,,,,,,,,,,,,4816.0,0.01,2m,1.0,0.0,2.0,232.0,,,,,,,,7304.0,0.02,3m,1.8,0.2,2.0,992.0,,,,,,,,,,,,,,,2720.0,0.01,5m,1.0,0.6000000000000001,0.5,256.0,,,,,,,,,,,,,,,6408,0.01,5m,1.8,0.4,0.5,736,,,,,,,,,,,,,,,0.25,7,COMPLETE
116,116,-0.8420540629775017,2025-06-21 19:23:30.710352,2025-06-21 19:23:32.944089,0 days 00:00:02.233737,3904.0,0.015,2m,3.0,0.0,2.0,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5232.0,0.015,3m,1.2,1.0,0.5,848.0,,,,,,,,,,,,,,,3688.0,0.01,2m,1.2,0.0,2.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7624.0,0.01,5m,1.2,0.6000000000000001,1.0,280.0,,,,,,,,,,,,,,,7528,0.01,1m,1.0,0.4,1.0,768,,,,,,,,,,,,,,,0.2,5,COMPLETE
117,117,0.21420021746001383,2025-06-21 19:23:33.023772,2025-06-21 19:23:38.158017,0 days 00:00:05.134245,4312.0,0.015,3m,2.8,0.2,2.0,704.0,,,,,,,,1880.0,0.02,1m,2.2,1.0,1.0,304.0,2568.0,0.01,5m,2.0,0.6000000000000001,1.5,744.0,1456.0,0.01,2m,1.8,0.8,1.0,264.0,3624.0,0.02,2m,1.2,0.0,0.5,952.0,7504.0,0.015,3m,1.2,0.8,0.5,872.0,,,,,,,,,,,,,,,2904.0,0.01,2m,1.0,0.0,2.0,88.0,,,,,,,,5656.0,0.02,4m,2.4000000000000004,0.4,2.0,928.0,1872.0,0.02,4m,1.6,0.8,0.5,208.0,,,,,,,,1792.0,0.01,1m,1.0,0.4,1.0,328.0,,,,,,,,7208.0,0.01,3m,2.6,0.4,0.5,808.0,6088,0.01,5m,1.0,0.4,1.5,696,,,,,,,,,,,,,,,0.3,12,COMPLETE
118,118,2.5871442034245087,2025-06-21 19:23:38.241336,2025-06-21 19:23:41.021472,0 days 00:00:02.780136,3440.0,0.015,2m,1.0,0.4,2.0,760.0,,,,,,,,,,,,,,,3088.0,0.01,3m,1.8,0.6000000000000001,1.5,560.0,,,,,,,,,,,,,,,7728.0,0.015,3m,1.0,1.0,0.5,968.0,,,,,,,,,,,,,,,3504.0,0.01,2m,1.0,0.0,2.0,128.0,,,,,,,,1504.0,0.015,3m,2.4000000000000004,1.0,1.0,840.0,,,,,,,,,,,,,,,1992.0,0.01,4m,2.0,0.0,1.0,296.0,,,,,,,,,,,,,,,6832,0.01,5m,1.0,0.6000000000000001,1.5,808,,,,,,,,,,,,,,,0.2,7,COMPLETE
119,119,0.9485245360234523,2025-06-21 19:23:41.117814,2025-06-21 19:23:44.435388,0 days 00:00:03.317574,3440.0,0.015,2m,1.2,0.4,2.0,592.0,,,,,,,,,,,,,,,2872.0,0.01,3m,1.8,0.8,1.5,496.0,2288.0,0.01,5m,1.0,0.8,0.5,192.0,,,,,,,,8040.0,0.015,4m,1.0,1.0,0.5,968.0,,,,,,,,,,,,,,,3480.0,0.01,2m,1.0,0.0,2.0,120.0,,,,,,,,1336.0,0.015,3m,2.4000000000000004,1.0,1.0,1024.0,,,,,,,,,,,,,,,8184.0,0.01,4m,2.0,0.8,1.0,296.0,,,,,,,,,,,,,,,1664,0.01,5m,1.2,0.6000000000000001,1.5,808,,,,,,,,,,,,,,,0.2,8,COMPLETE
120,120,2.4882137323697195,2025-06-21 19:23:44.520509,2025-06-21 19:23:47.375286,0 days 00:00:02.854777,4744.0,0.015,2m,1.0,0.4,2.0,744.0,,,,,,,,,,,,,,,3008.0,0.01,3m,2.2,0.6000000000000001,1.5,664.0,,,,,,,,,,,,,,,6040.0,0.015,3m,1.0,1.0,0.5,928.0,,,,,,,,,,,,,,,3768.0,0.01,2m,1.2,0.0,2.0,144.0,,,,,,,,1960.0,0.015,3m,2.0,1.0,0.5,248.0,,,,,,,,,,,,,,,1928.0,0.01,4m,2.2,0.0,1.0,176.0,,,,,,,,,,,,,,,6904,0.01,5m,1.0,0.6000000000000001,1.5,832,,,,,,,,,,,,,,,0.2,7,COMPLETE
121,121,2.6279933658442904,2025-06-21 19:23:47.463631,2025-06-21 19:23:50.547926,0 days 00:00:03.084295,4768.0,0.015,2m,1.0,0.4,2.0,760.0,,,,,,,,,,,,,,,3360.0,0.01,3m,2.2,0.6000000000000001,1.5,648.0,,,,,,,,,,,,,,,6424.0,0.015,3m,1.0,1.0,0.5,904.0,,,,,,,,,,,,,,,3720.0,0.01,2m,1.2,0.0,2.0,136.0,,,,,,,,1968.0,0.015,3m,2.0,1.0,0.5,848.0,,,,,,,,,,,,,,,2000.0,0.01,4m,2.2,0.0,1.0,176.0,,,,,,,,,,,,,,,7208,0.01,5m,1.0,0.6000000000000001,1.5,832,,,,,,,,,,,,,,,0.2,7,COMPLETE
122,122,-0.3877684464215814,2025-06-21 19:23:50.626221,2025-06-21 19:23:53.578073,0 days 00:00:02.951852,4792.0,0.015,2m,1.0,0.4,2.0,760.0,,,,,,,,,,,,,,,3088.0,0.01,3m,2.4000000000000004,0.6000000000000001,1.5,808.0,,,,,,,,,,,,,,,6120.0,0.015,3m,1.0,1.0,0.5,112.0,,,,,,,,,,,,,,,3320.0,0.01,2m,1.2,0.0,2.0,112.0,,,,,,,,1912.0,0.015,3m,2.0,1.0,0.5,304.0,,,,,,,,,,,,,,,1944.0,0.01,4m,2.0,0.0,1.0,168.0,,,,,,,,,,,,,,,6808,0.01,5m,1.0,0.6000000000000001,1.5,840,,,,,,,,,,,,,,,0.2,7,COMPLETE
123,123,1.3728005009225723,2025-06-21 19:23:53.676804,2025-06-21 19:23:56.964089,0 days 00:00:03.287285,5176.0,0.015,2m,1.0,0.4,2.0,752.0,,,,,,,,,,,,,,,2992.0,0.01,3m,2.2,0.6000000000000001,1.5,568.0,,,,,,,,,,,,,,,6376.0,0.015,3m,1.0,1.0,0.5,912.0,,,,,,,,,,,,,,,4056.0,0.01,2m,1.2,0.0,2.0,136.0,,,,,,,,1640.0,0.015,3m,1.6,1.0,0.5,832.0,,,,,,,,,,,,,,,2352.0,0.01,4m,2.2,0.0,1.0,208.0,,,,,,,,,,,,,,,7192,0.01,5m,1.0,0.6000000000000001,1.5,776,,,,,,,,,,,,,,,0.15000000000000002,7,COMPLETE
124,124,0.6745589302860655,2025-06-21 19:23:57.564377,2025-06-21 19:24:00.935935,0 days 00:00:03.371558,4736.0,0.015,2m,1.0,0.4,2.0,776.0,,,,,,,,,,,,,,,2416.0,0.01,3m,2.2,0.6000000000000001,1.5,552.0,3928.0,0.015,4m,3.0,0.6000000000000001,1.0,336.0,,,,,,,,5560.0,0.015,3m,1.0,1.0,0.5,896.0,,,,,,,,,,,,,,,3568.0,0.01,2m,1.2,0.0,2.0,264.0,,,,,,,,2272.0,0.015,3m,2.0,1.0,0.5,136.0,,,,,,,,,,,,,,,2008.0,0.01,4m,2.2,0.0,1.0,184.0,,,,,,,,,,,,,,,7776,0.01,5m,1.2,0.6000000000000001,1.5,864,,,,,,,,,,,,,,,0.2,8,COMPLETE
125,125,-1.2206005707961154,2025-06-21 19:24:01.028758,2025-06-21 19:24:03.841792,0 days 00:00:02.813034,5592.0,0.015,2m,1.0,0.4,2.0,808.0,,,,,,,,,,,,,,,3288.0,0.01,3m,2.4000000000000004,0.6000000000000001,1.5,712.0,,,,,,,,,,,,,,,5928.0,0.015,3m,1.0,1.0,0.5,944.0,,,,,,,,,,,,,,,3680.0,0.01,1m,1.2,0.0,2.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.0,0.01,4m,2.2,0.0,1.0,136.0,,,,,,,,,,,,,,,4664,0.01,5m,1.0,0.6000000000000001,1.5,920,,,,,,,,,,,,,,,0.2,6,COMPLETE
126,126,1.793639523308612,2025-06-21 19:24:03.906854,2025-06-21 19:24:06.663358,0 days 00:00:02.756504,4896.0,0.015,4m,1.2,0.4,2.0,680.0,,,,,,,,,,,,,,,2744.0,0.01,3m,1.8,0.6000000000000001,1.5,608.0,,,,,,,,,,,,,,,6536.0,0.015,1m,1.2,1.0,0.5,928.0,,,,,,,,,,,,,,,3168.0,0.01,2m,1.0,0.0,2.0,184.0,,,,,,,,1384.0,0.015,3m,1.8,1.0,0.5,200.0,,,,,,,,,,,,,,,2112.0,0.01,4m,2.2,0.0,1.0,232.0,,,,,,,,,,,,,,,6624,0.01,5m,1.0,0.6000000000000001,1.5,800,,,,,,,,,,,,,,,0.15000000000000002,7,COMPLETE
127,127,-0.20560478414249822,2025-06-21 19:24:06.738618,2025-06-21 19:24:11.274006,0 days 00:00:04.535388,4568.0,0.015,2m,1.2,0.4,2.0,712.0,,,,,,,,2632.0,0.015,2m,2.4000000000000004,0.0,1.0,368.0,3360.0,0.01,3m,2.2,0.8,1.5,632.0,2792.0,0.01,1m,2.0,0.4,1.0,320.0,1032.0,0.02,1m,1.6,0.2,0.5,584.0,6016.0,0.015,3m,1.0,1.0,0.5,584.0,,,,,,,,,,,,,,,4144.0,0.01,3m,1.2,0.0,1.0,96.0,,,,,,,,1968.0,0.015,3m,2.2,1.0,0.5,968.0,,,,,,,,,,,,,,,2440.0,0.01,4m,2.4000000000000004,0.0,1.0,120.0,,,,,,,,,,,,,,,5152,0.01,5m,1.2,0.6000000000000001,1.5,952,,,,,,,,,,,,,,,0.2,10,COMPLETE
128,128,1.7257880085618926,2025-06-21 19:24:11.352950,2025-06-21 19:24:19.543958,0 days 00:00:08.191008,3728.0,0.015,2m,1.0,0.4,2.0,656.0,4200.0,0.02,1m,2.4000000000000004,0.6000000000000001,1.0,288.0,1184.0,0.015,4m,1.0,0.8,0.5,160.0,2128.0,0.01,3m,2.6,0.6000000000000001,1.5,448.0,3200.0,0.015,1m,1.2,0.6000000000000001,1.5,104.0,2592.0,0.015,3m,1.0,0.4,1.0,344.0,6856.0,0.015,3m,1.2,0.8,0.5,456.0,7040.0,0.01,4m,2.0,0.8,1.0,464.0,4088.0,0.01,5m,2.2,0.0,0.5,608.0,3872.0,0.01,2m,1.2,0.0,2.0,224.0,5584.0,0.01,4m,2.4000000000000004,1.0,1.5,624.0,1128.0,0.015,3m,2.0,1.0,0.5,872.0,3864.0,0.015,1m,2.2,1.0,1.0,1008.0,1168.0,0.01,4m,1.0,0.0,2.0,1024.0,3024.0,0.01,4m,2.0,0.0,1.0,144.0,2264.0,0.01,2m,1.6,0.4,0.5,168.0,5456.0,0.01,1m,1.8,0.2,0.5,624.0,6488,0.02,4m,1.0,0.6000000000000001,1.5,896,1160.0,0.02,2m,2.6,1.0,2.0,944.0,1304.0,0.02,3m,3.0,0.0,0.5,136.0,0.2,20,COMPLETE
129,129,0.06692875492124961,2025-06-21 19:24:19.642873,2025-06-21 19:24:24.419964,0 days 00:00:04.777091,5008.0,0.015,2m,1.4,0.6000000000000001,2.0,800.0,,,,,,,,7816.0,0.02,5m,2.0,0.6000000000000001,1.5,256.0,3528.0,0.01,3m,2.0,0.6000000000000001,1.5,744.0,8112.0,0.01,2m,1.6,0.2,1.5,520.0,1968.0,0.015,2m,1.8,0.0,2.0,656.0,5856.0,0.015,3m,1.2,1.0,0.5,904.0,,,,,,,,,,,,,,,6608.0,0.01,2m,1.0,0.0,2.0,64.0,,,,,,,,2784.0,0.015,3m,2.0,1.0,1.0,848.0,5104.0,0.02,3m,1.2,0.8,0.5,328.0,,,,,,,,1800.0,0.01,4m,2.4000000000000004,0.0,1.0,176.0,,,,,,,,,,,,,,,7040,0.01,2m,1.2,0.6000000000000001,1.0,648,,,,,,,,,,,,,,,0.15000000000000002,11,COMPLETE
130,130,3.166841721495463,2025-06-21 19:24:24.524872,2025-06-21 19:24:27.386181,0 days 00:00:02.861309,4256.0,0.015,5m,1.0,0.4,2.0,736.0,,,,,,,,,,,,,,,2992.0,0.01,3m,1.8,0.6000000000000001,1.0,408.0,,,,,,,,,,,,,,,6280.0,0.015,3m,1.0,1.0,0.5,968.0,,,,,,,,,,,,,,,4408.0,0.01,5m,1.2,0.0,2.0,136.0,,,,,,,,1536.0,0.015,3m,2.4000000000000004,1.0,0.5,800.0,,,,,,,,,,,,,,,1536.0,0.01,4m,2.4000000000000004,0.2,1.0,520.0,,,,,,,,,,,,,,,6256,0.01,5m,1.0,0.2,1.5,832,,,,,,,,,,,,,,,0.2,7,COMPLETE
131,131,2.8103537433136982,2025-06-21 19:24:27.478396,2025-06-21 19:24:30.493033,0 days 00:00:03.014637,4280.0,0.015,5m,1.0,0.4,2.0,728.0,,,,,,,,,,,,,,,3104.0,0.01,3m,1.8,0.6000000000000001,1.0,488.0,,,,,,,,,,,,,,,6672.0,0.015,3m,1.0,1.0,0.5,968.0,,,,,,,,,,,,,,,3952.0,0.01,5m,1.2,0.0,2.0,136.0,,,,,,,,1760.0,0.015,3m,2.4000000000000004,1.0,0.5,928.0,,,,,,,,,,,,,,,1552.0,0.01,4m,2.4000000000000004,0.2,1.0,528.0,,,,,,,,,,,,,,,6216,0.01,5m,1.0,0.2,1.5,832,,,,,,,,,,,,,,,0.2,7,COMPLETE
132,132,2.1427290817982954,2025-06-21 19:24:30.581126,2025-06-21 19:24:33.994891,0 days 00:00:03.413765,4216.0,0.015,5m,1.0,0.4,2.0,736.0,,,,,,,,,,,,,,,3032.0,0.01,3m,1.8,0.6000000000000001,1.0,408.0,3648.0,0.015,1m,2.8,1.0,0.5,416.0,,,,,,,,6400.0,0.015,3m,1.0,1.0,0.5,976.0,,,,,,,,,,,,,,,4704.0,0.01,5m,1.2,0.0,2.0,128.0,,,,,,,,1504.0,0.015,3m,2.4000000000000004,1.0,0.5,808.0,,,,,,,,,,,,,,,1520.0,0.01,4m,2.4000000000000004,0.2,1.0,528.0,,,,,,,,,,,,,,,6256,0.01,5m,1.0,0.2,1.5,832,,,,,,,,,,,,,,,0.2,8,COMPLETE
133,133,0.8897118289208807,2025-06-21 19:24:34.089122,2025-06-21 19:24:37.098590,0 days 00:00:03.009468,4520.0,0.015,5m,1.0,0.4,2.0,768.0,,,,,,,,,,,,,,,3248.0,0.01,3m,1.8,0.6000000000000001,1.0,480.0,,,,,,,,,,,,,,,6064.0,0.015,3m,3.0,1.0,0.5,512.0,,,,,,,,,,,,,,,4256.0,0.01,5m,1.2,0.4,2.0,104.0,,,,,,,,1712.0,0.015,3m,2.2,1.0,0.5,912.0,,,,,,,,,,,,,,,1320.0,0.01,4m,2.4000000000000004,0.2,1.0,504.0,,,,,,,,,,,,,,,5992,0.01,5m,1.0,0.2,1.5,864,,,,,,,,,,,,,,,0.2,7,COMPLETE
134,134,1.1552158273472113,2025-06-21 19:24:37.182666,2025-06-21 19:24:41.098022,0 days 00:00:03.915356,4056.0,0.015,5m,1.2,0.4,2.0,744.0,,,,,,,,7312.0,0.015,1m,2.6,0.8,1.5,832.0,2688.0,0.01,3m,1.6,0.6000000000000001,1.0,504.0,5160.0,0.01,4m,1.4,0.6000000000000001,1.0,232.0,,,,,,,,5080.0,0.015,3m,1.0,1.0,0.5,944.0,,,,,,,,,,,,,,,3736.0,0.01,5m,1.4,0.0,2.0,200.0,,,,,,,,2144.0,0.015,3m,2.2,1.0,0.5,952.0,,,,,,,,,,,,,,,1592.0,0.01,4m,2.2,0.0,1.0,472.0,,,,,,,,,,,,,,,6152,0.01,5m,1.0,0.0,1.5,880,,,,,,,,,,,,,,,0.25,9,COMPLETE
135,135,3.219441344224799,2025-06-21 19:24:41.177352,2025-06-21 19:24:44.551124,0 days 00:00:03.373772,4608.0,0.015,5m,1.0,0.4,2.0,696.0,,,,,,,,,,,,,,,3664.0,0.01,3m,1.8,0.6000000000000001,1.0,456.0,,,,,,,,,,,,,,,6608.0,0.015,3m,1.0,1.0,0.5,960.0,,,,,,,,,,,,,,,4400.0,0.01,5m,1.2,0.0,2.0,144.0,,,,,,,,1760.0,0.015,3m,2.4000000000000004,1.0,0.5,880.0,,,,,,,,,,,,,,,1928.0,0.01,4m,2.6,0.2,1.0,448.0,,,,,,,,,,,,,,,6320,0.01,5m,1.0,0.2,1.5,800,,,,,,,,,,,,,,,0.2,7,COMPLETE
136,136,1.448307711762219,2025-06-21 19:24:44.641774,2025-06-21 19:24:47.774664,0 days 00:00:03.132890,4680.0,0.015,5m,1.0,0.4,2.0,712.0,,,,,,,,,,,,,,,3752.0,0.01,3m,1.8,0.6000000000000001,1.0,368.0,6744.0,0.01,5m,2.2,0.0,0.5,368.0,,,,,,,,6696.0,0.015,3m,1.0,1.0,0.5,960.0,,,,,,,,,,,,,,,4368.0,0.01,5m,2.2,0.0,2.0,144.0,,,,,,,,1776.0,0.015,3m,2.4000000000000004,1.0,0.5,872.0,,,,,,,,,,,,,,,1816.0,0.01,4m,2.6,0.2,1.0,552.0,,,,,,,,,,,,,,,6304,0.01,5m,1.0,0.2,1.5,792,,,,,,,,,,,,,,,0.15000000000000002,8,COMPLETE
137,137,1.094922794781186,2025-06-21 19:24:47.860609,2025-06-21 19:24:51.118144,0 days 00:00:03.257535,7720.0,0.015,5m,1.0,0.4,2.0,696.0,,,,,,,,,,,,,,,3440.0,0.01,3m,1.8,0.8,1.0,456.0,,,,,,,,,,,,,,,6624.0,0.015,5m,1.0,1.0,0.5,984.0,,,,,,,,,,,,,,,3464.0,0.01,5m,1.2,0.0,2.0,176.0,,,,,,,,1040.0,0.015,3m,2.2,1.0,0.5,928.0,,,,,,,,,,,,,,,1952.0,0.01,4m,2.4000000000000004,0.2,1.0,520.0,,,,,,,,,,,,,,,6616,0.01,5m,1.0,0.2,1.5,752,,,,,,,,,,,,,,,0.2,7,COMPLETE
138,138,1.430825505756335,2025-06-21 19:24:51.214067,2025-06-21 19:24:54.286780,0 days 00:00:03.072713,3040.0,0.015,5m,1.0,0.4,2.0,784.0,,,,,,,,,,,,,,,2880.0,0.01,3m,2.0,0.6000000000000001,1.0,544.0,,,,,,,,,,,,,,,6848.0,0.015,3m,1.0,1.0,0.5,1024.0,,,,,,,,,,,,,,,4528.0,0.01,5m,1.2,0.0,2.0,120.0,,,,,,,,2336.0,0.015,3m,2.6,1.0,0.5,888.0,,,,,,,,,,,,,,,1472.0,0.01,4m,2.6,0.2,1.0,984.0,,,,,,,,,,,,,,,6840,0.01,5m,1.2,0.2,1.5,856,,,,,,,,,,,,,,,0.25,7,COMPLETE
