,number,value,datetime_start,datetime_complete,duration,params_ADP_BIIB_beta_win,params_ADP_BIIB_stop_loss,params_ADP_BIIB_trade_freq,params_ADP_BIIB_z_entry,params_ADP_BIIB_z_exit,params_ADP_BIIB_z_stop_scaler,params_ADP_BIIB_z_win,params_ADP_NXPI_beta_win,params_ADP_NXPI_stop_loss,params_ADP_NXPI_trade_freq,params_ADP_NXPI_z_entry,params_ADP_NXPI_z_exit,params_ADP_NXPI_z_stop_scaler,params_ADP_NXPI_z_win,params_AEP_NXPI_beta_win,params_AEP_NXPI_stop_loss,params_AEP_NXPI_trade_freq,params_AEP_NXPI_z_entry,params_AEP_NXPI_z_exit,params_AEP_NXPI_z_stop_scaler,params_AEP_NXPI_z_win,params_AMAT_GOOGL_beta_win,params_AMAT_GOOGL_stop_loss,params_AMAT_GOOGL_trade_freq,params_AMAT_GOOGL_z_entry,params_AMAT_GOOGL_z_exit,params_AMAT_GOOGL_z_stop_scaler,params_AMAT_GOOGL_z_win,params_AMAT_GOOG_beta_win,params_AMAT_GOOG_stop_loss,params_AMAT_GOOG_trade_freq,params_AMAT_GOOG_z_entry,params_AMAT_GOOG_z_exit,params_AMAT_GOOG_z_stop_scaler,params_AMAT_GOOG_z_win,params_BIIB_GEHC_beta_win,params_BIIB_GEHC_stop_loss,params_BIIB_GEHC_trade_freq,params_BIIB_GEHC_z_entry,params_BIIB_GEHC_z_exit,params_BIIB_GEHC_z_stop_scaler,params_BIIB_GEHC_z_win,params_BIIB_NXPI_beta_win,params_BIIB_NXPI_stop_loss,params_BIIB_NXPI_trade_freq,params_BIIB_NXPI_z_entry,params_BIIB_NXPI_z_exit,params_BIIB_NXPI_z_stop_scaler,params_BIIB_NXPI_z_win,params_BKR_ODFL_beta_win,params_BKR_ODFL_stop_loss,params_BKR_ODFL_trade_freq,params_BKR_ODFL_z_entry,params_BKR_ODFL_z_exit,params_BKR_ODFL_z_stop_scaler,params_BKR_ODFL_z_win,params_CHTR_ODFL_beta_win,params_CHTR_ODFL_stop_loss,params_CHTR_ODFL_trade_freq,params_CHTR_ODFL_z_entry,params_CHTR_ODFL_z_exit,params_CHTR_ODFL_z_stop_scaler,params_CHTR_ODFL_z_win,params_CTAS_LIN_beta_win,params_CTAS_LIN_stop_loss,params_CTAS_LIN_trade_freq,params_CTAS_LIN_z_entry,params_CTAS_LIN_z_exit,params_CTAS_LIN_z_stop_scaler,params_CTAS_LIN_z_win,params_CTSH_ODFL_beta_win,params_CTSH_ODFL_stop_loss,params_CTSH_ODFL_trade_freq,params_CTSH_ODFL_z_entry,params_CTSH_ODFL_z_exit,params_CTSH_ODFL_z_stop_scaler,params_CTSH_ODFL_z_win,params_FTNT_SBUX_beta_win,params_FTNT_SBUX_stop_loss,params_FTNT_SBUX_trade_freq,params_FTNT_SBUX_z_entry,params_FTNT_SBUX_z_exit,params_FTNT_SBUX_z_stop_scaler,params_FTNT_SBUX_z_win,params_GEHC_NXPI_beta_win,params_GEHC_NXPI_stop_loss,params_GEHC_NXPI_trade_freq,params_GEHC_NXPI_z_entry,params_GEHC_NXPI_z_exit,params_GEHC_NXPI_z_stop_scaler,params_GEHC_NXPI_z_win,params_GFS_KDP_beta_win,params_GFS_KDP_stop_loss,params_GFS_KDP_trade_freq,params_GFS_KDP_z_entry,params_GFS_KDP_z_exit,params_GFS_KDP_z_stop_scaler,params_GFS_KDP_z_win,params_GOOG_LRCX_beta_win,params_GOOG_LRCX_stop_loss,params_GOOG_LRCX_trade_freq,params_GOOG_LRCX_z_entry,params_GOOG_LRCX_z_exit,params_GOOG_LRCX_z_stop_scaler,params_GOOG_LRCX_z_win,params_INTC_NXPI_beta_win,params_INTC_NXPI_stop_loss,params_INTC_NXPI_trade_freq,params_INTC_NXPI_z_entry,params_INTC_NXPI_z_exit,params_INTC_NXPI_z_stop_scaler,params_INTC_NXPI_z_win,params_KDP_NXPI_beta_win,params_KDP_NXPI_stop_loss,params_KDP_NXPI_trade_freq,params_KDP_NXPI_z_entry,params_KDP_NXPI_z_exit,params_KDP_NXPI_z_stop_scaler,params_KDP_NXPI_z_win,params_MDLZ_NXPI_beta_win,params_MDLZ_NXPI_stop_loss,params_MDLZ_NXPI_trade_freq,params_MDLZ_NXPI_z_entry,params_MDLZ_NXPI_z_exit,params_MDLZ_NXPI_z_stop_scaler,params_MDLZ_NXPI_z_win,params_MRNA_NXPI_beta_win,params_MRNA_NXPI_stop_loss,params_MRNA_NXPI_trade_freq,params_MRNA_NXPI_z_entry,params_MRNA_NXPI_z_exit,params_MRNA_NXPI_z_stop_scaler,params_MRNA_NXPI_z_win,params_SMCI_XEL_beta_win,params_SMCI_XEL_stop_loss,params_SMCI_XEL_trade_freq,params_SMCI_XEL_z_entry,params_SMCI_XEL_z_exit,params_SMCI_XEL_z_stop_scaler,params_SMCI_XEL_z_win,params_buffer_capital,params_pairs_to_trade,state
51,51,-0.014808341711231361,2025-06-21 19:44:04.376003,2025-06-21 19:44:07.875928,0 days 00:00:03.499925,,,,,,,,5752.0,0.01,1m,2.2,0.6000000000000001,1.0,104.0,6608.0,0.01,5m,2.0,1.0,1.5,560.0,,,,,,,,,,,,,,,,,,,,,,4936.0,0.015,3m,1.0,0.2,0.5,728.0,,,,,,,,2936.0,0.015,4m,2.4000000000000004,0.6000000000000001,2.0,280.0,,,,,,,,6640.0,0.015,4m,1.4,1.0,2.0,336.0,,,,,,,,,,,,,,,5024.0,0.02,5m,2.2,0.8,2.0,656.0,,,,,,,,2000.0,0.015,2m,2.2,0.6000000000000001,1.0,88.0,7200,0.015,3m,1.2,1.0,1.0,248,,,,,,,,,,,,,,,,,,,,,,0.25,8,COMPLETE
52,52,0.8382116825436796,2025-06-21 19:44:07.977442,2025-06-21 19:44:10.868998,0 days 00:00:02.891556,,,,,,,,5112.0,0.01,1m,2.2,0.6000000000000001,1.0,184.0,5824.0,0.01,5m,1.8,0.0,1.5,624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6272.0,0.015,4m,2.2,0.6000000000000001,2.0,352.0,,,,,,,,7280.0,0.015,4m,1.6,1.0,2.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.0,0.015,2m,2.0,0.6000000000000001,1.5,208.0,7496,0.015,3m,1.0,1.0,1.0,352,,,,,,,,,,,,,,,,,,,,,,0.3,6,COMPLETE
53,53,0.6247284244374424,2025-06-21 19:44:10.961520,2025-06-21 19:44:14.680672,0 days 00:00:03.719152,2800.0,0.01,1m,2.0,0.2,1.5,160.0,4864.0,0.01,1m,2.0,0.6000000000000001,1.5,104.0,4352.0,0.01,5m,2.0,0.6000000000000001,1.5,456.0,,,,,,,,,,,,,,,,,,,,,,5512.0,0.015,3m,1.2,0.2,0.5,896.0,,,,,,,,4704.0,0.015,4m,2.4000000000000004,0.6000000000000001,2.0,416.0,,,,,,,,4440.0,0.015,4m,1.4,1.0,2.0,408.0,,,,,,,,,,,,,,,5864.0,0.02,5m,2.4000000000000004,1.0,2.0,592.0,,,,,,,,4128.0,0.015,2m,2.0,0.6000000000000001,2.0,496.0,6608,0.015,3m,1.2,1.0,1.0,416,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,9,COMPLETE
54,54,-0.9478431391701385,2025-06-21 19:44:14.780047,2025-06-21 19:44:16.614763,0 days 00:00:01.834716,,,,,,,,,,,,,,,4832.0,0.01,5m,1.8,0.4,1.5,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,0.015,4m,2.0,0.6000000000000001,2.0,224.0,,,,,,,,7528.0,0.01,4m,1.2,0.8,2.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7968,0.015,3m,1.0,1.0,1.0,512,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,4,COMPLETE
55,55,1.457573191369022,2025-06-21 19:44:16.693086,2025-06-21 19:44:20.749361,0 days 00:00:04.056275,2688.0,0.01,1m,1.8,0.2,1.0,504.0,4080.0,0.01,1m,2.4000000000000004,0.8,0.5,232.0,2264.0,0.01,1m,2.2,0.8,1.0,680.0,4616.0,0.01,3m,2.2,0.6000000000000001,1.0,288.0,,,,,,,,,,,,,,,1024.0,0.015,3m,1.8,0.2,1.5,544.0,,,,,,,,2160.0,0.01,3m,2.6,0.8,2.0,328.0,,,,,,,,1984.0,0.015,3m,2.4000000000000004,0.8,2.0,488.0,,,,,,,,,,,,,,,5208.0,0.02,5m,2.0,0.8,2.0,680.0,,,,,,,,1752.0,0.015,2m,1.8,0.2,1.5,120.0,7088,0.015,3m,1.2,0.8,1.5,72,,,,,,,,,,,,,,,,,,,,,,0.1,10,COMPLETE
56,56,-3.316775238248859,2025-06-21 19:44:20.828597,2025-06-21 19:44:27.254388,0 days 00:00:06.425791,6496.0,0.01,1m,1.8,0.0,1.5,64.0,6008.0,0.01,2m,2.6,0.4,1.0,248.0,6128.0,0.01,5m,2.0,0.0,1.5,544.0,6096.0,0.01,4m,2.8,0.2,0.5,944.0,1840.0,0.02,5m,3.0,1.0,1.5,528.0,6856.0,0.02,4m,1.8,0.8,1.0,336.0,4320.0,0.015,3m,2.4000000000000004,0.4,1.0,688.0,4712.0,0.01,2m,2.2,0.6000000000000001,0.5,120.0,7000.0,0.015,5m,2.2,0.2,2.0,384.0,,,,,,,,6912.0,0.02,1m,1.4,1.0,1.0,96.0,,,,,,,,2576.0,0.01,2m,3.0,0.2,2.0,784.0,6008.0,0.015,5m,2.2,0.6000000000000001,2.0,752.0,,,,,,,,3208.0,0.015,4m,1.8,0.6000000000000001,2.0,416.0,3288,0.02,4m,1.4,1.0,1.0,888,4064.0,0.015,2m,2.2,0.6000000000000001,1.0,520.0,4208.0,0.01,5m,3.0,0.0,1.0,688.0,,,,,,,,0.05,16,COMPLETE
57,57,1.0840492467313503,2025-06-21 19:44:27.360889,2025-06-21 19:44:35.181107,0 days 00:00:07.820218,5112.0,0.01,1m,2.4000000000000004,0.2,0.5,216.0,3080.0,0.015,4m,2.2,0.8,1.0,704.0,4840.0,0.01,3m,2.2,0.6000000000000001,1.5,640.0,3056.0,0.015,1m,1.8,0.8,1.0,368.0,4800.0,0.02,2m,1.6,0.4,0.5,608.0,3584.0,0.015,3m,2.8,1.0,1.5,848.0,4784.0,0.015,2m,2.0,0.2,0.5,816.0,7080.0,0.015,2m,2.8,1.0,0.5,272.0,6496.0,0.01,4m,2.4000000000000004,0.4,1.5,456.0,,,,,,,,3224.0,0.015,5m,1.6,0.2,1.5,184.0,5912.0,0.015,1m,3.0,0.6000000000000001,1.5,64.0,4624.0,0.01,2m,2.6,0.4,0.5,600.0,7960.0,0.02,1m,2.4000000000000004,0.4,1.5,240.0,4704.0,0.015,4m,2.0,0.0,1.5,632.0,1920.0,0.01,2m,1.6,0.8,2.0,216.0,6272,0.015,3m,1.0,0.8,0.5,384,2752.0,0.02,5m,2.0,0.2,1.0,328.0,5864.0,0.02,3m,1.8,0.8,0.5,136.0,4440.0,0.01,5m,1.4,0.2,1.0,608.0,0.2,19,COMPLETE
58,58,-0.2809998766557459,2025-06-21 19:44:35.276177,2025-06-21 19:44:35.843692,0 days 00:00:00.567515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5112,0.01,5m,1.2,1.0,1.0,456,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
59,59,-0.1080546346260577,2025-06-21 19:44:35.910605,2025-06-21 19:44:38.941890,0 days 00:00:03.031285,,,,,,,,6384.0,0.01,1m,2.0,0.6000000000000001,1.5,336.0,6256.0,0.015,3m,2.4000000000000004,0.2,1.0,832.0,,,,,,,,,,,,,,,,,,,,,,6608.0,0.015,3m,2.6,0.0,1.5,608.0,,,,,,,,5728.0,0.01,2m,3.0,0.8,2.0,272.0,,,,,,,,5656.0,0.02,1m,1.0,0.8,2.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2592.0,0.02,5m,2.4000000000000004,0.4,1.0,368.0,5536,0.02,3m,1.0,1.0,1.5,616,,,,,,,,,,,,,,,,,,,,,,0.25,7,COMPLETE
60,60,-3.5301350257422346,2025-06-21 19:44:39.040121,2025-06-21 19:44:45.119333,0 days 00:00:06.079212,6032.0,0.01,1m,1.6,0.4,1.0,984.0,5408.0,0.015,2m,2.4000000000000004,0.8,1.5,176.0,3192.0,0.01,2m,2.2,0.0,2.0,792.0,5144.0,0.02,2m,2.4000000000000004,1.0,1.5,496.0,2808.0,0.015,1m,2.6,0.8,1.0,496.0,5424.0,0.015,5m,1.2,0.4,1.5,920.0,3184.0,0.015,2m,2.0,0.4,1.5,368.0,3712.0,0.02,3m,1.4,0.8,1.0,968.0,4248.0,0.015,3m,2.6,0.4,1.5,344.0,,,,,,,,6208.0,0.02,4m,1.2,1.0,1.5,272.0,,,,,,,,5360.0,0.015,3m,2.8,0.2,0.5,920.0,4192.0,0.01,1m,2.8,0.8,1.5,504.0,,,,,,,,3656.0,0.015,3m,2.8,0.2,1.5,288.0,7600,0.02,2m,1.4,0.8,1.0,664,,,,,,,,6728.0,0.015,4m,2.0,0.6000000000000001,1.0,312.0,,,,,,,,0.1,15,COMPLETE
61,61,0.43806900832436285,2025-06-21 19:44:45.225871,2025-06-21 19:44:52.192219,0 days 00:00:06.966348,3840.0,0.01,2m,2.6,0.8,0.5,960.0,5768.0,0.02,3m,2.0,0.0,1.5,600.0,3272.0,0.01,1m,2.2,1.0,1.5,800.0,7552.0,0.01,1m,2.2,1.0,1.0,104.0,3264.0,0.02,2m,2.2,0.6000000000000001,1.5,776.0,3144.0,0.015,4m,1.4,0.8,0.5,1000.0,7576.0,0.015,2m,1.2,0.0,1.5,488.0,3384.0,0.01,3m,2.0,0.6000000000000001,0.5,736.0,1464.0,0.01,4m,2.4000000000000004,0.8,1.5,240.0,,,,,,,,6280.0,0.02,4m,1.4,0.4,1.5,512.0,,,,,,,,3272.0,0.01,2m,2.8,0.2,0.5,720.0,5632.0,0.01,4m,2.2,1.0,2.0,888.0,,,,,,,,2792.0,0.01,4m,3.0,0.4,0.5,192.0,6560,0.015,3m,1.0,1.0,1.5,552,3848.0,0.01,2m,2.4000000000000004,0.6000000000000001,1.0,280.0,2728.0,0.02,4m,1.0,1.0,1.0,392.0,6520.0,0.01,3m,2.0,0.8,1.5,1024.0,0.05,17,COMPLETE
62,62,1.1331462229898133,2025-06-21 19:44:52.269779,2025-06-21 19:44:59.590016,0 days 00:00:07.320237,3632.0,0.01,2m,2.6,0.8,0.5,872.0,5504.0,0.02,3m,1.8,0.0,1.5,440.0,3768.0,0.01,1m,2.0,0.8,1.5,752.0,6464.0,0.01,1m,2.2,1.0,1.0,224.0,1800.0,0.02,2m,2.4000000000000004,0.6000000000000001,1.5,688.0,2832.0,0.015,4m,1.4,0.8,0.5,976.0,7768.0,0.015,2m,1.2,0.0,1.5,640.0,2912.0,0.01,3m,1.8,0.4,0.5,632.0,1832.0,0.01,4m,2.4000000000000004,1.0,1.5,248.0,,,,,,,,7920.0,0.02,4m,1.4,0.4,1.5,456.0,3672.0,0.02,2m,1.6,0.2,1.0,312.0,3872.0,0.01,2m,2.6,0.2,0.5,688.0,5616.0,0.01,4m,2.2,1.0,2.0,968.0,,,,,,,,4112.0,0.01,4m,3.0,0.4,0.5,176.0,6912,0.015,3m,1.2,1.0,1.5,984,5136.0,0.01,2m,2.2,0.6000000000000001,1.0,168.0,2752.0,0.02,4m,2.8,1.0,1.0,472.0,5656.0,0.01,3m,1.8,0.8,1.5,1000.0,0.05,18,COMPLETE
63,63,2.007733766414102,2025-06-21 19:44:59.685277,2025-06-21 19:45:07.090261,0 days 00:00:07.404984,2928.0,0.01,2m,2.4000000000000004,0.6000000000000001,0.5,1024.0,6744.0,0.02,3m,1.6,0.2,1.5,648.0,7064.0,0.01,1m,2.4000000000000004,0.8,1.5,696.0,4152.0,0.01,1m,2.4000000000000004,0.8,1.0,272.0,2616.0,0.02,2m,2.6,0.6000000000000001,1.5,768.0,3424.0,0.015,4m,1.6,0.8,0.5,904.0,3944.0,0.015,2m,1.0,0.0,1.5,608.0,3128.0,0.01,3m,2.0,0.6000000000000001,0.5,688.0,1480.0,0.01,4m,2.2,0.8,1.5,304.0,,,,,,,,7152.0,0.02,4m,1.6,0.4,1.5,552.0,,,,,,,,2824.0,0.01,2m,3.0,0.0,0.5,808.0,4840.0,0.01,4m,2.6,0.2,2.0,424.0,,,,,,,,2496.0,0.01,4m,3.0,1.0,0.5,104.0,7280,0.015,3m,1.0,1.0,1.5,536,3608.0,0.01,2m,1.6,0.4,0.5,392.0,2320.0,0.015,4m,2.8,1.0,1.0,376.0,6544.0,0.015,3m,2.4000000000000004,1.0,1.5,832.0,0.05,17,COMPLETE
64,64,1.1675487952610395,2025-06-21 19:45:07.159909,2025-06-21 19:45:12.929830,0 days 00:00:05.769921,2992.0,0.02,2m,2.4000000000000004,0.6000000000000001,0.5,1024.0,6824.0,0.02,3m,1.2,0.2,1.5,672.0,7224.0,0.01,1m,2.4000000000000004,1.0,1.5,712.0,3992.0,0.01,1m,2.6,0.8,1.0,288.0,2600.0,0.02,2m,2.8,0.4,2.0,752.0,4568.0,0.015,4m,1.8,0.6000000000000001,1.0,776.0,3856.0,0.015,2m,1.4,0.2,1.5,576.0,4944.0,0.02,3m,2.2,0.6000000000000001,0.5,792.0,2224.0,0.01,4m,2.0,0.6000000000000001,2.0,304.0,,,,,,,,7128.0,0.02,4m,1.6,0.2,2.0,168.0,,,,,,,,,,,,,,,4736.0,0.01,4m,2.6,0.0,2.0,576.0,,,,,,,,1400.0,0.01,4m,2.8,1.0,1.0,72.0,7248,0.015,3m,1.0,1.0,1.0,912,,,,,,,,1888.0,0.015,4m,2.4000000000000004,1.0,1.0,440.0,,,,,,,,0.1,14,COMPLETE
65,65,0.06509909518386044,2025-06-21 19:45:13.025098,2025-06-21 19:45:20.005734,0 days 00:00:06.980636,3072.0,0.01,4m,2.2,0.6000000000000001,0.5,904.0,7544.0,0.02,2m,1.4,0.2,1.5,552.0,1504.0,0.01,1m,2.6,0.6000000000000001,1.5,664.0,3440.0,0.01,4m,2.4000000000000004,0.8,0.5,352.0,3728.0,0.02,3m,2.6,0.6000000000000001,1.0,944.0,3520.0,0.02,1m,1.6,0.6000000000000001,0.5,832.0,4712.0,0.015,1m,1.4,0.2,1.0,456.0,7544.0,0.015,1m,3.0,0.8,0.5,520.0,1472.0,0.01,5m,2.2,0.8,1.0,416.0,,,,,,,,6736.0,0.02,3m,1.2,0.4,1.5,592.0,,,,,,,,2768.0,0.01,2m,3.0,0.0,0.5,832.0,7480.0,0.015,1m,2.4000000000000004,0.2,2.0,440.0,,,,,,,,2960.0,0.01,3m,2.6,1.0,2.0,96.0,2104,0.015,3m,1.2,1.0,1.0,304,4088.0,0.01,4m,1.6,0.4,0.5,376.0,2120.0,0.015,4m,2.8,0.8,1.0,64.0,,,,,,,,0.05,16,COMPLETE
66,66,-1.5981107146679163,2025-06-21 19:45:20.138162,2025-06-21 19:45:33.569082,0 days 00:00:13.430920,2056.0,0.01,5m,2.4000000000000004,1.0,0.5,976.0,5976.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.5,96.0,7664.0,0.01,3m,2.4000000000000004,1.0,1.5,592.0,4656.0,0.01,1m,1.2,0.4,1.0,408.0,2952.0,0.02,2m,2.8,0.4,1.0,592.0,3864.0,0.015,4m,1.8,0.0,1.5,704.0,4152.0,0.015,2m,1.0,0.4,1.5,712.0,2552.0,0.01,2m,1.6,0.4,0.5,584.0,4912.0,0.02,1m,2.2,0.6000000000000001,1.5,176.0,,,,,,,,7392.0,0.02,1m,1.8,0.8,2.0,672.0,,,,,,,,1568.0,0.01,4m,3.0,0.0,0.5,808.0,4832.0,0.01,4m,2.6,0.2,0.5,392.0,,,,,,,,1752.0,0.01,4m,3.0,0.8,1.0,136.0,7344,0.015,1m,1.2,1.0,1.5,856,,,,,,,,1448.0,0.015,4m,3.0,0.6000000000000001,1.5,320.0,,,,,,,,0.15000000000000002,15,COMPLETE
67,67,-2.684943615819161,2025-06-21 19:45:33.715420,2025-06-21 19:45:39.727131,0 days 00:00:06.011711,2456.0,0.01,3m,2.4000000000000004,0.4,0.5,840.0,6584.0,0.02,3m,1.6,0.4,1.0,144.0,5440.0,0.01,3m,2.0,0.0,1.0,864.0,4208.0,0.015,3m,2.4000000000000004,0.6000000000000001,1.5,288.0,,,,,,,,2560.0,0.01,4m,1.6,0.8,1.0,920.0,5784.0,0.015,4m,1.0,0.0,1.5,776.0,3144.0,0.02,5m,1.8,0.8,1.0,872.0,5352.0,0.01,2m,2.6,0.6000000000000001,1.5,488.0,,,,,,,,6496.0,0.02,2m,1.6,1.0,1.5,536.0,,,,,,,,,,,,,,,6240.0,0.015,3m,2.6,0.6000000000000001,2.0,464.0,,,,,,,,2432.0,0.01,3m,1.0,1.0,2.0,232.0,8032,0.015,3m,1.0,1.0,1.5,208,,,,,,,,3744.0,0.01,1m,2.6,1.0,0.5,592.0,,,,,,,,0.1,13,COMPLETE
68,68,3.097406072471303,2025-06-21 19:45:39.811226,2025-06-21 19:45:43.649709,0 days 00:00:03.838483,1544.0,0.01,4m,2.6,0.6000000000000001,0.5,400.0,6776.0,0.015,2m,1.2,1.0,1.5,648.0,7064.0,0.01,4m,2.6,0.4,1.5,336.0,,,,,,,,,,,,,,,,,,,,,,5112.0,0.015,2m,2.4000000000000004,0.8,1.5,216.0,,,,,,,,1464.0,0.01,2m,2.2,1.0,2.0,296.0,,,,,,,,7048.0,0.02,1m,1.4,0.6000000000000001,2.0,232.0,,,,,,,,,,,,,,,6640.0,0.015,1m,2.4000000000000004,0.4,0.5,528.0,,,,,,,,3304.0,0.015,3m,2.8,0.2,0.5,504.0,6768,0.015,3m,2.0,0.8,1.0,488,,,,,,,,,,,,,,,,,,,,,,0.05,9,COMPLETE
69,69,-1.0265222107969778,2025-06-21 19:45:43.735914,2025-06-21 19:45:47.516274,0 days 00:00:03.780360,2352.0,0.01,2m,2.0,1.0,0.5,408.0,7280.0,0.015,2m,1.0,1.0,1.5,752.0,6576.0,0.01,4m,2.8,0.4,1.5,184.0,,,,,,,,,,,,,,,,,,,,,,5328.0,0.015,2m,2.6,1.0,1.0,232.0,,,,,,,,1592.0,0.01,4m,2.0,1.0,2.0,296.0,,,,,,,,7104.0,0.015,4m,1.4,0.6000000000000001,2.0,328.0,,,,,,,,,,,,,,,6544.0,0.015,5m,2.8,0.2,0.5,536.0,,,,,,,,3360.0,0.01,1m,2.8,0.8,0.5,592.0,3728,0.015,3m,2.4000000000000004,0.8,1.0,488,,,,,,,,,,,,,,,,,,,,,,0.4,9,COMPLETE
70,70,0.086571068087277,2025-06-21 19:45:47.603516,2025-06-21 19:45:51.026946,0 days 00:00:03.423430,,,,,,,,7816.0,0.015,2m,1.2,0.8,1.5,64.0,6960.0,0.02,4m,2.6,0.4,0.5,360.0,,,,,,,,,,,,,,,,,,,,,,5176.0,0.015,3m,1.6,0.8,1.5,144.0,,,,,,,,1040.0,0.01,2m,2.0,1.0,0.5,368.0,,,,,,,,7848.0,0.02,1m,2.0,0.6000000000000001,2.0,296.0,,,,,,,,,,,,,,,7000.0,0.01,1m,2.4000000000000004,0.4,0.5,616.0,,,,,,,,4272.0,0.01,2m,2.6,0.0,0.5,464.0,6888,0.02,5m,2.2,0.4,1.0,448,,,,,,,,,,,,,,,,,,,,,,0.05,8,COMPLETE
71,71,1.9675346308441124,2025-06-21 19:45:51.140195,2025-06-21 19:45:55.722639,0 days 00:00:04.582444,1608.0,0.01,4m,2.6,0.6000000000000001,0.5,208.0,6208.0,0.015,2m,1.6,1.0,1.5,632.0,7224.0,0.01,4m,3.0,0.6000000000000001,1.5,256.0,2816.0,0.01,5m,2.6,0.8,0.5,552.0,,,,,,,,,,,,,,,5624.0,0.015,2m,2.4000000000000004,0.8,1.5,216.0,,,,,,,,2504.0,0.01,2m,2.2,0.8,2.0,216.0,,,,,,,,6840.0,0.02,1m,1.4,0.6000000000000001,2.0,224.0,,,,,,,,,,,,,,,5368.0,0.015,1m,2.4000000000000004,0.4,0.5,504.0,,,,,,,,3880.0,0.015,3m,2.8,0.2,0.5,512.0,6544,0.015,3m,3.0,1.0,1.0,592,,,,,,,,3248.0,0.015,4m,2.4000000000000004,0.8,1.0,256.0,,,,,,,,0.1,11,COMPLETE
72,72,0.1144320944614005,2025-06-21 19:45:55.821128,2025-06-21 19:46:00.452223,0 days 00:00:04.631095,1744.0,0.01,4m,2.6,0.6000000000000001,0.5,112.0,6656.0,0.015,2m,1.2,1.0,1.5,680.0,7224.0,0.01,4m,3.0,0.6000000000000001,1.5,264.0,1848.0,0.01,5m,2.6,0.8,1.0,608.0,,,,,,,,,,,,,,,6192.0,0.015,2m,2.4000000000000004,0.8,1.5,216.0,,,,,,,,1296.0,0.01,2m,2.2,1.0,2.0,328.0,,,,,,,,7568.0,0.02,1m,1.2,0.6000000000000001,2.0,216.0,,,,,,,,,,,,,,,4272.0,0.015,1m,2.4000000000000004,0.4,0.5,488.0,,,,,,,,3792.0,0.015,3m,2.8,0.2,0.5,512.0,6488,0.015,3m,2.4000000000000004,1.0,1.0,592,,,,,,,,3120.0,0.015,2m,2.4000000000000004,0.4,1.5,256.0,,,,,,,,0.05,11,COMPLETE
73,73,0.7999795432783399,2025-06-21 19:46:00.531271,2025-06-21 19:46:04.632926,0 days 00:00:04.101655,1736.0,0.01,4m,2.8,0.6000000000000001,0.5,248.0,6976.0,0.015,2m,1.6,1.0,1.5,712.0,7696.0,0.01,4m,3.0,0.6000000000000001,1.5,504.0,1256.0,0.01,5m,2.8,0.4,1.5,680.0,,,,,,,,,,,,,,,5560.0,0.015,2m,2.2,0.8,1.5,80.0,,,,,,,,2136.0,0.01,2m,2.2,0.8,2.0,208.0,,,,,,,,6848.0,0.02,1m,1.4,0.4,2.0,256.0,,,,,,,,,,,,,,,7432.0,0.015,1m,2.6,0.2,0.5,568.0,,,,,,,,4504.0,0.015,3m,2.6,0.2,0.5,576.0,6168,0.015,3m,2.0,1.0,1.0,536,,,,,,,,,,,,,,,,,,,,,,0.1,10,COMPLETE
74,74,1.5253806787015285,2025-06-21 19:46:04.725019,2025-06-21 19:46:08.378957,0 days 00:00:03.653938,1296.0,0.01,4m,2.8,0.6000000000000001,0.5,168.0,6824.0,0.015,2m,1.4,1.0,1.5,792.0,7968.0,0.01,4m,2.6,0.8,1.5,144.0,,,,,,,,,,,,,,,,,,,,,,7160.0,0.015,2m,2.4000000000000004,0.8,1.5,288.0,,,,,,,,2488.0,0.01,2m,2.2,0.8,2.0,272.0,,,,,,,,7248.0,0.02,1m,1.2,0.6000000000000001,2.0,392.0,,,,,,,,,,,,,,,8192.0,0.015,1m,2.4000000000000004,0.4,0.5,512.0,,,,,,,,3160.0,0.015,3m,2.8,0.2,0.5,656.0,6744,0.015,3m,2.6,0.6000000000000001,1.0,696,,,,,,,,,,,,,,,,,,,,,,0.05,9,COMPLETE
