,number,value,datetime_start,datetime_complete,duration,params_AAPL_DASH_beta_win,params_AAPL_DASH_stop_loss,params_AAPL_DASH_trade_freq,params_AAPL_DASH_z_entry,params_AAPL_DASH_z_exit,params_AAPL_DASH_z_stop_scaler,params_AAPL_DASH_z_win,params_ADBE_FANG_beta_win,params_ADBE_FANG_stop_loss,params_ADBE_FANG_trade_freq,params_ADBE_FANG_z_entry,params_ADBE_FANG_z_exit,params_ADBE_FANG_z_stop_scaler,params_ADBE_FANG_z_win,params_AVGO_MAR_beta_win,params_AVGO_MAR_stop_loss,params_AVGO_MAR_trade_freq,params_AVGO_MAR_z_entry,params_AVGO_MAR_z_exit,params_AVGO_MAR_z_stop_scaler,params_AVGO_MAR_z_win,params_CDW_KLAC_beta_win,params_CDW_KLAC_stop_loss,params_CDW_KLAC_trade_freq,params_CDW_KLAC_z_entry,params_CDW_KLAC_z_exit,params_CDW_KLAC_z_stop_scaler,params_CDW_KLAC_z_win,params_CDW_LRCX_beta_win,params_CDW_LRCX_stop_loss,params_CDW_LRCX_trade_freq,params_CDW_LRCX_z_entry,params_CDW_LRCX_z_exit,params_CDW_LRCX_z_stop_scaler,params_CDW_LRCX_z_win,params_CRWD_ISRG_beta_win,params_CRWD_ISRG_stop_loss,params_CRWD_ISRG_trade_freq,params_CRWD_ISRG_z_entry,params_CRWD_ISRG_z_exit,params_CRWD_ISRG_z_stop_scaler,params_CRWD_ISRG_z_win,params_CRWD_MAR_beta_win,params_CRWD_MAR_stop_loss,params_CRWD_MAR_trade_freq,params_CRWD_MAR_z_entry,params_CRWD_MAR_z_exit,params_CRWD_MAR_z_stop_scaler,params_CRWD_MAR_z_win,params_CSX_ROST_beta_win,params_CSX_ROST_stop_loss,params_CSX_ROST_trade_freq,params_CSX_ROST_z_entry,params_CSX_ROST_z_exit,params_CSX_ROST_z_stop_scaler,params_CSX_ROST_z_win,params_DASH_PCAR_beta_win,params_DASH_PCAR_stop_loss,params_DASH_PCAR_trade_freq,params_DASH_PCAR_z_entry,params_DASH_PCAR_z_exit,params_DASH_PCAR_z_stop_scaler,params_DASH_PCAR_z_win,params_DXCM_PYPL_beta_win,params_DXCM_PYPL_stop_loss,params_DXCM_PYPL_trade_freq,params_DXCM_PYPL_z_entry,params_DXCM_PYPL_z_exit,params_DXCM_PYPL_z_stop_scaler,params_DXCM_PYPL_z_win,params_EA_ON_beta_win,params_EA_ON_stop_loss,params_EA_ON_trade_freq,params_EA_ON_z_entry,params_EA_ON_z_exit,params_EA_ON_z_stop_scaler,params_EA_ON_z_win,params_GEHC_ODFL_beta_win,params_GEHC_ODFL_stop_loss,params_GEHC_ODFL_trade_freq,params_GEHC_ODFL_z_entry,params_GEHC_ODFL_z_exit,params_GEHC_ODFL_z_stop_scaler,params_GEHC_ODFL_z_win,params_HON_ON_beta_win,params_HON_ON_stop_loss,params_HON_ON_trade_freq,params_HON_ON_z_entry,params_HON_ON_z_exit,params_HON_ON_z_stop_scaler,params_HON_ON_z_win,params_IDXX_ON_beta_win,params_IDXX_ON_stop_loss,params_IDXX_ON_trade_freq,params_IDXX_ON_z_entry,params_IDXX_ON_z_exit,params_IDXX_ON_z_stop_scaler,params_IDXX_ON_z_win,params_INTC_ON_beta_win,params_INTC_ON_stop_loss,params_INTC_ON_trade_freq,params_INTC_ON_z_entry,params_INTC_ON_z_exit,params_INTC_ON_z_stop_scaler,params_INTC_ON_z_win,params_ISRG_MAR_beta_win,params_ISRG_MAR_stop_loss,params_ISRG_MAR_trade_freq,params_ISRG_MAR_z_entry,params_ISRG_MAR_z_exit,params_ISRG_MAR_z_stop_scaler,params_ISRG_MAR_z_win,params_NVDA_WBD_beta_win,params_NVDA_WBD_stop_loss,params_NVDA_WBD_trade_freq,params_NVDA_WBD_z_entry,params_NVDA_WBD_z_exit,params_NVDA_WBD_z_stop_scaler,params_NVDA_WBD_z_win,params_ON_WDAY_beta_win,params_ON_WDAY_stop_loss,params_ON_WDAY_trade_freq,params_ON_WDAY_z_entry,params_ON_WDAY_z_exit,params_ON_WDAY_z_stop_scaler,params_ON_WDAY_z_win,params_ORLY_WBD_beta_win,params_ORLY_WBD_stop_loss,params_ORLY_WBD_trade_freq,params_ORLY_WBD_z_entry,params_ORLY_WBD_z_exit,params_ORLY_WBD_z_stop_scaler,params_ORLY_WBD_z_win,params_SBUX_TMUS_beta_win,params_SBUX_TMUS_stop_loss,params_SBUX_TMUS_trade_freq,params_SBUX_TMUS_z_entry,params_SBUX_TMUS_z_exit,params_SBUX_TMUS_z_stop_scaler,params_SBUX_TMUS_z_win,params_buffer_capital,params_pairs_to_trade,state
106,106,-0.9738856609782237,2025-06-21 19:44:16.693086,2025-06-21 19:44:20.430909,0 days 00:00:03.737823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7224.0,0.01,1m,2.4000000000000004,0.6000000000000001,2.0,728.0,7896.0,0.01,1m,1.2,0.2,1.5,280.0,2368.0,0.01,5m,2.6,0.0,2.0,888.0,1192.0,0.02,3m,2.8,0.2,2.0,112.0,,,,,,,,2880.0,0.015,4m,1.4,0.4,2.0,264.0,7048,0.01,4m,1.2,0.0,2.0,808,1040.0,0.02,3m,3.0,0.2,1.5,832.0,6520.0,0.02,5m,1.4,0.8,0.5,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,8,COMPLETE
107,107,0.5308565233203165,2025-06-21 19:44:20.507826,2025-06-21 19:44:24.927490,0 days 00:00:04.419664,,,,,,,,,,,,,,,,,,,,,,2920.0,0.015,3m,2.6,0.6000000000000001,1.0,360.0,,,,,,,,,,,,,,,,,,,,,,6944.0,0.01,3m,1.0,0.8,0.5,696.0,7328.0,0.01,3m,1.6,0.2,1.5,360.0,2912.0,0.015,5m,2.8,0.2,2.0,952.0,2016.0,0.02,2m,3.0,0.0,2.0,152.0,,,,,,,,1576.0,0.015,5m,2.0,0.2,2.0,304.0,6632,0.01,5m,1.6,0.2,2.0,832,2520.0,0.02,3m,2.4000000000000004,0.4,1.5,904.0,5824.0,0.02,5m,1.6,0.6000000000000001,2.0,208.0,,,,,,,,,,,,,,,4696.0,0.02,5m,1.8,0.8,0.5,696.0,,,,,,,,0.25,10,COMPLETE
108,108,-0.3107874029411423,2025-06-21 19:44:25.027306,2025-06-21 19:44:28.489970,0 days 00:00:03.462664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6736.0,0.01,5m,1.6,0.4,1.0,64.0,7592.0,0.01,3m,1.8,0.0,1.5,240.0,1400.0,0.01,5m,3.0,0.2,2.0,1008.0,1856.0,0.02,1m,2.6,0.4,1.0,392.0,,,,,,,,1928.0,0.015,5m,1.2,0.0,2.0,200.0,8192,0.01,1m,1.4,0.2,2.0,184,1288.0,0.02,3m,2.8,0.0,1.5,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,7,COMPLETE
109,109,-1.1731944688574658,2025-06-21 19:44:28.559752,2025-06-21 19:44:34.646353,0 days 00:00:06.086601,,,,,,,,,,,,,,,,,,,,,,6256.0,0.02,5m,2.4000000000000004,0.8,2.0,816.0,7336.0,0.02,5m,2.2,0.0,1.0,72.0,5672.0,0.015,3m,1.6,1.0,0.5,232.0,,,,,,,,7528.0,0.01,2m,1.2,0.4,1.5,144.0,3216.0,0.01,2m,1.0,0.2,1.5,312.0,3056.0,0.01,5m,3.0,0.0,2.0,984.0,7056.0,0.02,2m,2.8,0.2,2.0,224.0,,,,,,,,2504.0,0.02,4m,1.4,0.6000000000000001,2.0,104.0,7680,0.01,2m,1.4,0.0,2.0,624,2272.0,0.015,4m,3.0,0.8,1.5,856.0,5496.0,0.02,4m,1.8,0.8,1.0,680.0,,,,,,,,,,,,,,,2832.0,0.01,3m,2.0,0.6000000000000001,0.5,880.0,5352.0,0.02,5m,1.2,0.2,1.0,920.0,0.1,13,COMPLETE
110,110,-1.372387554448075,2025-06-21 19:44:34.730058,2025-06-21 19:44:38.910130,0 days 00:00:04.180072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6424.0,0.01,4m,2.0,0.6000000000000001,2.0,280.0,8088.0,0.02,5m,1.4,0.2,1.5,472.0,2088.0,0.01,5m,2.6,0.2,2.0,920.0,4696.0,0.015,5m,3.0,0.4,1.5,120.0,,,,,,,,2184.0,0.015,5m,1.0,0.4,1.5,168.0,7416,0.01,5m,1.8,0.4,2.0,776,1928.0,0.02,5m,2.8,0.2,2.0,984.0,6200.0,0.02,5m,1.4,0.4,0.5,176.0,,,,,,,,,,,,,,,3608.0,0.02,2m,2.4000000000000004,1.0,1.0,464.0,,,,,,,,0.15000000000000002,9,COMPLETE
111,111,-0.05380773711227191,2025-06-21 19:44:38.960816,2025-06-21 19:44:42.587245,0 days 00:00:03.626429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7056.0,0.01,3m,2.0,0.6000000000000001,1.5,472.0,7960.0,0.01,3m,1.6,0.2,1.5,168.0,2264.0,0.01,5m,2.8,0.0,2.0,848.0,1672.0,0.02,2m,2.6,0.2,1.0,264.0,,,,,,,,3248.0,0.015,5m,2.0,0.4,2.0,176.0,7736,0.01,5m,1.4,0.2,2.0,800,1384.0,0.02,3m,3.0,0.0,1.5,1008.0,5752.0,0.02,5m,1.4,0.8,1.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,8,COMPLETE
112,112,-0.16419800561064066,2025-06-21 19:44:42.664916,2025-06-21 19:44:46.386484,0 days 00:00:03.721568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6256.0,0.01,3m,1.8,0.6000000000000001,1.5,632.0,8184.0,0.01,3m,1.6,0.2,1.5,128.0,2528.0,0.01,5m,2.8,0.8,2.0,904.0,2400.0,0.02,2m,2.8,0.2,2.0,232.0,,,,,,,,2736.0,0.015,5m,2.0,0.4,2.0,232.0,7832,0.01,5m,1.4,0.2,2.0,728,1480.0,0.02,3m,3.0,0.0,1.5,944.0,5352.0,0.02,5m,1.6,0.8,1.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,8,COMPLETE
113,113,-1.2085087956429927,2025-06-21 19:44:46.461477,2025-06-21 19:44:49.549648,0 days 00:00:03.088171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6192.0,0.01,3m,2.0,0.6000000000000001,1.5,592.0,7808.0,0.01,3m,1.6,0.2,1.5,112.0,2384.0,0.01,5m,2.8,0.0,2.0,808.0,1480.0,0.02,2m,3.0,0.2,2.0,192.0,,,,,,,,3128.0,0.015,5m,1.8,0.4,2.0,112.0,7992,0.01,5m,1.6,0.2,2.0,880,1200.0,0.02,3m,3.0,0.0,1.5,968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,7,COMPLETE
114,114,-0.3996836630055299,2025-06-21 19:44:49.643447,2025-06-21 19:44:53.442043,0 days 00:00:03.798596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7944.0,0.01,3m,2.0,0.6000000000000001,1.5,512.0,7680.0,0.01,3m,1.8,0.2,1.5,72.0,7880.0,0.01,5m,3.0,0.0,2.0,968.0,1752.0,0.02,2m,2.8,0.2,0.5,352.0,,,,,,,,2400.0,0.015,5m,2.2,0.2,2.0,152.0,5496,0.01,5m,1.2,0.2,2.0,792,1664.0,0.02,3m,3.0,0.0,1.5,1024.0,6008.0,0.02,5m,1.2,0.8,1.5,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,8,COMPLETE
115,115,1.3519257734481838,2025-06-21 19:44:53.523240,2025-06-21 19:44:57.867414,0 days 00:00:04.344174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5544.0,0.01,3m,1.8,0.6000000000000001,1.5,440.0,8176.0,0.01,3m,1.4,0.2,1.5,104.0,2800.0,0.01,5m,2.8,0.0,2.0,944.0,2200.0,0.02,4m,1.8,0.2,0.5,136.0,,,,,,,,2608.0,0.015,5m,1.6,0.0,2.0,280.0,7536,0.01,3m,1.4,0.2,2.0,760,2712.0,0.02,3m,2.8,0.0,1.5,888.0,5640.0,0.02,5m,1.8,0.8,1.0,360.0,,,,,,,,,,,,,,,4168.0,0.015,3m,1.6,0.8,1.5,632.0,,,,,,,,0.2,9,COMPLETE
116,116,-1.941562640306633,2025-06-21 19:44:57.973255,2025-06-21 19:45:02.015241,0 days 00:00:04.041986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5752.0,0.01,3m,1.8,0.4,1.5,384.0,8008.0,0.01,1m,1.4,0.2,1.5,200.0,2704.0,0.015,5m,2.8,0.0,2.0,944.0,2688.0,0.02,4m,1.8,1.0,0.5,80.0,,,,,,,,1760.0,0.02,1m,1.6,0.0,2.0,320.0,7304,0.01,3m,1.2,0.0,2.0,752,2752.0,0.02,3m,2.8,0.0,1.5,880.0,4656.0,0.02,1m,1.8,0.8,1.0,352.0,,,,,,,,,,,,,,,4232.0,0.015,3m,1.6,0.8,1.5,624.0,,,,,,,,0.2,9,COMPLETE
117,117,0.626143784813135,2025-06-21 19:45:02.107339,2025-06-21 19:45:07.244272,0 days 00:00:05.136933,,,,,,,,,,,,,,,,,,,,,,5328.0,0.01,4m,1.6,1.0,1.5,1008.0,,,,,,,,,,,,,,,,,,,,,,6592.0,0.01,2m,1.6,0.8,1.5,656.0,7144.0,0.01,3m,1.4,0.2,1.5,424.0,3208.0,0.01,5m,3.0,0.2,2.0,1024.0,2224.0,0.02,4m,1.8,0.0,2.0,152.0,,,,,,,,2560.0,0.015,3m,1.4,0.0,2.0,280.0,5144,0.01,3m,1.0,0.2,2.0,848,3064.0,0.02,3m,2.6,0.0,1.5,920.0,5624.0,0.02,2m,1.8,0.6000000000000001,2.0,128.0,,,,,,,,,,,,,,,5280.0,0.015,3m,1.2,0.6000000000000001,1.5,560.0,,,,,,,,0.2,10,COMPLETE
118,118,0.40473420811212024,2025-06-21 19:45:07.318342,2025-06-21 19:45:11.611372,0 days 00:00:04.293030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4352.0,0.01,3m,1.8,0.6000000000000001,2.0,456.0,7464.0,0.01,3m,1.2,0.0,1.5,400.0,2832.0,0.01,4m,2.4000000000000004,0.0,2.0,872.0,2896.0,0.02,4m,2.0,0.6000000000000001,2.0,136.0,,,,,,,,2008.0,0.015,5m,1.6,0.0,2.0,344.0,6840,0.01,3m,1.4,0.2,2.0,920,2136.0,0.015,5m,2.8,0.2,1.5,848.0,5136.0,0.02,4m,1.8,0.8,1.5,88.0,,,,,,,,,,,,,,,3704.0,0.015,3m,1.6,1.0,1.5,928.0,,,,,,,,0.15000000000000002,9,COMPLETE
119,119,-0.4976433216377367,2025-06-21 19:45:11.693618,2025-06-21 19:45:15.294579,0 days 00:00:03.600961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5112.0,0.01,3m,1.4,0.4,1.5,608.0,5600.0,0.01,5m,1.2,0.2,1.5,168.0,3624.0,0.01,1m,2.6,0.2,2.0,1000.0,1288.0,0.02,4m,1.8,0.4,1.5,184.0,,,,,,,,2296.0,0.02,4m,1.2,0.0,2.0,976.0,7616,0.01,3m,1.2,0.0,2.0,1000,2672.0,0.02,3m,2.6,0.0,1.5,800.0,5040.0,0.02,5m,1.6,0.0,1.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,8,COMPLETE
120,120,-1.018090396775349,2025-06-21 19:45:15.375767,2025-06-21 19:45:18.524040,0 days 00:00:03.148273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5904.0,0.01,4m,1.2,0.6000000000000001,2.0,232.0,7872.0,0.01,3m,1.4,0.4,1.5,320.0,2576.0,0.01,5m,3.0,1.0,1.5,968.0,3272.0,0.02,1m,1.6,0.2,2.0,88.0,,,,,,,,,,,,,,,7480,0.01,4m,1.6,0.2,2.0,704,2864.0,0.02,3m,2.8,0.2,1.5,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
121,121,-0.39755880369201646,2025-06-21 19:45:18.623417,2025-06-21 19:45:26.070651,0 days 00:00:07.447234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6312.0,0.01,3m,2.0,0.6000000000000001,1.5,536.0,8192.0,0.01,3m,1.6,0.2,1.5,144.0,2208.0,0.01,5m,2.8,0.0,2.0,912.0,2000.0,0.02,2m,2.6,0.2,0.5,168.0,,,,,,,,2888.0,0.015,5m,1.8,0.2,2.0,200.0,7832,0.01,5m,1.4,0.2,2.0,840,3344.0,0.02,3m,3.0,0.0,1.5,864.0,5888.0,0.02,5m,1.4,0.8,1.0,336.0,,,,,,,,,,,,,,,4576.0,0.015,3m,1.8,0.8,1.5,744.0,,,,,,,,0.25,9,COMPLETE
122,122,-0.29362939979450303,2025-06-21 19:45:26.226909,2025-06-21 19:45:33.748985,0 days 00:00:07.522076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5560.0,0.01,3m,1.8,0.6000000000000001,1.5,192.0,8048.0,0.01,3m,1.6,0.2,1.5,104.0,2960.0,0.01,5m,2.8,0.0,2.0,896.0,1832.0,0.02,3m,3.0,0.2,0.5,208.0,,,,,,,,2640.0,0.015,5m,2.0,0.0,2.0,80.0,8072,0.01,5m,1.4,0.2,2.0,784,1776.0,0.02,3m,3.0,0.0,1.5,984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,7,COMPLETE
123,123,-1.0459707987182845,2025-06-21 19:45:33.881125,2025-06-21 19:45:39.534060,0 days 00:00:05.652935,,,,,,,,,,,,,,,,,,,,,,7904.0,0.015,1m,2.2,0.0,2.0,256.0,,,,,,,,,,,,,,,,,,,,,,6864.0,0.01,3m,2.2,0.6000000000000001,1.5,560.0,7784.0,0.01,3m,1.4,0.2,1.5,88.0,2768.0,0.01,5m,2.8,0.0,2.0,936.0,2456.0,0.02,2m,2.8,0.2,0.5,128.0,,,,,,,,2984.0,0.015,5m,1.8,0.4,2.0,248.0,7696,0.01,3m,1.2,0.2,2.0,664,1352.0,0.02,3m,2.8,0.0,1.5,1000.0,5504.0,0.02,5m,1.4,0.8,1.0,328.0,,,,,,,,,,,,,,,3248.0,0.015,3m,2.8,0.8,1.5,688.0,6528.0,0.015,3m,1.6,0.4,0.5,240.0,0.2,11,COMPLETE
124,124,-1.4105690626885132,2025-06-21 19:45:39.603096,2025-06-21 19:45:44.224276,0 days 00:00:04.621180,,,,,,,,,,,,,,,,,,,,,,7152.0,0.02,3m,2.0,0.6000000000000001,1.5,144.0,,,,,,,,,,,,,,,,,,,,,,6104.0,0.01,3m,2.0,0.6000000000000001,1.5,528.0,8192.0,0.01,3m,1.0,0.2,1.5,376.0,1888.0,0.01,5m,3.0,0.0,2.0,992.0,1600.0,0.02,2m,2.0,0.2,0.5,240.0,,,,,,,,2808.0,0.015,5m,1.2,0.0,2.0,216.0,7864,0.01,5m,1.4,0.2,2.0,816,1568.0,0.02,3m,3.0,0.0,1.5,832.0,5312.0,0.02,5m,1.0,0.8,1.0,384.0,,,,,,,,,,,,,,,2584.0,0.015,3m,1.4,1.0,0.5,536.0,,,,,,,,0.2,10,COMPLETE
125,125,-2.6704220987382543,2025-06-21 19:45:44.295732,2025-06-21 19:45:47.627263,0 days 00:00:03.331531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6696.0,0.01,3m,1.8,0.6000000000000001,1.5,680.0,7632.0,0.01,3m,2.8,0.2,1.5,352.0,1592.0,0.01,5m,2.6,0.2,2.0,952.0,2192.0,0.02,1m,2.4000000000000004,0.2,0.5,296.0,,,,,,,,2120.0,0.015,2m,1.0,0.2,2.0,360.0,7192,0.01,5m,1.4,0.8,2.0,904,2032.0,0.02,2m,2.8,0.0,1.5,952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,7,COMPLETE
126,126,0.37401176087605564,2025-06-21 19:45:47.706220,2025-06-21 19:45:51.625961,0 days 00:00:03.919741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6432.0,0.01,2m,1.6,0.6000000000000001,1.5,160.0,7928.0,0.01,3m,2.0,0.2,1.5,112.0,3344.0,0.01,2m,2.8,0.0,2.0,912.0,1160.0,0.02,2m,2.8,0.2,1.0,112.0,,,,,,,,2416.0,0.015,5m,1.4,0.4,2.0,184.0,7496,0.01,4m,1.2,0.2,2.0,760,2448.0,0.02,3m,3.0,0.4,1.5,936.0,4888.0,0.02,5m,1.6,0.8,1.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,8,COMPLETE
127,127,0.25442775653979843,2025-06-21 19:45:51.695264,2025-06-21 19:45:55.485415,0 days 00:00:03.790151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6584.0,0.02,3m,2.2,0.4,2.0,576.0,7536.0,0.01,1m,1.8,0.2,1.5,416.0,3096.0,0.01,5m,3.0,0.2,2.0,736.0,5280.0,0.02,4m,3.0,0.4,2.0,184.0,,,,,,,,1640.0,0.015,4m,1.2,0.0,2.0,424.0,7984,0.01,5m,1.6,0.2,2.0,872,1168.0,0.02,1m,2.8,0.2,1.5,712.0,6144.0,0.02,3m,2.0,1.0,0.5,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,8,COMPLETE
128,128,-1.4138006451231293,2025-06-21 19:45:55.564562,2025-06-21 19:45:59.805922,0 days 00:00:04.241360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5288.0,0.01,3m,3.0,0.6000000000000001,1.5,408.0,7736.0,0.01,3m,1.0,0.2,1.5,200.0,2400.0,0.02,5m,2.8,0.0,2.0,848.0,5096.0,0.015,2m,2.6,0.2,2.0,144.0,,,,,,,,1880.0,0.02,5m,1.2,0.2,2.0,280.0,7368,0.01,5m,1.4,0.0,1.5,824,1024.0,0.015,3m,3.0,0.0,1.5,904.0,6400.0,0.02,5m,1.2,0.8,1.0,232.0,,,,,,,,,,,,,,,2176.0,0.02,5m,2.6,0.8,2.0,984.0,,,,,,,,0.2,9,COMPLETE
129,129,-100.0,2025-06-21 19:45:59.900126,2025-06-21 19:46:00.547397,0 days 00:00:00.647271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5840,0.02,5m,1.2,0.4,2.0,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
130,130,1.2688674988989022,2025-06-21 19:46:00.626470,2025-06-21 19:46:05.131503,0 days 00:00:04.505033,,,,,,,,,,,,,,,,,,,,,,5832.0,0.015,2m,3.0,0.8,1.0,96.0,,,,,,,,,,,,,,,,,,,,,,7328.0,0.01,3m,2.0,0.4,2.0,496.0,7360.0,0.01,5m,1.2,0.2,1.5,136.0,2000.0,0.01,5m,3.0,0.6000000000000001,2.0,888.0,1984.0,0.02,3m,3.0,0.2,2.0,248.0,,,,,,,,2584.0,0.015,5m,1.0,0.0,2.0,304.0,7736,0.01,1m,1.6,0.2,2.0,944,1456.0,0.02,5m,2.8,0.0,1.5,664.0,1800.0,0.02,5m,1.8,0.8,0.5,112.0,,,,,,,,,,,,,,,2952.0,0.015,1m,3.0,1.0,0.5,336.0,,,,,,,,0.25,10,COMPLETE
131,131,0.1383766958905016,2025-06-21 19:46:05.210278,2025-06-21 19:46:09.810398,0 days 00:00:04.600120,,,,,,,,,,,,,,,,,,,,,,5912.0,0.015,2m,3.0,0.8,1.0,104.0,,,,,,,,,,,,,,,,,,,,,,7280.0,0.01,3m,2.0,0.4,2.0,504.0,7360.0,0.01,5m,1.2,0.2,1.5,64.0,2104.0,0.01,5m,3.0,0.2,2.0,872.0,1976.0,0.02,3m,3.0,0.2,2.0,248.0,,,,,,,,2584.0,0.015,5m,1.0,0.0,2.0,296.0,7696,0.01,1m,1.6,0.2,2.0,928,1544.0,0.02,5m,2.8,0.0,1.5,744.0,1776.0,0.02,5m,1.8,0.8,0.5,104.0,,,,,,,,,,,,,,,2984.0,0.015,1m,3.0,1.0,0.5,344.0,,,,,,,,0.25,10,COMPLETE
132,132,-0.7027744279294234,2025-06-21 19:46:09.884401,2025-06-21 19:46:14.294961,0 days 00:00:04.410560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7592.0,0.01,3m,2.0,0.4,2.0,448.0,8040.0,0.01,5m,1.2,0.2,1.5,136.0,1720.0,0.01,5m,3.0,0.4,2.0,824.0,1464.0,0.02,3m,3.0,0.2,2.0,272.0,,,,,,,,2256.0,0.015,5m,1.0,0.0,2.0,264.0,7912,0.01,1m,1.6,0.2,2.0,960,1384.0,0.02,5m,2.8,0.0,1.5,672.0,1584.0,0.02,5m,1.6,0.8,0.5,80.0,,,,,,,,,,,,,,,3408.0,0.015,1m,3.0,1.0,0.5,208.0,,,,,,,,0.25,9,COMPLETE
133,133,-1.4693867982698487,2025-06-21 19:46:14.355941,2025-06-21 19:46:23.430101,0 days 00:00:09.074160,6680.0,0.02,3m,2.6,0.4,0.5,1008.0,7288.0,0.01,5m,2.8,1.0,2.0,96.0,8120.0,0.01,4m,3.0,1.0,0.5,992.0,7472.0,0.015,2m,2.8,1.0,1.0,176.0,2168.0,0.015,3m,3.0,0.6000000000000001,0.5,632.0,2960.0,0.015,4m,2.4000000000000004,0.0,1.5,448.0,,,,,,,,8048.0,0.01,3m,2.0,0.4,2.0,496.0,6664.0,0.01,5m,1.4,0.2,1.5,168.0,2608.0,0.01,5m,3.0,0.0,2.0,888.0,2304.0,0.02,3m,3.0,0.2,2.0,208.0,1640.0,0.01,5m,1.6,1.0,2.0,1016.0,2752.0,0.015,5m,1.0,0.0,2.0,136.0,8184,0.01,1m,1.8,0.2,2.0,880,1792.0,0.02,5m,3.0,0.6000000000000001,1.5,816.0,5688.0,0.02,5m,1.8,0.8,0.5,120.0,6456.0,0.02,5m,1.8,0.2,0.5,768.0,8192.0,0.01,5m,2.4000000000000004,0.0,0.5,1024.0,3888.0,0.015,1m,2.8,1.0,0.5,104.0,4192.0,0.02,4m,1.4,0.6000000000000001,2.0,440.0,0.3,19,COMPLETE
134,134,0.06501424272352109,2025-06-21 19:46:23.529922,2025-06-21 19:46:27.487041,0 days 00:00:03.957119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6800.0,0.01,3m,1.8,0.4,2.0,536.0,6032.0,0.01,5m,1.0,0.2,1.5,88.0,2272.0,0.01,5m,2.8,0.6000000000000001,2.0,936.0,1776.0,0.02,3m,2.8,0.2,2.0,176.0,,,,,,,,3064.0,0.015,4m,1.0,0.2,2.0,800.0,7536,0.01,1m,1.4,0.2,2.0,320,2208.0,0.02,5m,2.8,0.0,1.5,688.0,3040.0,0.02,5m,1.8,0.8,0.5,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,8,COMPLETE
