,number,value,datetime_start,datetime_complete,duration,params_AAPL_COST_beta_win,params_AAPL_COST_stop_loss,params_AAPL_COST_trade_freq,params_AAPL_COST_z_entry,params_AAPL_COST_z_exit,params_AAPL_COST_z_stop_scaler,params_AAPL_COST_z_win,params_AAPL_INTU_beta_win,params_AAPL_INTU_stop_loss,params_AAPL_INTU_trade_freq,params_AAPL_INTU_z_entry,params_AAPL_INTU_z_exit,params_AAPL_INTU_z_stop_scaler,params_AAPL_INTU_z_win,params_AAPL_VRSK_beta_win,params_AAPL_VRSK_stop_loss,params_AAPL_VRSK_trade_freq,params_AAPL_VRSK_z_entry,params_AAPL_VRSK_z_exit,params_AAPL_VRSK_z_stop_scaler,params_AAPL_VRSK_z_win,params_ALGN_ATVI_beta_win,params_ALGN_ATVI_stop_loss,params_ALGN_ATVI_trade_freq,params_ALGN_ATVI_z_entry,params_ALGN_ATVI_z_exit,params_ALGN_ATVI_z_stop_scaler,params_ALGN_ATVI_z_win,params_ATVI_DDOG_beta_win,params_ATVI_DDOG_stop_loss,params_ATVI_DDOG_trade_freq,params_ATVI_DDOG_z_entry,params_ATVI_DDOG_z_exit,params_ATVI_DDOG_z_stop_scaler,params_ATVI_DDOG_z_win,params_AZN_DLTR_beta_win,params_AZN_DLTR_stop_loss,params_AZN_DLTR_trade_freq,params_AZN_DLTR_z_entry,params_AZN_DLTR_z_exit,params_AZN_DLTR_z_stop_scaler,params_AZN_DLTR_z_win,params_BKNG_EA_beta_win,params_BKNG_EA_stop_loss,params_BKNG_EA_trade_freq,params_BKNG_EA_z_entry,params_BKNG_EA_z_exit,params_BKNG_EA_z_stop_scaler,params_BKNG_EA_z_win,params_CMCSA_INTC_beta_win,params_CMCSA_INTC_stop_loss,params_CMCSA_INTC_trade_freq,params_CMCSA_INTC_z_entry,params_CMCSA_INTC_z_exit,params_CMCSA_INTC_z_stop_scaler,params_CMCSA_INTC_z_win,params_CSX_PAYX_beta_win,params_CSX_PAYX_stop_loss,params_CSX_PAYX_trade_freq,params_CSX_PAYX_z_entry,params_CSX_PAYX_z_exit,params_CSX_PAYX_z_stop_scaler,params_CSX_PAYX_z_win,params_CTSH_DOCU_beta_win,params_CTSH_DOCU_stop_loss,params_CTSH_DOCU_trade_freq,params_CTSH_DOCU_z_entry,params_CTSH_DOCU_z_exit,params_CTSH_DOCU_z_stop_scaler,params_CTSH_DOCU_z_win,params_DLTR_KHC_beta_win,params_DLTR_KHC_stop_loss,params_DLTR_KHC_trade_freq,params_DLTR_KHC_z_entry,params_DLTR_KHC_z_exit,params_DLTR_KHC_z_stop_scaler,params_DLTR_KHC_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_EA_MU_beta_win,params_EA_MU_stop_loss,params_EA_MU_trade_freq,params_EA_MU_z_entry,params_EA_MU_z_exit,params_EA_MU_z_stop_scaler,params_EA_MU_z_win,params_FISV_INTU_beta_win,params_FISV_INTU_stop_loss,params_FISV_INTU_trade_freq,params_FISV_INTU_z_entry,params_FISV_INTU_z_exit,params_FISV_INTU_z_stop_scaler,params_FISV_INTU_z_win,params_FISV_WDAY_beta_win,params_FISV_WDAY_stop_loss,params_FISV_WDAY_trade_freq,params_FISV_WDAY_z_entry,params_FISV_WDAY_z_exit,params_FISV_WDAY_z_stop_scaler,params_FISV_WDAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_INTU_WDAY_beta_win,params_INTU_WDAY_stop_loss,params_INTU_WDAY_trade_freq,params_INTU_WDAY_z_entry,params_INTU_WDAY_z_exit,params_INTU_WDAY_z_stop_scaler,params_INTU_WDAY_z_win,params_NTES_VRTX_beta_win,params_NTES_VRTX_stop_loss,params_NTES_VRTX_trade_freq,params_NTES_VRTX_z_entry,params_NTES_VRTX_z_exit,params_NTES_VRTX_z_stop_scaler,params_NTES_VRTX_z_win,params_ORLY_VRTX_beta_win,params_ORLY_VRTX_stop_loss,params_ORLY_VRTX_trade_freq,params_ORLY_VRTX_z_entry,params_ORLY_VRTX_z_exit,params_ORLY_VRTX_z_stop_scaler,params_ORLY_VRTX_z_win,params_PYPL_WDAY_beta_win,params_PYPL_WDAY_stop_loss,params_PYPL_WDAY_trade_freq,params_PYPL_WDAY_z_entry,params_PYPL_WDAY_z_exit,params_PYPL_WDAY_z_stop_scaler,params_PYPL_WDAY_z_win,params_buffer_capital,params_pairs_to_trade,state
117,117,3.756434665570847,2025-06-21 19:32:37.296734,2025-06-21 19:32:44.833804,0 days 00:00:07.537070,6432.0,0.02,5m,1.4,0.6000000000000001,1.0,704.0,4936.0,0.02,2m,2.0,0.0,1.5,176.0,5184.0,0.02,2m,2.2,0.8,0.5,456.0,4472.0,0.015,5m,2.4000000000000004,0.0,2.0,144.0,2392.0,0.015,3m,1.8,1.0,0.5,976.0,4472.0,0.015,1m,3.0,0.2,1.5,776.0,5752.0,0.02,5m,1.6,1.0,1.0,344.0,3056.0,0.01,1m,3.0,1.0,0.5,456.0,5984.0,0.015,4m,2.0,0.0,0.5,464.0,5120.0,0.01,4m,1.6,0.0,2.0,224.0,1640.0,0.015,2m,2.2,0.8,0.5,336.0,3680,0.02,4m,2.8,1.0,1.5,168,7688.0,0.01,3m,2.4000000000000004,0.0,1.0,816.0,7696.0,0.01,5m,1.2,0.4,0.5,88.0,6536.0,0.01,4m,1.0,0.0,1.0,168.0,3528.0,0.01,3m,2.2,0.8,0.5,136.0,4360.0,0.01,4m,3.0,0.0,1.5,592.0,7720.0,0.01,3m,1.0,0.0,1.5,232.0,6248.0,0.015,5m,2.0,0.6000000000000001,1.5,512.0,3376.0,0.02,4m,1.4,0.4,2.0,88.0,0.05,20,COMPLETE
118,118,2.043151932892168,2025-06-21 19:32:44.942256,2025-06-21 19:32:52.929686,0 days 00:00:07.987430,6400.0,0.02,5m,1.4,0.6000000000000001,1.0,720.0,5352.0,0.02,5m,2.0,0.0,1.5,360.0,5488.0,0.02,2m,2.0,1.0,1.5,448.0,4432.0,0.015,5m,2.4000000000000004,0.0,2.0,136.0,2384.0,0.01,3m,1.2,0.8,0.5,992.0,4528.0,0.015,1m,2.6,0.2,2.0,656.0,5792.0,0.02,5m,1.6,0.4,1.0,352.0,2960.0,0.01,1m,2.6,0.8,1.0,456.0,6104.0,0.015,5m,2.0,0.0,0.5,424.0,5136.0,0.02,4m,1.6,0.0,2.0,224.0,1272.0,0.015,2m,2.2,0.8,0.5,336.0,3856,0.02,3m,2.6,0.8,1.0,104,7984.0,0.01,3m,2.4000000000000004,0.0,1.0,840.0,7704.0,0.01,5m,2.4000000000000004,0.6000000000000001,1.0,88.0,6528.0,0.01,4m,1.0,0.0,1.0,160.0,3480.0,0.01,4m,2.2,0.8,0.5,304.0,4352.0,0.01,1m,3.0,0.4,1.5,528.0,5456.0,0.01,3m,1.0,0.2,1.5,224.0,6304.0,0.015,5m,2.2,0.6000000000000001,1.5,632.0,3416.0,0.02,4m,1.4,0.4,2.0,296.0,0.05,20,COMPLETE
119,119,2.4758524640267257,2025-06-21 19:32:53.095783,2025-06-21 19:33:07.158127,0 days 00:00:14.062344,6808.0,0.02,5m,1.4,0.8,0.5,632.0,4928.0,0.02,2m,2.2,0.0,1.5,328.0,5288.0,0.02,2m,2.2,0.8,0.5,488.0,4648.0,0.015,5m,2.2,0.0,2.0,168.0,2824.0,0.015,3m,1.8,1.0,1.0,960.0,5064.0,0.02,3m,2.8,0.0,1.5,216.0,6440.0,0.015,5m,1.4,0.2,0.5,264.0,2312.0,0.01,3m,1.2,0.8,0.5,400.0,6672.0,0.015,4m,1.8,0.0,1.0,504.0,3680.0,0.01,4m,2.2,0.0,1.5,288.0,3232.0,0.015,2m,2.4000000000000004,0.8,2.0,272.0,3672,0.015,4m,2.2,1.0,1.5,168,7144.0,0.01,3m,2.4000000000000004,0.0,1.0,976.0,8008.0,0.01,5m,2.6,0.4,2.0,352.0,6896.0,0.01,2m,1.0,0.0,1.0,200.0,3744.0,0.01,1m,2.2,0.8,0.5,768.0,5176.0,0.01,5m,3.0,0.6000000000000001,1.0,632.0,8000.0,0.01,3m,1.0,0.4,1.5,80.0,5736.0,0.015,5m,2.0,0.6000000000000001,1.5,520.0,5176.0,0.02,3m,1.4,0.4,2.0,112.0,0.1,20,COMPLETE
120,120,0.45622533356893014,2025-06-21 19:33:07.256810,2025-06-21 19:33:13.618079,0 days 00:00:06.361269,,,,,,,,5552.0,0.015,2m,2.6,0.0,1.5,128.0,5952.0,0.02,2m,2.8,0.6000000000000001,1.0,464.0,5080.0,0.015,5m,2.4000000000000004,0.0,2.0,104.0,2304.0,0.015,3m,2.2,1.0,0.5,1008.0,,,,,,,,5560.0,0.02,5m,1.8,1.0,2.0,184.0,3480.0,0.01,1m,3.0,1.0,0.5,480.0,3208.0,0.015,3m,2.0,0.0,0.5,368.0,,,,,,,,1744.0,0.015,2m,2.2,0.8,0.5,296.0,3512,0.02,3m,1.2,0.4,1.0,384,8056.0,0.01,3m,2.2,0.2,2.0,936.0,7784.0,0.01,5m,2.2,0.2,0.5,72.0,6392.0,0.01,4m,1.0,0.0,1.0,744.0,2944.0,0.01,3m,2.4000000000000004,0.8,1.0,224.0,3968.0,0.01,1m,3.0,0.2,1.5,648.0,4312.0,0.01,3m,2.8,0.0,1.5,136.0,6144.0,0.015,5m,2.4000000000000004,0.8,1.5,576.0,2976.0,0.015,2m,2.2,0.2,2.0,528.0,0.05,17,COMPLETE
121,121,3.2703075425116657,2025-06-21 19:33:13.722327,2025-06-21 19:33:21.208617,0 days 00:00:07.486290,,,,,,,,3432.0,0.02,2m,2.0,0.0,1.5,80.0,4848.0,0.015,2m,2.2,0.8,0.5,432.0,3808.0,0.015,3m,2.4000000000000004,0.2,2.0,232.0,2600.0,0.015,3m,1.8,1.0,0.5,1024.0,1960.0,0.015,1m,3.0,0.4,1.5,776.0,5144.0,0.02,5m,1.6,1.0,1.0,328.0,3088.0,0.01,1m,3.0,1.0,0.5,504.0,5920.0,0.015,4m,2.4000000000000004,0.2,0.5,656.0,1984.0,0.01,4m,1.6,0.6000000000000001,2.0,104.0,2248.0,0.015,2m,2.2,0.8,0.5,360.0,3248,0.02,4m,2.8,1.0,1.5,208,7600.0,0.01,3m,2.6,0.6000000000000001,1.0,792.0,7072.0,0.01,5m,1.2,0.4,0.5,112.0,3072.0,0.01,4m,1.2,0.0,1.5,128.0,3344.0,0.01,3m,2.0,1.0,0.5,128.0,4936.0,0.01,4m,2.8,0.0,1.5,808.0,7760.0,0.01,3m,1.0,0.0,1.5,240.0,6672.0,0.015,5m,2.0,0.6000000000000001,1.5,504.0,1536.0,0.02,4m,1.6,0.4,2.0,88.0,0.05,19,COMPLETE
122,122,0.948742596953873,2025-06-21 19:33:21.301708,2025-06-21 19:33:29.071801,0 days 00:00:07.770093,3368.0,0.015,5m,2.4000000000000004,0.2,1.5,384.0,5032.0,0.02,2m,1.8,0.6000000000000001,1.5,176.0,5168.0,0.01,5m,2.4000000000000004,0.8,0.5,520.0,2136.0,0.015,2m,2.6,0.0,2.0,200.0,1800.0,0.015,5m,1.8,1.0,0.5,984.0,4352.0,0.015,1m,3.0,0.2,1.5,872.0,5720.0,0.02,2m,1.6,1.0,1.0,304.0,3168.0,0.01,1m,3.0,1.0,0.5,64.0,5256.0,0.015,4m,2.8,0.6000000000000001,0.5,840.0,7960.0,0.01,4m,1.4,0.0,2.0,152.0,2816.0,0.015,3m,2.4000000000000004,1.0,0.5,312.0,3040,0.02,4m,2.8,1.0,1.5,168,7720.0,0.01,4m,2.4000000000000004,0.0,1.0,80.0,3448.0,0.01,4m,1.2,0.4,0.5,136.0,5864.0,0.01,4m,1.2,0.4,1.0,504.0,2608.0,0.01,3m,2.2,1.0,0.5,184.0,4384.0,0.01,4m,2.8,0.0,1.5,592.0,7416.0,0.01,4m,1.6,0.0,1.5,304.0,6960.0,0.015,1m,2.0,0.6000000000000001,2.0,472.0,3696.0,0.02,4m,1.4,0.4,2.0,136.0,0.05,20,COMPLETE
123,123,0.6065026913974799,2025-06-21 19:33:29.186859,2025-06-21 19:33:36.143166,0 days 00:00:06.956307,,,,,,,,4192.0,0.02,2m,1.8,0.0,1.5,608.0,2720.0,0.015,3m,2.6,0.8,0.5,504.0,1824.0,0.015,5m,2.8,0.2,2.0,296.0,4384.0,0.015,2m,1.8,0.0,0.5,936.0,,,,,,,,5912.0,0.02,4m,1.6,1.0,1.0,376.0,2792.0,0.01,1m,3.0,1.0,0.5,376.0,6480.0,0.01,4m,2.6,0.0,0.5,464.0,7040.0,0.01,4m,1.2,0.2,2.0,104.0,1632.0,0.015,1m,2.6,1.0,0.5,80.0,3224,0.02,4m,2.8,1.0,1.5,304,7248.0,0.01,5m,2.6,0.0,1.0,680.0,7480.0,0.01,1m,1.4,0.4,0.5,280.0,6656.0,0.01,4m,1.0,0.0,1.5,176.0,3264.0,0.01,3m,2.0,1.0,0.5,144.0,3336.0,0.01,4m,3.0,0.0,1.5,576.0,6160.0,0.015,2m,2.2,0.0,1.5,264.0,5848.0,0.015,3m,1.8,0.6000000000000001,1.0,360.0,3920.0,0.02,4m,1.8,0.4,2.0,64.0,0.05,18,COMPLETE
124,124,-1.0357882448133793,2025-06-21 19:33:36.235965,2025-06-21 19:33:43.328099,0 days 00:00:07.092134,,,,,,,,3192.0,0.02,2m,1.6,0.0,1.5,200.0,4544.0,0.01,1m,2.2,1.0,0.5,352.0,4816.0,0.015,2m,2.4000000000000004,0.0,2.0,536.0,1152.0,0.015,3m,2.0,1.0,0.5,824.0,3632.0,0.015,1m,2.8,0.4,1.5,968.0,5384.0,0.02,5m,1.8,0.8,1.0,296.0,3304.0,0.01,1m,2.8,1.0,0.5,400.0,4328.0,0.02,4m,2.0,0.6000000000000001,0.5,768.0,7456.0,0.01,3m,1.4,0.2,1.0,168.0,2928.0,0.015,3m,1.0,1.0,0.5,136.0,3744,0.02,4m,3.0,1.0,1.5,200,6768.0,0.015,1m,2.8,0.0,1.0,136.0,4168.0,0.01,5m,1.2,0.4,0.5,200.0,7984.0,0.01,1m,1.0,0.0,2.0,288.0,4272.0,0.01,3m,2.2,0.8,0.5,200.0,7912.0,0.01,4m,2.2,0.0,1.5,680.0,7640.0,0.02,1m,1.2,0.0,1.5,192.0,5472.0,0.015,1m,2.0,0.2,1.5,384.0,3320.0,0.02,4m,1.6,0.4,2.0,88.0,0.05,19,COMPLETE
125,125,0.06806935576144059,2025-06-21 19:33:43.427027,2025-06-21 19:33:56.344170,0 days 00:00:12.917143,,,,,,,,3008.0,0.02,4m,2.0,0.0,0.5,112.0,5040.0,0.01,2m,2.0,0.8,0.5,312.0,6720.0,0.015,2m,2.0,1.0,2.0,448.0,1928.0,0.015,2m,1.6,1.0,0.5,448.0,,,,,,,,6072.0,0.02,4m,1.4,1.0,1.0,264.0,3632.0,0.01,5m,2.4000000000000004,1.0,1.0,440.0,4616.0,0.015,1m,2.2,0.6000000000000001,0.5,696.0,4648.0,0.01,4m,1.8,0.0,2.0,96.0,2608.0,0.015,4m,2.0,0.8,0.5,416.0,4344,0.02,4m,2.6,1.0,1.5,128,7352.0,0.015,5m,2.0,0.0,1.0,1008.0,5144.0,0.01,4m,1.0,0.8,0.5,328.0,7128.0,0.01,4m,1.2,0.0,2.0,248.0,4104.0,0.01,5m,1.2,1.0,0.5,104.0,7656.0,0.01,4m,2.6,0.0,1.5,488.0,6416.0,0.015,4m,1.4,0.0,1.5,64.0,7416.0,0.015,3m,2.2,0.4,1.0,304.0,3560.0,0.02,4m,1.4,0.4,2.0,168.0,0.5,18,COMPLETE
126,126,2.3554673408995535,2025-06-21 19:33:56.455685,2025-06-21 19:34:03.339976,0 days 00:00:06.884291,,,,,,,,3736.0,0.02,2m,2.2,0.2,1.5,552.0,4720.0,0.02,4m,2.2,0.6000000000000001,0.5,400.0,4528.0,0.015,2m,3.0,0.4,2.0,592.0,1664.0,0.015,5m,1.8,1.0,0.5,672.0,,,,,,,,5584.0,0.02,3m,1.6,0.2,1.0,344.0,2952.0,0.02,1m,3.0,0.8,0.5,592.0,7400.0,0.01,4m,1.6,0.6000000000000001,0.5,224.0,,,,,,,,3784.0,0.015,2m,2.8,1.0,0.5,256.0,4112,0.02,4m,2.8,1.0,1.0,224,7000.0,0.01,4m,1.8,0.0,1.0,568.0,6792.0,0.01,3m,2.6,0.4,0.5,920.0,7624.0,0.01,5m,1.0,0.2,2.0,224.0,3520.0,0.015,1m,2.0,1.0,0.5,72.0,3624.0,0.01,2m,2.8,0.4,1.5,776.0,7264.0,0.015,4m,1.0,0.0,1.5,168.0,6464.0,0.015,3m,2.0,0.6000000000000001,2.0,328.0,1736.0,0.02,4m,1.2,0.6000000000000001,1.0,248.0,0.1,17,COMPLETE
127,127,-0.9518478746292307,2025-06-21 19:34:03.439493,2025-06-21 19:34:09.897136,0 days 00:00:06.457643,,,,,,,,3912.0,0.02,2m,1.8,0.0,1.5,832.0,2496.0,0.015,5m,1.0,0.4,1.0,424.0,3128.0,0.015,2m,2.6,0.8,2.0,264.0,2176.0,0.015,2m,3.0,0.8,0.5,736.0,,,,,,,,6640.0,0.02,4m,1.4,0.6000000000000001,1.5,456.0,2520.0,0.01,2m,2.8,1.0,0.5,536.0,,,,,,,,,,,,,,,1944.0,0.015,3m,2.4000000000000004,0.4,0.5,360.0,3416,0.02,3m,1.6,0.8,1.5,72,6480.0,0.015,5m,1.6,0.2,1.0,80.0,5400.0,0.02,4m,2.8,0.4,2.0,96.0,3176.0,0.01,4m,1.6,0.0,1.5,176.0,5472.0,0.01,3m,1.8,0.6000000000000001,1.0,256.0,6704.0,0.01,4m,2.8,0.0,1.5,872.0,6592.0,0.02,2m,1.2,0.0,1.5,224.0,6888.0,0.015,2m,2.4000000000000004,0.4,1.0,472.0,1904.0,0.02,4m,1.6,0.4,2.0,192.0,0.05,16,COMPLETE
128,128,0.9909121666956132,2025-06-21 19:34:09.994961,2025-06-21 19:34:17.215808,0 days 00:00:07.220847,,,,,,,,2840.0,0.02,2m,2.4000000000000004,0.0,1.5,160.0,7048.0,0.01,2m,2.4000000000000004,0.8,0.5,480.0,2616.0,0.015,5m,2.2,0.0,2.0,800.0,2496.0,0.015,1m,1.6,1.0,0.5,776.0,6696.0,0.015,4m,3.0,0.2,2.0,848.0,4904.0,0.02,4m,1.4,1.0,0.5,96.0,2704.0,0.01,3m,2.8,0.8,0.5,360.0,1552.0,0.015,4m,3.0,0.6000000000000001,0.5,800.0,6664.0,0.01,1m,1.0,0.4,2.0,248.0,2392.0,0.015,1m,3.0,1.0,1.0,456.0,5224,0.02,4m,1.8,0.6000000000000001,1.5,352,8184.0,0.01,4m,2.6,0.0,1.0,680.0,8144.0,0.01,4m,1.8,0.4,0.5,216.0,4304.0,0.01,4m,1.2,0.8,1.0,120.0,6240.0,0.01,1m,2.2,1.0,0.5,176.0,8056.0,0.01,3m,1.4,0.2,1.5,752.0,8184.0,0.015,4m,1.6,0.2,1.5,120.0,4888.0,0.015,1m,2.4000000000000004,0.8,0.5,560.0,4320.0,0.02,4m,1.4,0.4,2.0,104.0,0.1,19,COMPLETE
129,129,-0.1325775209860878,2025-06-21 19:34:17.324798,2025-06-21 19:34:24.092324,0 days 00:00:06.767526,,,,,,,,4776.0,0.02,3m,2.2,0.0,1.5,440.0,4096.0,0.01,5m,2.4000000000000004,1.0,1.0,536.0,4224.0,0.015,2m,2.4000000000000004,0.2,2.0,392.0,3200.0,0.015,5m,2.0,0.6000000000000001,1.5,896.0,,,,,,,,5360.0,0.02,1m,1.2,0.2,1.0,128.0,3408.0,0.01,1m,2.6,1.0,1.0,984.0,2016.0,0.01,4m,2.8,0.6000000000000001,1.0,408.0,4088.0,0.01,4m,1.2,0.2,2.0,432.0,2768.0,0.015,2m,2.6,1.0,0.5,680.0,4592,0.02,1m,2.6,0.2,1.0,192,4504.0,0.015,5m,2.4000000000000004,0.4,1.0,104.0,5776.0,0.01,5m,1.2,0.2,2.0,376.0,4864.0,0.01,4m,1.0,0.0,0.5,320.0,3128.0,0.01,2m,2.4000000000000004,0.8,0.5,512.0,7432.0,0.01,1m,2.6,0.0,1.5,824.0,7024.0,0.01,5m,1.0,0.0,1.5,296.0,5264.0,0.015,4m,2.2,0.4,1.5,416.0,4032.0,0.01,4m,1.8,0.6000000000000001,1.5,152.0,0.05,18,COMPLETE
130,130,-2.9802185136446577,2025-06-21 19:34:24.199901,2025-06-21 19:34:31.678504,0 days 00:00:07.478603,5592.0,0.02,5m,1.2,0.8,1.0,904.0,3584.0,0.02,2m,2.0,0.2,1.5,224.0,5520.0,0.01,2m,2.6,0.6000000000000001,0.5,808.0,2360.0,0.015,4m,2.6,0.4,1.5,144.0,2704.0,0.015,2m,1.8,0.8,0.5,856.0,2752.0,0.015,1m,2.6,0.4,1.0,696.0,6288.0,0.02,5m,1.6,1.0,0.5,216.0,3760.0,0.01,3m,3.0,0.8,1.0,464.0,5680.0,0.01,1m,3.0,1.0,0.5,584.0,5296.0,0.015,4m,1.4,0.0,0.5,800.0,6912.0,0.015,3m,2.8,1.0,1.5,232.0,2928,0.02,3m,1.4,1.0,1.0,264,5544.0,0.01,3m,2.6,0.0,1.0,64.0,7520.0,0.01,1m,1.2,0.4,0.5,64.0,4016.0,0.01,3m,1.2,0.4,2.0,264.0,3648.0,0.01,3m,2.0,1.0,1.0,328.0,6016.0,0.01,4m,2.4000000000000004,0.2,1.5,664.0,7848.0,0.02,4m,1.2,0.2,1.5,360.0,5648.0,0.015,3m,2.0,0.6000000000000001,1.5,528.0,6120.0,0.02,2m,1.0,0.4,1.0,128.0,0.05,20,COMPLETE
131,131,2.4319685649250284,2025-06-21 19:34:31.862476,2025-06-21 19:34:39.038944,0 days 00:00:07.176468,,,,,,,,3792.0,0.02,2m,1.8,0.2,1.5,256.0,2744.0,0.01,5m,2.4000000000000004,0.8,0.5,512.0,1784.0,0.015,2m,2.6,0.4,2.0,232.0,1136.0,0.015,2m,1.8,1.0,0.5,256.0,3384.0,0.015,1m,3.0,0.4,1.5,776.0,7872.0,0.02,4m,1.6,1.0,1.0,408.0,3096.0,0.01,1m,3.0,1.0,0.5,536.0,1168.0,0.01,4m,2.8,0.6000000000000001,0.5,744.0,7152.0,0.01,4m,1.4,0.2,2.0,64.0,2168.0,0.015,3m,1.4,1.0,0.5,384.0,2792,0.02,4m,2.8,1.0,1.5,224,7520.0,0.015,5m,1.8,0.0,1.0,96.0,4056.0,0.01,4m,1.2,0.4,0.5,120.0,3528.0,0.01,4m,1.4,0.2,2.0,264.0,3200.0,0.01,3m,2.0,1.0,0.5,160.0,3048.0,0.01,4m,2.8,0.0,1.5,744.0,7616.0,0.015,2m,1.4,0.0,1.5,280.0,7056.0,0.015,3m,2.0,0.4,1.0,352.0,2040.0,0.02,4m,1.6,0.4,1.5,72.0,0.05,19,COMPLETE
132,132,4.172593775442528,2025-06-21 19:34:39.135169,2025-06-21 19:34:46.496395,0 days 00:00:07.361226,,,,,,,,4120.0,0.02,2m,1.8,0.2,1.5,192.0,3000.0,0.01,5m,2.4000000000000004,0.8,0.5,560.0,1256.0,0.015,2m,2.8,0.4,2.0,248.0,1368.0,0.015,2m,1.8,1.0,0.5,744.0,3520.0,0.015,1m,2.8,0.6000000000000001,1.5,808.0,5008.0,0.02,4m,1.6,1.0,1.0,328.0,3168.0,0.01,1m,3.0,1.0,0.5,488.0,1432.0,0.01,4m,2.8,0.6000000000000001,0.5,752.0,7976.0,0.01,4m,1.6,0.2,2.0,88.0,2424.0,0.015,3m,1.4,1.0,0.5,336.0,3192,0.02,4m,2.8,1.0,1.5,240,7840.0,0.015,5m,1.8,0.0,1.0,120.0,4616.0,0.01,4m,1.4,0.4,0.5,424.0,3264.0,0.01,4m,1.4,0.2,2.0,1000.0,2984.0,0.01,3m,2.2,1.0,0.5,128.0,3504.0,0.01,4m,1.6,0.0,1.5,696.0,6816.0,0.015,2m,1.4,0.0,1.5,272.0,6632.0,0.015,3m,1.8,0.4,1.0,376.0,2112.0,0.02,4m,1.6,0.4,1.5,64.0,0.05,19,COMPLETE
133,133,2.753948595047563,2025-06-21 19:34:46.614313,2025-06-21 19:34:53.951270,0 days 00:00:07.336957,,,,,,,,4120.0,0.02,2m,1.8,0.2,1.5,192.0,3144.0,0.01,5m,2.2,0.8,0.5,376.0,1184.0,0.015,2m,2.8,0.4,2.0,648.0,1384.0,0.015,2m,1.8,1.0,0.5,704.0,3712.0,0.015,1m,2.8,0.6000000000000001,1.5,928.0,4256.0,0.02,4m,1.8,1.0,1.0,320.0,7616.0,0.01,1m,3.0,1.0,0.5,488.0,1776.0,0.01,4m,2.8,0.6000000000000001,0.5,784.0,7944.0,0.01,4m,1.6,0.2,2.0,136.0,3072.0,0.015,3m,1.6,1.0,0.5,336.0,3568,0.02,4m,2.0,1.0,1.5,328,7848.0,0.015,5m,1.8,0.0,1.0,128.0,4688.0,0.01,4m,1.4,0.4,0.5,432.0,6216.0,0.01,4m,1.4,0.2,2.0,928.0,2968.0,0.01,3m,2.2,1.0,0.5,280.0,4256.0,0.01,4m,1.6,0.0,1.5,696.0,6752.0,0.015,2m,1.4,0.0,1.5,320.0,1064.0,0.015,3m,1.8,0.4,1.0,264.0,2400.0,0.02,4m,1.6,0.4,1.5,104.0,0.15000000000000002,19,COMPLETE
134,134,2.6929688392913658,2025-06-21 19:34:54.053359,2025-06-21 19:35:00.981876,0 days 00:00:06.928517,,,,,,,,4568.0,0.02,2m,1.8,0.4,1.5,280.0,5344.0,0.01,5m,2.2,0.8,0.5,336.0,4048.0,0.015,2m,3.0,0.4,2.0,696.0,4648.0,0.015,2m,2.4000000000000004,1.0,0.5,800.0,,,,,,,,5048.0,0.02,4m,1.6,1.0,1.0,288.0,3208.0,0.01,1m,3.0,1.0,0.5,424.0,1496.0,0.01,4m,2.6,0.6000000000000001,0.5,848.0,7536.0,0.01,2m,1.8,0.4,2.0,96.0,2520.0,0.015,3m,1.4,1.0,0.5,304.0,3216,0.02,4m,2.8,1.0,1.5,288,7728.0,0.015,5m,2.0,0.0,1.0,160.0,4880.0,0.01,4m,1.0,0.4,0.5,648.0,2760.0,0.01,4m,1.4,0.2,2.0,976.0,2496.0,0.01,3m,2.2,1.0,0.5,232.0,2760.0,0.01,4m,1.2,0.0,1.5,632.0,6928.0,0.015,2m,1.4,0.4,1.5,248.0,7256.0,0.015,3m,1.8,0.4,1.0,448.0,2176.0,0.02,4m,1.6,0.4,1.5,80.0,0.05,18,COMPLETE
