,number,value,datetime_start,datetime_complete,duration,params_AAPL_CSCO_beta_win,params_AAPL_CSCO_stop_loss,params_AAPL_CSCO_trade_freq,params_AAPL_CSCO_z_entry,params_AAPL_CSCO_z_exit,params_AAPL_CSCO_z_stop_scaler,params_AAPL_CSCO_z_win,params_ADI_CERN_beta_win,params_ADI_CERN_stop_loss,params_ADI_CERN_trade_freq,params_ADI_CERN_z_entry,params_ADI_CERN_z_exit,params_ADI_CERN_z_stop_scaler,params_ADI_CERN_z_win,params_ADSK_CSCO_beta_win,params_ADSK_CSCO_stop_loss,params_ADSK_CSCO_trade_freq,params_ADSK_CSCO_z_entry,params_ADSK_CSCO_z_exit,params_ADSK_CSCO_z_stop_scaler,params_ADSK_CSCO_z_win,params_AMAT_CERN_beta_win,params_AMAT_CERN_stop_loss,params_AMAT_CERN_trade_freq,params_AMAT_CERN_z_entry,params_AMAT_CERN_z_exit,params_AMAT_CERN_z_stop_scaler,params_AMAT_CERN_z_win,params_AMAT_CSCO_beta_win,params_AMAT_CSCO_stop_loss,params_AMAT_CSCO_trade_freq,params_AMAT_CSCO_z_entry,params_AMAT_CSCO_z_exit,params_AMAT_CSCO_z_stop_scaler,params_AMAT_CSCO_z_win,params_AMD_FAST_beta_win,params_AMD_FAST_stop_loss,params_AMD_FAST_trade_freq,params_AMD_FAST_z_entry,params_AMD_FAST_z_exit,params_AMD_FAST_z_stop_scaler,params_AMD_FAST_z_win,params_ANSS_CERN_beta_win,params_ANSS_CERN_stop_loss,params_ANSS_CERN_trade_freq,params_ANSS_CERN_z_entry,params_ANSS_CERN_z_exit,params_ANSS_CERN_z_stop_scaler,params_ANSS_CERN_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ASML_CERN_beta_win,params_ASML_CERN_stop_loss,params_ASML_CERN_trade_freq,params_ASML_CERN_z_entry,params_ASML_CERN_z_exit,params_ASML_CERN_z_stop_scaler,params_ASML_CERN_z_win,params_ASML_CSCO_beta_win,params_ASML_CSCO_stop_loss,params_ASML_CSCO_trade_freq,params_ASML_CSCO_z_entry,params_ASML_CSCO_z_exit,params_ASML_CSCO_z_stop_scaler,params_ASML_CSCO_z_win,params_BIDU_CERN_beta_win,params_BIDU_CERN_stop_loss,params_BIDU_CERN_trade_freq,params_BIDU_CERN_z_entry,params_BIDU_CERN_z_exit,params_BIDU_CERN_z_stop_scaler,params_BIDU_CERN_z_win,params_BKNG_CSCO_beta_win,params_BKNG_CSCO_stop_loss,params_BKNG_CSCO_trade_freq,params_BKNG_CSCO_z_entry,params_BKNG_CSCO_z_exit,params_BKNG_CSCO_z_stop_scaler,params_BKNG_CSCO_z_win,params_CDNS_CERN_beta_win,params_CDNS_CERN_stop_loss,params_CDNS_CERN_trade_freq,params_CDNS_CERN_z_entry,params_CDNS_CERN_z_exit,params_CDNS_CERN_z_stop_scaler,params_CDNS_CERN_z_win,params_CERN_CSCO_beta_win,params_CERN_CSCO_stop_loss,params_CERN_CSCO_trade_freq,params_CERN_CSCO_z_entry,params_CERN_CSCO_z_exit,params_CERN_CSCO_z_stop_scaler,params_CERN_CSCO_z_win,params_CERN_DOCU_beta_win,params_CERN_DOCU_stop_loss,params_CERN_DOCU_trade_freq,params_CERN_DOCU_z_entry,params_CERN_DOCU_z_exit,params_CERN_DOCU_z_stop_scaler,params_CERN_DOCU_z_win,params_CERN_MELI_beta_win,params_CERN_MELI_stop_loss,params_CERN_MELI_trade_freq,params_CERN_MELI_z_entry,params_CERN_MELI_z_exit,params_CERN_MELI_z_stop_scaler,params_CERN_MELI_z_win,params_CERN_PYPL_beta_win,params_CERN_PYPL_stop_loss,params_CERN_PYPL_trade_freq,params_CERN_PYPL_z_entry,params_CERN_PYPL_z_exit,params_CERN_PYPL_z_stop_scaler,params_CERN_PYPL_z_win,params_CHTR_FISV_beta_win,params_CHTR_FISV_stop_loss,params_CHTR_FISV_trade_freq,params_CHTR_FISV_z_entry,params_CHTR_FISV_z_exit,params_CHTR_FISV_z_stop_scaler,params_CHTR_FISV_z_win,params_CMCSA_REGN_beta_win,params_CMCSA_REGN_stop_loss,params_CMCSA_REGN_trade_freq,params_CMCSA_REGN_z_entry,params_CMCSA_REGN_z_exit,params_CMCSA_REGN_z_stop_scaler,params_CMCSA_REGN_z_win,params_CSCO_MNST_beta_win,params_CSCO_MNST_stop_loss,params_CSCO_MNST_trade_freq,params_CSCO_MNST_z_entry,params_CSCO_MNST_z_exit,params_CSCO_MNST_z_stop_scaler,params_CSCO_MNST_z_win,params_CTAS_INCY_beta_win,params_CTAS_INCY_stop_loss,params_CTAS_INCY_trade_freq,params_CTAS_INCY_z_entry,params_CTAS_INCY_z_exit,params_CTAS_INCY_z_stop_scaler,params_CTAS_INCY_z_win,params_CTSH_SBUX_beta_win,params_CTSH_SBUX_stop_loss,params_CTSH_SBUX_trade_freq,params_CTSH_SBUX_z_entry,params_CTSH_SBUX_z_exit,params_CTSH_SBUX_z_stop_scaler,params_CTSH_SBUX_z_win,params_CTSH_XLNX_beta_win,params_CTSH_XLNX_stop_loss,params_CTSH_XLNX_trade_freq,params_CTSH_XLNX_z_entry,params_CTSH_XLNX_z_exit,params_CTSH_XLNX_z_stop_scaler,params_CTSH_XLNX_z_win,params_EBAY_INCY_beta_win,params_EBAY_INCY_stop_loss,params_EBAY_INCY_trade_freq,params_EBAY_INCY_z_entry,params_EBAY_INCY_z_exit,params_EBAY_INCY_z_stop_scaler,params_EBAY_INCY_z_win,params_EXC_VRTX_beta_win,params_EXC_VRTX_stop_loss,params_EXC_VRTX_trade_freq,params_EXC_VRTX_z_entry,params_EXC_VRTX_z_exit,params_EXC_VRTX_z_stop_scaler,params_EXC_VRTX_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_NXPI_QCOM_beta_win,params_NXPI_QCOM_stop_loss,params_NXPI_QCOM_trade_freq,params_NXPI_QCOM_z_entry,params_NXPI_QCOM_z_exit,params_NXPI_QCOM_z_stop_scaler,params_NXPI_QCOM_z_win,params_NXPI_TXN_beta_win,params_NXPI_TXN_stop_loss,params_NXPI_TXN_trade_freq,params_NXPI_TXN_z_entry,params_NXPI_TXN_z_exit,params_NXPI_TXN_z_stop_scaler,params_NXPI_TXN_z_win,params_QCOM_TXN_beta_win,params_QCOM_TXN_stop_loss,params_QCOM_TXN_trade_freq,params_QCOM_TXN_z_entry,params_QCOM_TXN_z_exit,params_QCOM_TXN_z_stop_scaler,params_QCOM_TXN_z_win,params_REGN_SBUX_beta_win,params_REGN_SBUX_stop_loss,params_REGN_SBUX_trade_freq,params_REGN_SBUX_z_entry,params_REGN_SBUX_z_exit,params_REGN_SBUX_z_stop_scaler,params_REGN_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
59,59,0.9857606857463702,2025-06-22 16:28:25.198430,2025-06-22 16:28:45.661410,0 days 00:00:20.462980,,,,,,,,,,,,,,,,,,,,,,7936.0,0.01,5m,1.4,0.4,0.5,768.0,2648.0,0.04,5m,1.0,0.0,1.5,528.0,4088.0,0.035,3m,3.0,0.8,2.0,480.0,7568.0,0.04,4m,1.2,0.8,1.0,848.0,5744.0,0.01,2m,2.4000000000000004,0.8,1.5,336.0,1840,0.015,5m,2.4000000000000004,0.6000000000000001,2.0,584,1624.0,0.02,1m,2.6,0.4,2.0,832.0,5632,0.01,5m,2.4000000000000004,1.0,1.5,944,4896.0,0.035,4m,1.2,0.6000000000000001,0.5,768.0,7552,0.02,2m,1.2,1.0,0.5,368,5536.0,0.045000000000000005,2m,2.4000000000000004,0.0,1.0,328.0,6568.0,0.015,3m,2.6,0.2,1.5,528.0,,,,,,,,2728.0,0.025,4m,2.4000000000000004,0.0,0.5,768.0,4416.0,0.05,3m,2.2,0.4,2.0,976.0,4224,0.04,3m,3.0,1.0,0.5,864,1336,0.015,1m,1.8,0.8,1.5,480,,,,,,,,5472.0,0.035,3m,1.4,1.0,0.5,368.0,3296,0.04,1m,3.0,0.2,2.0,768,3456,0.04,4m,1.4,0.2,2.0,912,,,,,,,,3552,0.01,2m,1.2,0.4,2.0,920,,,,,,,,4248,0.03,2m,3.0,0.8,1.5,1008,3752,0.02,3m,1.8,0.2,0.5,1024,6600.0,0.03,5m,3.0,0.2,1.0,824.0,0.25,23,COMPLETE
60,60,1.0488860811549714,2025-06-22 16:28:45.706050,2025-06-22 16:29:09.851427,0 days 00:00:24.145377,2144.0,0.01,1m,2.6,0.6000000000000001,0.5,264.0,,,,,,,,,,,,,,,6896.0,0.02,5m,1.2,0.2,0.5,648.0,5256.0,0.03,5m,1.2,0.6000000000000001,2.0,680.0,4856.0,0.02,3m,2.6,1.0,0.5,280.0,5640.0,0.035,4m,2.0,1.0,1.5,776.0,7088.0,0.045000000000000005,5m,2.2,0.8,1.0,184.0,2584,0.02,2m,2.2,0.6000000000000001,1.5,960,4240.0,0.035,1m,2.4000000000000004,1.0,2.0,952.0,4728,0.02,1m,2.0,1.0,0.5,912,6784.0,0.04,4m,1.0,0.6000000000000001,1.0,616.0,7496,0.035,5m,2.8,0.6000000000000001,0.5,248,4928.0,0.035,2m,2.6,0.2,1.0,288.0,7120.0,0.02,3m,2.4000000000000004,0.6000000000000001,1.5,408.0,,,,,,,,7112.0,0.025,2m,2.6,0.2,0.5,640.0,2672.0,0.02,3m,2.4000000000000004,0.4,2.0,776.0,3952,0.045000000000000005,3m,2.6,0.8,0.5,152,2136,0.02,1m,2.0,0.4,2.0,528,,,,,,,,6984.0,0.05,2m,1.6,0.8,0.5,512.0,4296,0.045000000000000005,5m,2.8,0.2,1.5,632,1840,0.05,5m,1.8,0.0,2.0,304,3728.0,0.02,3m,2.8,0.4,1.5,352.0,7768,0.01,4m,1.4,0.2,1.5,888,7816.0,0.035,2m,1.6,0.6000000000000001,1.5,136.0,2688,0.025,2m,1.0,0.8,2.0,976,3024,0.015,3m,2.2,0.2,0.5,736,6280.0,0.035,5m,2.6,0.0,1.5,888.0,0.2,26,COMPLETE
61,61,1.0333678257147039,2025-06-22 16:29:09.912800,2025-06-22 16:29:34.416334,0 days 00:00:24.503534,2208.0,0.01,1m,2.6,0.6000000000000001,0.5,256.0,,,,,,,,,,,,,,,6952.0,0.02,5m,1.2,0.2,0.5,632.0,5624.0,0.03,5m,1.2,0.6000000000000001,2.0,688.0,4784.0,0.02,3m,2.6,1.0,0.5,288.0,6800.0,0.035,4m,2.0,1.0,1.5,712.0,7040.0,0.05,5m,2.2,0.8,1.0,176.0,3336,0.02,2m,2.2,0.6000000000000001,1.5,984,1136.0,0.035,1m,2.4000000000000004,1.0,2.0,928.0,4352,0.025,1m,2.0,1.0,1.5,904,6936.0,0.04,4m,1.0,0.6000000000000001,1.0,608.0,7880,0.035,5m,2.4000000000000004,0.6000000000000001,0.5,240,4304.0,0.04,2m,2.6,0.2,1.0,288.0,7304.0,0.02,3m,2.4000000000000004,0.6000000000000001,1.5,408.0,,,,,,,,6096.0,0.025,2m,2.6,0.0,0.5,600.0,2728.0,0.02,3m,2.4000000000000004,0.4,2.0,776.0,3984,0.045000000000000005,3m,2.6,0.8,0.5,136,2048,0.02,1m,2.0,0.4,2.0,528,,,,,,,,6944.0,0.05,2m,1.6,0.8,0.5,552.0,4224,0.045000000000000005,5m,2.8,0.2,1.5,632,1720,0.05,5m,1.8,0.0,2.0,304,3784.0,0.02,3m,2.8,0.4,1.5,360.0,7768,0.01,4m,1.4,0.2,1.5,1000,7968.0,0.035,2m,1.6,0.6000000000000001,1.5,168.0,2664,0.025,2m,1.0,0.8,2.0,968,3192,0.015,3m,2.2,0.2,0.5,728,6304.0,0.035,5m,2.6,0.0,1.5,904.0,0.2,26,COMPLETE
62,62,1.0677890728896013,2025-06-22 16:29:34.494507,2025-06-22 16:29:57.751356,0 days 00:00:23.256849,2096.0,0.01,1m,2.8,0.4,0.5,312.0,,,,,,,,,,,,,,,6872.0,0.02,5m,1.6,0.2,0.5,616.0,5176.0,0.03,5m,1.2,0.6000000000000001,2.0,696.0,4752.0,0.025,3m,2.4000000000000004,1.0,0.5,296.0,7408.0,0.03,4m,2.0,1.0,1.5,704.0,7032.0,0.05,5m,2.2,0.6000000000000001,1.0,128.0,3272,0.02,2m,2.2,0.6000000000000001,1.5,976,1360.0,0.035,1m,2.4000000000000004,1.0,2.0,928.0,4144,0.025,1m,2.0,1.0,0.5,920,6952.0,0.04,4m,1.0,0.6000000000000001,1.0,624.0,7880,0.035,5m,2.8,0.6000000000000001,0.5,160,4384.0,0.035,2m,2.6,0.2,1.0,280.0,7192.0,0.02,3m,2.6,0.6000000000000001,1.5,400.0,,,,,,,,6592.0,0.025,2m,2.6,0.2,0.5,632.0,2016.0,0.02,3m,2.4000000000000004,0.4,2.0,648.0,3896,0.045000000000000005,3m,2.6,0.8,0.5,152,2880,0.02,1m,2.0,0.4,2.0,536,,,,,,,,6944.0,0.05,2m,1.8,0.8,0.5,672.0,5024,0.045000000000000005,5m,2.8,0.2,1.5,616,1832,0.05,5m,1.6,0.0,2.0,296,,,,,,,,7704,0.01,4m,1.4,0.0,1.5,1000,7848.0,0.035,2m,1.6,0.6000000000000001,1.5,192.0,1744,0.025,2m,1.0,0.8,2.0,976,2976,0.015,3m,2.2,0.4,0.5,736,6328.0,0.035,5m,2.6,0.0,1.5,888.0,0.2,25,COMPLETE
63,63,1.0043563118754126,2025-06-22 16:29:57.792895,2025-06-22 16:30:19.986050,0 days 00:00:22.193155,2112.0,0.01,1m,2.2,0.4,0.5,312.0,,,,,,,,,,,,,,,6888.0,0.02,5m,1.6,0.2,0.5,616.0,5336.0,0.03,5m,1.2,0.4,2.0,760.0,5416.0,0.02,3m,2.4000000000000004,1.0,0.5,296.0,7264.0,0.03,4m,2.0,1.0,1.5,696.0,7120.0,0.05,5m,2.0,0.6000000000000001,1.0,232.0,2504,0.015,2m,2.2,0.6000000000000001,1.5,976,1120.0,0.035,1m,2.2,1.0,2.0,1024.0,4008,0.025,1m,1.8,1.0,0.5,896,7720.0,0.035,4m,1.2,0.6000000000000001,1.0,648.0,7544,0.035,5m,2.8,0.6000000000000001,0.5,304,4232.0,0.035,2m,2.6,0.2,1.0,128.0,7312.0,0.015,3m,2.6,0.6000000000000001,1.5,408.0,,,,,,,,7392.0,0.02,2m,2.6,0.2,0.5,624.0,1776.0,0.025,3m,2.4000000000000004,0.4,2.0,624.0,4880,0.045000000000000005,3m,2.4000000000000004,0.8,0.5,144,2128,0.02,1m,2.0,0.4,2.0,520,,,,,,,,6448.0,0.05,2m,1.8,0.8,0.5,672.0,4496,0.045000000000000005,5m,3.0,0.4,1.5,624,1856,0.05,5m,1.6,0.0,2.0,336,,,,,,,,7752,0.01,4m,1.4,0.0,1.5,880,,,,,,,,1592,0.03,2m,1.0,0.8,2.0,968,2856,0.015,3m,2.2,0.4,0.5,616,5480.0,0.035,5m,2.6,0.0,1.5,920.0,0.2,24,COMPLETE
64,64,1.0549519135895744,2025-06-22 16:30:20.046804,2025-06-22 16:30:44.050023,0 days 00:00:24.003219,2728.0,0.01,1m,2.6,0.4,0.5,176.0,,,,,,,,,,,,,,,6488.0,0.02,5m,1.6,0.2,0.5,544.0,5344.0,0.025,5m,2.2,0.6000000000000001,2.0,752.0,4880.0,0.02,3m,2.6,1.0,0.5,408.0,5840.0,0.03,4m,2.2,1.0,1.5,768.0,7504.0,0.045000000000000005,5m,2.0,0.6000000000000001,1.0,136.0,3216,0.02,2m,2.0,0.8,1.5,992,1424.0,0.04,5m,2.4000000000000004,1.0,2.0,920.0,3656,0.025,1m,2.0,1.0,0.5,912,6904.0,0.04,4m,1.0,0.4,1.0,600.0,7816,0.04,5m,2.8,0.6000000000000001,0.5,232,4432.0,0.04,2m,2.2,0.2,1.0,176.0,7168.0,0.02,3m,2.4000000000000004,0.6000000000000001,1.5,584.0,,,,,,,,6912.0,0.025,2m,2.6,0.2,0.5,728.0,1104.0,0.02,1m,2.4000000000000004,0.4,2.0,704.0,3904,0.045000000000000005,2m,2.6,0.6000000000000001,0.5,200,2888,0.025,1m,2.0,0.4,2.0,536,,,,,,,,7016.0,0.05,2m,1.8,0.6000000000000001,0.5,576.0,5048,0.04,5m,2.8,0.2,1.5,656,2144,0.05,5m,1.6,0.0,2.0,312,3688.0,0.02,3m,3.0,0.4,1.5,336.0,7792,0.01,4m,1.2,0.0,1.5,1024,7904.0,0.035,2m,1.6,0.6000000000000001,1.5,152.0,2544,0.025,2m,1.2,0.6000000000000001,2.0,912,3160,0.015,3m,2.2,0.4,0.5,672,6456.0,0.035,5m,2.6,0.2,1.5,944.0,0.2,26,COMPLETE
65,65,1.0387252126323296,2025-06-22 16:30:44.117719,2025-06-22 16:31:08.045818,0 days 00:00:23.928099,2912.0,0.01,1m,2.4000000000000004,0.4,0.5,128.0,,,,,,,,,,,,,,,5552.0,0.025,5m,1.6,0.2,0.5,568.0,5144.0,0.025,5m,2.2,0.6000000000000001,2.0,840.0,4688.0,0.025,3m,2.4000000000000004,1.0,0.5,424.0,6032.0,0.025,4m,2.2,1.0,1.5,696.0,7584.0,0.045000000000000005,5m,1.8,0.6000000000000001,1.0,216.0,3304,0.02,2m,2.0,0.8,0.5,1000,1032.0,0.04,5m,2.4000000000000004,1.0,2.0,928.0,4728,0.025,1m,1.8,1.0,0.5,912,6984.0,0.04,4m,1.0,0.4,1.0,592.0,7336,0.04,5m,2.8,0.6000000000000001,0.5,232,4848.0,0.04,2m,2.2,0.2,1.0,176.0,7808.0,0.025,3m,2.4000000000000004,0.6000000000000001,1.5,568.0,,,,,,,,6904.0,0.025,2m,2.6,0.2,0.5,752.0,1328.0,0.02,1m,2.4000000000000004,0.4,2.0,696.0,3968,0.045000000000000005,2m,2.6,0.6000000000000001,0.5,192,3400,0.025,1m,2.0,0.4,2.0,592,,,,,,,,6960.0,0.05,2m,2.0,0.6000000000000001,0.5,568.0,4872,0.035,5m,3.0,0.2,1.5,640,2240,0.05,5m,1.4,0.2,2.0,392,4000.0,0.025,3m,3.0,0.4,1.5,336.0,7832,0.015,4m,1.0,0.0,1.5,1024,8176.0,0.035,2m,1.6,0.4,1.5,128.0,1720,0.025,2m,1.2,0.6000000000000001,2.0,912,2984,0.01,3m,2.2,0.4,0.5,680,5904.0,0.035,5m,2.6,0.4,1.5,888.0,0.2,26,COMPLETE
66,66,1.0304077927156634,2025-06-22 16:31:08.113018,2025-06-22 16:31:33.139119,0 days 00:00:25.026101,2856.0,0.01,1m,2.4000000000000004,0.4,0.5,128.0,,,,,,,,,,,,,,,5288.0,0.025,5m,2.0,0.2,1.0,552.0,5184.0,0.025,5m,2.4000000000000004,0.6000000000000001,1.5,848.0,4768.0,0.03,3m,2.2,1.0,0.5,424.0,5504.0,0.025,4m,2.2,1.0,1.5,608.0,8032.0,0.045000000000000005,5m,1.8,0.6000000000000001,1.0,136.0,3352,0.015,2m,2.0,0.8,0.5,992,1032.0,0.04,5m,2.4000000000000004,1.0,2.0,936.0,4272,0.025,1m,1.8,0.8,0.5,920,6936.0,0.035,4m,1.0,0.4,1.0,584.0,7376,0.04,5m,2.8,0.6000000000000001,0.5,440,4400.0,0.04,2m,2.2,0.2,1.0,184.0,7728.0,0.025,1m,2.4000000000000004,0.6000000000000001,1.5,568.0,,,,,,,,6928.0,0.02,2m,2.4000000000000004,0.2,0.5,712.0,1296.0,0.02,1m,2.4000000000000004,0.4,2.0,696.0,3936,0.045000000000000005,2m,2.6,0.6000000000000001,0.5,208,3520,0.03,1m,2.0,0.4,2.0,584,,,,,,,,7008.0,0.05,2m,2.0,0.6000000000000001,0.5,560.0,5544,0.035,5m,3.0,0.0,1.5,648,2240,0.05,5m,1.4,0.2,2.0,392,4000.0,0.025,3m,3.0,0.4,1.5,320.0,7512,0.01,4m,1.0,0.0,1.5,1016,8152.0,0.035,2m,1.8,0.4,1.5,152.0,1616,0.025,2m,1.2,0.6000000000000001,2.0,912,3056,0.01,3m,2.2,0.4,0.5,664,5800.0,0.035,5m,2.6,0.4,1.5,1024.0,0.25,26,COMPLETE
67,67,1.0104506611625672,2025-06-22 16:31:33.182887,2025-06-22 16:31:52.000119,0 days 00:00:18.817232,,,,,,,,,,,,,,,,,,,,,,6552.0,0.025,5m,1.6,0.0,0.5,440.0,,,,,,,,5128.0,0.025,3m,2.4000000000000004,1.0,0.5,400.0,6760.0,0.025,4m,2.2,1.0,1.5,696.0,7528.0,0.045000000000000005,5m,1.8,0.6000000000000001,1.0,224.0,3896,0.02,2m,1.8,0.8,0.5,960,1424.0,0.04,5m,2.2,1.0,1.5,944.0,3600,0.025,1m,1.6,1.0,0.5,1000,7056.0,0.03,4m,1.2,0.4,1.0,632.0,6392,0.04,5m,2.6,0.6000000000000001,0.5,344,,,,,,,,7304.0,0.025,3m,2.4000000000000004,0.6000000000000001,2.0,600.0,,,,,,,,6144.0,0.025,2m,2.2,0.4,0.5,792.0,1448.0,0.025,1m,2.2,0.4,1.5,648.0,4528,0.045000000000000005,2m,2.2,0.6000000000000001,2.0,208,2952,0.025,1m,2.0,0.2,2.0,544,,,,,,,,7480.0,0.05,2m,2.0,0.6000000000000001,0.5,640.0,4944,0.035,5m,2.8,0.4,1.5,592,7024,0.05,5m,1.2,0.2,2.0,488,,,,,,,,7880,0.02,4m,1.2,0.0,2.0,976,,,,,,,,2584,0.03,2m,1.2,0.6000000000000001,2.0,1024,4376,0.01,3m,2.2,0.4,0.5,728,6400.0,0.035,5m,2.4000000000000004,0.4,1.5,880.0,0.15000000000000002,21,COMPLETE
68,68,0.9791048456057433,2025-06-22 16:31:52.041867,2025-06-22 16:32:14.240792,0 days 00:00:22.198925,3712.0,0.01,1m,2.4000000000000004,0.4,0.5,176.0,,,,,,,,,,,,,,,5640.0,0.02,5m,1.6,0.2,0.5,600.0,5888.0,0.025,5m,2.2,0.4,2.0,872.0,4616.0,0.02,3m,2.6,1.0,1.0,448.0,6032.0,0.025,4m,2.0,1.0,1.5,608.0,7720.0,0.05,5m,1.8,0.6000000000000001,1.0,224.0,4480,0.015,2m,2.0,0.8,1.0,1016,1400.0,0.035,5m,2.4000000000000004,1.0,0.5,920.0,4744,0.03,1m,2.0,1.0,0.5,928,7640.0,0.04,4m,1.2,0.4,1.5,528.0,6840,0.045000000000000005,5m,3.0,0.4,1.0,240,3496.0,0.03,2m,2.0,0.2,1.0,1016.0,7968.0,0.02,3m,2.2,0.6000000000000001,1.5,664.0,,,,,,,,6992.0,0.015,2m,2.4000000000000004,0.4,0.5,728.0,2096.0,0.03,1m,2.0,0.6000000000000001,1.5,552.0,4144,0.045000000000000005,2m,2.4000000000000004,0.6000000000000001,1.0,184,3296,0.025,1m,2.0,0.4,2.0,600,,,,,,,,4728.0,0.05,2m,2.0,0.6000000000000001,0.5,696.0,4528,0.04,5m,3.0,0.2,1.5,648,2512,0.05,5m,1.6,0.0,2.0,304,,,,,,,,7936,0.01,4m,1.0,0.0,1.5,992,,,,,,,,1840,0.025,2m,1.0,0.6000000000000001,1.5,968,3032,0.01,3m,2.2,0.6000000000000001,1.0,688,6016.0,0.03,5m,2.4000000000000004,0.4,1.5,824.0,0.2,24,COMPLETE
69,69,1.0462148998955343,2025-06-22 16:32:14.307664,2025-06-22 16:32:38.732892,0 days 00:00:24.425228,2272.0,0.01,1m,2.6,0.4,0.5,184.0,,,,,,,,,,,,,,,4728.0,0.02,5m,1.6,0.2,1.0,632.0,4864.0,0.03,5m,2.2,0.6000000000000001,1.5,760.0,5568.0,0.03,3m,2.0,1.0,0.5,536.0,6888.0,0.03,4m,2.2,1.0,1.5,768.0,7336.0,0.04,5m,2.0,0.6000000000000001,1.0,264.0,3528,0.02,2m,1.6,1.0,0.5,912,2088.0,0.045000000000000005,5m,2.0,1.0,2.0,984.0,4240,0.025,1m,1.8,0.8,0.5,1000,7584.0,0.025,4m,1.0,0.4,1.0,744.0,1496,0.045000000000000005,5m,2.6,0.6000000000000001,0.5,416,4888.0,0.035,2m,2.2,0.2,1.0,168.0,7216.0,0.02,3m,1.8,0.8,1.5,640.0,,,,,,,,7520.0,0.02,2m,2.6,0.2,0.5,744.0,1608.0,0.02,1m,2.4000000000000004,0.4,2.0,712.0,5200,0.045000000000000005,2m,2.6,0.6000000000000001,0.5,272,2832,0.025,1m,2.4000000000000004,0.2,2.0,648,,,,,,,,7072.0,0.05,2m,1.8,0.4,0.5,592.0,4824,0.04,1m,2.8,0.4,1.5,728,6312,0.045000000000000005,5m,1.4,0.6000000000000001,2.0,320,,,,,,,,7432,0.015,4m,1.2,0.0,1.0,1024,7904.0,0.035,2m,1.6,0.4,2.0,136.0,1128,0.03,2m,1.4,0.4,2.0,896,2552,0.015,3m,2.2,0.4,0.5,616,5024.0,0.035,5m,2.2,0.2,2.0,704.0,0.2,25,COMPLETE
70,70,1.0315619318790217,2025-06-22 16:32:38.843748,2025-06-22 16:33:02.928091,0 days 00:00:24.084343,2648.0,0.015,1m,2.2,0.4,0.5,168.0,,,,,,,,,,,,,,,4696.0,0.025,5m,1.8,1.0,1.0,528.0,4800.0,0.025,5m,2.2,0.6000000000000001,1.5,760.0,5744.0,0.03,3m,2.0,1.0,0.5,528.0,5768.0,0.03,4m,2.4000000000000004,0.8,1.0,760.0,7344.0,0.04,5m,2.0,0.6000000000000001,1.0,280.0,3576,0.03,2m,1.6,1.0,0.5,912,2144.0,0.045000000000000005,5m,2.0,1.0,1.5,1000.0,3600,0.025,1m,1.8,0.8,0.5,992,7608.0,0.025,4m,1.6,0.4,1.0,832.0,1384,0.045000000000000005,5m,2.6,0.4,0.5,416,5008.0,0.035,2m,2.2,0.4,1.5,168.0,7112.0,0.025,5m,1.8,0.8,1.5,656.0,,,,,,,,7696.0,0.02,3m,2.4000000000000004,0.2,1.0,760.0,1664.0,0.025,1m,2.4000000000000004,0.4,2.0,592.0,5320,0.04,2m,2.6,0.6000000000000001,0.5,280,2856,0.03,1m,2.4000000000000004,0.2,2.0,648,,,,,,,,7536.0,0.045000000000000005,2m,1.8,0.4,0.5,600.0,5992,0.035,1m,3.0,0.4,1.5,728,6368,0.045000000000000005,5m,1.2,0.6000000000000001,2.0,344,,,,,,,,7416,0.015,4m,1.2,0.0,1.0,920,7848.0,0.035,2m,1.6,0.4,2.0,192.0,1096,0.035,2m,1.4,0.4,2.0,888,1968,0.02,3m,2.4000000000000004,0.4,0.5,528,5160.0,0.03,5m,2.2,0.4,2.0,680.0,0.15000000000000002,25,COMPLETE
