,number,value,datetime_start,datetime_complete,duration,params_AMD_FAST_beta_win,params_AMD_FAST_stop_loss,params_AMD_FAST_trade_freq,params_AMD_FAST_z_entry,params_AMD_FAST_z_exit,params_AMD_FAST_z_stop_scaler,params_AMD_FAST_z_win,params_AMD_ISRG_beta_win,params_AMD_ISRG_stop_loss,params_AMD_ISRG_trade_freq,params_AMD_ISRG_z_entry,params_AMD_ISRG_z_exit,params_AMD_ISRG_z_stop_scaler,params_AMD_ISRG_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ANSS_OKTA_beta_win,params_ANSS_OKTA_stop_loss,params_ANSS_OKTA_trade_freq,params_ANSS_OKTA_z_entry,params_ANSS_OKTA_z_exit,params_ANSS_OKTA_z_stop_scaler,params_ANSS_OKTA_z_win,params_ASML_AVGO_beta_win,params_ASML_AVGO_stop_loss,params_ASML_AVGO_trade_freq,params_ASML_AVGO_z_entry,params_ASML_AVGO_z_exit,params_ASML_AVGO_z_stop_scaler,params_ASML_AVGO_z_win,params_ASML_INTU_beta_win,params_ASML_INTU_stop_loss,params_ASML_INTU_trade_freq,params_ASML_INTU_z_entry,params_ASML_INTU_z_exit,params_ASML_INTU_z_stop_scaler,params_ASML_INTU_z_win,params_ASML_TXN_beta_win,params_ASML_TXN_stop_loss,params_ASML_TXN_trade_freq,params_ASML_TXN_z_entry,params_ASML_TXN_z_exit,params_ASML_TXN_z_stop_scaler,params_ASML_TXN_z_win,params_ATVI_ILMN_beta_win,params_ATVI_ILMN_stop_loss,params_ATVI_ILMN_trade_freq,params_ATVI_ILMN_z_entry,params_ATVI_ILMN_z_exit,params_ATVI_ILMN_z_stop_scaler,params_ATVI_ILMN_z_win,params_ATVI_PYPL_beta_win,params_ATVI_PYPL_stop_loss,params_ATVI_PYPL_trade_freq,params_ATVI_PYPL_z_entry,params_ATVI_PYPL_z_exit,params_ATVI_PYPL_z_stop_scaler,params_ATVI_PYPL_z_win,params_AVGO_XEL_beta_win,params_AVGO_XEL_stop_loss,params_AVGO_XEL_trade_freq,params_AVGO_XEL_z_entry,params_AVGO_XEL_z_exit,params_AVGO_XEL_z_stop_scaler,params_AVGO_XEL_z_win,params_BIDU_ILMN_beta_win,params_BIDU_ILMN_stop_loss,params_BIDU_ILMN_trade_freq,params_BIDU_ILMN_z_entry,params_BIDU_ILMN_z_exit,params_BIDU_ILMN_z_stop_scaler,params_BIDU_ILMN_z_win,params_CHTR_MDLZ_beta_win,params_CHTR_MDLZ_stop_loss,params_CHTR_MDLZ_trade_freq,params_CHTR_MDLZ_z_entry,params_CHTR_MDLZ_z_exit,params_CHTR_MDLZ_z_stop_scaler,params_CHTR_MDLZ_z_win,params_CTSH_FAST_beta_win,params_CTSH_FAST_stop_loss,params_CTSH_FAST_trade_freq,params_CTSH_FAST_z_entry,params_CTSH_FAST_z_exit,params_CTSH_FAST_z_stop_scaler,params_CTSH_FAST_z_win,params_CTSH_TMUS_beta_win,params_CTSH_TMUS_stop_loss,params_CTSH_TMUS_trade_freq,params_CTSH_TMUS_z_entry,params_CTSH_TMUS_z_exit,params_CTSH_TMUS_z_stop_scaler,params_CTSH_TMUS_z_win,params_EBAY_NFLX_beta_win,params_EBAY_NFLX_stop_loss,params_EBAY_NFLX_trade_freq,params_EBAY_NFLX_z_entry,params_EBAY_NFLX_z_exit,params_EBAY_NFLX_z_stop_scaler,params_EBAY_NFLX_z_win,params_FAST_TMUS_beta_win,params_FAST_TMUS_stop_loss,params_FAST_TMUS_trade_freq,params_FAST_TMUS_z_entry,params_FAST_TMUS_z_exit,params_FAST_TMUS_z_stop_scaler,params_FAST_TMUS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_ILMN_NFLX_beta_win,params_ILMN_NFLX_stop_loss,params_ILMN_NFLX_trade_freq,params_ILMN_NFLX_z_entry,params_ILMN_NFLX_z_exit,params_ILMN_NFLX_z_stop_scaler,params_ILMN_NFLX_z_win,params_ILMN_PYPL_beta_win,params_ILMN_PYPL_stop_loss,params_ILMN_PYPL_trade_freq,params_ILMN_PYPL_z_entry,params_ILMN_PYPL_z_exit,params_ILMN_PYPL_z_stop_scaler,params_ILMN_PYPL_z_win,params_ILMN_SWKS_beta_win,params_ILMN_SWKS_stop_loss,params_ILMN_SWKS_trade_freq,params_ILMN_SWKS_z_entry,params_ILMN_SWKS_z_exit,params_ILMN_SWKS_z_stop_scaler,params_ILMN_SWKS_z_win,params_KLAC_TXN_beta_win,params_KLAC_TXN_stop_loss,params_KLAC_TXN_trade_freq,params_KLAC_TXN_z_entry,params_KLAC_TXN_z_exit,params_KLAC_TXN_z_stop_scaler,params_KLAC_TXN_z_win,params_LRCX_MCHP_beta_win,params_LRCX_MCHP_stop_loss,params_LRCX_MCHP_trade_freq,params_LRCX_MCHP_z_entry,params_LRCX_MCHP_z_exit,params_LRCX_MCHP_z_stop_scaler,params_LRCX_MCHP_z_win,params_LRCX_TXN_beta_win,params_LRCX_TXN_stop_loss,params_LRCX_TXN_trade_freq,params_LRCX_TXN_z_entry,params_LRCX_TXN_z_exit,params_LRCX_TXN_z_stop_scaler,params_LRCX_TXN_z_win,params_MSFT_PCAR_beta_win,params_MSFT_PCAR_stop_loss,params_MSFT_PCAR_trade_freq,params_MSFT_PCAR_z_entry,params_MSFT_PCAR_z_exit,params_MSFT_PCAR_z_stop_scaler,params_MSFT_PCAR_z_win,params_MTCH_REGN_beta_win,params_MTCH_REGN_stop_loss,params_MTCH_REGN_trade_freq,params_MTCH_REGN_z_entry,params_MTCH_REGN_z_exit,params_MTCH_REGN_z_stop_scaler,params_MTCH_REGN_z_win,params_MU_TXN_beta_win,params_MU_TXN_stop_loss,params_MU_TXN_trade_freq,params_MU_TXN_z_entry,params_MU_TXN_z_exit,params_MU_TXN_z_stop_scaler,params_MU_TXN_z_win,params_MU_XEL_beta_win,params_MU_XEL_stop_loss,params_MU_XEL_trade_freq,params_MU_XEL_z_entry,params_MU_XEL_z_exit,params_MU_XEL_z_stop_scaler,params_MU_XEL_z_win,params_NXPI_TXN_beta_win,params_NXPI_TXN_stop_loss,params_NXPI_TXN_trade_freq,params_NXPI_TXN_z_entry,params_NXPI_TXN_z_exit,params_NXPI_TXN_z_stop_scaler,params_NXPI_TXN_z_win,params_REGN_SBUX_beta_win,params_REGN_SBUX_stop_loss,params_REGN_SBUX_trade_freq,params_REGN_SBUX_z_entry,params_REGN_SBUX_z_exit,params_REGN_SBUX_z_stop_scaler,params_REGN_SBUX_z_win,params_REGN_TEAM_beta_win,params_REGN_TEAM_stop_loss,params_REGN_TEAM_trade_freq,params_REGN_TEAM_z_entry,params_REGN_TEAM_z_exit,params_REGN_TEAM_z_stop_scaler,params_REGN_TEAM_z_win,params_buffer_capital,params_pairs_to_trade,state
76,76,0.9685010276970332,2025-06-22 16:27:08.467994,2025-06-22 16:27:24.879300,0 days 00:00:16.411306,2928.0,0.045000000000000005,4m,2.0,0.6000000000000001,0.5,824.0,,,,,,,,2856,0.02,4m,1.2,0.0,1.5,368,,,,,,,,6888,0.05,4m,1.0,1.0,1.0,272,,,,,,,,,,,,,,,6624,0.05,3m,1.6,0.0,0.5,160,2352,0.045000000000000005,1m,3.0,0.2,2.0,240,,,,,,,,6832.0,0.05,2m,1.8,0.4,1.5,992.0,3784,0.015,5m,1.6,0.6000000000000001,0.5,560,7792.0,0.04,3m,1.6,0.4,1.0,360.0,2984,0.045000000000000005,1m,2.2,0.4,2.0,744,,,,,,,,,,,,,,,4552,0.02,3m,2.6,0.6000000000000001,1.0,128,5048.0,0.01,2m,1.2,0.0,1.0,648.0,3224.0,0.04,2m,2.0,0.4,1.0,208.0,5960,0.025,4m,2.2,0.6000000000000001,1.0,736,4352,0.035,3m,1.8,0.8,1.0,568,7240,0.03,3m,1.6,0.4,2.0,952,5392.0,0.05,3m,1.4,0.6000000000000001,0.5,608.0,5720.0,0.03,3m,2.4000000000000004,0.8,1.0,496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7752.0,0.01,5m,2.2,1.0,0.5,200.0,,,,,,,,0.15000000000000002,18,COMPLETE
77,77,0.9665098673439732,2025-06-22 16:27:24.932034,2025-06-22 16:27:36.429795,0 days 00:00:11.497761,2592.0,0.025,3m,1.8,0.6000000000000001,0.5,208.0,,,,,,,,2184,0.02,4m,1.4,0.0,2.0,416,,,,,,,,4000,0.045000000000000005,4m,1.2,1.0,2.0,480,,,,,,,,,,,,,,,7040,0.05,1m,1.4,0.0,0.5,248,1368,0.04,2m,2.8,0.4,1.5,200,,,,,,,,,,,,,,,2848,0.015,2m,1.8,0.6000000000000001,0.5,464,7136.0,0.045000000000000005,2m,1.6,0.8,0.5,392.0,3296,0.03,2m,2.0,1.0,1.5,656,,,,,,,,,,,,,,,4280,0.025,3m,2.4000000000000004,0.6000000000000001,0.5,640,,,,,,,,,,,,,,,7784,0.045000000000000005,4m,2.0,0.4,1.0,792,3288,0.04,5m,2.0,1.0,0.5,688,7936,0.03,3m,2.8,0.4,0.5,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7440.0,0.02,5m,2.0,1.0,1.0,160.0,,,,,,,,0.25,13,COMPLETE
78,78,1.0340724647053419,2025-06-22 16:27:36.467142,2025-06-22 16:27:51.674483,0 days 00:00:15.207341,1960.0,0.035,2m,2.0,0.8,1.0,320.0,,,,,,,,1536,0.01,4m,1.0,0.0,1.5,440,,,,,,,,2544,0.05,1m,2.8,1.0,1.5,248,,,,,,,,,,,,,,,7912,0.045000000000000005,5m,1.6,0.0,0.5,384,3992,0.025,1m,2.6,0.2,1.5,480,,,,,,,,7888.0,0.05,2m,1.2,0.2,1.5,936.0,2512,0.01,2m,1.8,0.4,0.5,176,6632.0,0.04,3m,1.8,0.2,2.0,544.0,2776,0.02,4m,1.2,0.8,2.0,664,,,,,,,,,,,,,,,3072,0.02,2m,2.8,0.2,0.5,792,,,,,,,,,,,,,,,3512,0.025,4m,2.2,0.0,1.5,880,4520,0.045000000000000005,4m,2.2,0.8,1.0,712,7536,0.035,4m,2.0,0.8,0.5,784,4328.0,0.04,3m,1.6,0.8,1.0,552.0,6344.0,0.025,3m,2.2,0.8,1.5,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6232.0,0.02,5m,1.8,1.0,1.0,264.0,,,,,,,,0.3,16,COMPLETE
79,79,0.9867686054660789,2025-06-22 16:27:51.727292,2025-06-22 16:28:10.189181,0 days 00:00:18.461889,1896.0,0.035,2m,1.8,0.8,1.0,320.0,,,,,,,,2456,0.01,4m,1.0,0.0,1.0,432,,,,,,,,2128,0.05,1m,2.4000000000000004,1.0,1.5,392,3568.0,0.025,5m,1.8,0.6000000000000001,1.0,928.0,,,,,,,,8008,0.025,5m,1.2,0.0,1.0,360,4992,0.025,1m,2.6,0.2,1.5,472,,,,,,,,7944.0,0.05,2m,1.2,0.6000000000000001,1.5,944.0,2472,0.01,1m,1.8,0.4,0.5,192,6552.0,0.045000000000000005,3m,1.8,0.2,2.0,600.0,2728,0.015,2m,2.2,0.8,2.0,752,,,,,,,,,,,,,,,3704,0.02,2m,2.2,0.2,1.0,896,5768.0,0.015,2m,1.2,0.2,1.5,424.0,5528.0,0.03,2m,1.8,0.0,0.5,320.0,3768,0.025,4m,3.0,0.0,1.5,864,3880,0.05,4m,2.2,0.8,1.5,464,7512,0.035,4m,1.6,0.6000000000000001,2.0,768,4176.0,0.04,3m,1.8,0.8,1.0,544.0,6344.0,0.025,3m,2.2,0.8,1.5,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8128.0,0.025,5m,1.8,0.0,1.0,256.0,,,,,,,,0.2,19,COMPLETE
80,80,0.9593429165339433,2025-06-22 16:28:10.227722,2025-06-22 16:28:32.262000,0 days 00:00:22.034278,1272.0,0.03,2m,1.6,0.8,1.0,256.0,,,,,,,,1352,0.01,4m,1.0,0.0,1.5,336,,,,,,,,1768,0.05,1m,3.0,0.8,1.5,256,7128.0,0.015,2m,1.2,0.8,1.5,416.0,,,,,,,,7064,0.05,1m,1.4,0.0,0.5,416,4456,0.02,2m,2.6,0.2,2.0,520,,,,,,,,7608.0,0.05,2m,1.0,0.2,1.5,872.0,6448,0.01,3m,2.2,0.2,0.5,136,7456.0,0.04,2m,2.0,0.2,2.0,624.0,3240,0.025,4m,1.8,0.8,2.0,656,8080.0,0.01,2m,2.0,0.2,1.0,616.0,,,,,,,,3032,0.025,2m,2.8,0.2,0.5,312,6560.0,0.025,4m,1.8,0.0,1.0,536.0,6360.0,0.025,1m,2.4000000000000004,0.6000000000000001,1.5,512.0,4888,0.02,1m,2.8,0.0,1.5,888,4528,0.045000000000000005,4m,2.4000000000000004,1.0,1.0,704,8192,0.035,4m,1.8,0.4,0.5,832,4448.0,0.045000000000000005,3m,1.6,0.8,1.0,592.0,5984.0,0.025,3m,2.0,0.8,1.5,704.0,,,,,,,,,,,,,,,,,,,,,,6000.0,0.02,3m,2.8,1.0,2.0,864.0,1600.0,0.02,5m,2.0,0.8,1.0,184.0,,,,,,,,0.1,21,COMPLETE
81,81,1.0124128223763962,2025-06-22 16:28:32.302237,2025-06-22 16:28:47.425395,0 days 00:00:15.123158,4704.0,0.04,2m,2.0,0.0,1.0,400.0,,,,,,,,1760,0.01,4m,1.2,0.0,1.5,400,,,,,,,,2712,0.05,1m,2.6,1.0,1.5,320,,,,,,,,,,,,,,,7792,0.045000000000000005,5m,1.6,0.0,0.5,288,4000,0.025,1m,2.8,0.2,1.5,488,,,,,,,,7352.0,0.05,2m,1.2,0.2,1.5,1000.0,2248,0.01,2m,1.8,0.4,0.5,256,6680.0,0.04,3m,1.4,0.2,2.0,544.0,2448,0.02,4m,1.2,0.8,2.0,688,,,,,,,,,,,,,,,3096,0.015,2m,2.8,0.4,0.5,784,,,,,,,,,,,,,,,3272,0.02,4m,2.0,0.0,1.5,712,4056,0.045000000000000005,4m,2.6,0.8,1.0,792,6696,0.03,4m,2.0,0.8,0.5,1024,5016.0,0.05,3m,1.4,0.8,1.0,392.0,6752.0,0.03,3m,2.2,1.0,1.5,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6832.0,0.02,5m,1.6,1.0,0.5,272.0,,,,,,,,0.3,16,COMPLETE
82,82,0.9878992194220408,2025-06-22 16:28:47.460994,2025-06-22 16:29:02.558547,0 days 00:00:15.097553,1960.0,0.035,2m,2.2,0.6000000000000001,1.5,176.0,,,,,,,,2736,0.015,4m,1.0,0.0,1.5,200,,,,,,,,2584,0.05,1m,1.4,1.0,1.0,192,,,,,,,,,,,,,,,7504,0.04,5m,1.8,0.0,0.5,384,3464,0.025,1m,2.8,0.0,1.5,616,,,,,,,,7016.0,0.05,2m,1.4,0.4,1.5,944.0,2104,0.015,2m,1.6,0.4,0.5,176,6248.0,0.035,3m,1.6,0.2,2.0,448.0,2672,0.02,4m,1.2,0.8,1.5,616,,,,,,,,,,,,,,,2600,0.02,2m,2.8,0.0,0.5,808,,,,,,,,,,,,,,,7064,0.03,4m,2.4000000000000004,0.2,1.0,808,4864,0.04,4m,2.0,0.8,1.0,648,7776,0.03,4m,2.0,0.8,0.5,712,6008.0,0.035,3m,2.2,0.6000000000000001,1.5,448.0,5464.0,0.02,3m,2.6,0.8,1.0,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6432.0,0.015,5m,1.8,1.0,1.0,224.0,,,,,,,,0.3,16,COMPLETE
83,83,0.9630775312771149,2025-06-22 16:29:02.600339,2025-06-22 16:29:21.024020,0 days 00:00:18.423681,2280.0,0.04,5m,2.0,0.8,0.5,248.0,,,,,,,,1496,0.025,4m,1.4,0.0,1.5,296,,,,,,,,4568,0.025,5m,1.4,0.8,1.0,240,2608.0,0.035,1m,1.8,0.4,1.0,792.0,,,,,,,,7880,0.015,5m,1.6,0.6000000000000001,0.5,216,4256,0.03,1m,3.0,0.2,1.5,128,,,,,,,,7784.0,0.045000000000000005,3m,1.4,0.2,1.5,960.0,3264,0.01,2m,2.0,0.6000000000000001,0.5,328,5968.0,0.04,3m,1.8,0.2,0.5,496.0,3776,0.015,4m,1.0,1.0,2.0,608,,,,,,,,,,,,,,,3520,0.015,2m,2.8,0.4,0.5,584,5944.0,0.01,2m,1.4,0.2,1.5,432.0,1920.0,0.035,3m,1.4,0.8,0.5,888.0,4152,0.025,4m,2.0,0.0,1.0,672,3504,0.045000000000000005,3m,2.4000000000000004,0.8,1.0,848,7624,0.03,5m,2.2,0.8,0.5,768,2808.0,0.045000000000000005,4m,1.2,1.0,1.0,512.0,6648.0,0.025,3m,2.4000000000000004,0.8,1.5,624.0,,,,,,,,,,,,,,,,,,,,,,4088.0,0.025,1m,1.0,0.0,1.0,304.0,6104.0,0.015,5m,2.0,1.0,1.0,160.0,,,,,,,,0.25,20,COMPLETE
84,84,0.9374060613973645,2025-06-22 16:29:21.073083,2025-06-22 16:29:36.418420,0 days 00:00:15.345337,1504.0,0.035,1m,2.2,0.4,1.5,208.0,,,,,,,,2336,0.015,3m,1.2,0.2,1.5,536,,,,,,,,3352,0.015,4m,2.8,0.8,1.5,384,,,,,,,,,,,,,,,6464,0.05,5m,1.8,0.0,0.5,264,4552,0.045000000000000005,1m,2.8,0.6000000000000001,1.5,384,,,,,,,,6416.0,0.05,2m,1.2,0.8,1.5,128.0,1672,0.015,2m,1.6,0.4,0.5,248,6880.0,0.035,3m,1.8,0.8,0.5,552.0,6696,0.025,4m,1.4,0.0,2.0,568,,,,,,,,,,,,,,,5040,0.02,3m,2.6,0.8,0.5,840,5144.0,0.02,3m,1.2,0.0,1.0,816.0,,,,,,,,3432,0.02,4m,2.2,0.6000000000000001,2.0,632,5736,0.04,3m,2.2,0.8,1.0,768,7264,0.035,4m,1.8,0.8,0.5,528,4712.0,0.025,3m,2.0,0.6000000000000001,1.5,656.0,7480.0,0.02,3m,2.0,1.0,1.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5880.0,0.045000000000000005,5m,1.4,1.0,1.0,416.0,,,,,,,,0.35000000000000003,17,COMPLETE
85,85,0.9358505851176986,2025-06-22 16:29:36.472463,2025-06-22 16:29:50.665097,0 days 00:00:14.192634,2648.0,0.04,2m,1.8,0.6000000000000001,1.0,288.0,,,,,,,,3176,0.02,4m,1.0,0.0,1.5,472,,,,,,,,3624,0.045000000000000005,1m,1.6,1.0,1.0,464,,,,,,,,,,,,,,,2048,0.045000000000000005,4m,1.6,1.0,0.5,176,3936,0.04,5m,3.0,0.6000000000000001,1.5,272,,,,,,,,8048.0,0.045000000000000005,1m,1.8,0.6000000000000001,1.0,864.0,2448,0.025,2m,2.0,0.6000000000000001,0.5,168,5704.0,0.03,3m,2.0,0.0,1.0,408.0,3576,0.02,4m,2.0,0.8,0.5,512,,,,,,,,,,,,,,,4008,0.015,3m,3.0,0.6000000000000001,0.5,872,,,,,,,,,,,,,,,7616,0.025,4m,1.8,0.0,1.5,984,5432,0.045000000000000005,4m,2.2,0.8,1.0,592,7976,0.03,3m,2.4000000000000004,0.8,0.5,648,,,,,,,,6088.0,0.035,3m,2.2,0.8,1.5,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6888.0,0.02,3m,1.8,1.0,0.5,216.0,,,,,,,,0.3,15,COMPLETE
86,86,0.9681618584214978,2025-06-22 16:29:50.699091,2025-06-22 16:30:04.993369,0 days 00:00:14.294278,2040.0,0.045000000000000005,4m,2.0,0.4,0.5,168.0,,,,,,,,1936,0.015,1m,1.2,0.2,1.5,352,,,,,,,,7256,0.05,2m,1.2,0.0,1.5,424,,,,,,,,,,,,,,,2584,0.05,5m,1.8,0.6000000000000001,1.5,312,5376,0.015,1m,2.8,0.4,0.5,448,,,,,,,,3944.0,0.03,2m,1.6,0.2,1.5,1008.0,2024,0.015,5m,2.8,1.0,1.5,376,6408.0,0.045000000000000005,1m,2.2,0.4,1.5,464.0,7840,0.015,2m,2.2,0.2,2.0,848,,,,,,,,,,,,,,,7976,0.015,5m,2.6,0.8,0.5,736,,,,,,,,,,,,,,,2984,0.045000000000000005,4m,2.2,0.2,1.0,920,5104,0.05,3m,1.8,0.4,1.0,712,6968,0.035,3m,1.8,1.0,1.0,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7152.0,0.03,5m,1.6,1.0,2.0,320.0,,,,,,,,0.25,14,COMPLETE
87,87,0.9954078194261452,2025-06-22 16:30:05.043191,2025-06-22 16:30:15.582428,0 days 00:00:10.539237,3312.0,0.045000000000000005,2m,1.6,0.2,0.5,552.0,,,,,,,,3000,0.03,4m,1.4,0.0,1.5,448,,,,,,,,3920,0.01,4m,2.8,1.0,1.0,920,,,,,,,,,,,,,,,7568,0.045000000000000005,5m,2.2,0.8,0.5,464,2600,0.035,3m,2.2,0.6000000000000001,1.0,328,,,,,,,,,,,,,,,1224,0.025,2m,2.2,0.6000000000000001,0.5,960,7064.0,0.015,3m,3.0,0.6000000000000001,0.5,520.0,4696,0.01,4m,1.2,0.4,0.5,680,,,,,,,,,,,,,,,2672,0.02,4m,2.8,0.8,0.5,696,,,,,,,,,,,,,,,7360,0.03,2m,2.4000000000000004,0.6000000000000001,1.0,528,4744,0.03,1m,2.6,0.6000000000000001,1.5,680,7792,0.025,4m,2.0,0.6000000000000001,0.5,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,12,COMPLETE
88,88,0.9471296324883849,2025-06-22 16:30:15.636249,2025-06-22 16:30:28.026208,0 days 00:00:12.389959,1656.0,0.04,1m,2.4000000000000004,0.8,1.0,360.0,,,,,,,,2200,0.01,3m,1.0,0.2,2.0,248,,,,,,,,2440,0.015,4m,1.4,0.0,1.5,232,,,,,,,,,,,,,,,7496,0.05,5m,1.4,0.4,0.5,240,3144,0.04,1m,3.0,0.6000000000000001,1.5,752,,,,,,,,,,,,,,,3984,0.02,4m,1.8,1.0,0.5,864,5144.0,0.035,2m,1.6,1.0,0.5,488.0,2080,0.02,5m,2.4000000000000004,0.8,1.0,448,,,,,,,,,,,,,,,2352,0.03,2m,3.0,0.0,1.0,776,,,,,,,,,,,,,,,5392,0.035,4m,3.0,0.0,1.0,848,3184,0.035,3m,2.0,0.8,1.0,720,7544,0.03,3m,2.2,0.4,0.5,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496.0,0.01,4m,2.4000000000000004,0.8,1.0,392.0,,,,,,,,0.3,13,COMPLETE
89,89,0.9965247801557978,2025-06-22 16:30:28.082659,2025-06-22 16:30:39.390532,0 days 00:00:11.307873,,,,,,,,,,,,,,,1616,0.02,2m,2.2,0.0,1.5,176,,,,,,,,5712,0.02,1m,1.8,0.8,0.5,320,,,,,,,,,,,,,,,8192,0.04,3m,1.6,0.0,0.5,504,1808,0.04,1m,2.8,0.2,1.5,152,,,,,,,,,,,,,,,3016,0.03,3m,1.6,0.6000000000000001,1.0,928,,,,,,,,2336,0.03,4m,2.2,0.0,0.5,504,,,,,,,,,,,,,,,3520,0.015,3m,2.8,1.0,0.5,1000,,,,,,,,,,,,,,,6712,0.025,5m,1.8,0.2,1.0,600,3840,0.04,3m,1.8,1.0,1.0,536,6296,0.01,1m,1.8,0.6000000000000001,2.0,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,10,COMPLETE
90,90,0.9306765646295718,2025-06-22 16:30:39.425544,2025-06-22 16:30:53.901572,0 days 00:00:14.476028,2456.0,0.05,2m,1.8,0.4,0.5,152.0,,,,,,,,3304,0.025,4m,1.2,0.2,1.5,280,,,,,,,,7576,0.045000000000000005,4m,2.2,1.0,1.0,976,,,,,,,,,,,,,,,5936,0.03,2m,2.0,0.2,0.5,272,2016,0.03,2m,3.0,0.4,1.5,568,,,,,,,,7248.0,0.05,4m,1.0,0.4,2.0,912.0,2712,0.025,2m,3.0,0.8,0.5,272,6040.0,0.04,5m,2.0,0.4,1.5,160.0,1480,0.02,2m,1.4,0.6000000000000001,0.5,360,,,,,,,,,,,,,,,6344,0.025,2m,3.0,0.8,0.5,496,6328.0,0.045000000000000005,4m,1.6,0.4,0.5,744.0,,,,,,,,8192,0.05,4m,2.0,0.4,1.5,712,4424,0.035,4m,1.2,0.6000000000000001,1.5,904,7304,0.025,3m,1.6,0.4,1.5,808,5384.0,0.04,2m,1.6,1.0,1.0,760.0,5672.0,0.025,3m,2.8,0.8,1.0,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6208.0,0.015,5m,1.8,1.0,2.0,256.0,,,,,,,,0.2,17,COMPLETE
91,91,1.0414098365908657,2025-06-22 16:30:53.940627,2025-06-22 16:31:08.029962,0 days 00:00:14.089335,1752.0,0.045000000000000005,2m,1.2,0.4,0.5,464.0,,,,,,,,3584,0.015,2m,2.4000000000000004,0.2,1.5,208,,,,,,,,4160,0.04,4m,1.6,0.4,1.0,616,,,,,,,,,,,,,,,5608,0.05,5m,1.8,0.2,0.5,808,2336,0.035,1m,2.8,0.2,1.5,176,,,,,,,,5608.0,0.045000000000000005,5m,1.2,0.0,1.5,912.0,1760,0.02,2m,1.0,0.8,0.5,960,4816.0,0.035,3m,2.4000000000000004,0.8,0.5,240.0,1856,0.025,4m,2.2,0.6000000000000001,0.5,296,,,,,,,,,,,,,,,7688,0.01,3m,3.0,0.8,0.5,728,,,,,,,,,,,,,,,7304,0.015,4m,1.6,0.6000000000000001,1.0,560,3560,0.025,3m,1.6,0.8,1.0,744,7736,0.03,3m,1.8,0.2,0.5,416,,,,,,,,5192.0,0.015,5m,1.8,0.6000000000000001,0.5,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5560.0,0.015,1m,1.8,1.0,1.5,576.0,,,,,,,,0.25,15,COMPLETE
92,92,1.0414910284693213,2025-06-22 16:31:08.074764,2025-06-22 16:31:21.956726,0 days 00:00:13.881962,2216.0,0.045000000000000005,2m,1.0,0.4,0.5,336.0,,,,,,,,3616,0.015,2m,2.4000000000000004,0.2,1.5,208,,,,,,,,4488,0.035,4m,1.6,0.6000000000000001,1.0,552,,,,,,,,,,,,,,,5712,0.05,5m,1.8,0.2,0.5,800,2384,0.035,1m,2.8,0.2,1.5,208,,,,,,,,5632.0,0.045000000000000005,5m,1.2,0.0,1.5,968.0,1472,0.02,2m,1.4,0.8,0.5,904,4872.0,0.035,3m,2.6,0.8,0.5,304.0,1248,0.025,4m,2.2,0.6000000000000001,0.5,392,,,,,,,,,,,,,,,2088,0.01,3m,3.0,0.8,0.5,824,,,,,,,,,,,,,,,7864,0.015,4m,1.8,0.6000000000000001,1.0,488,3576,0.025,3m,1.4,0.8,1.0,768,7992,0.03,3m,1.8,0.2,0.5,392,,,,,,,,5280.0,0.015,5m,2.0,0.6000000000000001,0.5,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5224.0,0.02,1m,1.8,1.0,1.5,568.0,,,,,,,,0.25,15,COMPLETE
