,number,value,datetime_start,datetime_complete,duration,params_ADP_PAYX_beta_win,params_ADP_PAYX_stop_loss,params_ADP_PAYX_trade_freq,params_ADP_PAYX_z_entry,params_ADP_PAYX_z_exit,params_ADP_PAYX_z_stop_scaler,params_ADP_PAYX_z_win,params_ADP_QCOM_beta_win,params_ADP_QCOM_stop_loss,params_ADP_QCOM_trade_freq,params_ADP_QCOM_z_entry,params_ADP_QCOM_z_exit,params_ADP_QCOM_z_stop_scaler,params_ADP_QCOM_z_win,params_AMD_CMCSA_beta_win,params_AMD_CMCSA_stop_loss,params_AMD_CMCSA_trade_freq,params_AMD_CMCSA_z_entry,params_AMD_CMCSA_z_exit,params_AMD_CMCSA_z_stop_scaler,params_AMD_CMCSA_z_win,params_ATVI_NFLX_beta_win,params_ATVI_NFLX_stop_loss,params_ATVI_NFLX_trade_freq,params_ATVI_NFLX_z_entry,params_ATVI_NFLX_z_exit,params_ATVI_NFLX_z_stop_scaler,params_ATVI_NFLX_z_win,params_AVGO_CTAS_beta_win,params_AVGO_CTAS_stop_loss,params_AVGO_CTAS_trade_freq,params_AVGO_CTAS_z_entry,params_AVGO_CTAS_z_exit,params_AVGO_CTAS_z_stop_scaler,params_AVGO_CTAS_z_win,params_BIDU_CTAS_beta_win,params_BIDU_CTAS_stop_loss,params_BIDU_CTAS_trade_freq,params_BIDU_CTAS_z_entry,params_BIDU_CTAS_z_exit,params_BIDU_CTAS_z_stop_scaler,params_BIDU_CTAS_z_win,params_CERN_INCY_beta_win,params_CERN_INCY_stop_loss,params_CERN_INCY_trade_freq,params_CERN_INCY_z_entry,params_CERN_INCY_z_exit,params_CERN_INCY_z_stop_scaler,params_CERN_INCY_z_win,params_CHKP_VRTX_beta_win,params_CHKP_VRTX_stop_loss,params_CHKP_VRTX_trade_freq,params_CHKP_VRTX_z_entry,params_CHKP_VRTX_z_exit,params_CHKP_VRTX_z_stop_scaler,params_CHKP_VRTX_z_win,params_CMCSA_FOXA_beta_win,params_CMCSA_FOXA_stop_loss,params_CMCSA_FOXA_trade_freq,params_CMCSA_FOXA_z_entry,params_CMCSA_FOXA_z_exit,params_CMCSA_FOXA_z_stop_scaler,params_CMCSA_FOXA_z_win,params_CMCSA_FOX_beta_win,params_CMCSA_FOX_stop_loss,params_CMCSA_FOX_trade_freq,params_CMCSA_FOX_z_entry,params_CMCSA_FOX_z_exit,params_CMCSA_FOX_z_stop_scaler,params_CMCSA_FOX_z_win,params_CMCSA_QCOM_beta_win,params_CMCSA_QCOM_stop_loss,params_CMCSA_QCOM_trade_freq,params_CMCSA_QCOM_z_entry,params_CMCSA_QCOM_z_exit,params_CMCSA_QCOM_z_stop_scaler,params_CMCSA_QCOM_z_win,params_CSCO_ROST_beta_win,params_CSCO_ROST_stop_loss,params_CSCO_ROST_trade_freq,params_CSCO_ROST_z_entry,params_CSCO_ROST_z_exit,params_CSCO_ROST_z_stop_scaler,params_CSCO_ROST_z_win,params_EBAY_KLAC_beta_win,params_EBAY_KLAC_stop_loss,params_EBAY_KLAC_trade_freq,params_EBAY_KLAC_z_entry,params_EBAY_KLAC_z_exit,params_EBAY_KLAC_z_stop_scaler,params_EBAY_KLAC_z_win,params_EBAY_MCHP_beta_win,params_EBAY_MCHP_stop_loss,params_EBAY_MCHP_trade_freq,params_EBAY_MCHP_z_entry,params_EBAY_MCHP_z_exit,params_EBAY_MCHP_z_stop_scaler,params_EBAY_MCHP_z_win,params_EBAY_MXIM_beta_win,params_EBAY_MXIM_stop_loss,params_EBAY_MXIM_trade_freq,params_EBAY_MXIM_z_entry,params_EBAY_MXIM_z_exit,params_EBAY_MXIM_z_stop_scaler,params_EBAY_MXIM_z_win,params_FISV_QCOM_beta_win,params_FISV_QCOM_stop_loss,params_FISV_QCOM_trade_freq,params_FISV_QCOM_z_entry,params_FISV_QCOM_z_exit,params_FISV_QCOM_z_stop_scaler,params_FISV_QCOM_z_win,params_FOX_MAR_beta_win,params_FOX_MAR_stop_loss,params_FOX_MAR_trade_freq,params_FOX_MAR_z_entry,params_FOX_MAR_z_exit,params_FOX_MAR_z_stop_scaler,params_FOX_MAR_z_win,params_GILD_PCAR_beta_win,params_GILD_PCAR_stop_loss,params_GILD_PCAR_trade_freq,params_GILD_PCAR_z_entry,params_GILD_PCAR_z_exit,params_GILD_PCAR_z_stop_scaler,params_GILD_PCAR_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_JD_MDLZ_beta_win,params_JD_MDLZ_stop_loss,params_JD_MDLZ_trade_freq,params_JD_MDLZ_z_entry,params_JD_MDLZ_z_exit,params_JD_MDLZ_z_stop_scaler,params_JD_MDLZ_z_win,params_JD_PAYX_beta_win,params_JD_PAYX_stop_loss,params_JD_PAYX_trade_freq,params_JD_PAYX_z_entry,params_JD_PAYX_z_exit,params_JD_PAYX_z_stop_scaler,params_JD_PAYX_z_win,params_KHC_MAR_beta_win,params_KHC_MAR_stop_loss,params_KHC_MAR_trade_freq,params_KHC_MAR_z_entry,params_KHC_MAR_z_exit,params_KHC_MAR_z_stop_scaler,params_KHC_MAR_z_win,params_KHC_ROST_beta_win,params_KHC_ROST_stop_loss,params_KHC_ROST_trade_freq,params_KHC_ROST_z_entry,params_KHC_ROST_z_exit,params_KHC_ROST_z_stop_scaler,params_KHC_ROST_z_win,params_KHC_SBUX_beta_win,params_KHC_SBUX_stop_loss,params_KHC_SBUX_trade_freq,params_KHC_SBUX_z_entry,params_KHC_SBUX_z_exit,params_KHC_SBUX_z_stop_scaler,params_KHC_SBUX_z_win,params_KLAC_MCHP_beta_win,params_KLAC_MCHP_stop_loss,params_KLAC_MCHP_trade_freq,params_KLAC_MCHP_z_entry,params_KLAC_MCHP_z_exit,params_KLAC_MCHP_z_stop_scaler,params_KLAC_MCHP_z_win,params_MAR_QCOM_beta_win,params_MAR_QCOM_stop_loss,params_MAR_QCOM_trade_freq,params_MAR_QCOM_z_entry,params_MAR_QCOM_z_exit,params_MAR_QCOM_z_stop_scaler,params_MAR_QCOM_z_win,params_MNST_ROST_beta_win,params_MNST_ROST_stop_loss,params_MNST_ROST_trade_freq,params_MNST_ROST_z_entry,params_MNST_ROST_z_exit,params_MNST_ROST_z_stop_scaler,params_MNST_ROST_z_win,params_NXPI_ROST_beta_win,params_NXPI_ROST_stop_loss,params_NXPI_ROST_trade_freq,params_NXPI_ROST_z_entry,params_NXPI_ROST_z_exit,params_NXPI_ROST_z_stop_scaler,params_NXPI_ROST_z_win,params_ORLY_ROST_beta_win,params_ORLY_ROST_stop_loss,params_ORLY_ROST_trade_freq,params_ORLY_ROST_z_entry,params_ORLY_ROST_z_exit,params_ORLY_ROST_z_stop_scaler,params_ORLY_ROST_z_win,params_PAYX_QCOM_beta_win,params_PAYX_QCOM_stop_loss,params_PAYX_QCOM_trade_freq,params_PAYX_QCOM_z_entry,params_PAYX_QCOM_z_exit,params_PAYX_QCOM_z_stop_scaler,params_PAYX_QCOM_z_win,params_buffer_capital,params_pairs_to_trade,state
56,56,0.9462949978051312,2025-06-22 16:24:54.100865,2025-06-22 16:25:11.147501,0 days 00:00:17.046636,3040.0,0.04,5m,2.0,0.2,1.0,672.0,,,,,,,,6696.0,0.04,2m,2.8,1.0,1.0,752.0,,,,,,,,,,,,,,,6328.0,0.03,1m,1.6,0.2,1.0,560.0,6968,0.04,5m,2.8,0.0,0.5,512,3176.0,0.035,2m,2.6,0.0,2.0,400.0,,,,,,,,,,,,,,,2312,0.01,3m,1.6,0.6000000000000001,2.0,936,,,,,,,,,,,,,,,3112,0.05,3m,1.4,0.0,1.5,592,,,,,,,,3368,0.035,2m,2.8,1.0,1.5,288,7072.0,0.025,5m,2.6,1.0,1.0,192.0,,,,,,,,3440,0.03,2m,1.2,1.0,0.5,832,3152,0.045000000000000005,1m,2.8,1.0,1.5,848,,,,,,,,4064,0.035,2m,1.8,0.4,1.5,408,5864,0.01,2m,1.8,0.4,0.5,840,5240.0,0.03,2m,1.2,0.2,0.5,1024.0,5632.0,0.025,5m,1.8,0.8,2.0,856.0,3808,0.015,2m,1.6,0.6000000000000001,0.5,240,5856,0.04,4m,1.8,0.0,0.5,768,,,,,,,,,,,,,,,,,,,,,,0.2,17,COMPLETE
57,57,1.0022214172029626,2025-06-22 16:25:11.223557,2025-06-22 16:25:24.273266,0 days 00:00:13.049709,4256.0,0.045000000000000005,5m,1.8,0.6000000000000001,1.5,440.0,,,,,,,,7672.0,0.035,2m,2.6,0.8,1.0,864.0,,,,,,,,,,,,,,,,,,,,,,7536,0.045000000000000005,5m,2.6,0.8,1.5,232,4000.0,0.04,2m,2.8,0.2,2.0,176.0,,,,,,,,,,,,,,,5944,0.015,5m,1.6,0.4,2.0,528,,,,,,,,,,,,,,,4256,0.02,3m,1.2,0.2,2.0,384,,,,,,,,4952,0.035,2m,2.2,0.8,1.5,368,,,,,,,,,,,,,,,7048,0.015,4m,1.4,0.8,1.5,624,2608,0.05,5m,3.0,0.0,1.5,808,,,,,,,,4504,0.025,2m,1.8,0.2,1.5,352,4768,0.015,2m,1.6,0.8,0.5,168,2168.0,0.045000000000000005,2m,1.8,0.4,0.5,824.0,6584.0,0.01,5m,2.0,0.6000000000000001,2.0,800.0,2384,0.04,3m,3.0,0.8,1.0,464,6320,0.05,4m,2.0,0.2,1.0,720,,,,,,,,,,,,,,,,,,,,,,0.3,15,COMPLETE
58,58,0.9826358526840102,2025-06-22 16:25:24.319276,2025-06-22 16:25:42.936313,0 days 00:00:18.617037,1984.0,0.035,2m,2.6,0.4,1.0,584.0,,,,,,,,8184.0,0.03,2m,1.6,1.0,1.0,984.0,,,,,,,,,,,,,,,5896.0,0.01,1m,1.2,0.0,1.5,424.0,7840,0.04,5m,2.4000000000000004,0.6000000000000001,0.5,600,2592.0,0.045000000000000005,1m,3.0,0.0,1.5,352.0,,,,,,,,,,,,,,,3864,0.02,3m,1.4,0.6000000000000001,2.0,344,,,,,,,,,,,,,,,4480,0.05,3m,1.0,0.0,1.5,472,,,,,,,,5456,0.03,2m,2.4000000000000004,1.0,1.5,464,5472.0,0.03,5m,2.8,0.8,0.5,328.0,,,,,,,,3120,0.035,4m,1.6,0.4,0.5,752,4768,0.04,3m,3.0,0.2,1.0,992,7432.0,0.02,2m,1.4,1.0,1.5,408.0,3672,0.04,2m,2.8,0.4,1.5,496,1720,0.02,2m,1.8,0.4,0.5,984,6096.0,0.035,2m,1.6,0.6000000000000001,0.5,928.0,7208.0,0.035,5m,1.6,1.0,2.0,912.0,7568,0.01,5m,2.8,0.8,1.0,368,5440,0.04,4m,1.4,0.0,0.5,992,,,,,,,,2464.0,0.04,4m,1.4,0.8,1.0,648.0,,,,,,,,0.15000000000000002,19,COMPLETE
59,59,0.9980409402534105,2025-06-22 16:25:42.974627,2025-06-22 16:25:59.620526,0 days 00:00:16.645899,2456.0,0.04,5m,2.4000000000000004,0.6000000000000001,1.0,360.0,,,,,,,,7392.0,0.03,2m,2.4000000000000004,0.8,0.5,616.0,,,,,,,,,,,,,,,7296.0,0.02,1m,1.8,0.2,1.0,296.0,6672,0.045000000000000005,5m,3.0,0.2,0.5,560,6528.0,0.04,2m,2.8,0.2,2.0,512.0,,,,,,,,,,,,,,,1880,0.035,4m,1.2,0.4,2.0,456,,,,,,,,,,,,,,,1608,0.03,3m,1.2,0.2,1.0,520,,,,,,,,4656,0.025,2m,2.6,0.8,1.5,128,7520.0,0.015,3m,1.4,0.6000000000000001,1.0,920.0,,,,,,,,3784,0.025,3m,1.6,1.0,0.5,944,2200,0.045000000000000005,2m,2.6,1.0,1.5,896,,,,,,,,5104,0.035,2m,2.0,0.8,2.0,368,3144,0.015,2m,2.2,0.4,2.0,992,4712.0,0.025,2m,2.0,0.2,1.5,976.0,4784.0,0.025,5m,2.2,0.8,2.0,984.0,4400,0.025,2m,3.0,0.6000000000000001,1.0,480,3040,0.045000000000000005,4m,1.6,0.0,1.0,432,,,,,,,,,,,,,,,,,,,,,,0.25,17,COMPLETE
60,60,0.9910481473429089,2025-06-22 16:25:59.654754,2025-06-22 16:26:15.437901,0 days 00:00:15.783147,1400.0,0.025,5m,1.8,0.2,0.5,752.0,,,,,,,,1112.0,0.035,2m,2.0,0.6000000000000001,1.0,944.0,,,,,,,,,,,,,,,,,,,,,,7216,0.05,5m,2.2,0.4,1.0,400,2128.0,0.015,4m,2.2,0.0,2.0,368.0,,,,,,,,,,,,,,,1208,0.025,3m,1.8,0.2,2.0,1000,,,,,,,,,,,,,,,4872,0.01,2m,1.0,0.0,0.5,664,,,,,,,,3992,0.03,2m,2.0,1.0,1.5,544,6048.0,0.04,5m,2.4000000000000004,1.0,1.0,232.0,,,,,,,,5840,0.03,4m,2.8,0.6000000000000001,1.0,720,3776,0.05,1m,2.8,1.0,2.0,744,,,,,,,,1736,0.04,2m,1.4,0.2,1.5,544,2184,0.02,2m,1.4,1.0,0.5,288,7816.0,0.03,5m,1.6,0.8,0.5,864.0,5304.0,0.015,5m,1.8,1.0,2.0,920.0,6928,0.015,1m,2.2,0.8,1.0,328,7888,0.03,3m,1.8,0.4,1.0,240,,,,,,,,,,,,,,,,,,,,,,0.2,16,COMPLETE
61,61,0.9986448097504547,2025-06-22 16:26:15.472788,2025-06-22 16:26:28.120630,0 days 00:00:12.647842,,,,,,,,,,,,,,,6464.0,0.04,2m,2.4000000000000004,0.8,1.5,736.0,,,,,,,,,,,,,,,,,,,,,,8192,0.035,1m,2.6,0.2,0.5,440,,,,,,,,,,,,,,,,,,,,,,1160,0.015,3m,1.8,0.2,2.0,864,,,,,,,,,,,,,,,5448,0.045000000000000005,5m,1.6,0.0,1.5,560,,,,,,,,4408,0.02,3m,2.2,0.6000000000000001,2.0,672,,,,,,,,,,,,,,,4128,0.04,4m,1.4,1.0,0.5,680,5264,0.045000000000000005,1m,3.0,0.8,1.5,920,,,,,,,,4184,0.05,4m,1.8,0.2,1.5,264,3760,0.015,3m,1.6,0.2,1.0,768,,,,,,,,5184.0,0.02,5m,2.0,0.6000000000000001,1.5,736.0,5032,0.01,2m,2.8,1.0,1.0,576,6880,0.035,2m,1.4,0.0,1.5,936,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,12,COMPLETE
62,62,0.9919009998355356,2025-06-22 16:26:28.177490,2025-06-22 16:26:46.174098,0 days 00:00:17.996608,3304.0,0.05,2m,2.2,0.4,1.5,640.0,,,,,,,,1992.0,0.02,3m,2.8,0.6000000000000001,0.5,888.0,,,,,,,,,,,,,,,3552.0,0.035,4m,2.0,0.0,0.5,680.0,7968,0.035,5m,2.8,0.2,0.5,536,1136.0,0.03,1m,2.6,0.0,1.5,432.0,,,,,,,,,,,,,,,1496,0.015,3m,2.4000000000000004,0.2,2.0,888,,,,,,,,,,,,,,,5080,0.045000000000000005,3m,1.8,0.0,1.5,776,,,,,,,,4272,0.025,1m,1.8,0.8,1.0,856,4912.0,0.02,3m,2.2,0.8,1.5,168.0,,,,,,,,3800,0.035,4m,1.4,1.0,0.5,592,4232,0.04,1m,2.8,0.8,1.5,944,4680.0,0.035,4m,2.0,0.6000000000000001,0.5,456.0,7552,0.045000000000000005,5m,1.6,0.2,1.5,320,4360,0.01,2m,1.2,0.2,1.5,840,4040.0,0.04,2m,1.4,0.6000000000000001,1.0,800.0,6064.0,0.03,3m,1.8,0.8,2.0,696.0,6440,0.01,2m,2.8,1.0,1.5,592,6600,0.035,4m,1.2,0.0,1.0,888,,,,,,,,,,,,,,,,,,,,,,0.3,18,COMPLETE
63,63,0.9890493580966632,2025-06-22 16:26:46.242405,2025-06-22 16:26:59.535236,0 days 00:00:13.292831,3752.0,0.035,5m,1.6,0.4,1.0,816.0,,,,,,,,7864.0,0.045000000000000005,5m,2.6,1.0,1.0,816.0,,,,,,,,,,,,,,,,,,,,,,7704,0.04,1m,2.4000000000000004,0.2,0.5,648,,,,,,,,,,,,,,,,,,,,,,1688,0.01,3m,2.0,0.0,1.5,800,,,,,,,,,,,,,,,5248,0.04,5m,1.4,0.0,1.5,640,,,,,,,,5088,0.02,2m,2.0,0.6000000000000001,2.0,768,,,,,,,,,,,,,,,3384,0.04,4m,1.2,1.0,0.5,496,4528,0.045000000000000005,1m,2.6,0.2,1.5,992,,,,,,,,7920,0.04,3m,1.6,0.2,1.0,216,2632,0.015,3m,2.0,0.2,0.5,896,,,,,,,,4104.0,0.015,2m,1.4,0.8,2.0,824.0,5440,0.01,2m,3.0,0.8,1.0,280,7448,0.035,5m,1.4,0.2,2.0,832,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,13,COMPLETE
64,64,1.0040848912368237,2025-06-22 16:26:59.573201,2025-06-22 16:27:21.756177,0 days 00:00:22.182976,4296.0,0.045000000000000005,3m,2.0,0.6000000000000001,1.5,520.0,,,,,,,,6888.0,0.025,1m,1.6,0.8,0.5,688.0,,,,,,,,,,,,,,,6936.0,0.04,3m,1.8,0.2,1.0,776.0,5384,0.035,2m,2.6,0.0,0.5,488,5328.0,0.035,3m,3.0,0.2,2.0,256.0,,,,,,,,,,,,,,,2216,0.015,2m,2.0,0.2,2.0,904,,,,,,,,,,,,,,,4664,0.045000000000000005,1m,1.2,0.0,1.5,696,2544.0,0.04,5m,1.6,1.0,1.0,416.0,4632,0.025,3m,2.2,1.0,1.5,712,3856.0,0.025,2m,2.0,0.6000000000000001,2.0,368.0,6720.0,0.015,2m,1.8,0.0,1.0,128.0,2920,0.035,4m,1.4,1.0,0.5,456,6624,0.015,1m,2.0,0.6000000000000001,1.5,696,4216.0,0.025,3m,1.6,0.6000000000000001,1.0,224.0,6520,0.045000000000000005,2m,1.8,0.0,1.5,456,3384,0.02,5m,1.0,0.4,0.5,368,6632.0,0.035,2m,1.8,0.2,1.5,592.0,3696.0,0.01,4m,1.6,0.6000000000000001,2.0,768.0,6624,0.01,2m,2.6,1.0,1.5,888,7016,0.04,2m,2.0,0.0,1.0,1000,,,,,,,,4408.0,0.02,5m,1.0,0.4,1.5,888.0,,,,,,,,0.35000000000000003,21,COMPLETE
65,65,0.9779214738578528,2025-06-22 16:27:21.831883,2025-06-22 16:27:36.933327,0 days 00:00:15.101444,4800.0,0.03,5m,2.2,0.2,1.0,720.0,,,,,,,,7200.0,0.03,4m,3.0,1.0,1.0,976.0,,,,,,,,,,,,,,,,,,,,,,5048,0.04,5m,2.6,0.2,0.5,584,4776.0,0.05,2m,2.4000000000000004,0.2,0.5,864.0,,,,,,,,,,,,,,,1024,0.02,3m,1.6,0.8,1.5,128,,,,,,,,,,,,,,,3800,0.05,5m,2.2,0.2,1.5,488,,,,,,,,3576,0.02,4m,2.4000000000000004,0.6000000000000001,2.0,496,,,,,,,,,,,,,,,4760,0.035,4m,1.6,0.8,0.5,792,3000,0.05,1m,2.2,0.8,1.5,872,,,,,,,,3288,0.035,4m,1.8,0.4,1.0,296,2952,0.015,1m,1.4,0.2,1.0,632,2544.0,0.045000000000000005,2m,2.8,0.4,0.5,672.0,5512.0,0.04,5m,2.0,1.0,1.5,360.0,4592,0.015,2m,3.0,0.8,1.0,440,5016,0.035,1m,1.0,0.0,1.5,936,,,,,,,,,,,,,,,,,,,,,,0.3,15,COMPLETE
66,66,0.9985089691821317,2025-06-22 16:27:36.998605,2025-06-22 16:28:02.724669,0 days 00:00:25.726064,4480.0,0.04,1m,2.4000000000000004,0.6000000000000001,1.5,976.0,,,,,,,,2792.0,0.035,2m,2.2,0.8,1.0,912.0,,,,,,,,,,,,,,,5048.0,0.025,2m,1.4,0.4,1.5,960.0,7424,0.04,3m,1.8,0.4,0.5,920,5736.0,0.02,5m,2.6,0.0,1.0,328.0,5472.0,0.025,3m,1.2,1.0,1.0,528.0,3008.0,0.015,2m,2.0,0.4,0.5,784.0,2560,0.01,3m,1.8,0.0,2.0,848,,,,,,,,1952.0,0.025,5m,2.6,0.6000000000000001,1.0,888.0,3464,0.045000000000000005,3m,1.8,0.0,1.0,800,4496.0,0.015,5m,1.0,0.6000000000000001,2.0,240.0,4008,0.015,2m,2.0,0.8,1.5,616,2224.0,0.035,3m,3.0,1.0,1.0,448.0,7704.0,0.035,5m,2.8,0.2,0.5,608.0,2584,0.04,2m,1.8,1.0,0.5,640,3352,0.045000000000000005,1m,3.0,0.6000000000000001,1.5,912,6480.0,0.03,1m,2.2,0.0,1.5,624.0,4760,0.05,1m,2.0,0.2,1.5,144,4000,0.01,2m,1.2,0.4,0.5,496,6312.0,0.04,3m,1.6,0.0,1.0,888.0,2968.0,0.03,5m,1.8,0.2,2.0,880.0,6072,0.01,2m,2.4000000000000004,1.0,1.5,672,7176,0.045000000000000005,4m,1.2,0.2,0.5,784,,,,,,,,3792.0,0.03,4m,2.2,0.6000000000000001,1.0,504.0,1056.0,0.04,3m,1.4,0.2,0.5,544.0,0.25,25,COMPLETE
67,67,0.9871289007779056,2025-06-22 16:28:03.134867,2025-06-22 16:28:13.986333,0 days 00:00:10.851466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4744,0.03,1m,1.6,0.2,0.5,824,,,,,,,,,,,,,,,,,,,,,,2848,0.02,4m,2.2,0.4,1.0,928,,,,,,,,,,,,,,,4264,0.04,4m,1.4,0.0,1.0,584,,,,,,,,3096,0.025,3m,1.8,0.4,1.0,904,,,,,,,,,,,,,,,4344,0.04,3m,1.2,1.0,1.0,848,7008,0.04,3m,2.8,0.8,1.0,792,,,,,,,,5584,0.025,2m,1.8,0.2,1.5,424,3672,0.03,3m,1.6,0.2,0.5,688,,,,,,,,4384.0,0.025,5m,1.6,0.8,0.5,488.0,5648,0.015,2m,2.8,0.6000000000000001,1.0,1024,6576,0.03,2m,1.6,0.6000000000000001,2.0,192,,,,,,,,,,,,,,,,,,,,,,0.4,11,COMPLETE
68,68,0.9839956615898245,2025-06-22 16:28:14.040694,2025-06-22 16:28:23.023024,0 days 00:00:08.982330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6344,0.035,4m,2.8,0.0,0.5,304,,,,,,,,,,,,,,,,,,,,,,1352,0.015,3m,2.0,0.2,1.5,768,,,,,,,,,,,,,,,4936,0.015,3m,1.6,0.4,1.5,736,,,,,,,,5296,0.03,5m,2.4000000000000004,1.0,1.5,648,,,,,,,,,,,,,,,4088,0.045000000000000005,4m,2.2,0.8,0.5,696,3664,0.035,1m,2.6,1.0,1.5,960,,,,,,,,2800,0.04,4m,2.0,0.0,1.0,472,5088,0.025,2m,1.8,0.6000000000000001,1.5,1024,,,,,,,,,,,,,,,7768,0.01,4m,2.8,0.2,0.5,392,2344,0.035,4m,1.8,0.0,1.0,848,,,,,,,,,,,,,,,,,,,,,,0.3,10,COMPLETE
69,69,0.9994152655236314,2025-06-22 16:28:23.060928,2025-06-22 16:28:54.782225,0 days 00:00:31.721297,5368.0,0.045000000000000005,2m,2.6,0.4,0.5,208.0,8040.0,0.025,4m,1.6,0.2,2.0,872.0,6304.0,0.04,2m,1.4,0.6000000000000001,1.5,848.0,8152.0,0.01,3m,1.2,1.0,0.5,992.0,6392.0,0.015,1m,1.6,0.0,1.5,440.0,5616.0,0.015,4m,1.6,0.6000000000000001,0.5,312.0,5656,0.045000000000000005,5m,2.2,0.4,1.0,736,6232.0,0.04,2m,3.0,0.6000000000000001,1.5,216.0,3912.0,0.01,4m,1.6,0.6000000000000001,2.0,720.0,8024.0,0.035,3m,1.4,0.2,1.5,544.0,4296,0.01,1m,1.6,0.0,2.0,968,4280.0,0.03,1m,2.2,0.6000000000000001,1.5,648.0,6416.0,0.015,4m,1.6,0.8,1.5,336.0,6000,0.035,5m,1.0,0.2,1.5,616,5312.0,0.045000000000000005,1m,1.4,0.2,1.5,728.0,5752,0.02,2m,2.2,1.0,2.0,784,3000.0,0.01,4m,1.8,0.8,1.5,128.0,2136.0,0.025,4m,2.2,0.8,1.5,472.0,5336,0.03,1m,1.4,1.0,0.5,568,1352,0.045000000000000005,1m,2.4000000000000004,0.4,1.5,328,3256.0,0.02,1m,1.2,0.4,1.0,1016.0,7056,0.03,2m,2.2,0.4,2.0,632,6080,0.015,4m,1.4,0.2,1.0,128,5112.0,0.025,2m,2.2,0.8,0.5,720.0,5864.0,0.045000000000000005,5m,2.0,0.6000000000000001,1.5,360.0,7280,0.02,2m,2.6,0.8,1.0,976,7544,0.05,2m,1.4,0.2,1.5,128,,,,,,,,5480.0,0.05,5m,2.8,0.0,0.5,784.0,5432.0,0.035,4m,1.8,0.6000000000000001,2.0,352.0,0.2,29,COMPLETE
70,70,1.00473381024351,2025-06-22 16:28:54.848907,2025-06-22 16:29:22.531907,0 days 00:00:27.683000,3968.0,0.035,4m,1.4,0.4,1.0,672.0,,,,,,,,7576.0,0.025,1m,2.4000000000000004,0.4,0.5,760.0,,,,,,,,4192.0,0.02,2m,2.0,0.4,1.0,712.0,4520.0,0.045000000000000005,5m,1.2,0.0,0.5,536.0,4472,0.04,1m,2.4000000000000004,0.2,0.5,520,7768.0,0.03,1m,2.8,0.4,1.0,280.0,7056.0,0.025,1m,2.0,0.8,1.5,312.0,3816.0,0.045000000000000005,5m,2.4000000000000004,0.0,1.0,1024.0,1792,0.04,3m,1.8,0.4,0.5,880,,,,,,,,5184.0,0.03,2m,2.2,0.4,0.5,584.0,4576,0.05,2m,1.2,0.0,1.0,400,3376.0,0.035,2m,2.8,0.4,1.0,896.0,4984,0.015,3m,2.0,0.2,1.5,744,7624.0,0.03,5m,1.4,0.4,1.0,256.0,5456.0,0.04,2m,1.4,0.6000000000000001,0.5,256.0,3688,0.035,5m,1.0,0.8,0.5,776,4936,0.035,4m,3.0,1.0,2.0,840,2544.0,0.015,4m,2.4000000000000004,0.0,0.5,736.0,5920,0.035,4m,1.6,0.2,1.5,504,3184,0.04,3m,1.6,0.0,0.5,792,4296.0,0.02,5m,2.0,0.6000000000000001,2.0,184.0,4904.0,0.035,1m,2.2,1.0,2.0,416.0,6280,0.01,2m,3.0,1.0,1.5,512,6304,0.01,5m,1.6,0.0,2.0,968,,,,,,,,3368.0,0.025,1m,1.6,1.0,2.0,928.0,7112.0,0.025,4m,2.4000000000000004,0.0,1.5,784.0,0.1,26,COMPLETE
71,71,0.9769007287962026,2025-06-22 16:29:22.591400,2025-06-22 16:29:40.436741,0 days 00:00:17.845341,3456.0,0.03,5m,2.2,0.4,1.0,568.0,,,,,,,,7936.0,0.035,2m,2.4000000000000004,0.8,1.0,968.0,,,,,,,,,,,,,,,4984.0,0.03,1m,2.0,0.2,1.0,384.0,8024,0.04,5m,2.6,0.2,0.5,560,5448.0,0.04,2m,2.8,0.0,2.0,344.0,,,,,,,,,,,,,,,1432,0.01,3m,1.8,0.2,2.0,808,,,,,,,,,,,,,,,3936,0.05,3m,1.2,0.0,1.5,512,,,,,,,,4544,0.025,2m,2.2,1.0,1.5,288,5576.0,0.03,5m,2.4000000000000004,0.8,1.0,304.0,,,,,,,,3560,0.035,4m,1.4,1.0,0.5,672,4072,0.05,1m,2.8,0.0,1.5,1024,5728.0,0.02,3m,1.8,0.8,0.5,560.0,4256,0.04,2m,1.8,0.2,1.5,448,3480,0.015,2m,1.6,0.4,0.5,1024,4888.0,0.035,2m,1.6,0.6000000000000001,0.5,864.0,4392.0,0.01,5m,1.8,0.8,2.0,1000.0,6720,0.01,2m,3.0,0.8,1.0,544,6832,0.035,4m,2.0,0.0,1.0,744,,,,,,,,,,,,,,,,,,,,,,0.25,18,COMPLETE
