,number,value,datetime_start,datetime_complete,duration,params_ADP_CTAS_beta_win,params_ADP_CTAS_stop_loss,params_ADP_CTAS_trade_freq,params_ADP_CTAS_z_entry,params_ADP_CTAS_z_exit,params_ADP_CTAS_z_stop_scaler,params_ADP_CTAS_z_win,params_ALXN_CHTR_beta_win,params_ALXN_CHTR_stop_loss,params_ALXN_CHTR_trade_freq,params_ALXN_CHTR_z_entry,params_ALXN_CHTR_z_exit,params_ALXN_CHTR_z_stop_scaler,params_ALXN_CHTR_z_win,params_AMD_CMCSA_beta_win,params_AMD_CMCSA_stop_loss,params_AMD_CMCSA_trade_freq,params_AMD_CMCSA_z_entry,params_AMD_CMCSA_z_exit,params_AMD_CMCSA_z_stop_scaler,params_AMD_CMCSA_z_win,params_AMD_PTON_beta_win,params_AMD_PTON_stop_loss,params_AMD_PTON_trade_freq,params_AMD_PTON_z_entry,params_AMD_PTON_z_exit,params_AMD_PTON_z_stop_scaler,params_AMD_PTON_z_win,params_AMGN_TEAM_beta_win,params_AMGN_TEAM_stop_loss,params_AMGN_TEAM_trade_freq,params_AMGN_TEAM_z_entry,params_AMGN_TEAM_z_exit,params_AMGN_TEAM_z_stop_scaler,params_AMGN_TEAM_z_win,params_CMCSA_PTON_beta_win,params_CMCSA_PTON_stop_loss,params_CMCSA_PTON_trade_freq,params_CMCSA_PTON_z_entry,params_CMCSA_PTON_z_exit,params_CMCSA_PTON_z_stop_scaler,params_CMCSA_PTON_z_win,params_CMCSA_QCOM_beta_win,params_CMCSA_QCOM_stop_loss,params_CMCSA_QCOM_trade_freq,params_CMCSA_QCOM_z_entry,params_CMCSA_QCOM_z_exit,params_CMCSA_QCOM_z_stop_scaler,params_CMCSA_QCOM_z_win,params_CMCSA_SPLK_beta_win,params_CMCSA_SPLK_stop_loss,params_CMCSA_SPLK_trade_freq,params_CMCSA_SPLK_z_entry,params_CMCSA_SPLK_z_exit,params_CMCSA_SPLK_z_stop_scaler,params_CMCSA_SPLK_z_win,params_CMCSA_VRTX_beta_win,params_CMCSA_VRTX_stop_loss,params_CMCSA_VRTX_trade_freq,params_CMCSA_VRTX_z_entry,params_CMCSA_VRTX_z_exit,params_CMCSA_VRTX_z_stop_scaler,params_CMCSA_VRTX_z_win,params_CMCSA_XLNX_beta_win,params_CMCSA_XLNX_stop_loss,params_CMCSA_XLNX_trade_freq,params_CMCSA_XLNX_z_entry,params_CMCSA_XLNX_z_exit,params_CMCSA_XLNX_z_stop_scaler,params_CMCSA_XLNX_z_win,params_CSCO_CTAS_beta_win,params_CSCO_CTAS_stop_loss,params_CSCO_CTAS_trade_freq,params_CSCO_CTAS_z_entry,params_CSCO_CTAS_z_exit,params_CSCO_CTAS_z_stop_scaler,params_CSCO_CTAS_z_win,params_FB_CTAS_beta_win,params_FB_CTAS_stop_loss,params_FB_CTAS_trade_freq,params_FB_CTAS_z_entry,params_FB_CTAS_z_exit,params_FB_CTAS_z_stop_scaler,params_FB_CTAS_z_win,params_FOXA_XLNX_beta_win,params_FOXA_XLNX_stop_loss,params_FOXA_XLNX_trade_freq,params_FOXA_XLNX_z_entry,params_FOXA_XLNX_z_exit,params_FOXA_XLNX_z_stop_scaler,params_FOXA_XLNX_z_win,params_FOX_XLNX_beta_win,params_FOX_XLNX_stop_loss,params_FOX_XLNX_trade_freq,params_FOX_XLNX_z_entry,params_FOX_XLNX_z_exit,params_FOX_XLNX_z_stop_scaler,params_FOX_XLNX_z_win,params_INTC_MU_beta_win,params_INTC_MU_stop_loss,params_INTC_MU_trade_freq,params_INTC_MU_z_entry,params_INTC_MU_z_exit,params_INTC_MU_z_stop_scaler,params_INTC_MU_z_win,params_JD_CTAS_beta_win,params_JD_CTAS_stop_loss,params_JD_CTAS_trade_freq,params_JD_CTAS_z_entry,params_JD_CTAS_z_exit,params_JD_CTAS_z_stop_scaler,params_JD_CTAS_z_win,params_KLAC_MCHP_beta_win,params_KLAC_MCHP_stop_loss,params_KLAC_MCHP_trade_freq,params_KLAC_MCHP_z_entry,params_KLAC_MCHP_z_exit,params_KLAC_MCHP_z_stop_scaler,params_KLAC_MCHP_z_win,params_MTCH_TEAM_beta_win,params_MTCH_TEAM_stop_loss,params_MTCH_TEAM_trade_freq,params_MTCH_TEAM_z_entry,params_MTCH_TEAM_z_exit,params_MTCH_TEAM_z_stop_scaler,params_MTCH_TEAM_z_win,params_NFLX_CHTR_beta_win,params_NFLX_CHTR_stop_loss,params_NFLX_CHTR_trade_freq,params_NFLX_CHTR_z_entry,params_NFLX_CHTR_z_exit,params_NFLX_CHTR_z_stop_scaler,params_NFLX_CHTR_z_win,params_NFLX_CTAS_beta_win,params_NFLX_CTAS_stop_loss,params_NFLX_CTAS_trade_freq,params_NFLX_CTAS_z_entry,params_NFLX_CTAS_z_exit,params_NFLX_CTAS_z_stop_scaler,params_NFLX_CTAS_z_win,params_PTON_CTAS_beta_win,params_PTON_CTAS_stop_loss,params_PTON_CTAS_trade_freq,params_PTON_CTAS_z_entry,params_PTON_CTAS_z_exit,params_PTON_CTAS_z_stop_scaler,params_PTON_CTAS_z_win,params_PTON_SGEN_beta_win,params_PTON_SGEN_stop_loss,params_PTON_SGEN_trade_freq,params_PTON_SGEN_z_entry,params_PTON_SGEN_z_exit,params_PTON_SGEN_z_stop_scaler,params_PTON_SGEN_z_win,params_PTON_XLNX_beta_win,params_PTON_XLNX_stop_loss,params_PTON_XLNX_trade_freq,params_PTON_XLNX_z_entry,params_PTON_XLNX_z_exit,params_PTON_XLNX_z_stop_scaler,params_PTON_XLNX_z_win,params_QCOM_CTAS_beta_win,params_QCOM_CTAS_stop_loss,params_QCOM_CTAS_trade_freq,params_QCOM_CTAS_z_entry,params_QCOM_CTAS_z_exit,params_QCOM_CTAS_z_stop_scaler,params_QCOM_CTAS_z_win,params_ROST_CTAS_beta_win,params_ROST_CTAS_stop_loss,params_ROST_CTAS_trade_freq,params_ROST_CTAS_z_entry,params_ROST_CTAS_z_exit,params_ROST_CTAS_z_stop_scaler,params_ROST_CTAS_z_win,params_SBUX_CTAS_beta_win,params_SBUX_CTAS_stop_loss,params_SBUX_CTAS_trade_freq,params_SBUX_CTAS_z_entry,params_SBUX_CTAS_z_exit,params_SBUX_CTAS_z_stop_scaler,params_SBUX_CTAS_z_win,params_SPLK_CTAS_beta_win,params_SPLK_CTAS_stop_loss,params_SPLK_CTAS_trade_freq,params_SPLK_CTAS_z_entry,params_SPLK_CTAS_z_exit,params_SPLK_CTAS_z_stop_scaler,params_SPLK_CTAS_z_win,params_TSLA_CTAS_beta_win,params_TSLA_CTAS_stop_loss,params_TSLA_CTAS_trade_freq,params_TSLA_CTAS_z_entry,params_TSLA_CTAS_z_exit,params_TSLA_CTAS_z_stop_scaler,params_TSLA_CTAS_z_win,params_ZM_CTAS_beta_win,params_ZM_CTAS_stop_loss,params_ZM_CTAS_trade_freq,params_ZM_CTAS_z_entry,params_ZM_CTAS_z_exit,params_ZM_CTAS_z_stop_scaler,params_ZM_CTAS_z_win,params_ZM_TEAM_beta_win,params_ZM_TEAM_stop_loss,params_ZM_TEAM_trade_freq,params_ZM_TEAM_z_entry,params_ZM_TEAM_z_exit,params_ZM_TEAM_z_stop_scaler,params_ZM_TEAM_z_win,params_buffer_capital,params_pairs_to_trade,state
64,64,0.9652392320433126,2025-06-22 16:29:24.652510,2025-06-22 16:29:45.499124,0 days 00:00:20.846614,3024.0,0.015,1m,1.8,1.0,1.5,832.0,6032.0,0.015,5m,2.8,0.0,1.5,496.0,4416.0,0.03,2m,1.8,0.2,0.5,392.0,4360.0,0.02,2m,1.6,0.4,2.0,456.0,,,,,,,,5944,0.045000000000000005,2m,1.6,1.0,2.0,160,5464,0.045000000000000005,1m,1.6,0.8,0.5,872,5496.0,0.025,1m,1.6,0.6000000000000001,1.0,656.0,5616.0,0.045000000000000005,3m,3.0,0.8,0.5,760.0,1184,0.025,5m,2.6,0.6000000000000001,2.0,880,,,,,,,,,,,,,,,4848,0.045000000000000005,3m,2.2,0.2,2.0,480,5920,0.035,1m,1.6,0.8,1.0,424,2584,0.035,5m,1.4,0.6000000000000001,0.5,768,1560,0.04,5m,2.2,1.0,2.0,776,2800.0,0.02,4m,1.4,1.0,1.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8024.0,0.02,5m,1.6,0.6000000000000001,1.0,512.0,4448,0.035,3m,2.8,0.4,1.5,600,1472,0.015,2m,2.2,0.6000000000000001,0.5,840,7312,0.05,4m,2.6,0.0,1.0,720,4048.0,0.035,5m,2.0,0.8,1.0,840.0,3624.0,0.02,5m,1.4,0.0,2.0,352.0,1720.0,0.02,2m,2.2,1.0,1.5,240.0,,,,,,,,,,,,,,,0.1,21,COMPLETE
65,65,0.9077540332268009,2025-06-22 16:29:45.546433,2025-06-22 16:30:03.256316,0 days 00:00:17.709883,2328.0,0.025,5m,2.0,0.8,2.0,232.0,3952.0,0.035,5m,2.6,0.2,1.5,360.0,3072.0,0.04,2m,1.6,0.2,1.0,464.0,1352.0,0.03,5m,1.4,0.2,2.0,416.0,,,,,,,,4592,0.02,2m,1.6,0.8,1.0,400,3872,0.05,1m,1.8,0.6000000000000001,1.5,680,5808.0,0.015,1m,1.8,0.2,1.0,464.0,,,,,,,,4984,0.025,5m,1.8,0.4,2.0,352,,,,,,,,,,,,,,,4160,0.05,3m,1.6,0.0,1.5,432,5232,0.04,1m,2.0,1.0,1.0,376,4240,0.04,5m,1.2,0.6000000000000001,0.5,704,2336,0.03,3m,2.0,0.8,2.0,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0,0.04,5m,2.2,1.0,1.5,128.0,2720,0.03,3m,1.0,0.2,1.5,232,2872,0.025,4m,2.2,0.8,1.0,784,2896,0.045000000000000005,4m,3.0,1.0,1.0,608,6640.0,0.03,5m,2.6,1.0,1.5,600.0,4264.0,0.045000000000000005,5m,2.6,0.2,2.0,160.0,3328.0,0.015,2m,1.8,0.6000000000000001,1.5,328.0,,,,,,,,,,,,,,,0.15000000000000002,19,COMPLETE
66,66,1.0118464197144936,2025-06-22 16:30:03.292725,2025-06-22 16:30:21.011363,0 days 00:00:17.718638,2696.0,0.03,3m,1.6,1.0,1.5,864.0,5592.0,0.04,5m,2.2,0.0,1.5,384.0,4736.0,0.035,4m,2.2,0.0,1.0,528.0,5176.0,0.02,4m,1.2,0.8,2.0,216.0,,,,,,,,5256,0.03,2m,1.8,0.4,1.5,168,4968,0.015,2m,1.4,0.0,0.5,552,4384.0,0.03,5m,2.0,0.4,1.0,784.0,6576.0,0.05,3m,2.8,0.2,0.5,448.0,1480,0.025,5m,2.4000000000000004,0.4,2.0,408,,,,,,,,,,,,,,,5960,0.01,1m,1.8,0.4,1.5,200,5656,0.04,1m,1.6,1.0,2.0,304,3392,0.045000000000000005,5m,1.0,0.4,0.5,832,2984,0.025,5m,1.8,0.6000000000000001,2.0,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5904.0,0.05,2m,1.8,0.8,2.0,264.0,4920,0.025,3m,1.4,0.6000000000000001,1.5,904,3464,0.02,2m,2.0,0.8,1.0,584,2376,0.05,5m,3.0,0.0,1.0,664,5280.0,0.04,4m,3.0,0.6000000000000001,1.0,784.0,2952.0,0.025,5m,1.8,0.4,2.0,208.0,2152.0,0.04,2m,2.0,0.8,0.5,128.0,,,,,,,,,,,,,,,0.25,20,COMPLETE
67,67,0.9408465274415643,2025-06-22 16:30:21.085967,2025-06-22 16:30:42.641223,0 days 00:00:21.555256,2160.0,0.015,5m,1.4,1.0,1.5,928.0,4912.0,0.01,5m,3.0,0.0,1.5,544.0,5768.0,0.03,4m,2.0,0.2,0.5,408.0,4176.0,0.025,2m,1.8,1.0,1.5,312.0,,,,,,,,2448,0.025,1m,2.0,0.8,2.0,128,4496,0.05,1m,2.0,0.4,2.0,792,5040.0,0.02,3m,1.6,1.0,1.5,584.0,4400.0,0.04,3m,2.6,0.4,1.0,176.0,1968,0.03,5m,1.0,0.6000000000000001,2.0,528,,,,,,,,3392.0,0.04,2m,1.8,0.8,2.0,896.0,5640,0.045000000000000005,3m,2.6,0.6000000000000001,1.5,272,6736,0.045000000000000005,5m,1.8,0.6000000000000001,1.5,176,2688,0.04,4m,1.4,0.4,1.0,504,2576,0.045000000000000005,2m,1.8,0.4,2.0,320,5856.0,0.02,4m,1.2,0.6000000000000001,1.5,504.0,,,,,,,,5032.0,0.02,4m,2.8,0.0,2.0,792.0,,,,,,,,,,,,,,,2048.0,0.015,5m,2.0,1.0,1.5,368.0,5256,0.02,4m,1.2,0.0,1.5,808,4840,0.025,3m,1.8,0.6000000000000001,1.0,992,1960,0.035,4m,2.6,0.0,1.0,784,2696.0,0.025,5m,2.4000000000000004,1.0,1.5,704.0,4112.0,0.015,4m,1.2,0.2,1.0,256.0,2496.0,0.01,2m,1.0,1.0,1.5,168.0,,,,,,,,4528.0,0.015,1m,1.4,0.2,2.0,872.0,0.05,24,COMPLETE
68,68,0.9328081629415389,2025-06-22 16:30:42.679639,2025-06-22 16:31:09.582623,0 days 00:00:26.902984,3184.0,0.02,1m,2.2,1.0,1.5,896.0,3408.0,0.015,5m,1.8,0.2,1.5,128.0,5192.0,0.035,2m,1.8,0.4,1.0,984.0,3592.0,0.02,1m,1.4,0.2,2.0,848.0,,,,,,,,7936,0.035,1m,1.4,0.6000000000000001,1.0,256,6200,0.045000000000000005,1m,2.2,0.6000000000000001,1.0,832,1504.0,0.01,1m,2.4000000000000004,0.8,1.0,712.0,1424.0,0.045000000000000005,4m,3.0,0.6000000000000001,1.0,488.0,3608,0.02,4m,2.8,0.0,1.5,592,,,,,,,,4416.0,0.03,1m,2.0,0.4,1.5,808.0,5184,0.05,2m,1.4,0.2,2.0,400,6352,0.03,1m,2.0,0.8,1.0,272,2256,0.045000000000000005,2m,1.8,0.4,1.0,152,4528,0.035,3m,2.0,0.0,2.0,608,5056.0,0.025,1m,1.0,0.4,1.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2448.0,0.03,5m,2.2,0.4,1.0,440.0,6064,0.035,1m,2.6,0.4,1.5,432,5264,0.03,4m,2.0,0.0,1.0,928,5536,0.045000000000000005,5m,2.8,0.8,1.0,488,6080.0,0.05,3m,2.2,0.8,1.0,504.0,1528.0,0.03,3m,2.2,0.0,1.5,440.0,1840.0,0.025,2m,1.2,0.4,1.0,216.0,,,,,,,,,,,,,,,0.2,22,COMPLETE
69,69,1.0111056641545269,2025-06-22 16:31:09.648822,2025-06-22 16:31:22.234929,0 days 00:00:12.586107,2512.0,0.025,5m,1.0,1.0,2.0,752.0,4616.0,0.03,2m,1.6,0.0,1.5,288.0,6144.0,0.03,5m,1.4,0.2,0.5,312.0,3232.0,0.03,5m,1.0,0.8,1.5,632.0,,,,,,,,5928,0.03,2m,1.8,0.4,2.0,792,1080,0.045000000000000005,3m,1.6,0.0,1.5,576,,,,,,,,,,,,,,,2880,0.035,2m,2.2,0.2,2.0,248,,,,,,,,,,,,,,,4472,0.045000000000000005,3m,1.2,0.2,1.5,344,5064,0.035,3m,1.8,0.0,1.5,528,3088,0.035,5m,1.6,0.6000000000000001,2.0,720,2160,0.03,3m,2.0,0.8,1.5,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4608,0.04,2m,2.2,0.2,1.0,496,2608,0.02,1m,1.2,0.6000000000000001,1.0,1024,3320,0.045000000000000005,4m,2.8,0.6000000000000001,1.0,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,14,COMPLETE
70,70,1.0297469044519287,2025-06-22 16:31:22.284698,2025-06-22 16:31:35.009677,0 days 00:00:12.724979,4896.0,0.02,2m,1.8,0.8,1.5,368.0,2696.0,0.01,5m,2.8,0.2,1.5,408.0,7048.0,0.04,4m,1.6,0.0,0.5,464.0,8184.0,0.02,2m,1.6,0.8,2.0,424.0,,,,,,,,4776,0.035,5m,1.6,0.0,1.5,704,2504,0.05,4m,1.2,0.8,0.5,504,,,,,,,,,,,,,,,6576,0.025,5m,1.4,0.6000000000000001,2.0,928,,,,,,,,,,,,,,,3888,0.05,3m,2.2,0.0,1.5,552,4304,0.04,5m,1.6,0.8,2.0,472,1848,0.04,5m,1.2,0.4,0.5,600,3616,0.02,4m,1.8,0.4,2.0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184,0.03,3m,1.6,0.4,1.5,728,4192,0.035,2m,1.6,0.8,0.5,640,3776,0.05,5m,1.0,1.0,0.5,592,4400.0,0.045000000000000005,5m,2.8,0.6000000000000001,2.0,744.0,5168.0,0.02,3m,2.4000000000000004,0.6000000000000001,2.0,304.0,2792.0,0.05,3m,1.6,1.0,0.5,624.0,,,,,,,,,,,,,,,0.4,17,COMPLETE
71,71,1.004103798154725,2025-06-22 16:31:35.054804,2025-06-22 16:32:06.384283,0 days 00:00:31.329479,2096.0,0.035,1m,1.0,1.0,1.0,960.0,5192.0,0.025,3m,1.2,0.0,1.5,440.0,3968.0,0.05,1m,1.4,0.6000000000000001,0.5,912.0,4888.0,0.035,2m,1.0,0.0,2.0,920.0,2224.0,0.045000000000000005,2m,2.6,0.6000000000000001,1.0,312.0,1608,0.04,1m,1.2,1.0,0.5,864,1488,0.045000000000000005,5m,1.8,0.6000000000000001,0.5,600,5376.0,0.035,2m,1.2,0.6000000000000001,0.5,840.0,3704.0,0.025,1m,3.0,0.0,1.0,384.0,1768,0.03,3m,2.4000000000000004,0.6000000000000001,2.0,640,3848.0,0.025,4m,1.8,0.0,1.0,416.0,2248.0,0.035,2m,1.4,0.0,2.0,608.0,6672,0.04,2m,1.0,0.8,0.5,936,7160,0.045000000000000005,2m,2.2,0.2,2.0,552,6664,0.045000000000000005,5m,1.0,0.8,1.5,736,1920,0.05,2m,1.6,0.0,2.0,416,5552.0,0.03,2m,1.4,0.8,2.0,760.0,,,,,,,,5352.0,0.035,5m,2.2,0.2,1.5,848.0,3368.0,0.02,2m,1.8,0.2,2.0,504.0,4496.0,0.02,2m,1.4,0.0,1.0,544.0,1504.0,0.03,4m,1.4,1.0,2.0,768.0,1576,0.04,1m,2.4000000000000004,0.2,2.0,856,6128,0.025,3m,2.6,1.0,1.0,1000,1648,0.04,2m,3.0,0.2,1.0,616,6296.0,0.05,3m,2.8,0.4,0.5,560.0,4680.0,0.015,1m,1.0,1.0,2.0,168.0,3848.0,0.015,5m,1.8,1.0,2.0,744.0,3744.0,0.015,5m,1.6,0.0,1.0,672.0,5896.0,0.04,2m,2.2,0.8,1.0,328.0,0.3,29,COMPLETE
72,72,0.9849385472835855,2025-06-22 16:32:06.449056,2025-06-22 16:32:34.820036,0 days 00:00:28.370980,1928.0,0.045000000000000005,1m,1.2,1.0,1.0,1000.0,5768.0,0.015,1m,1.4,0.0,1.0,512.0,3648.0,0.025,4m,1.2,0.4,0.5,800.0,5504.0,0.045000000000000005,2m,1.0,0.0,2.0,880.0,,,,,,,,1392,0.035,4m,1.6,1.0,0.5,760,1984,0.05,1m,1.4,0.0,0.5,640,6496.0,0.03,1m,1.4,0.6000000000000001,1.5,760.0,3088.0,0.03,3m,3.0,0.2,1.5,312.0,1528,0.03,3m,2.6,0.6000000000000001,2.0,472,1576.0,0.035,5m,2.2,0.2,1.5,904.0,3632.0,0.02,1m,1.6,0.6000000000000001,2.0,704.0,6416,0.04,2m,1.2,0.8,1.0,232,5992,0.045000000000000005,4m,2.2,0.2,2.0,160,1600,0.045000000000000005,5m,2.6,0.8,1.0,656,1528,0.05,2m,1.6,0.0,2.0,384,6216.0,0.04,2m,1.6,0.8,1.5,552.0,,,,,,,,4080.0,0.045000000000000005,5m,2.6,0.4,2.0,744.0,5512.0,0.025,1m,1.4,0.8,1.5,720.0,,,,,,,,3616.0,0.03,1m,1.0,1.0,2.0,968.0,1384,0.045000000000000005,3m,2.4000000000000004,0.0,1.5,376,5744,0.025,3m,2.4000000000000004,1.0,1.5,968,1280,0.045000000000000005,3m,2.0,0.2,1.5,544,7112.0,0.05,3m,2.8,0.2,1.0,544.0,5960.0,0.015,5m,1.0,0.0,2.0,216.0,1592.0,0.015,2m,2.0,1.0,2.0,800.0,,,,,,,,5240.0,0.02,3m,2.8,0.6000000000000001,1.5,192.0,0.25,26,COMPLETE
73,73,1.0171740825802544,2025-06-22 16:32:34.880856,2025-06-22 16:32:52.980083,0 days 00:00:18.099227,1624.0,0.035,1m,1.0,0.8,1.0,944.0,4240.0,0.02,5m,1.4,1.0,1.5,576.0,4160.0,0.035,2m,1.4,0.2,0.5,848.0,5872.0,0.025,2m,1.2,0.0,2.0,760.0,,,,,,,,4128,0.03,3m,2.8,1.0,0.5,928,2928,0.05,1m,1.6,0.8,0.5,760,5776.0,0.02,3m,1.8,0.4,1.0,696.0,,,,,,,,1840,0.03,3m,2.4000000000000004,0.6000000000000001,2.0,672,,,,,,,,,,,,,,,5544,0.045000000000000005,2m,1.2,0.6000000000000001,0.5,624,5424,0.05,2m,2.0,0.4,2.0,232,3584,0.05,3m,3.0,0.6000000000000001,1.0,712,2760,0.05,2m,1.8,0.0,1.5,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,0.04,1m,2.0,0.4,1.0,832,6520,0.02,3m,1.8,1.0,1.0,896,1312,0.05,5m,2.4000000000000004,0.4,1.0,688,5848.0,0.045000000000000005,3m,3.0,0.0,1.0,616.0,5736.0,0.015,3m,1.0,0.6000000000000001,2.0,200.0,1992.0,0.02,4m,2.2,1.0,1.0,720.0,,,,,,,,,,,,,,,0.35000000000000003,18,COMPLETE
74,74,1.0392865904501316,2025-06-22 16:32:53.018481,2025-06-22 16:33:16.046858,0 days 00:00:23.028377,3808.0,0.03,1m,1.0,0.0,0.5,592.0,3712.0,0.02,5m,1.0,1.0,0.5,640.0,4696.0,0.045000000000000005,4m,1.8,0.6000000000000001,0.5,232.0,2696.0,0.015,2m,1.0,0.0,2.0,984.0,,,,,,,,1032,0.035,1m,1.4,1.0,0.5,728,1832,0.04,1m,2.6,0.4,0.5,672,4792.0,0.025,2m,1.6,0.6000000000000001,1.5,504.0,2304.0,0.025,1m,2.8,0.0,1.5,416.0,1288,0.035,1m,2.4000000000000004,0.4,2.0,624,,,,,,,,,,,,,,,5048,0.04,2m,1.4,1.0,0.5,328,6784,0.04,2m,2.4000000000000004,0.0,2.0,584,4304,0.045000000000000005,5m,2.8,0.8,1.0,776,1064,0.045000000000000005,2m,1.6,0.0,2.0,440,5024.0,0.045000000000000005,5m,1.8,0.8,1.5,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0,0.025,3m,1.6,1.0,2.0,824.0,1680,0.05,5m,2.2,0.2,1.5,984,6976,0.025,3m,2.2,0.8,1.5,992,1824,0.04,4m,2.2,0.0,1.5,624,5392.0,0.05,3m,2.6,0.4,1.5,440.0,2048.0,0.01,3m,1.2,0.2,2.0,272.0,1288.0,0.015,1m,1.0,1.0,0.5,688.0,,,,,,,,,,,,,,,0.3,21,COMPLETE
75,75,0.9789117898509881,2025-06-22 16:33:16.104500,2025-06-22 16:33:37.145257,0 days 00:00:21.040757,4264.0,0.03,5m,1.4,0.0,0.5,584.0,3800.0,0.015,5m,2.0,0.4,1.5,648.0,5560.0,0.04,4m,1.8,0.2,1.0,224.0,3848.0,0.015,5m,1.2,0.2,2.0,992.0,,,,,,,,6920,0.035,1m,1.4,0.8,2.0,584,5240,0.035,1m,2.8,0.4,0.5,712,4832.0,0.025,4m,2.2,0.2,1.5,544.0,2288.0,0.035,4m,2.8,0.2,1.0,232.0,1248,0.035,1m,1.2,0.4,2.0,568,,,,,,,,,,,,,,,4592,0.045000000000000005,2m,1.4,1.0,0.5,304,6640,0.04,1m,2.6,0.0,2.0,488,4336,0.035,5m,1.8,0.6000000000000001,1.0,880,1024,0.04,2m,1.8,1.0,2.0,752,4920.0,0.05,5m,2.4000000000000004,0.6000000000000001,1.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048.0,0.025,3m,1.6,0.8,2.0,888.0,1760,0.05,3m,2.2,0.4,1.5,992,6928,0.03,3m,2.0,0.8,2.0,952,6480,0.03,4m,2.2,0.0,1.0,736,5472.0,0.05,4m,2.6,0.4,1.5,360.0,1872.0,0.01,3m,1.4,0.2,2.0,328.0,1336.0,0.01,1m,1.0,1.0,0.5,672.0,,,,,,,,,,,,,,,0.2,21,COMPLETE
76,76,1.006847924775884,2025-06-22 16:33:37.181920,2025-06-22 16:34:01.419091,0 days 00:00:24.237171,3728.0,0.03,1m,2.0,1.0,1.5,464.0,3184.0,0.02,5m,2.6,0.0,1.5,688.0,4688.0,0.045000000000000005,4m,2.0,0.4,0.5,160.0,2120.0,0.015,2m,1.2,0.6000000000000001,2.0,224.0,,,,,,,,5168,0.02,1m,1.4,1.0,1.0,728,2624,0.03,1m,2.2,0.0,0.5,680,3960.0,0.025,5m,2.0,0.4,1.5,496.0,7936.0,0.02,3m,2.4000000000000004,1.0,1.5,528.0,1432,0.04,1m,2.0,0.4,0.5,608,,,,,,,,5232.0,0.045000000000000005,3m,2.2,0.4,1.0,280.0,4984,0.05,2m,1.6,1.0,0.5,336,4664,0.035,2m,1.8,0.0,2.0,576,3968,0.04,5m,1.4,0.2,0.5,808,1344,0.045000000000000005,5m,2.0,0.2,2.0,528,3696.0,0.045000000000000005,5m,2.0,1.0,1.5,200.0,,,,,,,,3688.0,0.025,4m,2.0,0.2,2.0,936.0,,,,,,,,,,,,,,,1336.0,0.02,3m,1.8,1.0,2.0,816.0,1232,0.025,1m,2.0,0.0,1.5,936,1960,0.02,3m,2.2,0.8,1.0,536,1888,0.035,4m,3.0,0.0,0.5,632,4976.0,0.03,2m,1.8,0.6000000000000001,1.5,448.0,2360.0,0.01,3m,2.6,0.4,2.0,280.0,1208.0,0.015,1m,1.2,0.8,0.5,632.0,,,,,,,,,,,,,,,0.35000000000000003,23,COMPLETE
77,77,1.0210325810075143,2025-06-22 16:34:01.475216,2025-06-22 16:34:44.938370,0 days 00:00:43.463154,3912.0,0.03,5m,1.2,0.0,0.5,536.0,2848.0,0.025,5m,1.6,0.8,1.0,624.0,5336.0,0.04,4m,1.8,0.6000000000000001,1.0,280.0,2712.0,0.015,2m,2.2,0.4,2.0,272.0,,,,,,,,1080,0.04,1m,1.0,0.6000000000000001,0.5,672,1760,0.035,1m,2.0,0.2,1.0,1000,5216.0,0.02,4m,1.6,0.0,1.5,592.0,1808.0,0.05,2m,2.6,0.2,2.0,352.0,1224,0.035,1m,1.8,0.4,1.5,488,,,,,,,,4648.0,0.035,2m,1.8,0.8,1.5,496.0,5456,0.04,3m,1.4,1.0,0.5,416,5656,0.035,2m,2.8,0.0,1.5,328,4672,0.045000000000000005,5m,2.0,0.4,1.0,624,1736,0.02,3m,1.6,0.0,2.0,664,7216.0,0.05,5m,1.4,0.4,1.5,688.0,,,,,,,,7432.0,0.02,3m,2.4000000000000004,0.0,0.5,528.0,2328.0,0.04,5m,1.2,0.0,0.5,984.0,,,,,,,,1648.0,0.025,3m,1.6,0.6000000000000001,1.5,304.0,2920,0.05,4m,2.2,0.4,1.5,768,7088,0.025,1m,2.2,0.8,1.5,688,1584,0.04,4m,2.8,0.0,1.0,576,3312.0,0.045000000000000005,5m,2.4000000000000004,0.4,1.5,400.0,1064.0,0.025,3m,1.2,0.2,1.5,896.0,2376.0,0.02,1m,1.4,1.0,0.5,272.0,,,,,,,,1904.0,0.045000000000000005,4m,1.8,0.2,0.5,280.0,0.3,25,COMPLETE
