,number,value,datetime_start,datetime_complete,duration,params_AAPL_CDW_beta_win,params_AAPL_CDW_stop_loss,params_AAPL_CDW_trade_freq,params_AAPL_CDW_z_entry,params_AAPL_CDW_z_exit,params_AAPL_CDW_z_stop_scaler,params_AAPL_CDW_z_win,params_ADP_PDD_beta_win,params_ADP_PDD_stop_loss,params_ADP_PDD_trade_freq,params_ADP_PDD_z_entry,params_ADP_PDD_z_exit,params_ADP_PDD_z_stop_scaler,params_ADP_PDD_z_win,params_ADSK_QCOM_beta_win,params_ADSK_QCOM_stop_loss,params_ADSK_QCOM_trade_freq,params_ADSK_QCOM_z_entry,params_ADSK_QCOM_z_exit,params_ADSK_QCOM_z_stop_scaler,params_ADSK_QCOM_z_win,params_ALGN_EA_beta_win,params_ALGN_EA_stop_loss,params_ALGN_EA_trade_freq,params_ALGN_EA_z_entry,params_ALGN_EA_z_exit,params_ALGN_EA_z_stop_scaler,params_ALGN_EA_z_win,params_ALGN_QCOM_beta_win,params_ALGN_QCOM_stop_loss,params_ALGN_QCOM_trade_freq,params_ALGN_QCOM_z_entry,params_ALGN_QCOM_z_exit,params_ALGN_QCOM_z_stop_scaler,params_ALGN_QCOM_z_win,params_AMD_QCOM_beta_win,params_AMD_QCOM_stop_loss,params_AMD_QCOM_trade_freq,params_AMD_QCOM_z_entry,params_AMD_QCOM_z_exit,params_AMD_QCOM_z_stop_scaler,params_AMD_QCOM_z_win,params_AVGO_QCOM_beta_win,params_AVGO_QCOM_stop_loss,params_AVGO_QCOM_trade_freq,params_AVGO_QCOM_z_entry,params_AVGO_QCOM_z_exit,params_AVGO_QCOM_z_stop_scaler,params_AVGO_QCOM_z_win,params_BIDU_CSCO_beta_win,params_BIDU_CSCO_stop_loss,params_BIDU_CSCO_trade_freq,params_BIDU_CSCO_z_entry,params_BIDU_CSCO_z_exit,params_BIDU_CSCO_z_stop_scaler,params_BIDU_CSCO_z_win,params_CMCSA_WDAY_beta_win,params_CMCSA_WDAY_stop_loss,params_CMCSA_WDAY_trade_freq,params_CMCSA_WDAY_z_entry,params_CMCSA_WDAY_z_exit,params_CMCSA_WDAY_z_stop_scaler,params_CMCSA_WDAY_z_win,params_DLTR_VRTX_beta_win,params_DLTR_VRTX_stop_loss,params_DLTR_VRTX_trade_freq,params_DLTR_VRTX_z_entry,params_DLTR_VRTX_z_exit,params_DLTR_VRTX_z_stop_scaler,params_DLTR_VRTX_z_win,params_DOCU_ILMN_beta_win,params_DOCU_ILMN_stop_loss,params_DOCU_ILMN_trade_freq,params_DOCU_ILMN_z_entry,params_DOCU_ILMN_z_exit,params_DOCU_ILMN_z_stop_scaler,params_DOCU_ILMN_z_win,params_DOCU_TEAM_beta_win,params_DOCU_TEAM_stop_loss,params_DOCU_TEAM_trade_freq,params_DOCU_TEAM_z_entry,params_DOCU_TEAM_z_exit,params_DOCU_TEAM_z_stop_scaler,params_DOCU_TEAM_z_win,params_FB_PCAR_beta_win,params_FB_PCAR_stop_loss,params_FB_PCAR_trade_freq,params_FB_PCAR_z_entry,params_FB_PCAR_z_exit,params_FB_PCAR_z_stop_scaler,params_FB_PCAR_z_win,params_FISV_VRTX_beta_win,params_FISV_VRTX_stop_loss,params_FISV_VRTX_trade_freq,params_FISV_VRTX_z_entry,params_FISV_VRTX_z_exit,params_FISV_VRTX_z_stop_scaler,params_FISV_VRTX_z_win,params_FOXA_QCOM_beta_win,params_FOXA_QCOM_stop_loss,params_FOXA_QCOM_trade_freq,params_FOXA_QCOM_z_entry,params_FOXA_QCOM_z_exit,params_FOXA_QCOM_z_stop_scaler,params_FOXA_QCOM_z_win,params_FOX_QCOM_beta_win,params_FOX_QCOM_stop_loss,params_FOX_QCOM_trade_freq,params_FOX_QCOM_z_entry,params_FOX_QCOM_z_exit,params_FOX_QCOM_z_stop_scaler,params_FOX_QCOM_z_win,params_GILD_MU_beta_win,params_GILD_MU_stop_loss,params_GILD_MU_trade_freq,params_GILD_MU_z_entry,params_GILD_MU_z_exit,params_GILD_MU_z_stop_scaler,params_GILD_MU_z_win,params_GOOGL_PCAR_beta_win,params_GOOGL_PCAR_stop_loss,params_GOOGL_PCAR_trade_freq,params_GOOGL_PCAR_z_entry,params_GOOGL_PCAR_z_exit,params_GOOGL_PCAR_z_stop_scaler,params_GOOGL_PCAR_z_win,params_GOOG_PCAR_beta_win,params_GOOG_PCAR_stop_loss,params_GOOG_PCAR_trade_freq,params_GOOG_PCAR_z_entry,params_GOOG_PCAR_z_exit,params_GOOG_PCAR_z_stop_scaler,params_GOOG_PCAR_z_win,params_ILMN_MTCH_beta_win,params_ILMN_MTCH_stop_loss,params_ILMN_MTCH_trade_freq,params_ILMN_MTCH_z_entry,params_ILMN_MTCH_z_exit,params_ILMN_MTCH_z_stop_scaler,params_ILMN_MTCH_z_win,params_ILMN_TEAM_beta_win,params_ILMN_TEAM_stop_loss,params_ILMN_TEAM_trade_freq,params_ILMN_TEAM_z_entry,params_ILMN_TEAM_z_exit,params_ILMN_TEAM_z_stop_scaler,params_ILMN_TEAM_z_win,params_ILMN_VRTX_beta_win,params_ILMN_VRTX_stop_loss,params_ILMN_VRTX_trade_freq,params_ILMN_VRTX_z_entry,params_ILMN_VRTX_z_exit,params_ILMN_VRTX_z_stop_scaler,params_ILMN_VRTX_z_win,params_INTU_VRTX_beta_win,params_INTU_VRTX_stop_loss,params_INTU_VRTX_trade_freq,params_INTU_VRTX_z_entry,params_INTU_VRTX_z_exit,params_INTU_VRTX_z_stop_scaler,params_INTU_VRTX_z_win,params_NVDA_VRTX_beta_win,params_NVDA_VRTX_stop_loss,params_NVDA_VRTX_trade_freq,params_NVDA_VRTX_z_entry,params_NVDA_VRTX_z_exit,params_NVDA_VRTX_z_stop_scaler,params_NVDA_VRTX_z_win,params_PCAR_CDW_beta_win,params_PCAR_CDW_stop_loss,params_PCAR_CDW_trade_freq,params_PCAR_CDW_z_entry,params_PCAR_CDW_z_exit,params_PCAR_CDW_z_stop_scaler,params_PCAR_CDW_z_win,params_PCAR_PAYX_beta_win,params_PCAR_PAYX_stop_loss,params_PCAR_PAYX_trade_freq,params_PCAR_PAYX_z_entry,params_PCAR_PAYX_z_exit,params_PCAR_PAYX_z_stop_scaler,params_PCAR_PAYX_z_win,params_PCAR_VRTX_beta_win,params_PCAR_VRTX_stop_loss,params_PCAR_VRTX_trade_freq,params_PCAR_VRTX_z_entry,params_PCAR_VRTX_z_exit,params_PCAR_VRTX_z_stop_scaler,params_PCAR_VRTX_z_win,params_PYPL_QCOM_beta_win,params_PYPL_QCOM_stop_loss,params_PYPL_QCOM_trade_freq,params_PYPL_QCOM_z_entry,params_PYPL_QCOM_z_exit,params_PYPL_QCOM_z_stop_scaler,params_PYPL_QCOM_z_win,params_REGN_CTAS_beta_win,params_REGN_CTAS_stop_loss,params_REGN_CTAS_trade_freq,params_REGN_CTAS_z_entry,params_REGN_CTAS_z_exit,params_REGN_CTAS_z_stop_scaler,params_REGN_CTAS_z_win,params_TEAM_VRTX_beta_win,params_TEAM_VRTX_stop_loss,params_TEAM_VRTX_trade_freq,params_TEAM_VRTX_z_entry,params_TEAM_VRTX_z_exit,params_TEAM_VRTX_z_stop_scaler,params_TEAM_VRTX_z_win,params_buffer_capital,params_pairs_to_trade,state
50,50,0.993271646935575,2025-06-22 16:24:44.101403,2025-06-22 16:24:58.416576,0 days 00:00:14.315173,,,,,,,,3392,0.025,4m,2.8,0.8,1.5,808,3120,0.015,4m,1.4,0.0,0.5,408,,,,,,,,4768.0,0.025,2m,2.4000000000000004,0.8,0.5,456.0,6216,0.04,4m,2.6,1.0,1.0,440,,,,,,,,3144,0.04,2m,2.4000000000000004,0.0,1.5,520,,,,,,,,,,,,,,,3952.0,0.015,5m,1.8,1.0,1.5,256.0,,,,,,,,3208.0,0.03,3m,1.6,1.0,1.0,536.0,5016,0.035,1m,2.4000000000000004,0.4,1.0,1024,,,,,,,,1792,0.03,1m,2.4000000000000004,1.0,1.0,488,5288.0,0.045000000000000005,4m,2.6,0.0,1.0,976.0,5736,0.02,4m,1.6,0.4,0.5,424,1448,0.035,1m,2.0,0.4,0.5,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2720,0.04,4m,1.6,0.8,1.5,592,7656,0.025,3m,2.0,0.8,1.0,264,8096.0,0.02,4m,2.6,1.0,1.0,824.0,0.35000000000000003,15,COMPLETE
51,51,0.9766340524209972,2025-06-22 16:24:58.460548,2025-06-22 16:25:17.709311,0 days 00:00:19.248763,,,,,,,,3896,0.015,3m,1.8,0.4,1.5,200,1912,0.035,1m,2.0,0.8,1.5,976,5696.0,0.015,1m,2.4000000000000004,0.4,1.0,600.0,6152.0,0.03,2m,3.0,0.8,0.5,672.0,5400,0.045000000000000005,2m,1.8,0.6000000000000001,0.5,576,,,,,,,,4104,0.02,5m,1.0,0.4,1.0,544,,,,,,,,,,,,,,,4072.0,0.01,1m,3.0,1.0,1.0,288.0,,,,,,,,3440.0,0.02,3m,1.4,1.0,0.5,1016.0,3456,0.04,2m,3.0,0.6000000000000001,1.0,888,2680.0,0.04,1m,2.8,0.0,0.5,616.0,3456,0.02,4m,2.8,1.0,0.5,320,8176.0,0.01,2m,2.8,0.2,0.5,216.0,5000,0.05,2m,3.0,0.2,0.5,280,7960,0.045000000000000005,5m,1.6,0.4,0.5,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2656,0.02,3m,2.8,0.6000000000000001,1.5,408,4544,0.03,1m,1.6,0.0,2.0,600,1144.0,0.035,5m,1.6,0.6000000000000001,1.0,872.0,0.25,17,COMPLETE
52,52,0.9805575335099764,2025-06-22 16:25:17.791254,2025-06-22 16:25:38.577648,0 days 00:00:20.786394,,,,,,,,4464,0.015,3m,2.0,0.4,1.5,296,1864,0.03,1m,2.2,0.8,1.5,920,5584.0,0.015,1m,2.0,0.4,1.0,568.0,6296.0,0.03,2m,3.0,0.8,0.5,544.0,5576,0.05,2m,1.6,0.6000000000000001,0.5,512,,,,,,,,3984,0.02,5m,1.0,0.4,1.0,576,,,,,,,,,,,,,,,3328.0,0.01,1m,3.0,1.0,1.0,424.0,,,,,,,,3048.0,0.02,3m,1.2,1.0,0.5,960.0,3728,0.045000000000000005,2m,3.0,0.6000000000000001,1.0,784,2296.0,0.04,1m,3.0,0.0,0.5,680.0,3264,0.015,4m,2.4000000000000004,1.0,0.5,192,7872.0,0.015,2m,3.0,0.2,0.5,168.0,5120,0.05,2m,3.0,0.2,0.5,280,7568,0.045000000000000005,5m,1.6,0.6000000000000001,0.5,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4480.0,0.045000000000000005,1m,2.4000000000000004,0.8,1.5,960.0,,,,,,,,3248,0.015,3m,2.8,0.6000000000000001,1.5,696,3880,0.035,1m,1.4,0.0,2.0,688,1064.0,0.03,5m,1.6,0.6000000000000001,1.0,752.0,0.25,18,COMPLETE
53,53,0.9756480167468567,2025-06-22 16:25:38.627709,2025-06-22 16:25:54.241776,0 days 00:00:15.614067,,,,,,,,2936,0.02,3m,1.8,0.2,1.5,168,2320,0.035,1m,1.6,1.0,1.5,856,,,,,,,,5712.0,0.035,2m,3.0,0.6000000000000001,0.5,616.0,5208,0.045000000000000005,2m,1.8,0.8,0.5,632,,,,,,,,2640,0.015,5m,1.2,0.6000000000000001,1.0,488,,,,,,,,,,,,,,,4776.0,0.01,1m,3.0,1.0,1.0,128.0,,,,,,,,4184.0,0.02,3m,1.4,1.0,0.5,936.0,3936,0.05,2m,2.8,0.8,1.0,728,,,,,,,,4024,0.02,4m,2.0,1.0,0.5,344,7464.0,0.01,2m,2.8,0.2,0.5,464.0,4704,0.045000000000000005,2m,2.8,0.2,0.5,336,7736,0.04,5m,1.2,0.2,0.5,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3792,0.02,3m,2.6,0.4,1.0,504,4256,0.03,1m,1.6,0.0,2.0,544,1568.0,0.035,5m,1.4,0.6000000000000001,1.0,992.0,0.15000000000000002,15,COMPLETE
54,54,0.9713480257411157,2025-06-22 16:25:54.317387,2025-06-22 16:26:06.398645,0 days 00:00:12.081258,,,,,,,,3760,0.01,3m,2.2,0.6000000000000001,1.0,360,2824,0.04,1m,2.0,0.6000000000000001,2.0,976,,,,,,,,5296.0,0.03,2m,2.8,0.4,0.5,616.0,4368,0.045000000000000005,2m,2.2,0.6000000000000001,0.5,1016,,,,,,,,3472,0.025,5m,1.4,0.4,1.0,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560,0.04,2m,3.0,0.6000000000000001,1.0,536,,,,,,,,4584,0.015,2m,2.2,0.8,0.5,296,,,,,,,,5440,0.05,2m,3.0,0.4,1.5,176,7456,0.045000000000000005,5m,2.4000000000000004,0.6000000000000001,1.0,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2480,0.015,3m,3.0,0.6000000000000001,1.5,368,5096,0.04,1m,1.8,0.0,2.0,632,1840.0,0.04,5m,1.8,0.2,1.5,896.0,0.2,12,COMPLETE
55,55,0.9726802551513406,2025-06-22 16:26:06.449667,2025-06-22 16:26:27.785206,0 days 00:00:21.335539,,,,,,,,4152,0.02,3m,3.0,0.4,1.5,128,2576,0.035,1m,2.2,0.2,1.0,712,5112.0,0.02,1m,2.8,0.6000000000000001,1.0,352.0,6576.0,0.025,4m,3.0,0.8,1.5,728.0,5936,0.035,5m,2.0,0.8,0.5,504,3328.0,0.03,2m,2.0,0.4,0.5,992.0,4976,0.02,5m,1.4,0.6000000000000001,1.0,408,,,,,,,,,,,,,,,4128.0,0.01,1m,2.8,0.8,1.0,296.0,,,,,,,,5472.0,0.015,3m,1.2,0.8,0.5,1024.0,2560,0.03,3m,2.8,0.8,1.5,920,1168.0,0.035,1m,2.6,0.0,0.5,752.0,5552,0.025,4m,2.6,1.0,0.5,240,7984.0,0.015,2m,2.6,0.4,0.5,288.0,6136,0.045000000000000005,2m,1.2,0.0,0.5,488,6944,0.04,1m,1.4,0.4,0.5,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032.0,0.03,5m,1.8,1.0,2.0,816.0,7552.0,0.01,5m,1.2,0.0,0.5,808.0,2152,0.035,4m,2.8,0.4,1.5,872,6568,0.02,1m,2.2,0.2,2.0,408,1328.0,0.03,5m,1.6,0.4,1.0,800.0,0.3,20,COMPLETE
56,56,0.9722292344859665,2025-06-22 16:26:27.835402,2025-06-22 16:26:51.817639,0 days 00:00:23.982237,2936.0,0.035,2m,1.0,0.6000000000000001,1.5,752.0,4808,0.01,1m,2.0,0.0,0.5,256,1256,0.045000000000000005,3m,1.8,0.6000000000000001,2.0,800,5960.0,0.015,1m,1.0,0.2,1.5,688.0,7896.0,0.035,2m,2.6,1.0,0.5,192.0,4920,0.04,3m,1.6,0.6000000000000001,1.5,672,7072.0,0.04,1m,2.4000000000000004,0.2,2.0,760.0,4672,0.015,2m,1.2,0.2,1.0,608,7424.0,0.05,4m,2.0,0.4,0.5,184.0,,,,,,,,5160.0,0.015,1m,3.0,1.0,1.0,352.0,,,,,,,,1544.0,0.025,4m,1.0,1.0,0.5,744.0,3128,0.045000000000000005,2m,1.6,0.6000000000000001,1.0,984,1624.0,0.04,1m,2.8,0.2,0.5,568.0,3072,0.02,4m,2.4000000000000004,0.2,0.5,296,1152.0,0.01,5m,3.0,0.0,0.5,568.0,3720,0.04,4m,2.6,0.2,0.5,584,4696,0.045000000000000005,2m,1.8,0.2,1.0,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7640.0,0.02,5m,2.4000000000000004,0.8,1.5,856.0,7560.0,0.015,3m,2.2,0.0,1.0,880.0,5928.0,0.05,2m,1.6,0.4,1.0,592.0,3664,0.025,2m,1.8,1.0,2.0,440,5480,0.035,5m,1.8,0.0,1.0,760,2656.0,0.04,4m,2.4000000000000004,0.8,0.5,608.0,0.25,23,COMPLETE
57,57,0.9833731866280955,2025-06-22 16:26:51.868964,2025-06-22 16:27:09.379915,0 days 00:00:17.510951,,,,,,,,5208,0.015,4m,1.8,0.2,2.0,624,3440,0.035,5m,2.4000000000000004,0.8,1.0,472,4608.0,0.03,4m,2.4000000000000004,0.4,1.0,536.0,7168.0,0.025,3m,3.0,0.2,0.5,632.0,6392,0.045000000000000005,5m,1.4,0.4,1.0,416,,,,,,,,3216,0.05,4m,1.0,0.4,1.5,1024,,,,,,,,,,,,,,,4384.0,0.03,2m,2.6,0.8,1.0,224.0,,,,,,,,3752.0,0.03,5m,1.4,0.8,1.5,696.0,2048,0.04,1m,2.6,0.4,2.0,944,4408.0,0.045000000000000005,4m,2.4000000000000004,0.0,1.0,944.0,4968,0.01,4m,1.8,0.4,2.0,552,3272.0,0.03,2m,2.0,0.2,0.5,912.0,2472,0.025,4m,2.6,0.4,1.0,848,7832,0.035,1m,2.8,0.2,1.0,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6472.0,0.035,1m,1.2,0.6000000000000001,0.5,728.0,,,,,,,,4096,0.03,3m,2.4000000000000004,0.8,1.0,528,1912,0.03,1m,1.6,0.2,0.5,496,6368.0,0.035,2m,1.2,0.8,1.0,952.0,0.4,18,COMPLETE
58,58,0.9678168027527831,2025-06-22 16:27:09.425740,2025-06-22 16:27:23.589736,0 days 00:00:14.163996,,,,,,,,6640,0.03,5m,2.2,0.8,1.5,216,1712,0.04,3m,2.2,0.4,0.5,888,6504.0,0.01,3m,2.2,0.6000000000000001,1.0,848.0,6768.0,0.015,2m,2.8,0.6000000000000001,2.0,560.0,5384,0.04,2m,3.0,0.8,0.5,576,,,,,,,,4272,0.04,2m,1.8,1.0,0.5,680,,,,,,,,,,,,,,,1960.0,0.015,3m,2.8,1.0,0.5,184.0,,,,,,,,2624.0,0.025,2m,1.6,0.0,1.0,896.0,2832,0.035,5m,3.0,0.0,1.5,896,3760.0,0.035,1m,2.8,0.2,0.5,808.0,4304,0.045000000000000005,5m,1.4,0.6000000000000001,1.5,160,7144.0,0.04,3m,2.8,0.4,0.5,984.0,4424,0.05,5m,1.0,0.2,0.5,256,3080,0.05,5m,2.2,0.0,0.5,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8192,0.02,4m,2.6,0.6000000000000001,1.5,328,2952,0.04,4m,2.0,0.6000000000000001,1.5,976,1032.0,0.045000000000000005,4m,1.2,0.6000000000000001,1.5,1024.0,0.2,17,COMPLETE
59,59,1.0147836569624893,2025-06-22 16:27:23.638135,2025-06-22 16:27:41.235981,0 days 00:00:17.597846,,,,,,,,1632,0.015,4m,2.6,0.6000000000000001,1.0,176,7288,0.03,1m,2.4000000000000004,1.0,2.0,944,4104.0,0.04,2m,1.2,0.8,1.5,144.0,4256.0,0.03,5m,2.8,0.8,1.0,696.0,7376,0.035,5m,2.4000000000000004,0.8,0.5,464,4928.0,0.035,2m,1.8,0.8,1.5,656.0,3592,0.02,3m,2.8,0.8,1.0,480,,,,,,,,,,,,,,,7800.0,0.02,1m,2.0,1.0,1.0,400.0,,,,,,,,4736.0,0.015,4m,1.8,0.2,0.5,968.0,5512,0.05,2m,2.8,0.2,1.0,672,2040.0,0.03,5m,3.0,0.6000000000000001,0.5,464.0,3696,0.015,4m,2.8,0.4,2.0,408,7576.0,0.025,5m,2.6,0.2,0.5,424.0,5776,0.02,3m,1.4,0.6000000000000001,1.0,776,4432,0.025,1m,2.6,0.6000000000000001,1.5,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.0,0.03,4m,1.0,0.4,1.5,752.0,,,,,,,,1400,0.04,5m,2.0,0.8,1.5,296,2368,0.05,2m,1.8,0.0,2.0,704,2216.0,0.03,3m,2.2,0.2,1.0,912.0,0.3,19,COMPLETE
60,60,0.9500455631203236,2025-06-22 16:27:41.275269,2025-06-22 16:28:02.265200,0 days 00:00:20.989931,,,,,,,,1496,0.025,4m,2.6,0.6000000000000001,1.0,328,7040,0.02,2m,2.8,1.0,2.0,208,4176.0,0.04,2m,1.2,0.8,1.5,904.0,3968.0,0.03,5m,2.8,0.4,1.0,696.0,7392,0.035,5m,2.8,1.0,1.0,256,4976.0,0.035,2m,1.8,0.8,1.5,640.0,2760,0.045000000000000005,3m,2.8,0.8,1.5,424,,,,,,,,,,,,,,,7192.0,0.02,1m,2.0,0.0,1.5,592.0,,,,,,,,4656.0,0.015,4m,2.0,0.2,1.5,608.0,4688,0.05,1m,2.6,0.2,1.0,632,1944.0,0.03,5m,3.0,0.6000000000000001,1.0,296.0,3688,0.01,1m,3.0,0.4,2.0,456,4824.0,0.025,5m,2.6,0.8,1.0,448.0,6016,0.02,3m,1.4,0.8,1.0,776,3808,0.025,1m,3.0,0.6000000000000001,1.5,968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6896.0,0.015,1m,2.8,0.6000000000000001,1.0,968.0,1656.0,0.03,4m,1.0,0.4,1.5,528.0,5176.0,0.025,4m,2.4000000000000004,0.8,0.5,472.0,1288,0.045000000000000005,5m,2.0,0.8,2.0,272,2544,0.05,3m,2.0,0.2,1.5,688,2952.0,0.025,3m,2.2,0.2,1.5,920.0,0.3,21,COMPLETE
61,61,1.0011643453872432,2025-06-22 16:28:02.318056,2025-06-22 16:28:22.678510,0 days 00:00:20.360454,4808.0,0.025,2m,1.2,1.0,0.5,824.0,1768,0.015,4m,2.8,0.6000000000000001,1.0,184,7800,0.03,1m,2.4000000000000004,1.0,2.0,936,3120.0,0.05,2m,1.4,0.8,1.5,336.0,4496.0,0.03,5m,3.0,0.8,1.5,656.0,7672,0.035,5m,2.4000000000000004,0.8,0.5,456,5624.0,0.045000000000000005,2m,2.2,0.8,1.5,696.0,3544,0.02,3m,2.8,0.8,1.0,488,,,,,,,,,,,,,,,8024.0,0.01,1m,1.6,1.0,1.0,400.0,,,,,,,,4768.0,0.01,4m,1.8,0.2,0.5,1000.0,6792,0.045000000000000005,2m,2.8,0.2,1.0,592,3096.0,0.04,5m,3.0,0.6000000000000001,0.5,432.0,3384,0.015,4m,2.8,0.4,2.0,376,7584.0,0.02,5m,3.0,0.2,0.5,368.0,5776,0.015,3m,1.2,0.6000000000000001,1.0,928,4448,0.025,1m,2.6,0.6000000000000001,1.5,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5904.0,0.045000000000000005,4m,2.6,0.4,1.0,640.0,2112.0,0.02,4m,1.0,0.4,1.5,760.0,4456.0,0.045000000000000005,5m,1.8,0.4,1.0,128.0,2896,0.04,5m,2.2,0.8,1.5,248,2296,0.05,1m,1.8,0.0,2.0,576,2320.0,0.03,3m,2.0,0.2,1.0,992.0,0.25,22,COMPLETE
62,62,1.0087704706079632,2025-06-22 16:28:22.732070,2025-06-22 16:28:39.876188,0 days 00:00:17.144118,,,,,,,,2880,0.01,4m,2.8,0.6000000000000001,1.0,168,5424,0.03,1m,2.6,1.0,2.0,1008,4832.0,0.045000000000000005,2m,1.0,1.0,1.5,208.0,5824.0,0.025,5m,2.6,0.8,0.5,760.0,7288,0.03,5m,2.2,0.8,0.5,544,2528.0,0.035,2m,1.6,1.0,1.5,728.0,3912,0.025,3m,2.6,0.8,1.0,560,,,,,,,,,,,,,,,7264.0,0.015,1m,2.0,1.0,1.0,448.0,,,,,,,,4344.0,0.02,4m,1.4,0.0,0.5,968.0,5632,0.05,2m,1.0,0.2,1.0,680,2152.0,0.035,5m,2.8,0.8,0.5,176.0,2680,0.02,4m,2.0,0.4,2.0,408,7904.0,0.035,5m,2.8,0.2,0.5,280.0,4976,0.02,3m,1.4,0.6000000000000001,1.5,624,4872,0.04,1m,2.6,0.8,1.5,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.0,0.025,4m,1.2,0.6000000000000001,1.5,976.0,,,,,,,,1736,0.035,5m,2.0,0.6000000000000001,1.5,344,1392,0.045000000000000005,2m,1.6,0.0,2.0,720,1816.0,0.035,3m,2.2,0.0,1.0,864.0,0.3,19,COMPLETE
63,63,0.9710024093712544,2025-06-22 16:28:39.930867,2025-06-22 16:28:57.407166,0 days 00:00:17.476299,,,,,,,,2440,0.01,4m,2.8,0.6000000000000001,1.0,152,5432,0.025,1m,2.6,1.0,2.0,832,4872.0,0.045000000000000005,2m,1.0,1.0,1.5,128.0,5832.0,0.02,5m,2.6,1.0,1.0,736.0,7184,0.03,5m,2.2,0.8,0.5,360,2488.0,0.035,2m,1.6,1.0,1.5,704.0,3824,0.025,3m,2.6,1.0,1.0,576,,,,,,,,,,,,,,,7632.0,0.015,1m,2.2,1.0,1.0,496.0,,,,,,,,5312.0,0.015,4m,1.2,0.0,0.5,976.0,5584,0.05,2m,1.2,0.2,0.5,744,2136.0,0.03,5m,2.0,0.8,0.5,176.0,2608,0.015,4m,2.0,0.2,2.0,432,7896.0,0.035,5m,2.6,0.4,0.5,272.0,4880,0.02,3m,1.4,0.6000000000000001,1.5,632,4928,0.03,1m,2.8,0.8,1.5,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.0,0.025,4m,1.2,0.6000000000000001,1.5,960.0,,,,,,,,1784,0.035,5m,2.0,0.8,1.5,304,1480,0.05,2m,1.8,0.0,2.0,720,1824.0,0.03,3m,2.4000000000000004,0.0,1.0,848.0,0.35000000000000003,19,COMPLETE
64,64,1.0110812551991917,2025-06-22 16:28:57.462807,2025-06-22 16:29:14.833713,0 days 00:00:17.370906,,,,,,,,2824,0.01,4m,2.6,0.8,1.0,256,6176,0.03,1m,2.6,1.0,2.0,1000,4560.0,0.04,2m,1.0,1.0,1.5,216.0,7616.0,0.025,5m,2.8,0.8,0.5,848.0,7968,0.02,5m,2.4000000000000004,1.0,0.5,536,1728.0,0.04,2m,1.8,1.0,1.5,816.0,6224,0.025,3m,3.0,0.8,1.0,640,,,,,,,,,,,,,,,7280.0,0.02,1m,2.0,1.0,1.0,440.0,,,,,,,,5840.0,0.035,4m,1.6,0.0,0.5,904.0,5456,0.05,2m,1.4,0.2,1.5,664,7224.0,0.035,5m,2.6,0.8,0.5,192.0,2008,0.02,4m,1.8,0.4,2.0,616,7312.0,0.03,5m,2.8,0.2,0.5,408.0,5400,0.015,3m,1.6,0.6000000000000001,1.5,728,5560,0.04,1m,2.6,1.0,1.5,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920.0,0.025,4m,1.4,0.8,1.5,1024.0,,,,,,,,1392,0.035,5m,1.8,0.6000000000000001,1.5,296,1832,0.045000000000000005,2m,1.8,0.0,2.0,224,2536.0,0.035,3m,2.2,0.0,1.0,704.0,0.3,19,COMPLETE
